,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9
1965-01-01,1011.8741,1018.9254,1017.3706,1020.59674,1013.14294,1010.6306,1016.6543,1008.9854,1020.7394
1965-02-01,1010.60333,1014.7095,1016.73303,1014.0682,1017.8407,1014.45087,1015.58203,1010.8446,1016.10175
1965-03-01,1011.75195,1019.4531,1017.73834,1019.12445,1017.40405,1014.5768,1017.19946,1013.33954,1019.0159
1965-04-01,1012.6506,1018.8695,1015.1182,1021.3254,1020.62335,1014.10175,1016.872,1018.5533,1022.1769
1965-05-01,1012.33545,1019.1958,1016.7771,1020.88947,1020.8758,1015.9281,1018.56323,1019.1083,1019.2857
1965-06-01,1013.10693,1021.6181,1015.98456,1025.297,1024.2079,1015.623,1020.5266,1025.323,1019.1604
1965-07-01,1012.58295,1022.103,1015.40845,1027.0371,1021.997,1008.75836,1020.57935,1023.8309,1025.6282
1965-08-01,1012.66724,1020.366,1014.6661,1021.4339,1020.8137,1016.8088,1019.5852,1019.966,1024.5024
1965-09-01,1012.2276,1022.3201,1015.0965,1018.9824,1017.1926,1015.69,1018.8764,1017.69617,1023.1524
1965-10-01,1012.6332,1024.0981,1016.4943,1022.2841,1016.71075,1019.20935,1018.05835,1016.69836,1023.83826
1965-11-01,1012.1824,1022.8938,1019.0761,1019.5988,1021.1926,1015.236,1018.03107,1013.1188,1024.6761
1965-12-01,1011.4344,1020.59174,1019.03204,1020.59174,1023.8954,1018.8758,1017.3297,1010.94946,1018.24445
1966-01-01,1010.8655,1020.8784,1018.9194,1012.8258,1018.962,1016.4966,1017.8942,1012.7894,1020.06915
1966-02-01,1011.07263,1021.89233,1019.4439,1017.34534,1017.03107,1018.761,1016.55225,1009.77515,1020.4341
1966-03-01,1011.1509,1019.03076,1017.15063,1019.407,1017.8404,1015.5296,1017.05554,1013.8679,1020.7645
1966-04-01,1012.0691,1016.558,1014.35547,1018.16833,1018.7079,1013.87787,1017.443,1018.02563,1020.3208
1966-05-01,1013.04175,1017.9192,1016.45844,1026.4983,1020.02655,1012.12164,1019.1478,1022.22656,1017.9919
1966-06-01,1013.3816,1021.5174,1016.1386,1025.6439,1023.1147,1019.2111,1020.25256,1023.29126,1019.4539
1966-07-01,1012.59546,1026.012,1014.56696,1023.3445,1023.4433,1014.5607,1019.49713,1021.2671,1021.0593
1966-08-01,1012.82513,1024.8796,1014.28094,1023.1072,1022.3924,1015.641,1018.8499,1022.4487,1023.1097
1966-09-01,1012.4183,1023.1304,1015.59906,1020.8622,1018.0932,1016.3683,1018.5394,1017.3547,1022.24536
1966-10-01,1012.42334,1021.1256,1014.7328,1017.8329,1019.1729,1018.1821,1017.66455,1017.14813,1019.62787
1966-11-01,1011.99023,1020.1524,1016.43024,1016.28,1019.03516,1015.5377,1017.06995,1013.3502,1014.13513
1966-12-01,1011.5189,1016.0253,1018.435,1017.0361,1019.0002,1015.2449,1015.89136,1011.3875,1018.6766
1967-01-01,1011.4897,1019.2121,1021.9628,1018.42773,1019.313,1015.94916,1016.70306,1007.6622,1015.49713
1967-02-01,1011.97577,1019.5996,1020.077,1023.0432,1022.0122,1019.29193,1015.9716,1010.87286,1020.50946
1967-03-01,1012.14124,1021.3823,1019.2477,1020.955,1019.8223,1016.415,1015.11975,1015.1089,1023.34216
1967-04-01,1012.5019,1020.9506,1014.52405,1016.9955,1021.5768,1015.67413,1016.37946,1019.6729,1021.8206
1967-05-01,1012.5984,1019.0728,1015.47534,1025.4703,1021.4695,1015.30194,1017.71814,1021.4121,1015.5066
1967-06-01,1012.90094,1022.41125,1015.75616,1025.6277,1018.9487,1018.6716,1018.6149,1021.79016,1015.1575
1967-07-01,1012.62305,1022.47217,1015.07336,1026.4128,1022.4671,1017.7508,1018.9132,1021.6196,1021.6878
1967-08-01,1012.2472,1023.9052,1014.43634,1024.075,1020.80115,1024.0264,1019.5539,1019.3551,1024.2549
1967-09-01,1012.41846,1023.2711,1015.53265,1020.1771,1019.051,1019.54736,1018.36896,1018.10486,1023.31024
1967-10-01,1012.0542,1024.2557,1016.957,1020.4645,1018.55835,1019.95294,1017.87555,1016.0072,1018.37695
1967-11-01,1011.5557,1017.5157,1017.7007,1020.7997,1023.3705,1017.2443,1016.6247,1012.94666,1019.6482
1967-12-01,1011.9925,1018.76154,1018.9865,1012.32263,1014.15625,1012.41986,1017.4685,1010.9847,1019.1439
1968-01-01,1011.493,1021.0505,1020.3921,1019.094,1010.2328,1013.9496,1016.1172,1008.4045,1020.9903
1968-02-01,1012.11346,1021.8054,1016.9744,1013.65405,1005.78467,1014.07916,1016.5859,1011.483,1024.3816
1968-03-01,1012.3996,1019.54553,1017.2871,1021.1005,1021.6244,1017.90326,1016.067,1014.2659,1024.0681
1968-04-01,1012.65076,1016.8656,1014.4942,1018.7791,1022.0845,1013.53674,1016.7405,1014.57935,1022.2054
1968-05-01,1012.8741,1020.8415,1013.31415,1021.54565,1019.2257,1016.63165,1017.6521,1017.8897,1018.4478
1968-06-01,1013.9725,1021.605,1013.7278,1023.27094,1022.9303,1016.75616,1019.16486,1021.8498,1019.89404
1968-07-01,1013.282,1023.07556,1014.9479,1024.4531,1021.46045,1018.2868,1020.0715,1022.67847,1021.1005
1968-08-01,1012.9564,1022.9375,1014.3475,1020.966,1021.2165,1012.85767,1019.7688,1016.8764,1028.0511
1968-09-01,1012.3338,1020.73346,1016.1802,1018.1609,1018.39844,1016.22736,1018.6761,1018.87146,1022.7278
1968-10-01,1012.2315,1018.9437,1018.6353,1018.299,1015.891,1017.09106,1017.96265,1016.74396,1020.9896
1968-11-01,1012.0969,1018.3069,1017.02167,1019.4246,1017.93835,1014.63586,1017.9741,1012.52057,1017.61206
1968-12-01,1011.68976,1019.0003,1016.6803,1018.4285,1014.8999,1012.84406,1017.4052,1010.25214,1019.2572
1969-01-01,1010.49084,1017.46924,1018.06946,1014.7132,1009.06323,1010.9657,1015.85315,1009.22797,1016.92944
1969-02-01,1010.5033,1017.2321,1014.89667,1010.5033,1023.5316,1013.91956,1016.7629,1009.1793,1017.4193
1969-03-01,1011.47485,1018.9498,1012.39264,1012.7165,1022.3511,1015.25476,1017.141,1015.0051,1019.37726
1969-04-01,1011.9403,1020.0986,1013.8153,1024.12,1025.6075,1015.36774,1016.83026,1018.9811,1022.16266
1969-05-01,1011.8217,1020.9571,1014.65955,1024.5393,1019.6718,1011.6907,1017.80804,1019.94196,1021.73584
1969-06-01,1012.2579,1023.1859,1012.757,1024.4532,1019.5895,1015.5405,1018.8906,1021.9567,1015.7421
1969-07-01,1012.3122,1023.22833,1016.39667,1024.5367,1024.3634,1014.30194,1019.7679,1025.3542,1023.3257
1969-08-01,1012.0813,1022.771,1013.67615,1021.18115,1023.24146,1019.469,1018.81885,1022.86273,1021.89
1969-09-01,1011.34564,1021.8831,1014.2022,1021.1768,1021.04456,1019.37537,1018.0158,1018.2404,1028.6781
1969-10-01,1011.8604,1022.3093,1014.61835,1017.66705,1016.2381,1016.74164,1017.1354,1016.8621,1019.95197
1969-11-01,1011.61584,1021.82947,1019.86084,1014.27954,1018.168,1016.0403,1017.4854,1013.0547,1020.1492
1969-12-01,1011.50916,1021.6067,1016.92206,1018.03455,1017.5541,1014.5179,1017.46674,1008.66705,1019.6668
1970-01-01,1012.3425,1021.3387,1017.90125,1013.5149,1010.1725,1016.43475,1017.23865,1010.3924,1019.76874
1970-02-01,1011.8054,1020.00055,1019.27563,1023.49554,1017.2696,1012.8607,1016.493,1012.563,1021.2032
1970-03-01,1011.60815,1019.10565,1015.75916,1015.1792,1022.4207,1017.6142,1016.2494,1013.42456,1015.96533
1970-04-01,1011.9575,1020.84607,1015.3176,1019.1687,1026.4261,1014.8435,1017.09607,1018.1615,1023.43616
1970-05-01,1012.989,1018.18225,1013.295,1023.3625,1023.0613,1016.27014,1017.30884,1021.426,1018.8615
1970-06-01,1012.8862,1021.23346,1015.055,1027.4713,1023.11884,1017.71344,1019.1788,1019.7837,1017.3189
1970-07-01,1013.19525,1023.5722,1013.27716,1024.53,1023.3862,1016.9838,1019.4675,1023.92993,1023.3797
