,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9
1965-01-01,-4.016656e-06,1.9772153e-05,-8.069543e-05,4.4318585e-07,-1.6337304e-05,3.1401843e-05,-3.8371873e-06,9.36287e-06,-4.411037e-05
1965-02-01,8.200732e-07,4.3273816e-05,-1.7853832e-05,7.12389e-07,4.2479587e-06,-1.1096767e-05,-2.230925e-06,8.600116e-06,-5.0122624e-05
1965-03-01,-1.0010968e-05,1.5393074e-05,2.7623988e-05,1.367458e-06,9.726209e-07,6.2037456e-05,-2.9218863e-06,6.069582e-06,-3.7999394e-05
1965-04-01,-1.4192636e-05,3.2128697e-05,-4.123884e-05,-2.4373148e-06,3.9181887e-05,-5.8306476e-05,-4.1871535e-06,4.203088e-06,-5.264418e-05
1965-05-01,-9.804578e-06,1.135499e-05,0.00021030699,3.8934377e-07,-9.984047e-06,-7.2852556e-05,-4.7076173e-06,1.8161372e-06,-6.215174e-06
1965-06-01,-9.562296e-06,8.6270375e-06,0.000377062,1.1790107e-06,-2.5898698e-06,-4.404755e-05,-4.0794694e-06,-1.3112003e-07,1.839023e-05
1965-07-01,-1.1356999e-05,-9.387368e-07,0.00035823556,-3.1551972e-06,-1.9460094e-05,-5.3065938e-05,-3.621819e-06,-5.3178155e-06,-2.6109476e-05
1965-08-01,3.3550168e-07,1.66045e-05,0.00032502454,-6.0177554e-06,-5.128918e-05,-7.482674e-05,-6.852293e-06,-1.2169185e-06,-3.274988e-05
1965-09-01,-7.0227907e-06,1.1839562e-05,0.00023785571,-4.402522e-06,-4.33835e-05,-7.875714e-05,-5.9369922e-06,-1.6745689e-06,-2.8541297e-05
1965-10-01,1.1229364e-05,-5.7934158e-06,5.4741977e-05,-2.0245352e-06,-9.1221365e-05,-7.335508e-05,-5.299873e-06,-1.2438395e-06,-3.4338198e-05
1965-11-01,-1.0926269e-05,1.1794691e-05,-7.973984e-06,-1.5130427e-06,4.5938952e-05,-6.601474e-05,-4.1333114e-06,-2.1052983e-06,-2.7195267e-05
1965-12-01,-1.6920581e-05,1.7609535e-05,6.960214e-05,-7.59268e-07,3.211075e-05,-3.528939e-05,-4.5012275e-06,-1.2528108e-06,-4.9503455e-05
1966-01-01,-5.4851844e-06,4.1033058e-05,0.00015879508,2.6453235e-06,2.1439997e-05,1.6025333e-06,-6.096194e-06,2.2645725e-05,-2.6455054e-05
1966-02-01,-1.6806262e-06,2.1146712e-05,5.7375542e-05,1.6106824e-06,2.1570346e-05,2.775377e-05,-4.0024643e-06,3.4762998e-06,-6.678172e-05
1966-03-01,-1.0777621e-06,2.278422e-05,7.827209e-05,-1.19182e-06,7.4763775e-06,-2.6112888e-05,-5.2652213e-06,2.8408467e-06,-2.7856302e-05
1966-04-01,-1.0487322e-05,4.087309e-06,5.302515e-05,-1.0940566e-06,2.4266938e-05,-4.916834e-05,-4.849735e-06,8.323645e-06,-6.161368e-06
1966-05-01,-1.0503612e-05,7.3134433e-06,0.00013683131,-3.7713835e-07,-2.3440734e-05,-8.066387e-05,-1.1184966e-06,3.557765e-06,2.6890208e-05
1966-06-01,-2.33237e-06,1.0270731e-05,0.00012452964,-2.1857304e-06,-1.0919102e-05,-7.1743125e-05,-5.49333e-06,-3.1196396e-07,-1.0533222e-06
1966-07-01,-5.916965e-06,4.217658e-06,0.0003106026,6.2491745e-07,-5.045258e-06,-8.171481e-05,-3.2285207e-06,7.6341166e-07,-1.0859112e-06
1966-08-01,-8.752053e-06,4.323567e-06,0.0002834819,-5.39557e-06,-1.0251064e-05,-7.139282e-05,-6.0798993e-06,-5.9411832e-08,-3.8721155e-06
1966-09-01,-6.0880484e-06,1.977805e-05,0.00018013157,-7.02493e-06,-6.2072875e-05,-7.095289e-05,-7.489296e-06,-2.8752402e-07,-1.11390655e-05
1966-10-01,-4.6949426e-06,1.0653632e-05,1.2030439e-05,-3.1144627e-06,3.0979903e-05,-6.1999555e-05,-4.1246676e-06,2.1320775e-06,-3.4552977e-05
1966-11-01,-7.831462e-06,1.677188e-05,-0.00014614787,-7.681847e-07,6.5954126e-05,-6.3188985e-05,-2.2590502e-06,-4.7490175e-07,-1.951398e-05
1966-12-01,-8.06772e-06,2.9269075e-05,-0.0001494066,1.6869672e-07,1.7244394e-05,-4.1005245e-05,-3.7336213e-06,9.602692e-06,-4.375886e-05
1967-01-01,-1.6462967e-05,2.5467956e-05,2.9197467e-05,2.641751e-06,-2.362523e-05,4.955337e-05,-5.049864e-06,1.3183744e-06,-5.2699368e-05
1967-02-01,-8.578863e-06,1.949272e-05,-0.000102979575,-3.4185723e-07,-5.7848498e-05,5.233647e-05,-2.844241e-06,5.6494173e-06,-4.0412036e-05
1967-03-01,-1.0575954e-05,1.808914e-05,-0.0001375798,-1.8176215e-06,-4.9587434e-05,1.66615e-05,-3.100893e-06,7.718696e-06,-2.640031e-05
1967-04-01,-2.0502157e-06,3.1338925e-05,8.149883e-05,-3.1409945e-06,3.177203e-05,-7.344026e-05,-5.4348457e-06,6.459486e-06,2.4208744e-05
1967-05-01,1.7274178e-06,1.1368e-05,0.00020891172,-9.193318e-07,-8.073574e-06,-6.6711094e-05,-5.8358673e-06,3.0748524e-06,5.6445424e-07
1967-06-01,-6.309074e-06,1.6878052e-05,0.00022209735,-2.852259e-06,-1.6053924e-05,-6.611759e-05,-5.859929e-06,-1.2401506e-06,5.970236e-06
1967-07-01,-8.5147e-06,1.6284539e-05,0.00028080706,-2.1224005e-06,-6.526741e-05,-6.8579866e-05,-3.1650561e-06,-1.6540798e-07,-2.151585e-05
1967-08-01,-1.0223055e-05,7.421939e-06,0.0002505138,-6.1406463e-06,-6.163415e-05,-6.860393e-05,-5.875969e-06,-6.3059633e-07,-3.499021e-05
1967-09-01,-5.4589073e-06,9.459134e-06,0.00015713972,-8.2580445e-06,-3.097196e-05,-8.4404215e-05,-8.915722e-06,-2.1785418e-06,-2.018446e-05
1967-10-01,-1.8588384e-05,1.135196e-05,0.00013422528,-8.827497e-06,-5.90275e-05,-9.8143246e-05,-4.416248e-06,4.9757e-06,-3.0033574e-05
1967-11-01,-5.474947e-06,1.2675337e-05,-0.00014049927,1.1419252e-06,-2.6247915e-05,-7.010375e-05,-4.3039618e-06,5.0559065e-06,-5.067019e-05
1967-12-01,-8.121697e-06,2.4689973e-05,1.2458782e-05,1.1499469e-06,3.8621496e-05,-1.6872007e-05,-4.664882e-06,4.839352e-06,-5.711864e-05
1968-01-01,-1.854574e-05,2.566533e-05,2.2985307e-05,9.588694e-07,-1.9011022e-05,8.424429e-05,-4.8850634e-06,7.668234e-06,-5.418632e-05
1968-02-01,2.702509e-07,1.6704002e-05,-0.000117036565,-1.298904e-07,1.347495e-05,8.757571e-05,-2.5958798e-06,5.946691e-06,-4.1186344e-05
1968-03-01,-9.007461e-06,9.101299e-06,5.8536316e-06,-1.823515e-06,-1.3371806e-05,-3.8273683e-05,-5.1921525e-06,5.6861318e-06,-1.0989563e-05
1968-04-01,-1.6653212e-06,3.434172e-06,-3.5322591e-07,-3.5729754e-06,-1.069755e-06,-3.239252e-05,-6.0761886e-06,4.448484e-06,4.8436214e-05
1968-05-01,-5.424794e-06,1.4628848e-05,0.00021454177,-5.2200703e-06,1.610264e-06,-1.8564351e-05,-1.8793507e-06,4.749745e-07,5.2093328e-05
1968-06-01,-1.1082622e-05,1.1241595e-05,0.00022143725,-5.2107644e-06,-5.415488e-06,-4.9942944e-05,-3.6567217e-06,3.973895e-06,2.2771277e-05
1968-07-01,-5.415488e-06,1.2330354e-05,0.00033669683,-2.6051857e-06,-4.3950116e-05,-6.6078916e-05,-4.39187e-06,9.123396e-07,1.4312456e-05
1968-08-01,-8.383984e-06,2.0677508e-05,0.0002776619,-6.5321656e-06,3.7505597e-06,-5.0147668e-05,-4.6989517e-06,5.121983e-07,-2.791651e-05
1968-09-01,-1.0803451e-05,1.4619542e-05,0.00015321764,-5.8063233e-06,-2.242619e-05,-7.543108e-05,-3.340334e-06,3.4713885e-06,-2.250063e-05
1968-10-01,-5.983129e-06,1.5838577e-05,5.415918e-05,-7.704672e-06,-6.164943e-05,-8.090279e-05,-3.442692e-06,3.3539254e-07,-4.299164e-05
1968-11-01,-2.6947237e-07,2.8522158e-05,-5.485632e-05,-3.442692e-06,2.9294526e-05,-5.9295104e-05,-6.783419e-06,2.4849942e-06,-3.9995226e-05
1968-12-01,-1.2292352e-05,3.1769825e-05,-6.982909e-05,4.749745e-07,1.01528385e-05,5.648908e-06,-5.4341e-06,-2.2515742e-06,-6.760503e-05
1969-01-01,-5.608439e-06,2.8127568e-05,-4.33256e-05,1.1712618e-06,-3.3909848e-05,-2.2327484e-05,-5.8341247e-06,1.4225119e-05,-5.3824653e-05
1969-02-01,2.0309697e-05,1.1977256e-05,-1.4383229e-05,4.3099863e-07,8.203115e-05,3.3210086e-05,-4.3265245e-06,9.5939795e-06,-3.773754e-05
1969-03-01,7.093342e-06,2.8154649e-05,7.085502e-05,3.136447e-07,-1.9612999e-06,-2.4954505e-05,-3.8119542e-06,6.0642014e-06,-3.6861864e-05
1969-04-01,-1.2261749e-05,1.39904005e-05,3.3715627e-05,-1.3564568e-06,-2.9314819e-05,-6.2066814e-05,-5.653579e-06,6.0371203e-06,-2.4512156e-05
1969-05-01,-3.1348827e-06,5.0621384e-06,0.0002236014,-4.7147114e-06,-1.1331911e-05,-5.5557946e-05,-5.5452474e-06,3.6628699e-06,4.7642316e-06
1969-06-01,1.7823186e-07,1.9054864e-05,0.0002643157,1.1622324e-06,3.2099695e-05,-5.2380245e-05,-4.7237336e-06,2.028879e-06,-3.161971e-06
1969-07-01,-1.0766016e-06,1.9903455e-05,0.0003625988,-4.344576e-06,-6.7880566e-05,-8.643222e-05,-2.1779633e-06,-4.0855957e-07,-1.3925674e-06
1969-08-01,-6.529248e-06,1.2600158e-05,0.0002567145,-3.9383376e-06,-2.2183049e-05,-8.84905e-05,-3.8841754e-06,1.5684782e-06,-1.8689381e-05
1969-09-01,-7.3507617e-06,6.154478e-06,0.00018350096,-6.8722948e-06,-3.7511847e-05,-6.309597e-05,-5.5452474e-06,2.651781e-06,-1.754288e-05
1969-10-01,-2.5571208e-06,-1.1494412e-05,1.940694e-05,-2.3946268e-06,-9.1623064e-05,-7.809074e-05,-5.7258003e-06,-2.00644e-06,-1.5114463e-05
1969-11-01,-2.1057422e-06,2.9587172e-06,1.8224331e-05,-1.9703293e-06,5.40457e-05,-8.19726e-05,-3.848065e-06,8.0113387e-07,-4.1267318e-05
1969-12-01,-1.6315127e-05,4.1235588e-05,-5.996626e-06,-1.0495205e-06,7.304872e-05,-1.1485383e-05,-4.59735e-06,8.5558095e-06,-4.1222178e-05
1970-01-01,5.134094e-06,1.3804307e-05,-7.133851e-06,8.2329643e-07,5.1313105e-05,-7.4741765e-06,-3.7305908e-06,1.1243757e-05,-4.9536866e-05
1970-02-01,-1.4256391e-05,3.1784868e-05,-7.668652e-06,-3.1112359e-07,4.9895083e-05,5.7580255e-06,-3.1390737e-06,1.1997337e-05,-5.0776624e-05
1970-03-01,4.7208414e-06,2.2401593e-05,7.2356605e-05,6.9718226e-08,4.1759668e-05,-2.5932815e-05,-5.1324096e-06,7.232771e-06,-5.086576e-05
1970-04-01,-5.1324096e-06,1.969519e-05,0.00016637574,1.7227285e-06,5.6142497e-05,-3.743908e-05,-3.7305908e-06,7.3219053e-06,-4.822418e-05
1970-05-01,-2.8311588e-06,1.1802866e-05,9.289772e-05,-2.0856824e-06,7.305698e-06,-4.082614e-05,-3.722489e-06,6.227998e-06,-3.5818484e-05
1970-06-01,-1.502267e-06,8.367191e-06,0.00024249536,2.3177563e-07,-5.7887555e-06,-7.308419e-05,-2.0613734e-06,4.972033e-06,-2.671071e-05
1970-07-01,-1.4096076e-07,1.2191809e-05,0.0002839017,-4.2248757e-06,-2.5373709e-05,-7.31004e-05,-1.6076046e-06,3.6107303e-06,-1.1525681e-05
1970-08-01,-3.69818e-06,1.0514488e-05,0.00024899395,-7.2797047e-06,-5.2729447e-05,-6.2444946e-05,-4.9865557e-06,2.88499e-07,-8.114315e-06
1970-09-01,3.3433316e-06,1.3593628e-05,0.00012803233,-9.678195e-06,-8.057947e-05,-7.25656e-05,-4.792084e-06,5.9687045e-06,-2.717258e-05
1970-10-01,-7.927945e-06,1.3950161e-05,-8.284478e-06,-2.7517672e-08,-1.824307e-05,-9.007619e-05,-5.2458527e-06,5.9768063e-06,-3.6750323e-05
1970-11-01,-4.362624e-06,1.0733269e-05,-0.00019325982,2.0630541e-06,-2.5718618e-06,-6.988351e-05,-3.916961e-06,6.36575e-06,-3.0203104e-05
1970-12-01,-5.237751e-06,8.245646e-06,4.962768e-05,-4.670539e-06,1.001561e-06,4.0714378e-05,-3.349749e-06,1.3982573e-05,-5.5176555e-05
1971-01-01,-1.1260861e-05,2.8764338e-05,-5.139385e-05,-7.3009505e-07,3.6227084e-05,3.9966748e-05,-4.1712483e-06,-1.0700642e-06,-5.631097e-05
1971-02-01,-7.3719384e-06,3.314248e-05,-2.4834764e-05,-5.310867e-07,-2.1708707e-05,5.6077988e-05,-4.080037e-06,6.8901973e-06,-4.1153304e-05
1971-03-01,-1.2438315e-05,4.1533927e-05,-4.7351023e-06,-1.5758706e-06,5.2470998e-05,4.3275235e-05,-4.9009395e-06,7.0228707e-06,-3.160099e-05
1971-04-01,1.8308201e-05,1.31837805e-05,3.6782643e-05,-1.9904692e-06,-9.585885e-06,-6.0398896e-05,-4.1629573e-06,2.6032649e-06,-1.8018793e-05
1971-05-01,-5.323829e-06,3.3080796e-06,0.00011830071,-2.9357507e-06,-2.164601e-06,-3.728926e-05,-3.3752221e-06,1.1649772e-05,2.3109234e-05
