,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7,mgv600_cluster8,mgv600_cluster9
1965-01-01,-0.27256246123995104,-0.029975248915839754,0.12615602239068732,-0.10300364411526707,0.4698921625430767,-0.525264995438712,0.09681262297205405,0.05426040739060657,0.13147311784872195
1965-02-01,-0.26842606919152395,-0.008898199388424148,0.1437467803438026,-0.11642051074751747,0.27045311836095953,-0.28431807245526997,-0.24339653330274147,0.030032683926312375,-0.06113864208866911
1965-03-01,0.02359107668910708,-0.0012550200540517782,0.034504558846174954,-0.15950357193095607,0.7165241241455078,-0.16837794865880695,-0.18130027421630254,0.04762858351695322,-0.3387016130656731
1965-04-01,-0.5744260975292751,-0.019757757453272483,0.16915673861302527,0.019444724488384458,-0.25481916390932524,-0.6097441911697388,-0.37093718748281496,0.02602738396710228,-0.0052948965032289675
1965-05-01,-0.2572707618985857,-0.013541003492526994,0.04658674462193466,0.06583465847663202,0.19215901310627276,-0.4228825228554862,-0.04869125562139077,0.01340642270071267,-0.22550197999651841
1965-06-01,-0.1142957913024085,-0.02296164726068285,0.2253911491618099,-0.062466584940597855,0.41003892054924596,-0.17442137002944946,-0.06422702186178453,0.009876494754413635,-0.18980552147074445
1965-07-01,-0.36840953997203285,-0.02877336088294857,0.10520709364349584,-0.032001472736091295,-0.12978816261658302,0.6210246682167053,0.05063398344681995,0.012901030713116279,0.023346578293457265
1965-08-01,-0.20676061511039734,-0.01900666635729307,0.10494000379400081,-0.030108978986233426,-0.2864960294503432,0.11690735816955568,0.23369985346746916,0.02500232424769497,0.15752386392616646
1965-09-01,-0.5153237070356097,-0.04124536262306212,0.033884856805025815,0.03213431345013876,0.7888699494875394,0.12604542076587677,-0.11456841141870706,0.02836913717399134,-0.4169957666862302
1965-10-01,-0.4855889507702419,-0.03571606137382844,-0.038739142158203364,-0.022008292768524826,0.014919727467573606,0.21221265196800232,-0.04479798423771811,0.023816943810105264,0.35910493716961
1965-11-01,-0.42253013168062487,-0.01993360594625085,-0.08866012879052615,-0.008358204682606634,-0.4361583636357234,0.1703176647424698,-0.5576708676791428,0.0514123882690075,-0.0026498072235504305
1965-12-01,-0.12978373893669673,-0.00631911785934459,0.05113698292456298,-0.03883201611650045,-0.11465889903215261,-0.3669826473508563,-0.09874476046107783,0.0359000440549616,-0.022172687075487
1966-01-01,0.37790481533323017,-0.02142171241627061,0.054964987583548196,-0.08161860219966922,0.6995613299883329,-0.1305058492081506,-0.12178262603459972,0.010909070560357495,0.07811054223921242
1966-02-01,0.4694035649299622,-0.04044507682744053,-0.0033063135188387102,0.03544049297201762,-0.2947373115099393,0.22952724780355183,-0.24836843114088078,0.0152263597514755,0.08769065323399335
1966-03-01,-0.31178163630621775,-0.03315710259159027,0.1722289989870715,0.008635007840375398,0.08453792104354271,-0.4934059722082956,-0.389431107162249,0.01402263087669792,0.28382852310087625
1966-04-01,0.1746948276247297,-0.0056527830835136844,0.0813551637041102,-0.029834155482707844,0.42434962896200323,-0.44441797903605873,0.05252034504814903,-0.008195995498955054,-0.008471291398674977
1966-05-01,-0.3987438338143485,0.017899850254012625,0.05628555137888495,0.013939548252147538,0.07430392389114086,-0.13448454439640045,0.06699932388740011,-0.0072451318046912174,-0.10185161741768442
1966-06-01,-0.557607114315033,-0.01131790685685914,0.08809797645333302,-0.0036942932345951913,0.3319917504604046,0.4372856872422355,-0.024300512147716957,-0.006417629761987249,0.04097939264483568
1966-07-01,-0.5912521481513977,-0.03681571942841486,-0.011884111417345255,0.031084392847381015,-0.023647473695186466,0.61202985899789,0.3000552009901788,0.02499162442963764,-0.04455799282324024
1966-08-01,-0.16519764704363687,0.008996217197511902,-0.00995791388159416,-0.0007096194364188075,-0.005585197359323502,0.3631857889039176,0.07114298641681671,0.007492474652181634,-0.02059152168108196
1966-09-01,-0.16736090183258057,0.013211599989491037,-0.02241927502026041,-0.007446602683577693,0.35986020014836234,0.0682544761470386,0.1318536809470394,0.000413042487807476,0.02460347533952899
1966-10-01,-0.15933962804930552,-0.01584637124793634,-0.09165266192103007,0.02555884823917053,0.4198338435246394,-0.08370674082211087,0.18383423511934752,0.00607523862558211,-0.05127973400238084
1966-11-01,-0.5518289974757603,-0.012686405596500836,0.12700273599251208,0.08782724615249789,-0.16203617820372948,-0.0814672453062875,0.07937656033157121,-0.01984892398273809,-0.08148890806407463
1966-12-01,-0.3871719752039228,0.015315104991503474,0.113277528883822,-0.06703359785257987,0.3132154162113483,-0.42891076632908415,-0.42916608623938984,0.013036650703654968,0.18862362315015097
1967-01-01,0.14986002019473485,0.006558258896229291,-0.046133440610649716,-0.10605585867347601,0.29193896513718826,-0.08478570197309768,-0.04628665081345209,0.02238071156791948,0.17029419541358948
1967-02-01,-0.024712601942675456,0.021415609590534415,-0.057741990369037696,-0.08885093082614831,0.7959318161010742,-0.5506977013179234,0.12389151840516836,0.027524574186499905,-0.21341702923542116
1967-03-01,-0.2079953466142927,-0.01392147556367901,-0.012432848922459477,0.06966956097983872,-0.1501707388804509,-0.4500044669423785,-0.10237226373340824,0.02892285178497043,-0.10887870519626432
1967-04-01,-0.6164578029087612,-0.014458991849565908,0.12473519218255238,0.11717026068654827,-0.3569395725543682,-0.5732969726834979,-0.6393489271107287,0.018952688421613507,-0.4260250707951988
1967-05-01,-0.6174827473504203,-0.0204053414163461,0.2512429313487317,-0.0023892032014208933,0.3427964219680199,0.310135121856417,0.1377773277535297,-0.02367662786972008,-0.1924789169939553
