,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5,zgv250_cluster6,zgv250_cluster7,zgv250_cluster8,zgv250_cluster9
1965-01-01,-0.227278574798884,0.5236659553788957,-0.09398252481505984,0.009410770344677142,0.5489221088728814,0.24435344245730406,0.1230804362269335,-0.19263441047885202,-0.24915466531675462
1965-02-01,0.47210659873619504,0.42370096558616277,-1.1914049443744477,0.004021455784052517,-0.4925928588183421,-0.12846325287978616,-0.04057237228681875,0.0656095878644423,0.1854320672171855
1965-03-01,0.23382458542839862,0.17445194313213938,-0.10710528209095908,-0.022899060818147698,-0.21817242761827862,-0.04811846611032076,-0.24245448063972386,0.18925187533551996,0.015679104199186403
1965-04-01,-0.40839791967627703,0.7401387961137863,0.006076049591813768,0.02839788453004972,0.6098470035588965,-0.9353854582070165,0.5376257314238437,-0.020500142804600975,-0.31309388360084844
1965-05-01,-0.19903981953524472,0.8320956712677365,0.03582395967983064,-0.005461885629406295,-0.31851374737496646,-0.1637176427829779,0.07932979613542557,0.016363767060366543,0.3544118146450199
1965-06-01,0.05591762157973278,0.05199745230908905,-0.19581256523018792,-0.01426130177717446,-0.20184105719035525,-0.015935417639011403,0.3210082442261452,-0.1449832645329562,0.24189742075072396
1965-07-01,0.03950241660134176,-0.15124258186135975,0.0814336183525267,0.009795837322062568,-0.18087478249140504,0.12392312896540433,0.1905786332695983,-0.25635458664460614,0.0558922949590181
1965-08-01,0.1758598138609629,-0.3488430842047646,0.141117214890463,-0.006960634259250431,-0.03847488167010388,0.39378912254954074,-0.08518784198650094,-0.16562481360002,-0.15657063551813538
1965-09-01,-0.11992398440168145,0.37377725044886273,-0.2579668363822358,0.012491950698856126,-0.030723502332309506,-0.049767653907885394,-0.11217615285585093,0.05178800767118281,0.08790749206877592
1965-10-01,0.13889075623134547,-0.12802839101780028,-0.4297819378830138,-0.018829227698960973,-0.6521176195369576,0.2643244545995904,0.12437899791917136,-0.05223958803848787,1.0435037097038582
1965-11-01,-0.27850672267795945,-0.4109748506120273,0.6100331601642427,-0.008953456735172354,0.2028405169938814,0.27548886086952173,0.38148195937622426,-0.29550730098377576,0.40130106329220777
1965-12-01,-0.05302734798594807,0.2780203175331865,0.08966631300392605,0.004804030355670587,0.06109341959258154,0.3734614022753456,-0.21183884421060253,-0.23221159794113852,-0.11251788172456953
1966-01-01,0.30779964468452364,0.1388908297355686,-0.25048770720050445,-0.024852252472175693,-0.35408599882052755,0.18110035709216835,0.1545630360758582,-0.22354737466031854,0.3125426539203577
1966-02-01,-0.00644516178898597,0.7588373763220652,-0.7527247213181995,0.02083649871835546,-0.21837691969747813,-0.042419313814081074,-0.08202119622119637,-0.11413724449547855,0.35796749312975257
1966-03-01,0.1472881854919905,0.1572997597534032,-0.1527868282227289,0.00504771403135476,0.13033372376395283,-0.36594462736941985,0.029743977410848752,-0.005595257336443121,-0.19904880495796426
1966-04-01,0.032467697747051716,0.23529965962682453,-0.17673753224135863,0.0007897658960702056,-0.017047041745961836,-0.16795149090829078,0.49051699250243436,-0.21045056798241354,-0.016177816000598217
1966-05-01,0.1631623548403215,-0.44429694258031394,0.6794383412315732,-0.022062099429274454,0.05391742682681893,0.2511112242224114,-0.4410805397255476,0.18503945524042303,-0.14760854343573251
1966-06-01,-0.16057213370719653,0.11442525622745356,0.09229963024457295,-0.00398298632255407,-0.052816716883823556,0.3135538842689478,0.19009626232260882,-0.23208410089666193,0.28536060051611295
1966-07-01,0.038263269836145836,-0.06937433388971147,0.27945058708566994,-0.00046363411913519584,-0.16315909946021043,0.0828013840046796,0.10606917877529944,-0.18367598002607172,-0.1430515003831763
1966-08-01,0.0894242650672291,-0.17477809673263914,-0.07382151360313097,0.0007145225293188502,0.05457099913707319,-0.2708324048507727,-0.02981682069772898,0.20229820771650833,-0.15026347940428214
1966-09-01,0.01750396622156494,-0.004999176599085331,-0.0009025668814068748,-0.0117637843487658,-0.03886259828676592,0.04859753131296076,0.02226530639238136,0.08157369494438171,0.15065707484183954
1966-10-01,0.10447944231917349,-0.1589326099270866,-0.024675641741071428,-0.0009773830204585802,-0.004816503387014821,0.19855370932218563,-0.25615237999794094,0.043308545242656364,0.061413872311686914
1966-11-01,-0.13513969948117652,-0.13312920041027523,0.2686719844738642,-0.016953770314433805,0.3905403375063302,0.0437305126178778,0.29164460855861046,0.08543473211201755,-0.13025973798238744
1966-12-01,0.2155976231848256,0.24492572993040085,-0.42293244174548555,-0.011477428718647011,0.28277042163711674,0.00857470922492908,0.5464718508165937,-0.3655069036917253,-0.11729175845781963
1967-01-01,0.4938057031524315,-0.056313916796907074,-0.6696294177146185,-0.010793635935379008,-0.3621438456664108,-0.1013003562634998,-0.10546266339546026,0.09558563543991609,0.2059789254651432
1967-02-01,-0.08405164219020457,-0.03109039916169076,-0.019072590706249077,-0.019176485141903465,0.5130662670675313,0.2328423007823634,0.11185614522113357,-0.21228895945982498,0.09640782461528889
1967-03-01,-0.27572483828898225,0.3550036322502863,0.23391397936003547,-0.009388084903114765,-0.0797345838948803,-0.028669502603950684,-0.1205909945244013,0.21838149699297818,0.12642297218417564
1967-04-01,-0.40856497445970436,-0.02567651016371591,0.3640704699570224,-0.00017835712174825766,0.20867703517652905,-0.5417683228636473,0.2279382840145466,0.3034208200194619,0.1728831066025628
1967-05-01,-0.013540760938371164,-0.041068753316288904,0.26024032251111096,-0.0004503932849559338,-0.668025958650517,-0.42709310374191506,0.7694938709569532,-0.2561141306703741,0.8529694108237997
1967-06-01,0.0008477927761131457,0.18076841009869463,-0.04183340019413403,0.019635192954714546,-0.04856346486979779,-0.8468472144820474,0.24185770472814871,0.22978023507378317,0.014612653799224318
1967-07-01,0.19613031507208106,-0.37485042675620034,-0.13926240659895398,0.014994514022973764,-0.13991768454324524,-0.02144021851023989,0.3075621744921041,-0.17428242550654846,0.017693054954908048
1967-08-01,0.10655747370773487,-0.2756856164307378,0.15957706031345184,0.014464141379663682,-0.2348629054876993,0.15363381266522635,-0.023581986857015035,-0.3185804161158475,0.09883872249670196
1967-09-01,-0.004382810524005568,-0.0295753235973063,0.0207389857886093,0.008486278681346214,-0.01603236821708533,0.1425390715519207,0.15083984926689503,-0.26371428099545563,0.07676603327020567
1967-10-01,0.08486023654093902,0.037738242133941856,-0.24711424396151588,0.0036642024051306444,-0.17259702929910622,-0.10972990516270177,0.3074552170759024,-0.13001919131387363,0.40537284480200875
1967-11-01,-0.2682046315978082,-0.1846953561263425,0.14601885562851316,0.014180615595636761,-0.29300107869961,-0.16261211231030062,0.06435259830119998,-0.005978333340449767,1.0074890147872835
1967-12-01,-0.10897621512413025,1.5337548085621426,-0.7667617322433562,-0.017007289684840818,1.206829750312949,-0.020739152742344797,0.720010469126147,-0.4032347960905595,-1.0267865588093361
1968-01-01,0.09906451029472806,0.5014304958638691,-0.09367079252288454,-0.00630931926893334,-0.07289460385745426,0.45414130653490864,-0.40721549544223523,-0.04138846830888228,0.0359304747625924
1968-02-01,-0.23064668991425064,0.0386832414993218,0.0049533118449506305,-0.02373640162904309,0.43169552425168595,0.14022669295945236,0.4014356538306835,-0.1444104015827179,0.25629002099845843
1968-03-01,-0.21013506510284508,0.7234692928336915,-0.29143380710766426,0.012815862541254787,0.05079317697376575,0.04674529915221,0.48584556163743486,-0.43369695815173065,0.20020415036998995
1968-04-01,-0.3662031436904093,0.5619203228326071,0.01876641774461383,0.004872982542542136,0.21448361002049354,0.23628692164945833,-0.4468261433202167,0.27781596508893097,-0.005084585550932857
1968-05-01,0.016271059788512378,-0.04939645794885499,0.3050760250715982,-0.02115064195385396,-0.082485201188697,0.12199922184054361,-0.3668973127076792,0.14522735876115886,0.19858539572846123
1968-06-01,-0.07466041305091943,-0.009577020647979918,0.10495782164590699,-0.0017006104799104618,-0.013644069011481302,0.9168288211503098,0.5403681064760962,-1.0058296593752774,0.04705437676904843
1968-07-01,0.12117025976100664,-0.0959489317167373,-0.026829303464009645,0.0035180630887592618,-0.1053447242088194,0.05233331659193815,0.14805542868237162,-0.16512266072359952,-0.06823533198289704
1968-08-01,-0.025798662492398466,0.10945915155822322,0.1013403581011863,0.012198708803694882,-0.20123549016579143,-0.29698029944771215,0.21790313166241315,-0.05599569851024584,0.12911549654968998
1968-09-01,0.06144767438762643,0.16396408900618553,-0.06342067604973202,-0.003508272637885612,-0.13595510203883332,0.3497130848003917,-0.22860136489535487,-0.05519412864338268,0.05256464127560108
1968-10-01,0.09147367450628388,-0.04197987506077403,-0.07273705942290169,-0.001870469348462409,-0.15215054857281018,-0.028058093789804495,0.5959700013315955,-0.36920729550448333,0.33712524768204716
1968-11-01,0.0960950812408596,0.19850916273537136,-0.10409458584728695,-0.011622181179739266,0.006121055240619857,-0.3182538459745891,0.5806835030400476,-0.13616700944575397,0.1371718845085094
1968-12-01,-0.05394038398948948,0.4339655772561119,-0.046830510809308,4.970559633697125e-05,0.03798252041890936,-0.1806994926843917,0.35165656444638277,-0.1728343963623047,0.09626804017706922
1969-01-01,-0.055685365635357545,0.03494374797723833,0.13359637842291877,-0.012188776444302218,-0.27997393231346923,0.23098863554343083,0.06569756324901138,-0.0777306624434211,0.5232054239128068
1969-02-01,-0.17827013402842404,-0.007554161406698681,0.47180646941775367,-0.0035413277810122158,0.3797062163083058,0.24074635437230746,0.48065124556075695,-0.4539349512620406,-0.08633812094292445
1969-03-01,0.21116875614343064,0.08396294987982228,-0.37862613797187805,-0.016733269340646218,0.21982065946707185,-0.29122684525245685,0.3994479151659234,-0.1007705069231716,0.12312428208819608
1969-04-01,0.12135908309778387,-0.02796097348133723,-0.11548485252119245,0.002089646047745541,0.21644508378813043,-0.3712630692566411,0.1007272060527358,0.06344554370099847,0.2022878032678749
1969-05-01,0.0580435378079334,0.06176520976060558,-0.18128760957292148,0.016904598691860232,-0.2554195388308111,-0.7014814461247203,0.7202078852542612,-0.3003898859024048,0.4690334375141657
1969-06-01,0.04024313783712601,-0.10772571854648136,0.09343557414554414,0.007226203243118297,-0.04717283091455136,-0.07024084409458216,0.0010755021384982176,-0.022204172882166775,0.03277716166966143
1969-07-01,0.08466565500149566,-0.16376923858409836,0.10610522502420713,-0.00015112200612791112,-0.07749852891308519,-0.204807871052523,-0.20619843588318937,0.2090343264016238,-0.08547723685440264
1969-08-01,0.14951607400781652,-0.2272241438428561,-0.17127035274392083,-0.0010728585073534003,0.17069218557257695,-0.13858610630463186,0.18800921911417054,0.010117728263139725,-0.23280452740819832
1969-09-01,-0.04061667876464597,-0.14924205883982636,0.23750522661776768,-0.0016391050820619988,-0.14582614662600155,0.2894092547266107,-0.1717222464639087,-0.18047971075231378,0.2741987767972444
1969-10-01,0.10221331767486722,0.35801176757862174,-0.3595396104667868,-0.015692905276609534,-0.15736608502437482,0.04512490782637203,-0.05321722174453181,0.08275682817805897,0.3296524721976609
1969-11-01,-0.13949234415306133,0.0184567201705206,0.2897035614365623,-0.007284541029946288,0.679295945842311,-0.28362371981072654,0.2928398930749228,-0.14423899386416783,-0.30937350807134173
1969-12-01,0.19509862982824946,0.2578609135179293,-0.4355759847731817,-0.025989105833369178,0.8178395342152073,-0.49621882050801697,0.32430372958959536,0.0996293533932079,-0.31004957636894537
1970-01-01,0.30111025558428817,-0.04635119278516089,-0.3532089159957,-0.009458839649960665,0.009323296330447466,-0.1263547920439232,0.09944043620381245,-0.029733860526572575,0.03308733347912281
1970-02-01,0.027278552899199924,-0.0852567764273512,0.17834702063174473,-0.01081727012974077,-0.26167707060867884,0.06336544141280309,-0.13088837265968323,-0.030541707168925892,0.385069289402655
1970-03-01,0.34938105204132164,-0.08595593805824008,-0.36178083646865117,-0.009367482147556064,0.022726635149908515,-0.40666301997654747,0.19214411948396024,-0.08382116258144379,0.08819318915668287
1970-04-01,-0.2543835994902621,0.45650856835501535,-0.21579248919373467,0.009564494850183666,0.492639551466366,-0.043001318234575994,-0.04016760130261266,0.024262527173215694,-0.10385559490549634
1970-05-01,-0.05833689018749119,-0.09299323761037419,-0.11561491482314609,0.00079899490675992,0.02966521325398166,0.5293482370924152,0.00863464072693226,-0.3113825944336978,0.25165243106975893
