,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1015.07166,1010.6604,1015.22174,1020.8342,1004.5828,1013.6831,1019.60443,1015.8934
1965-02-01,1014.3206,1009.45294,1019.2919,1019.12445,1018.64197,1013.1833,1016.78827,1014.27905
1965-03-01,1016.2283,1010.6703,1021.197,1017.277,1010.7218,1014.24805,1016.37714,1017.7229
1965-04-01,1016.85095,1010.4303,1023.1983,1017.56036,1019.72906,1014.0732,1013.7296,1020.0416
1965-05-01,1016.81305,1009.9659,1025.7521,1018.4193,1020.70087,1013.6856,1012.5867,1020.7282
1965-06-01,1016.6382,1011.12305,1025.9803,1017.2745,1018.8094,1013.0946,1013.20557,1021.63794
1965-07-01,1014.8794,1010.0204,1023.9233,1016.7653,1024.7028,1011.3445,1015.2484,1019.432
1965-08-01,1013.59625,1011.0449,1021.8736,1016.8677,1021.28143,1010.15125,1014.70264,1018.139
1965-09-01,1013.5559,1011.1435,1022.73627,1016.5799,1013.25397,1010.94885,1012.9959,1016.805
1965-10-01,1014.3206,1010.7541,1015.8505,1016.9204,1020.1731,1012.258,1017.93555,1016.2196
1965-11-01,1013.7123,1010.4539,1018.53284,1019.61865,1023.11273,1012.65857,1017.4537,1017.9163
1965-12-01,1014.87573,1009.3692,1023.1995,1021.21936,1021.10834,1011.88837,1018.8292,1020.8416
1966-01-01,1014.4593,1008.882,1019.1403,1019.86444,1008.9321,1012.7469,1020.5104,1019.49963
1966-02-01,1015.2185,1009.4548,1019.1409,1021.04865,1022.52014,1013.6075,1019.0715,1016.8289
1966-03-01,1015.72174,1008.9928,1017.5606,1020.4628,1015.30054,1013.2145,1019.0058,1018.98706
1966-04-01,1014.9695,1009.9091,1018.4268,1018.2829,1017.9292,1013.1894,1013.1869,1016.6506
1966-05-01,1016.0979,1011.4582,1024.9554,1015.5734,1021.2008,1013.32086,1013.7846,1019.95087
1966-06-01,1016.1286,1011.5264,1023.4615,1017.03735,1016.91406,1012.5485,1015.4201,1021.2902
1966-07-01,1014.5332,1010.12195,1026.6616,1015.5334,1022.6678,1011.0633,1014.10944,1019.9797
1966-08-01,1013.6451,1011.589,1025.7898,1016.75256,1023.56604,1011.15656,1014.39984,1018.9025
1966-09-01,1013.74835,1011.80554,1019.5584,1014.35547,1016.0941,1010.32654,1013.9755,1017.8855
1966-10-01,1014.4168,1011.6729,1021.7021,1016.4853,1018.3267,1012.6167,1016.9353,1018.0857
1966-11-01,1013.83966,1010.65265,1021.22266,1021.5737,1019.50397,1012.894,1020.1261,1018.3937
1966-12-01,1015.2861,1010.28406,1018.741,1020.6012,1010.57886,1013.2213,1019.039,1019.5541
1967-01-01,1015.67773,1010.7097,1018.4945,1021.34534,1013.78326,1014.63794,1021.03845,1017.9068
1967-02-01,1016.02026,1010.90344,1024.9545,1020.4144,1014.6946,1014.4392,1019.9559,1020.6154
1967-03-01,1015.7112,1010.0639,1024.0511,1021.0239,1015.3375,1014.37103,1017.2001,1018.5025
1967-04-01,1015.7743,1010.3795,1028.504,1019.58795,1026.3759,1014.8158,1013.8979,1018.7905
1967-05-01,1016.2981,1010.15533,1025.1227,1016.5042,1018.99445,1013.3421,1013.1382,1020.6916
1967-06-01,1015.0175,1010.7525,1023.46844,1015.23883,1015.28595,1011.81396,1012.4946,1018.8936
1967-07-01,1014.4283,1010.5508,1024.7208,1018.382,1025.5204,1011.9881,1015.6872,1019.4255
1967-08-01,1013.90155,1011.1022,1020.62775,1017.09485,1022.4446,1011.1697,1015.6227,1018.734
1967-09-01,1013.4176,1012.00635,1019.29266,1015.98755,1016.8235,1011.2176,1013.6897,1017.14124
1967-10-01,1013.83545,1011.62463,1019.02423,1018.324,1016.78937,1011.81836,1017.3553,1018.0657
1967-11-01,1014.3267,1010.6183,1023.3465,1019.4893,1020.5182,1012.64185,1018.3204,1019.5807
1967-12-01,1014.5887,1010.336,1021.28656,1019.7338,1010.6872,1012.9648,1017.76025,1016.58765
1968-01-01,1013.5832,1009.163,1015.46954,1023.02905,1006.3608,1013.2555,1021.8233,1013.6434
1968-02-01,1014.4705,1010.92694,1004.4265,1017.7416,991.1716,1013.9016,1020.15814,1012.71954
1968-03-01,1016.6381,1011.0078,1019.0131,1021.21576,1018.6546,1015.0745,1019.0518,1020.3907
1968-04-01,1015.97186,1010.94055,1028.323,1017.94836,1023.8541,1014.69525,1014.2209,1019.6715
1968-05-01,1015.5397,1011.2447,1018.70905,1015.4109,1018.002,1013.652,1011.65826,1018.1845
1968-06-01,1016.681,1012.02966,1023.9866,1014.6652,1017.82245,1013.24976,1011.9509,1021.5528
1968-07-01,1015.3057,1011.31555,1023.06915,1019.0081,1022.3557,1012.3553,1016.79694,1019.577
1968-08-01,1014.5572,1011.6311,1023.39404,1017.7902,1020.24396,1012.08405,1016.21594,1018.611
1968-09-01,1013.66266,1011.68256,1020.9009,1015.7028,1017.98987,1011.2053,1014.44336,1017.4002
1968-10-01,1013.65125,1011.0472,1017.1211,1016.16724,1018.8235,1011.6325,1015.7472,1016.63525
1968-11-01,1015.6756,1010.9942,1018.5295,1018.38416,1010.78815,1013.4294,1017.37305,1019.0683
1968-12-01,1014.4763,1009.57513,1014.9235,1021.07623,1016.73615,1012.7796,1018.99524,1015.64484
1969-01-01,1011.66705,1007.59686,1010.9931,1020.2933,1019.0597,1011.6358,1017.0056,1010.7704
1969-02-01,1014.9497,1008.38806,1019.9482,1017.3656,1020.27954,1012.7271,1016.0734,1020.5722
1969-03-01,1016.6512,1010.4428,1020.9815,1017.0474,1019.8914,1014.7176,1016.71484,1020.6714
1969-04-01,1016.86896,1010.18634,1023.1036,1016.4827,1023.2227,1014.0249,1012.8625,1022.464
1969-05-01,1016.0759,1010.2843,1019.3804,1015.58673,1016.0428,1013.3854,1012.9492,1019.2631
1969-06-01,1015.55804,1010.7991,1020.49536,1012.74335,1014.108,1012.85315,1010.6106,1018.75085
1969-07-01,1014.9016,1010.7978,1028.1395,1015.8257,1024.6803,1011.6046,1013.71924,1020.6408
1969-08-01,1013.776,1011.24774,1024.7627,1014.4174,1025.2375,1010.235,1012.0014,1019.1464
1969-09-01,1013.4372,1010.8097,1021.6429,1014.717,1019.67554,1010.4983,1014.1884,1018.29156
1969-10-01,1013.92194,1010.9657,1016.15326,1015.7071,1011.95337,1011.6732,1013.8895,1017.0368
1969-11-01,1014.82544,1010.4709,1019.7429,1018.8844,1014.1678,1012.4532,1019.95197,1019.0784
1969-12-01,1015.6859,1010.40906,1014.7145,1017.3806,1007.93695,1013.70044,1016.4447,1018.80945
1970-01-01,1015.7901,1011.0686,1009.6847,1020.7664,1002.90607,1015.4038,1020.69867,1014.83875
1970-02-01,1015.93805,1010.24445,1014.18695,1021.7243,1005.2568,1014.137,1021.0017,1018.3671
1970-03-01,1016.78827,1010.5106,1023.8782,1015.85834,1011.34314,1014.0954,1014.1946,1021.20917
1970-04-01,1017.294,1010.69244,1030.0376,1016.9297,1026.4647,1014.09357,1011.724,1022.85266
1970-05-01,1017.29877,1011.06384,1026.2264,1018.4348,1021.27985,1014.02466,1015.81146,1021.98865
1970-06-01,1016.5061,1011.4702,1024.6187,1016.5411,1018.7473,1012.2338,1014.55,1021.24
1970-07-01,1015.736,1012.2385,1023.7285,1017.0123,1027.2598,1011.64966,1015.54224,1020.40216
1970-08-01,1014.1364,1011.8013,1024.1902,1014.6914,1023.7689,1010.6426,1012.6099,1019.3998
1970-09-01,1014.3111,1011.78876,1021.3565,1016.7937,1016.9677,1010.77264,1013.96234,1017.96783
1970-10-01,1014.36694,1011.14166,1018.6933,1015.84296,1022.9941,1011.5368,1015.0616,1017.60297
1970-11-01,1015.37714,1011.98663,1015.3058,1019.20197,1023.2734,1013.4893,1019.45447,1016.98206
1970-12-01,1014.5517,1010.04297,1026.5343,1019.60834,1020.6322,1012.70795,1017.40924,1021.8532
1971-01-01,1015.5069,1010.9146,1019.9079,1019.29095,1007.37305,1014.0382,1017.5221,1015.46466
1971-02-01,1017.38257,1011.2,1022.435,1018.4487,1004.3672,1014.4439,1015.11646,1021.40405
1971-03-01,1017.3583,1011.40796,1020.97595,1017.7678,1019.4758,1014.6359,1015.6432,1021.2204
1971-04-01,1017.1925,1010.55365,1025.2451,1016.97107,1023.985,1013.9941,1013.96844,1022.21875
1971-05-01,1016.9506,1011.4956,1025.7129,1015.4218,1018.74695,1013.882,1012.0518,1021.5532
1971-06-01,1016.55,1012.0198,1023.07886,1016.5987,1021.40405,1013.3349,1014.12006,1020.89014
1971-07-01,1014.666,1011.17755,1023.3924,1017.06647,1019.21094,1010.4327,1014.89124,1019.8298
1971-08-01,1014.0203,1012.06647,1022.014,1015.384,1023.65607,1011.1661,1014.5924,1018.6811
1971-09-01,1014.5854,1012.42554,1023.098,1015.0442,1020.8057,1011.37665,1011.5206,1018.6222
1971-10-01,1014.97,1012.19,1024.5212,1015.176,1018.4501,1011.9359,1014.8477,1019.3389
1971-11-01,1016.1283,1011.2678,1024.4841,1018.907,1019.7056,1013.70416,1017.8856,1021.41046
1971-12-01,1015.31555,1009.35565,1028.018,1020.72705,1020.2182,1012.37305,1017.03186,1021.09686
1972-01-01,1014.9202,1010.02625,1022.28406,1019.96484,1016.2114,1013.54596,1017.6937,1017.455
1972-02-01,1015.7889,1010.31744,1015.83014,1019.5698,1011.90735,1014.384,1018.61993,1017.72626
1972-03-01,1015.8058,1010.36804,1011.7067,1016.522,1008.9732,1014.3071,1014.1172,1015.7058
1972-04-01,1016.3707,1009.95435,1025.5319,1017.5556,1026.0769,1013.39655,1012.76917,1021.5203
1972-05-01,1016.1689,1009.7537,1022.0253,1013.66595,1020.0648,1012.5848,1013.12225,1020.21857
1972-06-01,1014.9009,1010.0519,1023.16583,1012.5316,1022.36096,1012.25037,1011.91174,1018.7793
1972-07-01,1013.59155,1008.7957,1024.112,1018.79553,1022.21594,1010.6843,1016.077,1018.76056
1972-08-01,1012.18536,1009.65564,1021.31036,1016.31946,1019.53296,1008.3357,1015.4308,1016.91693
1972-09-01,1013.21844,1009.39124,1021.72095,1016.8501,1014.5952,1010.6462,1014.324,1017.20386
