,vws_v850-250_cluster1,vws_v850-250_cluster2,vws_v850-250_cluster3,vws_v850-250_cluster4,vws_v850-250_cluster5,vws_v850-250_cluster6,vws_v850-250_cluster7,vws_v850-250_cluster8
1965-01-01,2.856239858102984,-12.047591057812125,-0.679240072813092,-4.721393410918897,-0.5389218868375829,12.536159739800869,1.9540425967584432,-15.692227590565656
1965-02-01,6.532921219970973,-24.59599478247138,-2.1734185429062722,-0.34571490300167573,-5.5727409622203306,8.830273640607647,0.5857150591746416,-3.9193868624376846
1965-03-01,1.2094447067014948,-24.346564326023923,0.7818495465726296,-10.751559563766794,13.70810128833529,4.658223311870529,0.10549765475373987,-2.733173629074082
1965-04-01,-4.844970062652624,-7.373982866030558,-1.9137883054024978,1.3734226941449388,5.441468523859336,6.74188430293492,6.610114793075671,-2.5722683262089427
1965-05-01,-7.180664548949829,-10.633503823876401,-3.350368808736282,1.7868176274794831,8.277400039192974,1.5028201332769888,5.92636296396981,-2.4618961482689588
1965-06-01,-5.692383788933175,-12.411462000203569,-6.575245357277894,0.6003243465657804,4.353936924618812,-4.776304027005229,4.42072542124605,5.7476835734268334
1965-07-01,-4.558821271637741,-9.447314525077283,-6.697047476621071,3.6081851279902875,3.158292918290775,-3.982819157094647,1.3827786565791544,16.999229531080672
1965-08-01,-1.977758215709505,-6.517376298564759,-7.748857268909233,4.462843185326205,2.284436052745828,-4.411412801194557,-1.8353483980315257,14.056103730336158
1965-09-01,-1.846791026828671,-10.10788902409151,-5.260133565876156,-0.6162102219805115,6.540607290947021,-4.243462326972315,0.3112699029678058,6.504736789237525
1965-10-01,5.5022855775708726,-7.753807663438693,-3.739760888865594,-1.0735252659601024,-0.14836024623619384,-0.10747037684547442,0.051685480842984785,1.6744082953429291
1965-11-01,-4.792586228122434,3.4565091367089753,-3.470119141007829,-2.910185806658321,8.757289261997155,3.1388319738083177,1.955146368477215,7.455851055176795
1965-12-01,-3.704085061472058,-9.646794334459539,-3.3310285279516694,2.529352791028104,9.890132621545257,3.9525757262463124,3.4313421093773577,1.8364040446842733
1966-01-01,8.483195493094682,-21.55474781722915,-2.0847812856769434,-7.992677223582141,4.504053555461749,6.982132648852984,5.4782706305651585,-7.532010400502054
1966-02-01,10.35083284404243,-6.222135508930375,-3.269321374631904,5.284556995720205,-7.246334883203122,6.259064735921274,4.0965162485722395,-7.617002201685371
1966-03-01,1.8845505896478827,-9.16991089888587,-2.5434413719029223,-0.626853985469429,-1.157569026180549,6.019163593772183,3.804116674736949,-3.02613389647583
1966-04-01,-0.07616651394703966,-9.643563615865114,-4.488692860225963,-2.7574706299806118,4.16966400477359,4.361138331609164,6.1414401490508155,2.4928494400458434
1966-05-01,-3.298809258392735,-3.8718599000137957,-5.04523496000655,-1.1184981662925955,10.838900993125524,-2.702066831045615,2.916162709103116,3.216521162995876
1966-06-01,-2.9483912510544794,-6.151745029214422,-6.796326683280457,0.13180218459813955,7.871391748011181,-4.087592821483249,1.5219609116000261,2.8615668332689865
1966-07-01,-5.512928491943617,-11.520354775233752,-7.106104270219594,4.347096870137405,5.648737999997929,-3.2857530274884263,-0.26092316649943803,17.077518836640603
1966-08-01,-2.8796119109624048,-5.374720514109101,-6.711379806698132,2.5716972057492393,4.175212521972572,-4.698221379594862,-2.7169256970514843,12.06994423227772
1966-09-01,0.2814765607323223,-12.66269274435895,-6.831287453428965,1.1029653872789649,4.351849217942302,-3.493236438351398,-1.433745398638412,4.971141460895216
1966-10-01,0.4621083277102502,-5.851267915724738,-3.2807600459164434,-2.0136813476213726,7.934804936939664,-0.2352314583550178,-0.8022853534846408,0.861030925772228
1966-11-01,-1.4556669625046472,-2.5783018993672937,-2.517435995294821,-3.5848351587350553,7.342416886551854,7.933758163171988,0.0696228388715366,1.2981174109842666
1966-12-01,3.587376506545025,-14.938876251335163,-0.9225836485022925,-7.3479472076429575,2.590010756056176,9.628934600924529,4.784998803907316,-7.111721552997681
1967-01-01,6.464794870386223,-19.554754008386965,-2.2147877410064787,-9.33114261263858,-3.978521307729405,10.411237666274745,-1.1929099859934047,-5.7523565271214
1967-02-01,4.136054604984848,-17.266596558126892,-0.9194131279343193,-16.403414102228826,12.584989444135614,10.85290261090877,1.4336201507484514,-5.206149531117082
1967-03-01,-6.203797016414895,-9.652043619960544,0.3440096647941372,-3.7869709948561865,6.652783937829713,4.662500900807919,-0.8140672007852151,4.106108623621644
1967-04-01,-7.798513154133531,-7.499164307442387,-4.35716233317835,-0.0038339544768533837,11.258443091730847,5.617737512587558,5.376986892979774,5.086709432337529
1967-05-01,-5.726974741857756,-7.07844994881896,-4.142347509594632,-3.607543610343794,12.73586593473284,2.058404076985193,-0.0582759433955596,0.2454453431783091
1967-06-01,-5.8836250190421255,-10.029586725958982,-5.7725564910957115,-1.4230547650272218,7.88225732216201,-4.888310243135458,1.729133155092922,4.851054043145933
1967-07-01,-3.304980398771759,-5.334438192747412,-7.367116220156531,0.40120701955492344,2.40154230907907,-3.9386703441169146,-3.6528188193191387,17.97781244551927
