,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6,abs_vo600_cluster7,abs_vo600_cluster8
1965-01-01,2.422293825723252e-05,9.977491572499275e-05,4.6056416265302055e-05,0.00012778013478964567,4.941248004218902e-05,3.433940651519694e-06,9.82127891836205e-05,0.00011083840837443966
1965-02-01,1.827357788318874e-05,9.962371093154487e-05,4.8448237066622823e-05,0.00011900177923962474,4.8365352334010155e-05,2.1467662080747114e-06,9.693084629597486e-05,0.00013042206612028329
1965-03-01,1.9696042065995492e-05,0.00010506182401773653,4.2598703262426525e-05,0.00013303904173274836,4.921613336509009e-05,4.523878703223187e-06,0.0001059026859074049,9.95925297997523e-05
1965-04-01,1.7195416355455315e-05,9.880199546127448e-05,4.944640750181861e-05,0.00012651289580389857,5.276969783484343e-05,4.5464602375264616e-06,9.716479078993017e-05,0.00010304237827704758
1965-05-01,2.1360082510827024e-05,9.810138310837959e-05,5.018721070803661e-05,0.00012029194234249492,5.3738729713421144e-05,1.5300762450415439e-06,9.666404321812737e-05,9.558878644222007e-05
1965-06-01,2.403941256158181e-05,9.319333392860635e-05,4.895764900341063e-05,0.00011869409354403615,6.106489308876917e-05,4.772989102588199e-06,9.542278281447512e-05,0.00010566490354814041
1965-07-01,2.3103999327841766e-05,0.00010265784762201033,5.05261714747378e-05,0.00011006074297862749,5.580581934985027e-05,5.779273586787832e-06,9.331225207719353e-05,0.00011843199035415592
1965-08-01,2.2262762203436896e-05,9.64958079358829e-05,5.190252166990514e-05,0.00011475035959544282,6.636513717239723e-05,5.455419077885669e-06,9.206248509099729e-05,0.00011371810993152016
1965-09-01,1.9830791974196803e-05,9.941763502346086e-05,5.0981116541863784e-05,0.00012056307362702985,6.417046692645685e-05,5.968566559507357e-06,9.604299083110634e-05,0.00010849654776537514
1965-10-01,2.0886113816231955e-05,9.611080583584097e-05,4.99330385734894e-05,0.00011154985016522308,6.0824462376661934e-05,-5.949730844453403e-08,9.442053312711694e-05,0.00011025299274911273
1965-11-01,2.1664498655644078e-05,0.00010094187538405614,4.6776016381994374e-05,0.00011988659389317036,5.683070412487722e-05,4.547114896699337e-06,9.911549299162019e-05,0.00010063801286972617
1965-12-01,1.9623762041605502e-05,9.876268450170755e-05,4.785667403231618e-05,0.00011996812342355649,4.9243813422931865e-05,4.360842304027246e-06,9.638608367193812e-05,0.00011007353593710588
1966-01-01,1.962001864409434e-05,9.650562008443688e-05,4.609544940530727e-05,0.00012626723037101328,4.684703857161697e-05,1.6730045341287145e-06,0.00010127755727067038,0.00011479827266481548
1966-02-01,1.5013050746016564e-05,0.00010485435528348068,4.770786092748217e-05,0.00012419496003227928,4.310185514358719e-05,4.156871562755489e-06,0.00010419229690824854,0.00011311458725721972
1966-03-01,1.8095693121722434e-05,9.967788563309505e-05,4.478828012234653e-05,0.00012920155616787574,4.483222172976556e-05,6.814925874303363e-06,9.82321019106211e-05,0.0001061224063978263
1966-04-01,1.6374753448127937e-05,0.00010243940258598222,4.8291622078977525e-05,0.0001260272013799598,5.032452794363383e-05,3.7914716948874056e-06,0.00010155430415725725,0.00010892123676661292
1966-05-01,1.9863374621887818e-05,0.00010469558349411403,4.989012624086488e-05,0.00011153732581684987,5.2941716355483294e-05,4.019570572684946e-06,9.985363440024723e-05,0.00010064160402306346
1966-06-01,2.1213992857321333e-05,8.471463973234807e-05,5.1095428162902266e-05,0.00012063856896323462,6.2008478959218e-05,5.032900549339135e-06,8.982382563839631e-05,0.0001072372271826878
1966-07-01,2.2084325544049285e-05,0.00010217397565221681,5.02496178618774e-05,0.00011341439676471055,5.5750841221941464e-05,6.944957588354572e-06,9.157409766447488e-05,0.00011848464739591915
1966-08-01,2.0005813894385938e-05,9.967599388411536e-05,5.0526705308584496e-05,0.00011089613932805757,6.072300906949253e-05,5.9965536660967165e-06,9.197590119538851e-05,0.00011486219663500307
1966-09-01,1.8138695684848987e-05,9.717670244364335e-05,5.006287487365467e-05,0.00011910636870500942,6.01231658947654e-05,5.874376017202036e-06,9.463873101156894e-05,0.00010221859939871263
1966-10-01,2.088744291871659e-05,9.427530000851091e-05,5.147097829688826e-05,0.00011662190081551671,5.944034042344851e-05,4.84515860415214e-06,9.343610504458164e-05,0.00010851918607904106
1966-11-01,2.173650789865695e-05,9.734825912996063e-05,4.976501535882404e-05,0.00012376187563252947,5.157461187495342e-05,2.4249308744242227e-06,9.833329161744059e-05,0.00010771310362632912
1966-12-01,2.5035567639199805e-05,9.019902790896595e-05,4.597019221324919e-05,0.0001279493347586443,4.851244408531453e-05,8.53365316033249e-07,0.000100331925312747,0.00010171490862601354
1967-01-01,2.2887671878958248e-05,8.848938575413611e-05,4.6385736388164446e-05,0.00012475079468761882,5.061203575513156e-05,2.4720616727136717e-06,9.474073814078705e-05,0.00010543995038928962
1967-02-01,2.1044157123965718e-05,9.690157769780074e-05,4.608511675463017e-05,0.00012196531558098893,5.124345658590424e-05,1.5774879445591964e-06,9.56573560948909e-05,0.000104837782051654
1967-03-01,1.9016279524790164e-05,0.00010088195267599076,4.7943333060095974e-05,0.00012901530135422945,5.30922261532396e-05,3.357252497057504e-06,9.622799777310846e-05,0.00010400349265632985
1967-04-01,2.033739705935163e-05,9.468281600025616e-05,5.023917844443096e-05,0.00012761448548796275,4.805515345651656e-05,2.7956521339626962e-06,9.607705309193719e-05,0.00010041335867349022
1967-05-01,2.1876119469445918e-05,9.979426977224648e-05,4.674629963119514e-05,0.00012616064244260392,5.51072050505106e-05,1.0026520102288935e-05,9.601383310466729e-05,0.00011335062364457488
1967-06-01,1.961267240734411e-05,9.618140341314887e-05,5.020513961663591e-05,0.0001238067828429242,5.908016729253259e-05,5.405602502849019e-06,9.751233004930394e-05,0.00011018689319555934
1967-07-01,2.1439781118136704e-05,0.00010356276886471149,4.718897838282156e-05,0.00011658800455431144,6.130579012361439e-05,7.992578407299191e-06,9.655089758589495e-05,0.00011488507267797716
1967-08-01,2.0490682056168392e-05,0.00010096792331231492,4.87013613051006e-05,0.00011165576870553195,5.633040927932597e-05,1.0916131175594945e-05,9.334678143653788e-05,0.00010970608566975277
1967-09-01,1.7530332611799665e-05,9.427003013635321e-05,5.294169054452694e-05,0.00011409195334029694,5.4988178652076215e-05,7.760670222635607e-06,9.290675667149049e-05,0.00010689974881796222
1967-10-01,1.853681665538302e-05,8.831748605838845e-05,5.1479974385786235e-05,0.0001160691511662056,6.354442368981174e-05,4.648526148804721e-06,8.901865559308157e-05,0.00011299473566630173
1967-11-01,2.2500508252547164e-05,9.35499493997278e-05,4.914562178664314e-05,0.00011824610798309247,5.5002183216856786e-05,4.945284696364788e-06,9.447609988489636e-05,9.825873871029604e-05
1967-12-01,2.1447005399915558e-05,9.890480474236289e-05,4.865068663291269e-05,0.000126073583184431,5.00053531802471e-05,7.1375833804746725e-06,9.732402646971613e-05,0.00010365098331580031
1968-01-01,2.114425321699607e-05,0.00010810472304001452,4.437372452862884e-05,0.00012588114865745106,4.548129998676648e-05,4.503602755440833e-06,0.00010285867675621476,9.99932657722107e-05
1968-02-01,1.959670044016093e-05,0.00010757922219844269,4.2735008837948755e-05,0.00013772752330017587,4.290152818694795e-05,5.725666054339646e-07,0.00011021752639121755,0.00010274958942030178
1968-03-01,2.1431827173563018e-05,9.634955079361265e-05,4.473576273480632e-05,0.00012507821278025708,4.434839204556986e-05,9.113424519519119e-06,0.00010471827678244422,0.00011111398346809726
