,zgu50_cluster1,zgu50_cluster2,zgu50_cluster3,zgu50_cluster4,zgu50_cluster5,zgu50_cluster6,zgu50_cluster7,zgu50_cluster8
1965-01-01,-0.068761446,0.105586246,0.11829567,-0.07202034,-0.23202896,0.014338684,0.4093094,0.21247578
1965-02-01,-0.18705674,0.19455223,0.12611695,0.03747635,-0.18933792,0.00032577515,0.26266176,0.11275558
1965-03-01,-0.20791359,0.31675833,0.190316,0.0834259,-0.15642396,-0.13230857,0.1818428,-0.12285805
1965-04-01,-0.03910599,0.007169342,0.03324013,0.05377083,-0.11699219,-0.026722336,0.07267189,0.11699219
1965-05-01,0.03584709,-0.0016296387,0.08831444,0.044971846,-0.09352837,-0.023463821,-0.014990616,0.044646073
1965-06-01,0.01108017,-0.027700042,0.0032585145,-0.03812828,-0.06582832,0.01173172,-0.028026199,0.048556518
1965-07-01,0.025418853,-0.04920883,-0.04627533,0.005214691,0.0032585145,0.012058258,0.038128663,0.07169418
1965-08-01,0.01596756,-0.04692688,-0.013687134,0.010427857,0.012709427,-0.013361359,0.0065177917,-0.009124756
1965-09-01,0.022485351,0.038780212,-0.012058258,0.06224365,-0.064524844,0.00423584,-0.09906845,-0.042690657
1965-10-01,-0.013687134,0.07202034,0.043341827,-0.11536293,0.32653466,0.0019554137,0.22388192,0.1547943
1965-11-01,-0.006843567,0.20204774,0.037802886,0.29883498,0.03324013,-0.023137664,0.08212261,-0.0019554137
1965-12-01,-0.0065177917,0.018249512,0.048230745,0.24767113,-0.037802506,-0.023138428,0.063547514,0.11275558
1966-01-01,-0.14179535,0.23993607,0.00065689086,0.01936531,-0.25667572,0.0026260377,0.38074645,0.18840389
1966-02-01,-0.1391693,0.24978295,-0.048905946,0.05350151,-0.09584312,-0.028227234,0.3728691,-0.061707307
1966-03-01,-0.10372086,-0.102407835,-0.06105118,-0.039387513,0.097155765,0.05842514,0.17199269,-0.03905926
1966-04-01,-0.10175133,0.07614937,-0.045951843,-0.007549286,-0.10372086,-0.010831451,0.026586533,0.12210159
1966-05-01,-0.028227996,-0.032494735,-0.015098572,-0.027899552,0.035448838,-0.0045951842,0.13588715,0.0055797575
1966-06-01,0.028884124,-0.016411591,0.0062362673,-0.029868316,-0.08435516,-0.026586914,-0.030525208,0.010503387
1966-07-01,0.047264863,-0.019036865,0.032823183,0.0341362,-0.02986908,-0.029212188,0.0091903685,0.045295715
1966-08-01,0.009846496,-0.005251312,-0.006565094,0.0042671203,-0.027899932,-0.016739655,0.012472535,0.017724609
1966-09-01,-0.010503387,0.06925659,0.022647858,-0.05415802,-0.04628067,-0.007221222,0.1966095,-0.024617385
1966-10-01,0.0091903685,0.08993492,0.06334839,-0.12046013,0.09190445,0.007221222,0.015426636,-0.16116104
1966-11-01,-0.12341461,0.12768134,0.07647743,0.1391697,0.05054741,-0.025601577,0.094530106,0.11356773
1966-12-01,-0.23337135,0.05415802,0.13391761,-0.070897676,-0.13457413,0.065974236,0.27735442,0.10207939
1967-01-01,-0.24066314,0.24523468,0.2808279,-0.0241642,-0.19853897,-0.010775948,0.26482695,0.19102821
1967-02-01,-0.069554135,0.22009087,0.13845463,-0.069554135,-0.23903045,-0.01567402,0.22237626,0.27952176
1967-03-01,0.03820572,0.065308765,0.05518608,0.14955711,-0.08228912,-0.102861404,0.106127165,0.059757613
1967-04-01,-0.0016330719,-0.092085645,0.20017166,0.2073555,-0.10906563,-0.1528225,-0.019266129,0.041797638
1967-05-01,-0.033633806,-0.006204605,-0.013714981,-0.03624649,0.026449967,0.020245742,0.07935028,0.031674575
1967-06-01,0.038531493,0.040491484,-0.01240921,-0.061063766,-0.0414711,-0.032980345,-0.052900314,0.017959977
1967-07-01,0.048002623,-0.034287263,-0.010122681,0.0032653809,0.04996109,-0.009796143,0.025144195,0.0032653809
1967-08-01,0.017959595,-0.028409576,0.013714599,-0.04114456,0.03918495,0.021878814,0.015673827,-0.02057228
1967-09-01,0.0026123046,0.0048980713,0.0734726,-0.09469757,-0.033634186,0.024490356,0.10220833,-0.040491484
1967-10-01,-0.03787918,0.17176208,0.07445221,-0.22890739,0.029062271,0.035266876,0.15804748,-0.14367943
1967-11-01,0.042124175,0.023511123,0.08816681,0.08686104,-0.29813498,-0.014041138,0.26646003,0.11167832
1967-12-01,-0.13225022,0.32589072,0.13845482,0.115270235,-0.09469757,0.11004563,0.42026216,0.01893959
1968-01-01,-0.090804294,0.03610306,0.041938018,0.10612106,0.012034225,0.07621765,0.16592789,-0.021516036
1968-02-01,-0.16082267,0.01823349,0.027715301,-0.22172394,-0.051054765,0.06272431,0.3406086,0.20421943
1968-03-01,-0.06600647,-0.005105591,0.06855965,0.063454054,0.102838896,0.0550663,0.14805909,0.07986412
1968-04-01,-0.07001801,0.053242873,0.069288634,0.14732972,-0.0853344,-0.024797821,-0.06272431,-0.0076580048
1968-05-01,0.01896286,0.029904176,-0.061265565,-0.011669922,0.06564178,-0.017504882,0.060901262,0.061265945
1968-06-01,-0.0153160095,-0.01677475,-0.040843964,-0.042302705,-0.08059387,-0.0032821656,0.008751678,0.025891876
1968-07-01,0.022245025,-0.03318558,-0.028809357,-0.031726837,0.025891876,-0.027350616,0.01823349,0.03282089
1968-08-01,0.014587402,-0.038655855,-0.014951324,0.02953949,0.0083877565,0.013127899,0.010939789,0.026621247
1968-09-01,0.0,0.04631424,-0.027716065,-0.008022308,0.015680695,-0.016410828,-0.011669922,-0.007293701
1968-10-01,-0.035373688,0.018598557,-0.0113044735,-0.06600647,0.06090088,0.025891876,0.034279633,0.0054698945
1968-11-01,-0.06892395,0.17978553,0.029174805,-0.24615708,-0.072935484,0.026256561,0.27131996,0.18343239
1968-12-01,-0.054336928,0.19947815,0.050325774,0.15462303,-0.024068832,0.014587402,0.12107277,0.0827816
1969-01-01,-0.15558052,-0.0072982786,0.046441652,0.15259476,-0.18444061,0.011610413,-0.05009079,0.1920704
1969-02-01,0.01724968,0.07497044,0.09387894,0.24249268,-0.054735184,-0.098191835,0.35329017,-0.046110153
1969-03-01,-0.19704628,0.11378269,-0.040802766,0.16752243,-0.06833611,-0.021894073,0.16287823,0.13833046
1969-04-01,-0.040802766,-0.15226288,0.014927673,-0.0036491393,0.02222557,0.013269043,0.19605103,0.17946473
1969-05-01,0.061038207,0.013600921,-0.06501846,-0.14994088,0.042129137,-0.03449936,0.09122505,-0.0072978972
1969-06-01,-0.010614777,0.0072982786,-0.016586304,-0.015259552,-0.07861938,0.01924057,0.004975891,-0.063359834
1969-07-01,-0.0016586303,-0.021894073,-0.0016586303,0.0076293945,0.016254425,-0.044120025,-0.044783782,0.06037445
1969-08-01,0.04146576,-0.063027956,-0.016254425,-0.010946656,0.032177735,-0.07662964,-0.012605285,0.057720184
1969-09-01,0.011942292,-0.0033172606,0.028196717,0.017581176,0.004975891,-0.039144136,0.0069664,-0.03814888
1969-10-01,-0.037485503,0.13932571,0.037153624,-0.030519104,0.077292636,0.06070595,-0.031845856,-0.042792894
1969-11-01,-0.033172607,0.11411438,0.06269646,-0.02786522,-0.09653282,0.009620285,0.26936302,-0.09321556
1969-12-01,-0.01758194,-0.012273788,0.08425903,-0.21993561,-0.13667183,0.042129517,0.16851768,0.19472428
1970-01-01,-0.089854434,0.019301986,0.03660698,-0.11414833,-0.15042266,0.07787361,0.1587429,0.30284253
1970-02-01,-0.12013893,0.035276033,0.15142135,-0.29918176,-0.22263908,0.08386421,0.27089423,0.117808916
1970-03-01,-0.18802872,0.15608063,0.102500536,0.11847458,-0.30783424,-0.040267944,0.18636474,-0.02895298
1970-04-01,-0.032281112,-0.06622581,0.085860826,0.077208325,-0.12113686,-0.14476547,0.026623154,-0.014642715
1970-05-01,-0.02263031,0.0049919127,-0.04126663,-0.04725685,0.035609055,-0.035941314,-0.041599274,-0.02129898
1970-06-01,0.02129898,0.015974427,0.00931778,-0.017305756,-0.07787323,0.012979126,-0.007987213,0.031615447
1970-07-01,0.027622223,-0.053913116,-0.02096634,-0.019301604,0.003993988,-0.02462616,0.012979126,0.025292207
1970-08-01,-0.03793869,-0.035941314,-0.046258546,-0.0099838255,0.014975739,-0.0515831,0.006655884,0.016972352
1970-09-01,-0.007987213,0.035276033,0.009651184,0.024959564,-0.05357971,0.015974427,-0.09784164,-0.011314774
1970-10-01,-0.05657501,0.015641402,-0.0019966126,-0.0073215486,0.06622581,0.007321167,-0.015641402,-0.14343414
1970-11-01,-0.09085312,0.17737922,0.015641022,0.10682678,0.03960228,0.011647796,0.10649414,-0.018969346
1970-12-01,0.07021942,0.16440049,0.047589112,0.35475844,-0.09983788,0.009650421,0.24726582,-0.002329445
1971-01-01,0.0045726774,0.32074243,0.017310333,0.007839203,-0.031355668,-0.0075119017,0.38933316,0.039194487
1971-02-01,-0.05193291,0.26097068,0.038541414,-0.044747163,-0.34915885,0.049645998,0.17114982,0.1708229
