,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1269.0521240234375,1273.9094197249212,2072.231619698661,1307.423831255008,2580.379701272035,2005.6059884552908,1521.367041744403,1287.2225604479825
1965-02-01,1269.6929168701172,1272.434420545562,2082.065753547513,1306.1409974709534,2609.72415239383,2004.5010104037747,1518.1146877915112,1289.9410199515426
1965-03-01,1270.6631469726562,1273.9447585674895,2081.3501474808672,1304.522705078125,2594.0215281951123,2007.3138246441831,1517.079731955457,1289.2541812945014
1965-04-01,1270.3797149658203,1274.0663929145878,2084.893425143495,1303.5762689052483,2614.5767603165064,2006.723959139078,1513.085299819263,1290.2504450158228
1965-05-01,1269.919662475586,1273.2392896123295,2090.711445711097,1304.3934357471956,2618.201935596955,2006.8017940710085,1510.3919185809234,1292.213613775712
1965-06-01,1270.8345794677734,1274.4780981240153,2091.2545340401784,1303.8758106720752,2613.7635842347754,2009.6577559367265,1510.5226431319961,1292.4136391168909
1965-07-01,1269.2310333251953,1273.493200991334,2088.3787816884565,1303.7930219601362,2624.2987217047275,2008.6908019415223,1514.4269800897853,1290.6029037282435
1965-08-01,1267.7257537841797,1274.242189551602,2084.2467016103315,1302.9566838191106,2616.6422526041665,2007.118814298422,1513.4653575384793,1288.6863225623022
1965-09-01,1266.8209075927734,1274.3216121897979,2083.1494389748086,1303.4030229617388,2602.7389135116186,2005.7838968711324,1512.2353624941697,1286.6591055181962
1965-10-01,1268.1912994384766,1274.2589613970588,2075.080965003189,1304.5079940404646,2615.149864783654,2005.3936948870669,1518.533826230177,1289.0035508554192
1965-11-01,1268.3222961425781,1273.9278328518908,2077.6323590959823,1305.7727520282451,2621.256823417468,2005.1718532448947,1518.2363937150185,1287.1901886372625
1965-12-01,1269.6926879882812,1272.6374265526524,2086.355653101084,1306.8916516426282,2617.1358548677886,2005.3400927250927,1519.139258541278,1290.671124035799
1966-01-01,1270.0811004638672,1272.1713282480962,2078.5417829241073,1307.8177427634214,2589.436848958333,2006.2608171217512,1522.4870824102145,1290.4092136817642
1966-02-01,1270.2108764648438,1272.65822466682,2079.6934789540815,1308.5811517177483,2620.8597819010415,2006.492025545328,1520.5950836637126,1290.0340406200553
1966-03-01,1270.4276275634766,1272.4506794905462,2077.189169124681,1306.663317558093,2601.811335637019,2006.277314743193,1518.2409485774253,1290.092448946796
1966-04-01,1270.0914001464844,1273.4924829306724,2080.7252222177935,1304.1974189953926,2610.387244591346,2006.5462924466274,1513.0830223880596,1289.76679934731
1966-05-01,1269.8107147216797,1274.9710467683167,2087.966856664541,1303.3981714493189,2617.9679674979966,2007.8306292543316,1513.136132083722,1290.3326493275315
1966-06-01,1269.9443817138672,1275.1936455734638,2086.723109654018,1304.354232396835,2608.393116486378,2007.598876953125,1512.7662772562965,1291.782118398932
1966-07-01,1268.4297943115234,1273.52351340927,2091.9147102200254,1302.3283347105369,2622.3466922075318,2007.834557259437,1512.268795184235,1290.2005352551423
1966-08-01,1267.9899597167969,1274.9523259010637,2090.4075155452806,1303.2160049829727,2622.949062249599,2008.192489170792,1513.9724959188432,1289.5033437994462
1966-09-01,1267.2706604003906,1275.1124277836136,2078.788290218431,1301.4280661558494,2605.700214092548,2006.661292349938,1514.3520981518188,1287.631573254549
1966-10-01,1267.8722381591797,1274.883904978007,2083.515027104592,1304.0250338040864,2610.627003205128,2005.1611569848392,1517.0712599113806,1289.1284797765031
