,vws_u850-200_cluster1,vws_u850-200_cluster2,vws_u850-200_cluster3,vws_u850-200_cluster4,vws_u850-200_cluster5,vws_u850-200_cluster6,vws_u850-200_cluster7,vws_u850-200_cluster8
1965-01-01,19.23525619506836,19.587209701538086,25.15655517578125,14.61423110961914,27.825538635253906,19.51714515686035,11.976207733154297,22.29855728149414
1965-02-01,31.560157775878906,20.654476165771484,29.327857971191406,31.718212127685547,14.508319854736328,0.4236469268798828,18.982696533203125,33.70772933959961
1965-03-01,27.708219528198242,14.829316139221191,27.678890228271484,24.229415893554688,12.556279182434082,2.3121414184570312,14.72340202331543,37.59225845336914
1965-04-01,38.675819396972656,12.574203491210938,14.677780151367188,20.537158966064453,17.061614990234375,6.2569580078125,14.146589279174805,26.49919319152832
1965-05-01,33.55293273925781,4.166416168212891,14.545797348022461,15.890064239501953,10.23110294342041,-3.954591751098633,11.839336395263672,28.31110382080078
1965-06-01,27.794580459594727,-2.343099594116211,2.0188465118408203,23.94915771484375,9.970396041870117,-6.634981155395508,1.0656375885009766,12.370527267456055
1965-07-01,23.274580001831055,6.701787948608398,1.0917091369628906,10.327238082885742,1.2139148712158203,-4.182710647583008,-5.720880508422852,0.319366455078125
1965-08-01,10.744369506835938,-2.240447998046875,1.2807197570800781,14.133553504943848,10.512991905212402,-8.870542526245117,-3.5700511932373047,3.0681896209716797
1965-09-01,19.271102905273438,-6.651277542114258,-0.5931072235107422,17.49666976928711,4.1305694580078125,-9.36099624633789,-2.686908721923828,5.261384963989258
1965-10-01,20.349777221679688,2.1345348358154297,10.858428955078125,11.676395416259766,16.616785049438477,-8.235067367553711,2.999755859375,22.155170440673828
1965-11-01,19.80718231201172,9.313741683959961,11.031145095825195,25.56064796447754,17.10723876953125,-4.119163513183594,2.481599807739258,22.603260040283203
1965-12-01,35.806419372558594,10.188737869262695,9.698284149169922,25.254318237304688,17.819293975830078,4.712270736694336,11.547672271728516,33.34273910522461
1966-01-01,26.383121490478516,19.583839416503906,20.775314331054688,35.274871826171875,20.868858337402344,11.745706558227539,11.488048553466797,44.5801887512207
1966-02-01,33.756805419921875,24.138031005859375,11.486406326293945,37.70541000366211,18.77639389038086,4.979248046875,13.875921249389648,41.77054214477539
1966-03-01,34.22945785522461,22.95475959777832,14.433910369873047,28.876028060913086,27.702606201171875,6.827182769775391,10.856206893920898,36.02980041503906
1966-04-01,38.56373596191406,16.457448959350586,19.953094482421875,21.503984451293945,7.895570755004883,1.6871013641357422,11.822839736938477,32.256797790527344
1966-05-01,29.29123878479004,3.5022125244140625,10.260467529296875,17.010515213012695,14.031829833984375,-4.081539154052734,9.533439636230469,25.173593521118164
1966-06-01,23.333864212036133,-10.260467529296875,2.4371070861816406,14.860610008239746,16.70033836364746,-14.16476058959961,4.555830001831055,13.424603462219238
1966-07-01,20.63089370727539,-2.0218982696533203,2.3681774139404297,11.056424140930176,2.842470169067383,-5.335376739501953,2.975404739379883,-5.273014068603516
1966-08-01,10.831586837768555,-3.5104198455810547,5.968860626220703,8.364938735961914,9.408710479736328,-7.34742546081543,1.9217853546142578,-5.760435104370117
1966-09-01,14.036752700805664,-6.961757659912109,-0.14113998413085938,19.449264526367188,9.810792922973633,-8.481462478637695,-0.6416893005371094,8.849079132080078
1966-10-01,19.74959373474121,-5.927833557128906,14.502840042114258,15.421882629394531,12.027986526489258,-7.393379211425781,8.863849639892578,12.316827774047852
1966-11-01,21.897857666015625,7.33922004699707,22.35738182067871,16.88414764404297,17.560300827026367,0.1477031707763672,12.687726974487305,16.32123374938965
1966-12-01,25.171951293945312,19.744670867919922,30.174179077148438,15.800989151000977,23.08441162109375,1.5558109283447266,17.768728256225586,29.330625534057617
1967-01-01,14.186708450317383,18.351778030395508,38.15504455566406,22.766653060913086,23.86220932006836,25.61085319519043,29.68612289428711,24.685100555419922
1967-02-01,20.926576614379883,15.432473182678223,39.782867431640625,13.31810188293457,12.021720886230469,7.675418853759766,18.519948959350586,31.989891052246094
1967-03-01,30.32615089416504,21.94049835205078,25.10470962524414,26.96601104736328,18.27667236328125,18.74363136291504,23.40994644165039,22.539705276489258
1967-04-01,37.69788360595703,13.043803215026855,21.36251449584961,32.09928512573242,11.91232967376709,13.322999000549316,17.821144104003906,21.898048400878906
1967-05-01,34.345909118652344,3.5021839141845703,21.302104949951172,17.803184509277344,15.661054611206055,1.2555618286132812,11.65435791015625,25.010011672973633
1967-06-01,22.676855087280273,-5.503900527954102,6.739870071411133,16.547622680664062,6.783952713012695,-8.751382827758789,8.539127349853516,5.270420074462891
1967-07-01,18.640769958496094,3.334012985229492,6.253318786621094,4.9944915771484375,5.162660598754883,-5.8059539794921875,5.988819122314453,-8.966901779174805
1967-08-01,16.25373077392578,-3.175640106201172,6.640275955200195,8.099925994873047,5.147967338562012,-3.3585052490234375,6.601091384887695,0.22858047485351562
1967-09-01,12.229076385498047,-12.700931549072266,1.0155525207519531,11.54823112487793,7.569292068481445,-8.179929733276367,4.878568649291992,6.411693572998047
1967-10-01,25.599422454833984,1.100454330444336,10.66493034362793,9.642847061157227,14.771223068237305,-6.61578369140625,12.669912338256836,20.29308319091797
