,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8
1965-01-01,-0.0012335112842265517,-6.56928257496437e-06,6.1595470000494035e-06,-1.3106938030642385e-05,4.7956193436850576e-05,9.04647273344773e-06,1.149003744830432e-06,-7.826284647510167e-06
1965-02-01,-0.002006132126552984,5.356578777330648e-08,1.2125139854164914e-05,-1.1106996160898623e-05,-2.7654732548398897e-05,-1.4026925461674931e-05,-2.5228186023295057e-06,-8.484485963183235e-06
1965-03-01,-0.0061429258494172245,-3.7240564446638583e-07,2.0511784133568946e-05,-1.611962124026012e-05,3.237676257692958e-05,3.0325957274780034e-06,-1.8444083868090209e-06,-1.1509174808250262e-05
1965-04-01,-0.006826708704466,-1.0855826038789825e-06,2.423282621161742e-06,-1.1823823904825866e-05,-9.345719193403895e-06,-3.4987922345845064e-06,-3.321232001902176e-06,-6.7117633130288195e-06
1965-05-01,-0.008136843825923279,1.3373714067448729e-06,3.7145751306407844e-06,-1.2706803337985567e-05,-5.146506072588426e-06,-1.2270832075064033e-05,-3.5015211102979044e-06,-2.834439764380174e-06
1965-06-01,-0.006614933226956055,5.980116360867036e-07,-3.9654046010963934e-06,-7.000380219823865e-06,-2.7851206141349394e-05,-3.613113221945241e-05,-4.583423920624132e-06,3.3293654648029287e-06
1965-07-01,-0.005518369289347902,-6.881344740305423e-06,-1.8605132643114624e-05,-2.031220616857524e-06,-5.800453226793951e-05,-1.4955329628291484e-05,-2.0841721745260396e-06,3.5654805922528494e-06
1965-08-01,-0.006316115468507633,-8.052577015274137e-06,-1.4871232950451574e-05,-4.031910695910203e-06,-4.455806937095566e-05,-1.692085824484535e-05,-1.0310608274502273e-06,3.667715731126009e-06
1965-09-01,-0.007006178930168971,-3.6138448494872963e-06,-1.3640735027541766e-05,-5.114247619780804e-06,2.5924410133134537e-05,-1.2514219990550247e-05,-3.881038895835804e-06,4.650891030324702e-06
1965-10-01,-0.006533275154652074,-3.931197789290647e-06,-3.5374880773757e-06,-8.09759812609927e-06,-4.0453694684681694e-05,-1.806296067490407e-05,-2.631932288241073e-06,-2.2441604130563064e-06
