,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9
1965-01-01,49.10964259394893,28.351472966811237,28.225354398234508,58.3210238703975,42.89263276492848,42.13398578120213,102.95843870743461,27.69862583705357,32.26257275931443
1965-02-01,49.72975342362015,28.214061961454505,27.963117535194655,54.67943262170862,40.52962976343491,41.268038282207414,108.1168216207753,27.074694943118406,32.899801036979575
1965-03-01,49.98973917078089,28.028382694019992,27.98935965205846,54.83845958003291,40.278687196619366,40.87218490301394,113.80326644234034,26.955436112044694,33.751987505562695
1965-04-01,51.567102361608434,28.42920415541705,29.41564709952708,57.24884315773293,42.25685456219841,42.17404384239047,117.29762035867442,27.12122681853059,34.96849446357051
1965-05-01,52.51642156530309,28.74950072344612,30.34730546929863,61.24297954418041,45.21800209494198,44.14676217471852,117.70471489947775,28.11588683685699,35.25839214083514
1965-06-01,52.547394787823706,29.16194803574506,31.317172961288623,69.6184582180447,50.99694308112649,47.655012093338314,116.16972218389095,29.098173859831572,35.06991953789433
1965-07-01,52.89291805691189,29.94136137120864,31.760016452060658,79.94998649314597,63.28505347756778,50.36748250325521,113.87214660644531,30.2545572256113,34.78470814378956
1965-08-01,52.697873998571325,30.89142631081974,32.13927236835608,81.4253913031684,69.60187238805433,51.95548113654642,108.8175400443699,31.779269428996297,34.47606533388548
1965-09-01,52.88939299406828,31.343252518597772,32.06700314296765,82.36550225151909,65.28450460994944,52.34088897705078,107.71169247834578,32.13233947753906,34.49447004100944
1965-10-01,53.72645766646773,31.31366729736328,31.601003582557937,74.88420980947988,56.89623215619255,50.48924240411497,111.39901202657948,31.848862883332487,34.66966846321203
1965-11-01,53.60116958618164,30.804223453297336,30.641686514522252,64.38641724763093,51.82784024406882,46.783806295955884,110.22783362347147,30.230816927823152,34.44092907483064
1965-12-01,53.09334154482241,29.78421828326057,29.587561360905678,56.703313191731766,47.585818346808935,44.12342520321117,109.14500692616338,28.149352135596338,34.08875767188736
1966-01-01,52.533668941921654,28.588216445025278,28.79006460811315,53.95735634697808,44.09388654372271,42.78134364707797,111.5585824717646,26.68722326105291,34.112447424779965
1966-02-01,52.24038583260995,28.17987329819623,27.969656097755003,51.40381565800419,40.87425400229061,41.17599936092601,114.32733950407608,26.255000721324574,33.998518352267105
1966-03-01,52.45041317409939,28.331736396340762,28.170386325107533,49.42072409170645,40.94462675206801,40.77035118551815,114.20141303020975,26.27140391956676,34.11307515977304
1966-04-01,52.72989979496708,28.813368853400736,29.082193267479372,52.58999224062319,41.48506837732651,41.691978304993874,112.68243375031844,27.031360973011363,34.752099725264536
1966-05-01,52.97382142808702,29.500249974867877,30.545851889621005,57.49424121997974,45.27782271890079,44.03913909313725,108.20785190748131,27.869514366248985,34.66075704067568
1966-06-01,53.36048691361039,29.889546562643613,31.371643837918057,64.35857702184606,50.46181398279526,48.298143873027726,109.04408330502717,29.024661671031605,34.61664175685448
1966-07-01,54.021913033944585,30.437564849853516,31.98325125019202,75.81053839789496,61.106614505543426,51.53903587191713,109.47182696798573,30.359124518060064,34.566280509852156
1966-08-01,51.84478406552915,30.961618984446808,32.32663186748376,81.71897464328342,67.80215431662167,51.80545507692823,102.11792821469514,30.98164347859172,34.0043635307988
1966-09-01,51.51067663122106,31.099650439094095,32.177665796172754,80.70856730143228,66.5542209849638,52.50422907810585,101.35642341945481,31.584593537565947,33.93673957148685
1966-10-01,51.37725406222873,31.111082189223346,31.658089026976167,75.21273295084634,58.594810261445886,50.81051471186619,101.39227328093155,31.376211983816965,33.755374860159954
1966-11-01,51.09535499855324,30.607889960793887,30.338463086760445,67.40852638527198,52.08491718067842,47.635598276175706,101.30237081776494,30.327489778592987,33.265463913543314
1966-12-01,51.0629618609393,29.611826503978058,28.88776586296853,57.97089117544668,47.10392671472886,44.972760069604014,101.93307296089503,28.81303762460684,32.54142954379697
1967-01-01,49.33065838283962,28.582358640782974,28.14745527974675,53.58818901909722,43.26511270859662,43.386261135924094,104.48383663011633,27.640971889743557,32.43275895903382
1967-02-01,49.12567845097294,28.24746748980354,27.95480020930258,51.85118427983036,41.41759591944077,42.656718983369714,108.90963181205417,27.193359275916954,32.93477311919007
1967-03-01,50.14830342045536,28.624206991756665,28.393957588110077,52.02609521371347,42.346407385433416,41.91408344343597,111.11951910931131,26.87296929297509,33.377198327945756
1967-04-01,51.72917754561812,28.716257880715762,29.227826836403835,51.5033863208912,44.2290698780733,42.00688904406977,111.59735140593155,26.561798987450537,34.134538867805574
1967-05-01,52.743678622775604,29.25283432006836,30.348998509096294,56.62989086574978,47.201622233671294,43.96220936494715,110.0710163945737,27.53575560334441,34.535726716246785
1967-06-01,52.82457139756944,29.719858730540558,31.284231550238104,67.61071240460431,52.66652387731215,48.64949993058747,108.07775414508322,29.316508305537237,33.97418396382392
1967-07-01,53.00705874407733,30.450970144832837,31.95215289512377,77.85847275345414,61.2035639145795,50.9765438005036,103.12611123789911,30.69279906037566,33.56494179254845
1967-08-01,51.23539324159975,31.18294884176815,32.02455284890164,84.76985648826316,70.68748474121094,52.4363125071806,98.4743947568147,32.35057484019886,33.38419757311857
1967-09-01,50.479210747612846,31.416059381821576,31.73977498258098,80.76188122784649,69.26162944120519,52.8533561556947,96.55072585396144,32.815115792410715,33.27593743046628
1967-10-01,49.53989099573206,30.80769370583927,31.11547620108958,74.3454897845233,61.42578685984891,52.21604739918428,96.28486633300781,32.02718759511972,33.030823816227006
1967-11-01,50.48914662113896,30.37423526539522,30.011061336217303,66.72612649423104,54.71099965712603,48.91356673895144,99.52879366667374,30.49134093445617,32.999350149420245
1967-12-01,49.85112790708188,29.33660058414235,29.310050707184867,61.48810210051359,49.453791450051696,45.43579699946385,98.45102558965267,28.419492151830102,32.61994470523882
1968-01-01,48.924054039849175,28.54778289794922,28.437599439299508,56.72116102995695,44.52578881207634,42.3128651637657,99.82995572297469,27.283252369273793,32.280393190021755
1968-02-01,49.267595785635486,28.72436972225414,27.784632564930433,53.00232216163918,40.90098773731905,40.33314200008617,106.81470788043478,27.063788376845324,32.84316002568112
1968-03-01,48.2604839183666,28.5439188340131,27.60991943016481,51.47130401046187,38.720818126902856,39.918020659802,105.98090627919072,26.950915448077314,32.841663119159165
1968-04-01,50.20903128164785,28.82617389454561,28.764684012766633,54.50186552824797,41.142281363992126,41.97328230913948,109.55171170442,27.217270491959212,33.90035991427264
1968-05-01,51.45173955846715,29.35283324297737,30.313238936863588,58.304076724582245,44.05602286843692,44.65655532537722,106.83201499607252,28.194110424487622,34.22720703897597
1968-06-01,51.565590611210574,29.8838155409869,31.344696644986612,67.17777252197266,49.03212154612822,49.616727641984525,105.68646970002547,30.429562655362215,33.97172372552413
1968-07-01,51.788704483597364,30.47165253583123,31.81001256021221,73.59992839671946,59.80723324943991,51.398591434254364,104.24417412799338,31.464576721191406,34.11703954769086
1968-08-01,51.4977702388057,30.94192617079791,32.44088847985428,84.40925456859446,68.25838088989258,52.60237899481081,105.42289070461106,32.1806102604061,34.25290795821178
1968-09-01,51.311923839427806,31.12847272087546,32.1764228049289,84.2757472285518,67.35004537245806,53.58121161367379,103.88006127398947,32.438890036050374,34.15143942531151
1968-10-01,52.50712147465458,31.159047519459445,31.588665822918497,75.94342408356843,58.9057024787454,51.148590387082564,105.99471382472825,31.978582406972908,33.869142170193825
1968-11-01,52.74026658799913,30.576864130356732,30.37859241614181,64.34304272686994,51.037036671357995,48.75121397130629,106.1427406642748,30.997665207107346,33.81168510340437
1968-12-01,53.15523854008427,29.4269640305463,29.13706275854218,56.74705858583803,44.46931165807387,44.603022407082946,107.54026330035666,28.86028042087307,33.565282218063935
1969-01-01,53.366537447328916,28.95410649916705,28.379339582464667,52.99355895430953,41.76383579478544,41.167562148150274,111.04373931884766,27.412986755371094,33.66903956932357
1969-02-01,53.12003029717339,28.768892849192902,28.05429951528485,50.21091390539098,40.79698394326602,40.62541512882008,112.18396891718325,26.63850165032721,33.72197211543216
1969-03-01,51.94390261614764,28.2687905255486,28.17969590090634,48.67715835571289,40.248287425321685,41.07066509770412,116.68427508810292,26.08644807493532,34.629297860061065
1969-04-01,52.346935978642215,28.776148627786075,29.476401511203036,48.92916855988679,42.75623770321116,42.05799102783203,116.73719986625339,26.459250512061182,35.60278204422963
1969-05-01,53.24504640367296,29.158798666561353,30.664096789413623,52.238496144612625,46.122809017405785,44.473767748066024,115.49515102220617,27.618185266271812,35.82553380652319
1969-06-01,53.488922119140625,29.821186065673828,31.85397373156601,57.934506734212235,47.284928490133844,46.36212517233456,113.56840548307999,29.552442377263848,35.04681647578372
1969-07-01,52.37450069851345,30.322694217457492,32.51361846923828,73.31521069561992,60.297820147346044,49.87566704843558,106.0939125392748,30.014734144334668,34.708643563186065
1969-08-01,51.62541071573893,30.80727408914005,32.44675411267227,79.161622789171,67.68500945147346,51.16586124195772,102.5210256161897,30.807299428171927,34.38740500920935
1969-09-01,50.88495325159143,30.97218345193302,32.25546633259634,79.73563582808883,68.01898058723,52.190245834051396,100.16517639160156,31.052381342107598,34.32442870321153
1969-10-01,51.165043866192846,30.692458433263443,31.537968924876008,71.52887980143228,57.939125509823064,50.50242554907705,101.26163648522419,30.739006438812652,34.06496893001508
1969-11-01,51.6134014836064,30.104721293729895,30.289144194527957,64.61874643961588,49.031947640811694,47.85729576559628,104.23365053923233,29.834826580889814,33.91478333292128
1969-12-01,50.60171197961878,29.19535132015453,28.98508564809735,54.66489438657407,42.290853051578296,44.2208495794558,104.858050139054,28.475033153187145,33.495345296739025
1970-01-01,50.18836833812572,28.61713072832893,28.051710664556268,50.085343254937065,38.44375890844008,41.55730453192019,106.22090049411939,27.51580275498427,33.37995553318458
1970-02-01,49.683503751401545,28.230835409725415,27.59685516357422,47.680681723135486,37.19744682312012,40.50456776338465,108.91823975936225,26.80350960075081,33.45006146008455
1970-03-01,49.64046125058774,28.014742907355814,27.907560112771023,47.64478824756763,36.461740381577435,40.99519019033394,109.58440200142238,26.62046110475218,33.85427933705004
1970-04-01,50.85215391936125,28.421849643482883,29.130751363347084,51.568430441397204,40.121100930606616,43.36422938926547,111.1252909121306,26.931418381728136,34.80812265903135
1970-05-01,51.505724589029946,28.60233419081744,30.209397733881232,58.10795183534975,45.17480064840878,46.154456045113356,107.01538583506708,27.631227072183187,34.39642266382145
1970-06-01,51.44808027479383,29.163177714628333,31.360435485839844,65.36743022777415,50.2817995408002,48.611274420046335,101.80278446363366,28.870981389825992,33.92629985567889
1970-07-01,50.08597903781467,29.776888454661652,32.026035866040864,74.30434050383391,63.316502290613506,50.20084007113588,95.53559344747792,30.004887766652292,33.420654490024226
1970-08-01,49.58041862205223,30.392429127412683,32.149623485093706,82.70681875723379,70.58360716875862,51.84676600437538,93.19026781165081,31.37036112995891,33.20531724374506
1970-09-01,48.92394807603624,30.358353783102597,31.962722606873243,84.53205956353081,68.44310760498047,52.43804034064798,94.22094925590183,31.37794593711952,33.16388190547122
1970-10-01,49.139662142153135,30.35531436695772,31.376512934652606,77.26821192988642,60.15369190889246,50.64660240622128,95.91163966966711,31.164989223727932,33.24070218243176
1970-11-01,48.053476545545784,29.636764526367188,30.145272244228405,64.97340025725188,53.70046952191521,47.545683617685356,94.82968371847402,29.775512992561637,32.66667474674273
1970-12-01,47.31711634883174,28.774608163272635,29.011921400434517,56.86272161978262,50.036290112663714,45.32975963517731,94.61925340735394,28.213077396541447,32.11141900171207
1971-01-01,47.45904427987558,27.932550766888788,28.266203805301966,53.33232173213252,44.11994429195628,42.619966993144914,98.52053600808848,26.72922456419313,32.078400141076195
1971-02-01,47.09187966805917,27.58071226232192,27.919550692097523,52.95045640733507,40.49367904663086,41.40019136316636,102.1538610043733,26.671293184354706,32.339376135717465
1971-03-01,47.09670455367476,27.568811528822955,27.991717049245082,51.5435430738661,39.69897382399615,41.38757668289484,105.90174301810886,26.389567882983716,32.845538175558744
1971-04-01,49.02479383680555,27.808353199678308,28.75395142630245,52.772984681306056,41.61845375509823,42.63023301666858,110.80513829770295,26.619903762619217,34.083875825133504
1971-05-01,49.530710997404874,27.999750025132123,30.1272445850158,57.482122491907184,45.039631338680486,45.85358862783394,106.860177413277,27.210235595703125,34.16508783268023
1971-06-01,49.581379360622826,28.622462328742532,31.337620167250044,65.34535443341291,52.42482914644129,48.79277921190449,104.0666911913001,28.700318274559912,33.905553214157685
1971-07-01,50.728663691767935,29.543675815357883,31.818276308895495,77.92932722303603,64.94574266321519,50.96677892348345,102.86667865255605,30.016200573413403,33.866295633436756
1971-08-01,50.06988313462999,30.197886298684512,31.779415687818204,80.61225325972946,69.33690239401425,51.95510714661841,98.43106477156928,31.09708513532366,33.32834605929217
1971-09-01,48.69292930320457,30.444723017075482,31.555250789342303,79.2009777492947,68.95127576940199,52.00310501397825,95.23056693699048,31.2820781360973,33.065544804440265
1971-10-01,48.860062493218315,30.107374752269074,31.188579087846733,74.49892538565176,60.42081047506893,50.56753719554228,97.69808727761973,30.561823659128958,33.19299915168859
1971-11-01,48.79141913519965,29.074527516084558,30.301599824026727,68.03757702862774,53.32853092866785,47.687377181707646,97.6192391437033,29.048927108962815,32.767592804341376
1971-12-01,48.683117054126875,28.17795136395623,29.309208473462736,63.279900727448634,48.191171533921185,44.98065499698414,97.24587150242017,27.761149716067624,32.46353004552141
1972-01-01,48.932531144883896,27.64684564927045,28.771484032105864,58.59263737996419,44.56392736995921,42.43622574151731,101.57689633576766,26.24376222684786,32.5529050223435
1972-02-01,49.705604270652486,27.77646681841682,28.21229656090897,55.18699222140842,41.682470546049224,41.20710784313725,108.82132157035495,25.879488362894428,33.13635089729406
1972-03-01,49.80216909337926,27.935481351964615,28.51260324542442,53.80932490030924,40.53957322064568,40.497488134047565,113.48087476647417,26.23566218784877,33.8093842132182
1972-04-01,51.82914027461299,28.478620192583872,29.573194096597394,54.59235862449363,41.48198576534495,41.33040110270182,116.65442922840947,26.730899067668172,35.08762649342984
