,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9
1965-01-01,2.026900538691768,-1.5599189085118912,-0.341704956601175,-35.844474368625214,-31.885845520917105,-7.718328401154163,-7.583652890246847,-5.320438162072913,0.07943411982512172
1965-02-01,2.1695298177224616,-2.000676954493803,-0.8936517024308108,-40.44103975649233,-35.00721033881692,-9.089857924218272,-3.5463387551514995,-6.279230737066888,0.39027020146575153
1965-03-01,2.2504232547901295,-2.3001273589975693,-0.9760774923174569,-40.640195210774735,-35.54260310004739,-9.675329806757908,1.7196453135946521,-6.524084759997083,1.1200451398197608
1965-04-01,3.1510255954883712,-2.3292456654941334,0.03960020840167999,-39.58331214057075,-34.63927717769847,-9.090046789131913,3.6250845245693037,-6.832906178065708,1.8739611287660236
1965-05-01,4.28883190508242,-1.88921356902403,1.0856012280067702,-35.21223421450014,-31.37878530165728,-6.917764158809886,4.474678765172544,-5.706062564602146,2.2926851163936566
1965-06-01,4.879673763557716,-1.121075433843276,2.3951776911703386,-25.71698294745551,-24.710613138535443,-2.8166946242837345,4.254196519437043,-4.331140394334669,2.4869171878959557
1965-07-01,5.724960344809072,-0.024171296287985408,3.141247288564618,-14.385946591695149,-11.628768724553725,0.42493051173640234,3.1299554783365,-2.824270880067503,2.5433087650733657
1965-08-01,5.679615338643392,1.0210004974814022,3.6113329148024653,-12.611134847005207,-5.074196352678187,2.1714336731854607,-1.573172470797663,-1.1945749258066152,2.336996265604526
1965-09-01,5.721874590273257,1.378006233888514,3.448514456159613,-11.969532790007413,-9.628612153670366,2.3988155757679657,-3.0294319857721743,-0.9461837929564637,2.2533824172201036
1965-10-01,6.200068085281937,1.1204346839119406,2.7647736367214932,-20.16855522438332,-18.58684595893411,0.16718815062560288,-0.18465731130993884,-1.481323427968211,2.183278904685491
1965-11-01,5.842850826404712,0.46364517772898955,1.66472571619441,-31.13020790947808,-24.0236057954676,-3.7838117749083273,-1.900379813235739,-3.2620247308309978,1.7960068545764005
1965-12-01,5.359103503050627,-0.541063056272619,0.625218635194757,-38.76515847665292,-28.22738815756405,-6.418716206270106,-2.9266818709995435,-5.326612274368088,1.46029025693483
1966-01-01,4.67577819471006,-1.8156269368003397,-0.2473116758164395,-41.758431328667534,-31.91570955164292,-7.8917185465494795,-0.8034372459287229,-6.875451818689124,1.3994666594493237
1966-02-01,4.105357770566587,-2.400032772737391,-1.2358736456110235,-44.86625106246383,-35.5755048639634,-9.790503744985543,1.314638360686924,-7.502033184101055,1.0960869396789163
1966-03-01,4.183359057814986,-2.332039440379423,-1.1152368583036272,-47.11337972570348,-35.71481704711914,-10.335935330858417,0.878756266573201,-7.578215660986962,1.1204015605057343
1966-04-01,4.0690572173507125,-2.1005777401082657,-0.44236035829179743,-44.7316982128002,-35.79980906318215,-9.83126303728889,-1.564773010170978,-7.094426588578657,1.4902535873123361
1966-05-01,4.606961320947717,-1.2269302676705753,1.199671659576759,-39.23946663185402,-31.54012455659754,-7.1728271596571975,-5.34911414851313,-6.05010243205281,1.5998565697971778
1966-06-01,5.380822111059118,-0.5916624910691205,2.2603801127230185,-31.60075788144712,-25.741209703333237,-2.503862100488999,-3.6038549050040865,-4.623421136434976,1.8204049219059038
1966-07-01,6.497511157283076,0.24559287463917454,3.1482243805788874,-19.2382741857458,-14.373323496650245,1.2190755675820744,-2.107207023579141,-2.96967060534985,2.081242543232592
1966-08-01,4.792443028202763,1.0695432214175953,3.7780212552359935,-12.385712729560003,-6.928033688489128,1.985336051267736,-8.352788116620934,-2.0160989327864214,1.842002476317973
1966-09-01,4.523441085109004,1.248940299539005,3.6685563205333236,-13.265904673823602,-8.07257890701294,2.7530445772058822,-8.961438096087912,-1.3674941929903897,1.8188791938974886
1966-10-01,4.051729043324788,1.0454536886776196,2.9437282112207304,-19.4383320985017,-16.569259587456198,0.7011300208521825,-9.7198486328125,-1.8131157020469764,1.4062796966939033
1966-11-01,3.576211576108579,0.41925444322473865,1.5066204446085383,-27.629765757807977,-23.386662146624396,-2.678798927980311,-10.264325141906738,-2.9976302927190606,0.7840204842482941
1966-12-01,3.5116043355729842,-0.5972725503584918,0.036377811364913255,-37.13182519983362,-28.418815837186923,-5.375736367468741,-9.70926284790039,-4.534666569201977,0.03797040804277492
1967-01-01,1.8483567017096059,-1.5828663110733032,-0.6620309995801261,-41.37640352602358,-32.1479460772346,-6.889116530324898,-6.996353812839674,-5.658298343807072,-0.023493760182887694
1967-02-01,1.3985474904378254,-2.0732903480529785,-1.0032275419556693,-43.603049384223084,-34.38430393443388,-7.877870634490368,-3.1453355498935864,-6.277603298038631,0.3111704995360555
1967-03-01,2.1303128313135216,-1.881341443342321,-0.7405627979321426,-44.00989391185619,-33.91747194177964,-8.928498099831973,-1.6183893317761628,-6.801982359452681,0.5547713252562511
1967-04-01,3.3636157159452083,-2.01009518959943,-0.11756879727492171,-45.22771482114438,-32.58682138779584,-9.203700458302217,-1.9565748131793477,-7.356900054138976,1.0745368426359152
1967-05-01,4.436726481826216,-1.436284149394316,1.0391594318861372,-39.98400370279948,-29.521179199218746,-7.186331935957366,-3.345309133115022,-6.341843171553178,1.5157848973817463
1967-06-01,5.110223646517153,-0.5927834791295669,2.333950996398926,-27.81797338415075,-23.115082348094266,-1.8715711200938505,-3.9472323396931523,-4.145502424859381,1.3593168198307857
