,vws_u600-250_cluster1,vws_u600-250_cluster2,vws_u600-250_cluster3,vws_u600-250_cluster4,vws_u600-250_cluster5,vws_u600-250_cluster6,vws_u600-250_cluster7,vws_u600-250_cluster8,vws_u600-250_cluster9
1965-01-01,44.582149604424295,22.466722586286636,21.496998593559905,31.631396463749123,8.563991185448698,25.44900474129022,33.863838138944836,15.971093264334543,30.32429940557716
1965-02-01,31.84451067600848,30.488741265536884,19.101504794185374,28.02965757689691,15.624098901146612,44.48082755179557,20.209838416607013,24.70751604631406,15.958926219630985
1965-03-01,26.639090925840982,23.277195721364656,27.996347736366843,30.453656772631494,12.406114338798298,40.998816169060966,21.850879300405005,25.75735012042636,7.885502962228847
1965-04-01,21.43536188300296,24.050081850328553,20.450636829954906,20.6724297105703,10.418773676683703,41.40027014569214,16.637010596188787,19.694679671551608,6.12254202545362
1965-05-01,11.385407680604818,18.60616163798977,13.988159097243628,12.958517613711273,9.132187454207218,34.833547822018275,16.388099148615673,17.53665826400293,-0.20349585878613
1965-06-01,-8.29064126472092,6.738622399884994,11.87968145048648,8.33100768336175,3.8775662598804743,28.043036775857647,16.442095608054277,9.020266494863327,1.4312498494089054
1965-07-01,0.5540500578487016,11.734121496055163,7.0815682607257475,4.504909611492628,1.2664368421223593,36.000529852568825,0.11417055341308473,1.742413405596314,6.203115190775956
1965-08-01,-14.453684433393056,-0.32717010341366076,10.735266635808122,11.91733709609177,0.5141685657196989,19.057637275980657,6.154281126560296,2.8319225606027034,-1.1311508586497312
1965-09-01,-4.585412771327896,0.4278453603115049,15.2521287991932,6.857675993114157,1.876519114085949,25.35070649430737,12.969998988733426,5.708006358536719,-3.2959152200883217
1965-10-01,7.307214856095726,7.796481644177683,11.172051368216756,8.23401377889115,7.1807282006230135,24.098928162577398,17.09958680744609,16.41351674622251,-3.0529067028916
1965-11-01,11.414614832465764,16.90980793987789,25.960025104521762,24.85692587175208,5.203714602550938,34.4376947237155,22.012635011366534,17.611987723484855,2.8874443937697785
1965-12-01,15.78619050703749,17.793855832176234,24.095030320830876,20.128153043608688,9.666483786414442,51.71067445746549,21.531470591192754,23.38301959957384,10.192435692365525
1966-01-01,25.45685384539014,22.550292620614986,25.2303746144517,35.3406482537552,9.514571053475974,41.12088607896274,36.394377812687765,30.751153303739244,15.958910276788462
1966-02-01,18.543468774302415,28.37002136078782,23.681225749414168,34.85603039147953,10.819339722801,50.62247234195551,20.87005165424694,29.126927865365268,10.583221971708191
1966-03-01,23.29910808775386,30.493373161578656,16.124654729128757,27.065295586457815,11.304016837782584,42.42354882195123,32.347373314355515,27.850024334004534,11.471968881213957
1966-04-01,20.028161618598965,27.84595572654266,18.535887057636824,19.9376153320446,11.057062961191342,44.41457070162692,22.843329448298423,23.417801518097466,9.349267645397072
1966-05-01,7.717021871357371,14.64004329085063,15.91759594680376,12.688558307241054,9.51548776254203,34.575058913099554,13.339735251111508,16.22280276764538,0.09197930217933738
1966-06-01,-4.869553067368398,3.826371932823445,12.823355674722286,5.220856697607507,5.70166796985473,25.151184177904323,23.548155521145816,11.154464926226476,-8.765558663602892
1966-07-01,1.9560787008025688,4.892240099952072,7.417791833416624,8.988795409793818,4.953293419576368,27.751272443590178,2.6013770692242124,0.5947505106557519,0.676359408553479
1966-08-01,-0.8662950699026392,0.937441516909341,12.40511101267617,10.808410411928387,4.846095035073371,17.804361170941633,0.7935854896400817,0.4925231327820888,-1.9462345459384467
1966-09-01,-11.231391510391186,-3.122097121771068,14.979864930443124,4.101018128530836,1.8778146137503122,19.890882881388876,8.129269860631963,7.104318107685973,-3.0897220214517063
1966-10-01,6.4887258582648775,0.3132693687774072,18.933059336828713,14.093578767294481,9.188356980047223,18.791675988429144,21.21560037037219,11.84055255547873,-3.5232107889256805
1966-11-01,25.742411034320195,14.18836675650879,21.371885203062398,18.241782714536214,10.137283062756458,25.145176267945356,21.61222718886958,14.993726586945325,10.27148434967556
1966-12-01,33.53155270701728,28.644737430635377,19.366325751478453,21.63650144252931,14.169973236012476,27.661061201777972,33.34548575708627,22.120070704811603,12.075656023849806
1967-01-01,39.11981938203868,24.396227962882246,20.524506236574748,27.21854838352454,20.566921037993644,18.26424055220785,37.486434592774565,19.24616847862341,28.574070794692467
1967-02-01,40.405350166666366,27.50865255848555,24.898954264089024,25.284072950677082,15.160775911673511,28.10350863711454,29.435136048213653,23.264027931144383,13.877513940388287
1967-03-01,30.482859384636715,28.47213477737241,22.485330139710186,28.35291274996397,16.499098166106066,35.57079893220363,21.54440244947501,18.17813229883747,20.542401534245815
1967-04-01,20.80467895084619,24.50842324682081,24.44258239938193,18.631305321127396,12.046537727135556,47.98486825165691,13.94531462917246,14.306146247763897,15.915715002730236
1967-05-01,15.26538606046863,17.671961810909593,17.864562438941995,14.716419350663115,11.695540783029312,33.01233190203597,18.46578542212759,16.90137899230298,2.7058163604933463
