,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5,mgv200_cluster6,mgv200_cluster7,mgv200_cluster8,mgv200_cluster9
1965-01-01,1.1310359,-0.6811235,0.30435684,-1.3328121,0.8652388,1.0134434,0.630937,-1.2908673,-0.67641383
1965-02-01,0.13495903,-0.29081678,0.4512369,-1.3260422,-0.2569666,2.202466,0.291111,-0.52865064,-0.021634484
1965-03-01,0.8031311,-0.97120416,0.3747062,-0.6536018,0.7635412,2.1606684,-1.1620897,-1.4097843,0.2737445
1965-04-01,0.8870206,0.31524777,-0.21075387,-0.24695873,-0.74485004,0.6509527,0.2775711,-0.6222538,-0.57942593
1965-05-01,0.86391413,0.07579484,0.1122941,1.1145523,0.51246154,0.52188075,-0.8531704,-0.25181562,0.8406607
1965-06-01,0.11612067,0.17322445,-0.104346655,1.1270621,-0.01501174,0.920282,-1.2506886,0.8755409,0.07299852
1965-07-01,0.21752396,0.17970005,-0.48729473,-0.4756678,-0.9778272,0.43946284,-0.49524212,0.8957039,-0.7865004
1965-08-01,1.2034457,0.061371755,-0.490238,-0.49597797,-1.925778,0.64712614,0.8419851,0.5076048,0.34880352
1965-09-01,0.93293893,0.58590156,-0.1889719,0.8266791,0.79945177,1.3562129,-2.310492,0.49215144,0.49259296
1965-10-01,0.44961804,0.2128143,-0.08374228,-1.2936636,0.70555437,-1.0078506,0.31215706,-0.10625992,-0.5851658
1965-11-01,1.3401706,-0.6228424,-0.07344006,-0.71247154,-0.34335786,-0.114501715,-0.52320516,-0.08727436,-0.4896496
1965-12-01,0.995341,-0.13422298,-0.14864616,-0.26697445,-0.4790531,0.6699382,-0.003532195,-0.78973806,0.11715088
1966-01-01,0.6314709,-0.727385,-0.2125156,-0.8164997,0.75979036,1.8647559,-0.23002014,-0.67689615,0.11558895
1966-02-01,-0.27023774,0.27472228,-0.021266032,-1.3250039,-0.3318658,0.6191742,0.17056218,-0.6525921,0.16549893
1966-03-01,0.48347658,-0.17548089,0.4326985,-0.8724858,0.41027522,0.20455894,0.7108929,-0.4596066,-0.6679269
1966-04-01,0.815053,-0.60138017,0.1873436,-0.07551613,0.7072763,0.97606736,-0.28976768,-1.1148027,0.18835625
1966-05-01,1.1622536,-0.10734282,0.004629326,0.37714648,0.001736021,-0.13005547,0.051790763,-0.9578393,0.8700264
1966-06-01,0.72073036,-0.046004057,0.1953003,1.0440607,0.08564277,0.8325578,-0.13034487,-0.012296677,-0.002025318
1966-07-01,0.5248514,0.44152322,-0.6443462,-0.43183059,-0.43718323,1.1393961,-0.25548172,1.3461252,-0.7984165
1966-08-01,0.75067633,-0.08289409,-0.24492092,-0.24752483,-0.8774046,0.3858265,-0.25331154,0.21974897,-0.16000156
1966-09-01,0.41099852,0.49562868,-0.7797542,-0.07103138,-0.024593402,0.16419697,-0.8643845,0.07508211,-0.3904559
1966-10-01,0.83805513,-0.09851809,-0.17591496,-0.30061775,0.5708554,-0.007378006,0.058011435,-1.4857286,-0.07189946
1966-11-01,1.0731388,-0.49244604,0.15378089,-0.34633237,0.1586996,0.30351108,-0.29946038,-0.5890835,-0.91096723
