,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9
1965-01-01,-0.025482178,-0.90615845,-0.34881592,-11.338959,-12.496063,-3.5476685,-3.3221436,-4.244232,-0.07141113
1965-02-01,0.03717041,-1.398346,-0.80059814,-12.537689,-13.600464,-4.510376,-2.3164368,-4.729431,0.017700195
1965-03-01,-0.25326538,-1.9542236,-1.062561,-12.665436,-13.98468,-4.831238,-0.95428467,-5.199463,0.9667053
1965-04-01,0.63082886,-2.0501099,-0.821167,-12.269348,-14.069611,-4.965027,-0.59661865,-5.432556,1.5079956
1965-05-01,1.1894836,-1.4679871,-0.3652954,-11.174805,-12.934631,-4.0830383,-0.62524414,-4.8115234,1.2458801
1965-06-01,1.4754333,-0.7688904,1.3646545,-8.329681,-11.143829,-1.8331909,-0.2883911,-3.7581787,1.2758484
1965-07-01,2.4283142,0.5033264,2.1968079,-4.931366,-5.704773,-0.3988037,-0.5814209,-3.2269287,1.0866089
1965-08-01,2.3969727,0.9075928,2.807129,-4.769104,-2.795227,0.28735352,-1.8317261,-1.8227539,0.86465454
1965-09-01,2.0933533,1.489624,2.2884521,-4.9215393,-4.822754,0.5600586,-2.1363525,-1.501648,0.5206299
1965-10-01,2.413971,1.1131897,1.8321838,-6.7155457,-8.881531,-0.08181763,-1.5672302,-1.5557556,0.4550476
1965-11-01,1.9588623,0.34469604,0.6395874,-10.130005,-10.32608,-2.1680603,-1.9375305,-2.9424438,0.097717285
1965-12-01,1.7209473,-0.80029297,-0.039886475,-12.48999,-11.41571,-3.5281372,-2.3425903,-4.393341,0.4211731
1966-01-01,1.1454468,-1.6921997,-0.6034241,-13.199158,-12.674713,-4.1082764,-1.7723999,-5.6720886,0.6885681
1966-02-01,0.763031,-2.27536,-1.5915222,-14.102539,-14.045044,-5.050476,-1.3418884,-6.0782166,0.46194458
1966-03-01,0.70391846,-2.0656738,-1.8528442,-14.880768,-14.119293,-5.1524353,-1.1347351,-5.974945,0.97372437
1966-04-01,0.7524719,-1.6878052,-1.1567688,-14.198822,-13.943634,-5.037323,-1.6232605,-5.745331,0.97335815
1966-05-01,1.1714478,-0.96121216,0.03982544,-12.667358,-12.793945,-4.0479736,-2.8154907,-5.330414,0.52545166
1966-06-01,1.6282043,-0.66885376,1.169281,-10.703796,-11.2323,-1.6295471,-2.1726685,-4.6437073,0.3125
1966-07-01,2.6759949,0.22009277,2.1429749,-7.0977173,-7.055359,-0.35125732,-1.4733276,-3.4118347,0.3295288
1966-08-01,1.8451843,0.9984741,3.0080872,-4.6743164,-3.9713135,0.0206604,-3.4695435,-2.8346558,0.43469238
1966-09-01,1.5326538,1.2663879,2.9603271,-4.7659607,-4.7281494,0.5755005,-3.318634,-2.0306702,0.39294434
1966-10-01,1.2496338,1.0892639,2.256195,-6.5437317,-8.016266,-0.07009888,-3.7721252,-2.479126,0.03378296
1966-11-01,0.82522583,0.22561646,0.6270447,-9.060425,-10.747803,-1.6705017,-4.2918396,-3.1158142,-0.2741394
1966-12-01,0.85220337,-0.77163696,-0.70806885,-12.052155,-11.759155,-3.0853271,-4.039459,-3.8412476,-0.5421753
1967-01-01,0.021942139,-1.1079407,-0.9411621,-13.07663,-13.023071,-3.427246,-3.215393,-4.442932,-0.37173462
1967-02-01,-0.3861084,-1.4498596,-1.3161621,-13.795715,-13.71759,-3.6950684,-2.0984497,-4.8424683,0.051086426
1967-03-01,-0.3713379,-1.4180603,-1.2513123,-13.781433,-13.44339,-4.369446,-1.6564636,-5.4356995,0.5772095
1967-04-01,0.3413086,-1.7721558,-1.0835266,-14.387451,-12.992645,-5.224365,-2.2068787,-5.9305115,0.84713745
1967-05-01,0.8123169,-1.1278687,-0.27148438,-12.848694,-12.262726,-4.2420044,-2.1180115,-5.52713,0.82632446
1967-06-01,1.2552795,-0.23968506,1.3864746,-9.179932,-9.796448,-1.2749023,-2.4107666,-3.4875488,0.42739868
1967-07-01,1.9042053,0.780365,2.7110596,-5.618164,-6.0078125,0.06317139,-3.3263855,-2.5731506,-0.02444458
1967-08-01,1.2168274,1.5198364,3.1199646,-3.712799,-2.0575562,1.0059814,-4.5456543,-1.6934509,-0.27261353
1967-09-01,0.92562866,1.2977295,2.6835327,-5.249054,-3.3388977,1.0438232,-4.619507,-0.9629822,0.24499512
1967-10-01,0.3952942,0.87506104,1.8241272,-7.115082,-6.5226135,0.98724365,-5.0907593,-1.3976746,-0.17266846
1967-11-01,0.84143066,0.24743652,0.85494995,-9.266235,-8.9487,-0.73565674,-4.5794983,-2.5386353,-0.27191162
1967-12-01,0.28549194,-0.1602478,0.40618896,-10.524292,-10.765717,-2.581726,-4.790863,-3.9179382,-0.2939453
1968-01-01,-0.25549316,-0.68533325,-0.18624878,-11.667664,-12.121704,-4.0946655,-4.263336,-4.4908447,-0.28567505
1968-02-01,-0.42010498,-0.8390198,-1.0645752,-12.835327,-13.269592,-5.2395935,-2.4484863,-4.846863,0.14227295
1968-03-01,-1.0130615,-0.9838867,-1.6100464,-13.562836,-14.085632,-5.483856,-2.575531,-4.770111,0.4109192
1968-04-01,-0.44903564,-1.1726379,-1.2676086,-13.045776,-13.702118,-4.647278,-2.0322876,-5.2665405,0.79196167
1968-05-01,0.51641846,-0.8373413,-0.06375122,-11.956177,-13.13681,-3.404358,-2.5521545,-4.525635,0.62176514
1968-06-01,0.79818726,-0.2444458,1.1587524,-9.737518,-11.3949585,-0.6722717,-2.6927795,-2.7486572,0.17251587
1968-07-01,1.4867859,0.34918213,2.3211975,-7.175812,-7.061554,0.029174805,-2.8118591,-1.9532166,0.5475464
1968-08-01,1.4433899,0.6347046,3.1082458,-3.5234985,-3.4181213,0.6841736,-2.5599976,-1.0989075,0.68170166
1968-09-01,1.3699646,0.81848145,2.8181763,-3.8308716,-3.9698486,1.3467102,-3.131012,-0.82214355,0.42575073
1968-10-01,1.5004883,0.85305786,1.9001465,-6.7862244,-8.105835,0.046844482,-3.13797,-1.3197632,-0.18069458
1968-11-01,1.447113,0.37234497,0.7012634,-10.309784,-10.957214,-0.8859558,-3.2556458,-1.7911072,-0.23800659
1968-12-01,1.5422058,-0.51834106,-0.50942993,-12.446869,-13.071075,-2.8356018,-2.8356018,-3.7867126,0.07369995
1969-01-01,1.4296875,-1.0294495,-1.2283936,-13.630798,-14.074341,-4.8222656,-1.8985596,-4.8458557,0.044769287
1969-02-01,1.1116333,-1.2778015,-1.6187744,-14.6698,-14.362152,-5.819214,-1.7838745,-5.4136353,0.0317688
1969-03-01,0.21582031,-2.085907,-1.8018494,-15.309723,-14.758026,-5.4895325,-0.82455444,-6.1387024,0.79574585
1969-04-01,0.34661865,-1.8587036,-1.0029297,-15.534271,-14.493378,-5.757141,-1.0926514,-6.4549866,1.2803345
1969-05-01,0.98428345,-1.4251099,0.04083252,-14.34079,-13.238373,-4.3508606,-1.2246399,-5.5276184,1.2842407
1969-06-01,1.7256165,-0.860199,1.6445923,-12.632935,-12.67395,-3.111145,-1.1934814,-3.4295654,0.89956665
1969-07-01,1.3138123,0.48364258,3.1202087,-7.170685,-7.126587,-0.94641113,-2.769226,-3.3306885,0.5667114
1969-08-01,1.3610535,0.9534302,3.456665,-5.632324,-3.3336792,0.18890381,-3.693634,-2.4420166,0.37350464
1969-09-01,0.8265991,1.1937256,2.9022217,-5.4556274,-3.5646057,0.6404724,-3.9886475,-2.52063,0.48101807
1969-10-01,0.9592285,0.35006714,2.2062378,-8.021088,-8.46051,-0.35699463,-4.2672424,-2.8571777,-0.047821045
1969-11-01,1.1770325,0.003326416,0.86782837,-10.210632,-11.727875,-1.4144287,-4.043274,-3.4946594,-0.22790527
1969-12-01,0.6432495,-0.85858154,-0.22277832,-12.914368,-13.995239,-2.945465,-3.405426,-4.4437256,0.026947021
