,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8
1965-01-01,0.20707448,0.2864015,-0.119799994,-0.08742161,-0.35101113,0.43828553,0.16822037,-0.19691944
1965-02-01,0.19588922,0.42018312,-0.19073811,0.083006404,0.105818436,0.10993929,0.25784966,-0.40105042
1965-03-01,0.16409953,0.38589144,-0.23253568,0.03134818,0.023106385,0.1287776,0.283458,-0.21104817
1965-04-01,0.103316486,0.5598517,-0.29449615,-0.36293226,-0.50377816,-0.13466465,-0.07579479,-0.15541625
1965-05-01,0.24504551,0.5265902,-0.28463545,0.4313684,-0.03620491,-0.0075058937,0.20339508,-0.06681719
1965-06-01,0.19441748,0.09198403,-0.22929783,-0.22105607,0.35042244,-0.20045166,-0.03988428,-0.28154477
1965-07-01,0.23489046,0.17866984,-0.15453319,-0.34070897,0.22576563,0.009272004,-0.17454895,-0.53630376
1965-08-01,0.12951353,0.17248848,-0.13127963,-0.13584204,0.0495978,0.16630717,-0.27138972,-0.46345243
1965-09-01,0.2197315,0.13069096,-0.20648578,-0.053277206,0.118622616,-0.20898776,-0.17499042,-0.21193127
1965-10-01,0.20663297,-0.0007358551,-0.074470304,0.24180767,0.8533176,-0.01707225,-0.4288664,-0.08418379
1965-11-01,0.21487474,0.12333219,-0.26094034,-0.02928772,0.16277497,0.23356585,-0.037087966,-0.0997843
1965-12-01,0.20442533,0.3552792,-0.20457251,-0.18455677,-0.63152564,0.19853835,0.1433479,-0.31642514
1966-01-01,0.1161675,0.034575414,-0.14119487,0.33099777,0.080145456,0.27501172,0.6207655,-0.31291443
1966-02-01,0.15059821,0.2138176,-0.18285891,0.17374492,0.5617415,0.08897009,0.29323974,-0.30032843
1966-03-01,0.18300357,0.45266262,0.00014464855,0.018951368,-0.2621364,-0.027920675,-0.22379966,-0.12759617
1966-04-01,0.11414216,0.51241004,-0.2122263,-0.32246247,0.0011573315,-0.008824682,0.500258,-0.20687363
1966-05-01,0.08897011,0.21425161,0.008101368,0.04788475,-0.1825696,0.24202767,-0.103726104,0.002314663
1966-06-01,0.115299486,-0.14003754,-0.28325772,0.03168211,0.08578746,-0.36687517,-0.038481425,0.02821002
1966-07-01,0.2347943,0.37092584,0.009403324,-0.028933525,0.16246088,-0.10647483,-0.07435894,-0.3001837
1966-08-01,0.19732563,0.052948095,0.41519386,-0.446876,0.023436021,-0.017504692,0.08795748,-0.4862253
1966-09-01,0.13685486,0.1825696,-0.080145404,-0.05381608,0.14105019,-0.036745407,0.033996772,-0.2812324
1966-10-01,-0.023580695,-0.17360024,-0.22018299,-0.44774398,-0.090995505,0.06379809,0.13309355,0.115299486
