,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1700.7381184895835,3079.213830196496,2425.4382905505954,1558.3890005258413,3187.90340423584,1113.0761003319597,1359.3351236979167,1956.0046856219951
1965-02-01,1694.359334309896,3067.406116832386,2421.87979561942,1556.2896259014422,3165.033721923828,1112.6554048978364,1356.9781901041667,1958.3573561448316
1965-03-01,1702.1634928385417,3070.175078420928,2426.8848237537204,1557.5353064903845,3181.662178039551,1113.6295528202268,1356.1302083333333,1954.0803175706128
1965-04-01,1700.9407552083335,3084.856992779356,2421.670096261161,1557.6161076472356,3208.4426879882812,1112.678745814732,1353.677978515625,1953.7279569185696
1965-05-01,1700.4962158203125,3084.2943596117425,2418.4493291945687,1556.3581261268027,3191.7497634887695,1112.9378434065934,1353.5884602864583,1959.0217003455527
1965-06-01,1703.7541707356772,3099.6352687026515,2420.3274681454614,1557.764423076923,3198.067855834961,1115.3444171388508,1353.7019856770833,1961.796687199519
1965-07-01,1704.3754069010417,3107.0996833570075,2418.1844075520835,1557.5523493840144,3204.0206909179688,1114.7805461953412,1354.6929524739583,1962.0984590970552
1965-08-01,1698.9480590820312,3093.36455374053,2417.179361979167,1557.6659686748797,3195.2194213867188,1113.6921976948834,1354.0992838541667,1959.3119694636418
1965-09-01,1698.1876627604167,3087.499260179924,2418.6630975632443,1556.8034010667068,3191.461753845215,1113.5226406893887,1353.5191243489583,1959.6973125751201
1965-10-01,1697.3360188802085,3090.9072413589015,2414.9578276134675,1557.2582068810095,3179.014778137207,1112.9105452652816,1356.356201171875,1956.3069270207332
1965-11-01,1696.7969767252605,3088.484700520833,2426.4244442894346,1557.1851994441106,3190.4441833496094,1112.7623617430747,1357.7623697916667,1957.2827852689302
1965-12-01,1701.580301920573,3082.809355764678,2434.8914736793154,1556.5020751953125,3198.4148025512695,1113.6160490713714,1359.0237630208333,1957.3525061974158
1966-01-01,1696.2118530273438,3055.599883108428,2425.9268624441966,1555.6248121995193,3156.0590744018555,1113.5596194983402,1360.8016764322917,1953.4149169921875
1966-02-01,1700.0135294596355,3070.968535452178,2422.62689499628,1557.0155217097356,3160.698127746582,1113.721418555403,1359.8697916666667,1962.4515240009014
1966-03-01,1697.7623494466147,3085.321044921875,2426.7684209914437,1556.4160625751201,3192.0312881469727,1112.300774989984,1358.1608072916667,1959.593318058894
1966-04-01,1698.634033203125,3075.2293442234845,2417.4570719401045,1557.305438701923,3176.3076782226562,1112.3454223185668,1354.097900390625,1958.9326124924878
1966-05-01,1702.3080444335938,3107.6512192234845,2418.593488420759,1558.2391826923076,3202.064895629883,1113.066643236321,1353.8943684895833,1961.9152362530047
1966-06-01,1702.877909342448,3104.403779000947,2417.8648449125744,1558.6816875751201,3198.6412048339844,1113.6146405677655,1354.9790852864583,1962.469247671274
1966-07-01,1703.0757649739585,3099.519671815814,2415.341331845238,1557.687237079327,3205.869674682617,1114.0609349959936,1353.045166015625,1957.9506507286658
1966-08-01,1699.9061075846355,3094.4683652935605,2414.9100167410716,1558.5231839693508,3191.1773681640625,1113.7232518458104,1354.4740397135417,1960.1450993464543
1966-09-01,1698.0668131510417,3088.452333392519,2417.3899332682295,1557.9017052283652,3187.2228622436523,1113.7365543798649,1352.8155110677083,1953.594501201923
1966-10-01,1695.1457722981772,3080.9518525094695,2415.1316324869795,1557.2322904146633,3170.9625244140625,1112.5054327996222,1355.3103841145833,1954.5763455904446
1966-11-01,1693.5342407226562,3086.986934777462,2425.55905296689,1557.523944561298,3194.8089599609375,1111.3866785070397,1360.0743001302083,1956.8129319411057
1966-12-01,1696.1131795247397,3080.340391216856,2433.4075927734375,1557.7362999549277,3200.393295288086,1111.4530793913118,1359.51904296875,1957.6095581054688
1967-01-01,1699.6216837565105,3081.566273082386,2435.7859293619795,1558.1202110877402,3182.8468322753906,1113.2203937013508,1359.9287109375,1961.7291964017427
1967-02-01,1703.0551147460938,3089.3994880445075,2425.5728585379466,1558.386981670673,3193.173027038574,1112.9480606470352,1359.5542805989583,1957.696063701923
1967-03-01,1700.2800496419272,3086.678059895833,2430.231003534226,1558.2955697866587,3203.1539916992188,1112.293933686756,1358.0161946614583,1960.4755108173076
1967-04-01,1696.336873372396,3073.4225186434655,2412.4459402901784,1557.9119873046875,3189.4723892211914,1112.514398036859,1355.0882161458333,1954.9418522761418
1967-05-01,1703.2264200846355,3099.4634454900565,2417.4066452752977,1557.969501201923,3194.0141677856445,1113.4561950907166,1353.1682942708333,1957.5042724609375
1967-06-01,1702.930908203125,3106.386496803977,2419.0689813523068,1557.6942795973557,3202.579116821289,1113.931889237065,1352.1775716145833,1961.0119159405047
1967-07-01,1703.203837076823,3108.4173029119315,2418.9246768043154,1558.8983623798076,3200.062942504883,1114.454868861607,1355.8020833333333,1964.6773118239182
1967-08-01,1700.4875691731772,3104.381584398674,2416.0898844401045,1558.584970327524,3195.7412719726562,1114.239010094723,1355.638671875,1963.7813861553484
1967-09-01,1697.2648111979167,3087.9437070904355,2419.790794735863,1557.8665865384614,3189.9293899536133,1113.684797461653,1354.2032063802083,1955.6556114783652
1967-10-01,1698.5933430989585,3092.3291755445075,2422.953287760417,1557.2809307391826,3194.4395065307617,1113.3525023966918,1356.16064453125,1958.324960561899
1967-11-01,1696.4077758789062,3089.910518761837,2418.3951241629466,1557.2214918870193,3193.048858642578,1111.7708646334136,1358.1851399739583,1954.9588716947114
1967-12-01,1696.4900716145835,3063.063372987689,2431.429181780134,1558.4354811448318,3190.0882720947266,1113.73534709106,1357.94677734375,1957.6283381535457
1968-01-01,1699.4670613606772,3085.6879956794505,2438.105701264881,1558.0064039963943,3199.264717102051,1113.7361743074634,1363.3936360677083,1963.0713829627402
