,mgu200_cluster1,mgu200_cluster2,mgu200_cluster3,mgu200_cluster4,mgu200_cluster5,mgu200_cluster6,mgu200_cluster7,mgu200_cluster8
1965-01-01,1.3638214,0.8150341,1.6398445,0.7156395,-0.534774,-2.6517112,1.8702443,-0.6960865
1965-02-01,1.6593971,2.3893757,1.8901222,-1.9399827,-0.55726016,0.02346344,2.81335,-2.635743
1965-03-01,1.459631,2.5591607,2.1547394,-0.2349617,-2.0331855,0.09255066,0.44222373,0.61950415
1965-04-01,1.4668003,1.8031118,0.55823785,0.96200716,-0.3760689,-2.4483604,3.091328,-2.0273194
1965-05-01,0.85381395,0.83621633,-0.7283489,0.909214,1.227602,-0.1678299,1.7613989,-1.7376093
1965-06-01,0.29166564,0.042690657,0.60483897,0.23235473,2.062189,2.3613496,1.2507397,-1.1816524
1965-07-01,0.30241966,-1.547945,1.4619122,-1.3263445,2.7634895,1.1389618,1.1187572,1.5544628
1965-08-01,0.3842163,-1.6678699,2.6174939,-0.92616004,2.1459408,1.548597,0.90139234,1.138962
1965-09-01,0.8883575,0.14012985,1.0340275,0.68924296,2.5089746,1.2846315,1.1738316,-2.0432878
1965-10-01,0.9949215,2.47769,1.9976639,0.8658716,-0.48002547,-1.5606546,2.2531562,-0.9300707
1965-11-01,0.95255625,1.7708492,0.30241928,1.8705698,-0.38454285,-0.46894607,1.2451998,-1.2689893
1965-12-01,1.9875618,2.7569718,0.85902786,2.5151668,-0.73551786,-1.4990628,0.85055524,-0.8661976
1966-01-01,2.0560322,2.36982,2.6471748,0.46214753,-2.4590988,-0.41882133,0.5277939,1.387756
1966-02-01,1.9316326,2.859867,1.6027466,-0.7887367,-1.1691551,1.3414758,-0.5159775,2.8086631
1966-03-01,1.471455,2.6927981,-1.4937744,-0.7509901,-1.623753,-0.18906021,2.3688354,-2.943238
1966-04-01,0.9318447,2.4554882,0.65120775,1.0493507,-0.56291425,-0.06925659,1.6710184,1.8197067
1966-05-01,0.9147766,1.2246256,1.1048219,0.08632469,1.9221146,1.2492431,2.5516593,-2.9717934
1966-06-01,0.3715561,1.6739725,-0.6928932,0.72834224,1.2154354,1.8338206,1.0874252,-1.5590922
1966-07-01,0.25405008,-0.8402683,1.1796582,-2.6025352,2.0133624,1.4813015,0.6699173,0.9945366
1966-08-01,0.34332886,-0.13030739,1.112043,0.6567879,1.6641257,1.5718933,0.54715884,0.8353449
1966-09-01,0.46280402,0.8015377,2.859539,-0.24157715,0.4486904,1.7721134,1.3395061,-0.8983656
1966-10-01,1.0129178,1.2489147,2.098702,0.6715584,0.6446434,0.72309077,1.8712391,-0.5373125
1966-11-01,0.52057266,1.6001211,0.04660835,-1.8420261,-0.7756073,0.23041725,1.2613875,0.15755005
1966-12-01,1.4061368,1.7583275,0.39420396,-0.14704704,-1.0175126,-0.68337476,2.165661,-2.8477225
1967-01-01,1.8293003,1.6702728,1.9684079,0.15968017,0.18123245,-1.3855267,2.6920295,-1.1634766
