,vws_u500-250_cluster1,vws_u500-250_cluster2,vws_u500-250_cluster3,vws_u500-250_cluster4,vws_u500-250_cluster5,vws_u500-250_cluster6,vws_u500-250_cluster7,vws_u500-250_cluster8
1965-01-01,19.49107551574707,18.6258544921875,13.014144897460938,19.745262145996094,13.938026428222656,4.140346527099609,9.313741683959961,17.048580169677734
1965-02-01,12.701297760009766,14.977591514587402,17.063243865966797,24.165870666503906,20.618629455566406,3.1219615936279297,9.207830429077148,15.205711364746094
1965-03-01,20.312299728393555,9.01392936706543,15.642393112182617,17.105609893798828,11.25600528717041,6.571434020996094,13.063030242919922,20.067886352539062
1965-04-01,12.517173767089844,6.4003448486328125,12.567686080932617,21.563690185546875,12.40963363647461,2.6950531005859375,3.25394344329834,14.288351058959961
1965-05-01,11.519969940185547,0.9173622131347656,7.773943901062012,15.850959777832031,13.794634819030762,8.362165451049805,4.754635810852051,6.313986778259277
1965-06-01,2.056324005126953,-0.07006645202636719,2.6608352661132812,8.857505798339844,6.387310028076172,8.578874588012695,2.717864990234375,4.95831298828125
1965-07-01,-2.268146514892578,0.5637779235839844,-2.297475814819336,8.753223419189453,1.9064159393310547,6.806070327758789,-1.308420181274414,4.4287519454956055
1965-08-01,-4.7611541748046875,-2.077505111694336,-4.831218719482422,6.248811721801758,6.129863739013672,4.352169036865234,0.8684787750244141,7.540937423706055
1965-09-01,-0.8864021301269531,-6.149415969848633,1.2742023468017578,13.124945640563965,2.4864883422851562,5.158731460571289,1.7923564910888672,7.110772132873535
1965-10-01,3.814462661743164,-4.210411071777344,9.502754211425781,14.280200958251953,3.2083206176757812,3.5439796447753906,2.3870954513549805,11.632400512695312
1965-11-01,12.903346061706543,-0.3812828063964844,14.977591514587402,15.730382919311523,14.55720329284668,4.966459274291992,8.6880464553833,17.084426879882812
1965-12-01,13.75227165222168,6.009286880493164,14.703850746154785,16.941038131713867,11.407541275024414,11.112617492675781,5.043042182922363,18.185909271240234
1966-01-01,21.91427230834961,9.510461807250977,18.768184661865234,12.722192764282227,13.393423080444336,7.414714813232422,15.154376983642578,21.275863647460938
1966-02-01,22.577293395996094,8.501155853271484,21.79939079284668,9.041093826293945,16.17024803161621,4.582090377807617,18.63689422607422,20.410980224609375
1966-03-01,15.714007377624512,8.842514038085938,24.83387565612793,19.46895980834961,20.591503143310547,7.470514297485352,8.453561782836914,9.193719863891602
1966-04-01,14.182815551757812,4.746204376220703,15.146169662475586,16.216197967529297,14.266511917114258,7.9513702392578125,12.942108154296875,13.938285827636719
1966-05-01,8.327194213867188,0.9026336669921875,4.293247222900391,17.616100311279297,9.489127159118652,5.995121002197266,-0.6154308319091797,10.921850204467773
1966-06-01,4.432746887207031,-7.029043197631836,12.080501556396484,10.875898361206055,8.374786376953125,1.762594223022461,1.8791160583496094,4.168520927429199
1966-07-01,1.8036231994628906,-1.5492439270019531,-2.570039749145508,6.917444229125977,3.315122604370117,1.4081077575683594,0.6745128631591797,4.27519416809082
1966-08-01,-2.614349365234375,-4.291604995727539,0.3200244903564453,5.445333480834961,2.5454235076904297,0.8205757141113281,1.3982601165771484,4.903756141662598
1966-09-01,-1.39990234375,-4.138980865478516,2.5224475860595703,11.73421859741211,-1.475393295288086,3.948606491088867,2.371461868286133,10.056963920593262
1966-10-01,2.3369979858398438,-5.578268051147461,8.074455261230469,14.310823440551758,2.074413299560547,7.839773178100586,1.4491348266601562,13.539484024047852
1966-11-01,9.93223762512207,7.378608703613281,13.367162704467773,11.858945846557617,12.809173583984375,4.8430328369140625,12.16256046295166,14.035112380981445
1966-12-01,11.934440612792969,5.725971221923828,16.13742446899414,18.325077056884766,20.292814254760742,2.7193851470947266,6.178928375244141,14.552074432373047
1967-01-01,16.114952087402344,21.065359115600586,13.855266571044922,27.568485260009766,13.367082595825195,14.676523208618164,7.347241401672363,15.362268447875977
1967-02-01,13.140132904052734,11.750688552856445,15.798202514648438,25.81821060180664,20.75187873840332,4.493246078491211,7.4484710693359375,17.9566593170166
1967-03-01,10.650236129760742,14.764691352844238,13.438922882080078,29.8134765625,14.150787353515625,-0.31511497497558594,6.775790214538574,12.439697265625
1967-04-01,9.264055252075195,9.466512680053711,5.941470146179199,22.278470993041992,16.563947677612305,5.846771240234375,8.663214683532715,13.349123001098633
1967-05-01,7.187236785888672,-1.4253654479980469,8.993024826049805,14.229158401489258,10.322059631347656,4.8818359375,6.752930641174316,10.93106460571289
1967-06-01,1.9837570190429688,-5.7602386474609375,3.9005680084228516,12.971962928771973,5.07939338684082,3.105436325073242,3.379730224609375,5.464715957641602
1967-07-01,-2.703784942626953,-4.065473556518555,-4.555290222167969,7.322750091552734,4.615699768066406,3.8679122924804688,-3.6997432708740234,7.396223068237305
1967-08-01,-5.899019241333008,-2.684194564819336,-3.0009403228759766,4.666315078735352,4.84101676940918,5.541454315185547,1.162496566772461,10.405328750610352
1967-09-01,-2.565004348754883,-3.7291336059570312,3.0662498474121094,9.342426300048828,1.2196426391601562,3.5723934173583984,2.5111236572265625,8.770974159240723
1967-10-01,1.9086494445800781,-3.8254642486572266,11.517210006713867,14.516517639160156,8.873836517333984,9.407735824584961,3.084207534790039,5.872896194458008
1967-11-01,7.185604095458984,2.710315704345703,16.09535789489746,16.846410751342773,8.83301830291748,4.837749481201172,7.231317520141602,17.12070655822754
1967-12-01,14.93939208984375,8.352998733520508,14.668359756469727,19.79347038269043,11.737626075744629,13.300141334533691,4.315280914306641,18.219526290893555
1968-01-01,17.719661712646484,21.351844787597656,14.579792022705078,18.372434616088867,15.019227981567383,13.828557968139648,8.274524688720703,16.36306381225586
1968-02-01,16.30471420288086,7.627220153808594,23.556320190429688,14.561555862426758,13.381828308105469,1.9856643676757812,15.221622467041016,15.66653060913086
1968-03-01,8.879888534545898,10.395120620727539,18.405254364013672,16.778793334960938,12.546716690063477,7.337305068969727,6.017171859741211,14.93535041809082
1968-04-01,10.750680923461914,5.719961166381836,12.898630142211914,23.018417358398438,14.57614517211914,4.257604598999023,7.6290435791015625,16.598278045654297
