,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6,abs_vo600_cluster7,abs_vo600_cluster8
1965-01-01,0.00016603078418281965,5.802515215364372e-05,0.0001598073980018783,0.00023858035547164036,2.5888654321068654e-05,0.0002106375550516905,0.0002470037396696787,0.0003533969296161862
1965-02-01,0.00012762873464251042,5.6189515725491745e-05,0.00015504573149463304,0.00028359204407024663,2.5307788873337707e-05,0.00022740229420984784,0.0003218304857821955,0.00034405666156089865
1965-03-01,0.0001372001053015184,5.321506891992587e-05,0.00016941630747169256,0.00023638015136384638,2.568660154655697e-05,0.00023943100061912375,0.00026366802968926005,0.00031131312425713986
1965-04-01,0.0001578847635149335,6.258242988453093e-05,0.00014880647191043512,0.00023984537165233633,2.5431760404053208e-05,0.00023496550289937892,0.0002255139641478778,0.00036327989316002157
1965-05-01,0.00014062704091581207,6.127065062697093e-05,0.0001404128712378084,0.0002417856876490987,2.6081658185122188e-05,0.00021924249430855687,0.0002474767003854316,0.000316208661388373
1965-06-01,0.0001193105062055919,6.13329438166023e-05,0.00015121049028283986,0.00026240741135552526,2.7245607659393118e-05,0.00019718464523649367,0.00023759670101196296,0.00029993198040756397
1965-07-01,0.00010153263348102984,5.8466650980270116e-05,0.0001533767667402012,0.00028318590921116993,2.941914922937644e-05,0.00018765370045096063,0.0002528560974995696,0.0002789364771160763
1965-08-01,0.00012384957194121348,6.034993838766764e-05,0.00015016202479063603,0.0002666330829015351,2.9172670084272098e-05,0.00019476846761953752,0.000264280055078768,0.00028085790593953186
1965-09-01,0.00011768132834630605,6.283975799698651e-05,0.00013549783593939187,0.0002577445684437407,2.850301759577252e-05,0.00022246848600797163,0.00023800535165073892,0.00034098235725347575
1965-10-01,0.00012254189035350768,6.445759857951147e-05,0.00016009782064849368,0.0002976396444864804,2.603496353077749e-05,0.0001939895110598837,0.00023079163868040326,0.0003607053258747328
1965-11-01,0.0001267856431594636,6.214832479181104e-05,0.0001561884626146191,0.00025110844035225455,2.6009261845036574e-05,0.0002063419789266892,0.00023808045830998209,0.00031850513551034965
1965-12-01,0.0001466083530330151,5.741683236933012e-05,0.00015384929821056384,0.0002133698899342562,2.5474730347935365e-05,0.0002190688974224031,0.00022646575328713703,0.00030544973318077007
1966-01-01,0.00013425159421684738,4.970917622466646e-05,0.00016652246323736527,0.00022992301182966912,2.5563855842516775e-05,0.00023250749785429201,0.000294671495324902,0.00028145626250382827
1966-02-01,0.00012128602975280955,4.930586570651077e-05,0.00016237483158385238,0.0002413614993201918,2.6605780053508827e-05,0.00023059088002460505,0.0002912775896895196,0.0002934954560866269
1966-03-01,0.00014451990056032728,5.668842787737121e-05,0.00016494114578773195,0.0002657207915035542,2.534240658152094e-05,0.0002229013681734124,0.00027661468090128995,0.00035503214045699377
1966-04-01,0.00015339147567930113,5.596402254484916e-05,0.00015888042700960516,0.00021812311388202943,2.5960698066714834e-05,0.00023188810864200766,0.00025704024254434533,0.00031855361157795414
1966-05-01,0.0001149691949346258,6.560186330788508e-05,0.00015158963763566973,0.0002610744786579744,2.6267362825418003e-05,0.00017748334824155347,0.00023998063331800363,0.0003456386669616526
1966-06-01,8.305838087431362e-05,6.0513218204832554e-05,0.00015380860881682913,0.000277344793175871,2.9025156785538393e-05,0.00019631376907898064,0.00024662538987374114,0.0003467328497208655
1966-07-01,9.505522232049973e-05,5.690950182980101e-05,0.0001538247978225207,0.0002854833837773185,3.0050421305849195e-05,0.00020811095078571292,0.00028745395660911117,0.000299918156088097
1966-08-01,0.00011176375159670392,5.895633339670842e-05,0.00015469434471854652,0.0002506609462216147,2.9726569212386474e-05,0.00018820853885979607,0.00025582771594335715,0.000291603585840979
1966-09-01,0.00011377840362709119,6.109621346904729e-05,0.00016399441777209105,0.0002670171625140938,2.8156860012554823e-05,0.00019969072757073893,0.00025593518887856795,0.0003149156630873525
1966-10-01,0.0001296521178220347,6.226152612948322e-05,0.0001499122075843983,0.0002497494051567628,2.6977992148246368e-05,0.00019639794631168628,0.0002809171424052047,0.0003542300267630102
1966-11-01,0.00013646436450977085,6.067494468356436e-05,0.000156171923803273,0.0002678104010556126,2.7074937673755497e-05,0.00022211427746627192,0.0002834014125138281,0.0003691789061122108
1966-12-01,0.00015613150026183575,6.04929305841684e-05,0.00015942742510770375,0.0002452487478876719,2.5936249745311302e-05,0.0002213619807615685,0.00025461540057984813,0.0003248757820983883
1967-01-01,0.00013812381843712906,5.822882138732017e-05,0.00015621089215318742,0.0002409669150438276,2.5785604407246865e-05,0.00020127890121120098,0.00028435167604907145,0.00030773705172274884
