,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8
1965-01-01,27.460175,26.339996,23.71994,22.507965,26.16986,18.748291,26.447266,20.730652
1965-02-01,27.638306,25.88446,25.738739,22.514465,26.022156,18.064209,26.840454,19.596527
1965-03-01,28.541931,26.09552,27.168762,22.261475,25.950317,17.35318,27.979584,19.24527
1965-04-01,29.312317,26.79654,27.04953,22.192139,26.713715,17.753357,29.042877,19.613983
1965-05-01,28.758972,27.248596,26.637878,22.898651,27.080444,18.819641,28.69162,21.186707
1965-06-01,27.592407,27.434235,26.133423,23.179565,28.358795,21.298492,28.269989,22.83081
1965-07-01,26.468231,27.678223,25.020752,24.028809,28.748505,24.101166,27.638306,24.43695
1965-08-01,26.115967,28.145233,23.069305,24.656006,29.250946,26.140411,27.308472,25.516724
1965-09-01,26.291107,28.600311,22.926605,25.336578,28.884705,25.172913,27.116882,25.260742
1965-10-01,26.93924,28.384247,24.220398,25.877472,28.716553,23.879608,27.339417,24.393036
1965-11-01,27.989563,28.237549,23.536316,25.486786,27.723114,22.072876,27.181244,22.767914
1965-12-01,28.20462,27.840363,23.795776,24.038788,26.970184,20.700714,27.431244,21.709625
1966-01-01,28.274384,27.047943,24.819489,23.150787,26.438782,18.751312,27.730774,20.506775
1966-02-01,28.713654,26.621826,25.674255,23.064026,25.624847,17.544556,27.678314,19.805298
1966-03-01,29.115051,26.694946,25.29956,22.891083,25.521973,16.959564,28.348541,19.860779
1966-04-01,29.571442,27.11502,24.49524,23.336853,26.531067,17.085632,28.661194,20.63385
1966-05-01,29.026306,27.323303,23.483093,23.650543,27.563354,18.977234,28.04898,21.401398
1966-06-01,28.114044,27.752441,23.540588,23.749878,28.395416,22.031738,27.538635,22.31314
1966-07-01,27.138733,28.072174,23.05951,24.134155,28.99353,24.517914,27.180084,24.015656
1966-08-01,26.564331,28.354065,21.776062,24.918823,29.493774,25.902191,26.92038,25.103394
1966-09-01,26.504333,28.776672,21.192596,25.726196,29.419159,24.716095,26.851776,25.764038
1966-10-01,27.086792,28.56134,21.767487,25.844727,28.994019,23.843689,26.771606,24.79779
1966-11-01,28.265839,28.49527,21.392822,25.705536,27.560822,21.685822,26.659637,23.005035
1966-12-01,28.66269,28.01419,21.978302,24.236023,26.211853,20.30252,26.377747,21.200684
1967-01-01,28.767822,26.864197,23.320343,23.088959,25.833984,18.474854,26.403412,20.384003
1967-02-01,28.975159,26.23816,25.290588,22.248596,25.560028,17.999573,26.927277,20.111053
1967-03-01,28.69571,26.466034,26.139984,21.709198,25.883057,18.015106,27.711578,19.96231
