,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8
1965-01-01,3.27389e-05,-8.84665e-05,3.1339026e-05,-1.4412581e-06,9.2821065e-06,-4.43706e-05,-5.910071e-06,-1.0553922e-06
1965-02-01,2.2544973e-05,-9.251355e-05,-1.291839e-05,-9.656578e-07,-1.8490951e-05,3.223638e-05,3.7095451e-06,-4.12434e-06
1965-03-01,1.5446916e-05,-7.683681e-05,1.5563572e-05,-1.100263e-06,1.4935424e-05,-2.8263123e-05,-6.7625588e-06,3.4223922e-06
1965-04-01,-5.0800736e-07,-7.475494e-05,0.000102400365,-1.6655904e-06,-2.6257621e-06,-1.9083207e-05,-1.6848797e-05,3.0365336e-06
1965-05-01,1.6954466e-05,-9.4299285e-05,8.5826265e-05,-2.0873485e-06,8.644987e-06,5.441434e-06,-5.856229e-06,-2.4462934e-06
1965-06-01,2.7713726e-05,-8.506553e-05,0.00012840563,-2.9936782e-06,2.6879188e-05,-6.9240778e-06,-8.225237e-06,3.2653043e-07
1965-07-01,4.3551994e-05,-0.000100275654,0.00014860503,-3.3705655e-06,2.447428e-05,-1.5036145e-05,-1.32414425e-05,3.8800426e-06
1965-08-01,3.5987312e-05,-9.134699e-05,0.00012639558,-2.885994e-06,7.945047e-06,3.16531e-05,-9.732794e-06,-7.7277946e-08
1965-09-01,1.8138977e-05,-7.26013e-05,5.0102666e-05,-2.6167909e-06,2.149507e-05,1.0852469e-05,-7.4983836e-06,-5.3716576e-06
1965-10-01,2.3110308e-05,-6.689414e-05,3.2608732e-06,-1.9527433e-06,-1.0899348e-05,4.9869355e-05,7.927105e-06,-2.1322194e-06
1965-11-01,2.8153427e-05,-7.4010146e-05,-1.0549382e-05,-1.8989085e-06,2.5290872e-05,-5.8135985e-05,-1.1069846e-05,-3.4513287e-06
1965-12-01,4.0007453e-05,-9.065604e-05,-6.0805687e-06,-1.9976142e-06,2.3693585e-05,-9.883989e-05,-1.4345183e-05,-7.1843097e-06
1966-01-01,3.915929e-05,-8.066387e-05,-9.297888e-06,-1.819124e-06,2.7175347e-05,-4.7416775e-05,9.670839e-07,3.8999315e-06
1966-02-01,2.8340339e-05,-9.4790434e-05,-1.32409405e-05,-2.030938e-06,3.190049e-05,-3.746953e-05,1.3825702e-06,1.1707525e-06
1966-03-01,2.025871e-05,-9.175167e-05,2.3044919e-05,-1.5584264e-06,-1.4071913e-05,5.7497746e-05,-6.0554594e-06,-2.3160792e-06
1966-04-01,1.2152643e-05,-8.351526e-05,7.512742e-05,-2.389399e-06,3.1582767e-05,-4.4133616e-05,-9.8844575e-06,1.0322583e-06
1966-05-01,2.7093878e-05,-7.5906144e-05,6.860998e-05,-1.4280777e-06,2.0424632e-06,5.1412084e-05,-1.4300025e-05,2.9386101e-06
1966-06-01,1.6307513e-05,-7.840721e-05,8.435775e-05,-1.3791941e-06,1.8107956e-05,-6.699058e-06,-5.3792755e-06,-3.8232356e-06
1966-07-01,3.4719284e-05,-8.358044e-05,0.00013814293,-2.666391e-06,7.11792e-06,1.5582447e-05,-9.9414865e-06,1.8713799e-06
1966-08-01,2.8804707e-05,-7.44886e-05,0.00013691277,-2.7234164e-06,1.9867664e-05,5.219714e-06,-1.0462882e-05,-1.5013975e-06
1966-09-01,2.2572403e-05,-7.198753e-05,7.313146e-05,-2.2671957e-06,2.5149748e-06,5.544475e-05,-3.3996039e-06,1.03522325e-07
1966-10-01,1.51751065e-05,-5.641085e-05,2.4902389e-05,-2.739711e-06,1.9004105e-05,-5.543323e-05,-1.0451768e-06,-5.688853e-06
