,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8
1965-01-01,2.035492,0.9153137,-1.7047424,-2.9167175,0.7451782,-6.6763916,1.022583,-4.694031
1965-02-01,1.95578,0.20193481,0.05621338,-3.1680603,0.33963013,-7.6183167,1.1579285,-6.0859985
1965-03-01,2.7626953,0.31628418,1.3895264,-3.5177612,0.17108154,-8.426056,2.200348,-6.533966
1965-04-01,3.167633,0.65185547,0.9048462,-3.9525452,0.56903076,-8.391327,2.8981934,-6.5307007
1965-05-01,2.7160645,1.2056885,0.5949707,-3.1442566,1.0375366,-7.2232666,2.6487122,-4.856201
1965-06-01,1.8518372,1.6936646,0.39285278,-2.5610046,2.618225,-4.4420776,2.529419,-2.9097595
1965-07-01,0.9975281,2.2075195,-0.44995117,-1.4418945,3.2778015,-1.3695374,2.1676025,-1.0337524
1965-08-01,0.72610474,2.755371,-2.3205566,-0.7338562,3.861084,0.7505493,1.9186096,0.12686157
1965-09-01,0.8206482,3.1298523,-2.5438538,-0.13388062,3.4142456,-0.2975464,1.6464233,-0.2097168
1965-10-01,1.2749939,2.7200012,-1.4438477,0.21322632,3.0523071,-1.7846375,1.6751709,-1.2712097
1965-11-01,2.2000732,2.448059,-2.2531738,-0.30270386,1.9336243,-3.7166138,1.3917542,-3.021576
1965-12-01,2.428131,2.0638733,-1.9807129,-1.7377014,1.1936951,-5.075775,1.6547546,-4.066864
1966-01-01,2.4311218,1.2046814,-1.0237732,-2.6924744,0.59552,-7.0919495,1.8875122,-5.336487
1966-02-01,2.7207336,0.62890625,-0.31866455,-2.928894,-0.3680725,-8.448364,1.6853943,-6.187622
1966-03-01,3.0508423,0.6307373,-0.76464844,-3.1731262,-0.5422363,-9.104645,2.2843323,-6.20343
1966-04-01,3.2945862,0.8381653,-1.7816162,-2.9400024,0.25421143,-9.191223,2.3843384,-5.6430054
1966-05-01,2.9082031,1.2052002,-2.6350098,-2.4675598,1.4452515,-7.140869,1.9308777,-4.7167053
1966-06-01,2.205017,1.8434143,-2.3684387,-2.1591492,2.4863892,-3.8772888,1.6296082,-3.5958862
1966-07-01,1.4755554,2.4089966,-2.6036682,-1.5290222,3.3303528,-1.1452637,1.5169067,-1.647522
1966-08-01,1.1560669,2.9458008,-3.6322021,-0.48944092,4.0855103,0.493927,1.5121155,-0.3048706
1966-09-01,1.1312256,3.4035645,-4.1805115,0.35308838,4.046051,-0.65701294,1.4786682,0.39093018
1966-10-01,1.5310059,3.0055542,-3.7882996,0.28894043,3.4382324,-1.7120972,1.2158203,-0.7579956
1966-11-01,2.6054993,2.8349304,-4.267517,0.045196533,1.9004822,-3.9745178,0.9992981,-2.655304
1966-12-01,2.9849548,2.3364563,-3.6994324,-1.4417114,0.53411865,-5.3752136,0.7000122,-4.477051
1967-01-01,3.1273804,1.2237549,-2.3200989,-2.5514832,0.19354248,-7.1655884,0.76297,-5.256439
1967-02-01,3.2025146,0.46551514,-0.48205566,-3.5240479,-0.21261597,-7.7730713,1.1546326,-5.6615906
1967-03-01,2.7659912,0.5363159,0.21026611,-4.22052,-0.046661377,-7.914612,1.7818604,-5.967407
1967-04-01,3.0540771,0.91555786,-0.77020264,-3.4586487,0.2925415,-8.546509,2.2232056,-5.5160217
1967-05-01,2.8438416,1.3328552,-1.8714294,-3.2471924,1.1570435,-6.5566406,2.2548523,-5.3631897
1967-06-01,2.028473,1.8947449,-2.7528992,-2.600647,2.6564941,-4.3204956,1.6974182,-3.5046387
1967-07-01,1.1387329,2.751892,-4.113434,-1.5917664,3.8361816,-0.7393799,1.1006775,-1.5311584
1967-08-01,0.56521606,2.9957275,-5.006958,-0.52957153,4.1421204,1.7401733,0.74954224,-0.27264404
1967-09-01,0.8358154,3.2843628,-5.45105,0.17974854,3.6965332,0.6164551,1.2579956,0.14968872
1967-10-01,1.5175781,3.3330688,-4.327057,0.54196167,2.8642883,-1.5224304,0.8674927,-0.40408325
1967-11-01,2.1145935,2.6224365,-3.9629211,-0.44210815,1.9863892,-2.839569,0.8595276,-2.0828247
1967-12-01,2.223053,1.9075317,-4.2155457,-1.4770508,1.5559387,-4.8676453,0.85580444,-4.075836
1968-01-01,2.4394226,0.9654846,-3.2297974,-2.5714722,0.90515137,-6.9319763,0.8057251,-4.9179077
1968-02-01,2.5168152,0.59277344,-0.8865967,-3.03125,0.101623535,-7.3215027,1.3084717,-5.487488
1968-03-01,2.590271,0.63357544,-0.86361694,-3.3683167,-0.38827515,-7.654602,1.6326904,-5.5930786
1968-04-01,2.9793396,1.2452393,-1.0126648,-3.5831604,0.072021484,-7.9579773,2.1315918,-5.539337
1968-05-01,3.001007,1.6699829,-2.7538147,-3.1148682,1.2911377,-7.5713196,1.976654,-4.463684
1968-06-01,2.3875732,1.8434753,-3.6358032,-2.660431,2.410797,-5.6459045,1.4245605,-3.0353394
1968-07-01,2.2326965,2.1273499,-3.853485,-1.6386108,3.4252014,-2.5620422,1.6515503,-1.2889099
1968-08-01,1.5429688,2.579193,-3.6083984,-0.459198,4.1278076,-1.1477051,1.7012634,0.29556274
1968-09-01,1.1985168,3.1319275,-3.663025,0.09207153,3.8966064,-1.3769226,1.5041809,0.7573242
1968-10-01,1.7662354,2.7846375,-3.225891,0.5395813,3.0903015,-3.3881226,1.0094604,-0.58465576
1968-11-01,2.3369446,2.6426086,-3.2877808,0.11859131,1.9387817,-5.003601,0.9995117,-2.1734314
1968-12-01,2.4375,1.8880005,-3.039795,-1.1246643,0.71676636,-6.1202393,1.2998962,-3.9127808
