,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8
1965-01-01,0.0005992504156893119,-0.001510695437900722,0.001048501599143492,-1.387358262357687e-06,0.00038663315535814036,-0.004437059760675766,-1.3228313748739943e-05,-2.9609906205417034e-06
1965-02-01,0.0005597254130407237,-0.0015207379571317385,0.00023460427200916456,-1.6465688468498344e-06,-0.00017937866232387023,0.0032236381230177358,1.3547092630292552e-05,-1.7376814238114675e-06
1965-03-01,0.0005558951306738891,-0.0014226527127902955,0.0010550627848715521,-2.3021303413291826e-06,0.0008297782187582925,-0.0028263122658245265,-1.2802796766703503e-05,1.1430167790983453e-06
1965-04-01,0.0004639224789571017,-0.0013471631973516196,0.002803540883178357,-8.90514406409122e-07,-0.00047205467126332223,-0.0019083205188508146,-2.8626889457961585e-05,1.000917438766029e-07
1965-05-01,0.0005256925578578375,-0.0010289989101390045,0.0023400427380693145,-1.493878075544886e-06,0.00011655084790618275,0.0005441433586383937,-2.061440721698328e-05,-4.5954967642133625e-06
1965-06-01,0.0004556463682092726,-0.0008730903573450632,0.0031394742109114304,-1.5800682439975272e-06,0.00018076001424560673,-0.0006924077752046287,-2.053048853628317e-05,-5.1614738658053225e-06
1965-07-01,0.0006310967000899836,-0.0011110592216330892,0.0038716178096365184,-1.421262583646335e-06,-9.200447266266565e-05,-0.001503614566900069,-1.9605131060613886e-05,-5.94710699976744e-06
1965-08-01,0.0005554276503971778,-0.0010666721209418029,0.003191699943272397,-1.3584889216886074e-06,-7.940280397633614e-05,0.0031653100450057536,-1.853846974288741e-05,-4.644228748146178e-06
1965-09-01,0.00032157680834643543,-0.0006120969070858944,0.001930917460413184,-1.5905846504566377e-06,0.0004482667463889811,0.0010852469131350517,-1.3467041279237373e-05,-3.006451809964579e-06
1965-10-01,0.00030261186111602,-0.0005668526379546772,0.0003246231244702358,-1.3551196883084305e-06,-0.0007474236554116942,0.004986935527995229,-1.7570533086457187e-06,-5.286302981171213e-06
1965-11-01,0.00047869718400761485,-0.0007506946227901305,0.0006521468094433658,-1.1307689287844512e-06,0.0009051233064383268,-0.005813598545501009,-1.5036771796787987e-05,-5.785679914356963e-06
1965-12-01,0.0005834441617480479,-0.0011608107646073527,0.0005396611413743813,-1.3208669125882245e-06,0.0010731222573667765,-0.009883988968795165,-2.4283646938704845e-05,-4.6481482832917964e-06
1966-01-01,0.0005036822767578997,-0.0010904721420956776,8.681633971718838e-05,-2.3769631636405803e-06,0.0013228887837613001,-0.004741677548736334,2.992470132559664e-06,-1.2676430723080016e-06
1966-02-01,0.000611938739893958,-0.0016063574245587613,0.0002478829401297844,-2.454268183169177e-06,0.001548743421153631,-0.0037469530070666224,-1.2190432006837395e-06,-2.3902735034774178e-06
1966-03-01,0.0005713499922421761,-0.0013072535997101418,0.001260726639884524,-1.0643300843834626e-06,-0.00043507225200301036,0.005749774936703034,-1.209484806800585e-05,-3.210605553520393e-06
