,vws600-250_cluster1,vws600-250_cluster2,vws600-250_cluster3,vws600-250_cluster4,vws600-250_cluster5,vws600-250_cluster6,vws600-250_cluster7,vws600-250_cluster8
1965-01-01,15.381905542387898,12.503287582552991,17.25822788165219,56.821079704611364,25.235630007465517,27.226086875565546,10.745302750408072,8.405261366748661
1965-02-01,15.508688704194398,15.650413608438116,14.75879442073106,50.65536960007313,21.986960892817727,30.989567404108033,9.581576685873593,9.389977609129362
1965-03-01,14.669461142389169,13.716847191016942,17.640089872438445,51.77433537217975,16.099260113183945,23.848799738537796,10.699184756226058,9.128901530799059
1965-04-01,21.35258132347489,12.373847974097995,11.842072475487923,31.736049797350905,14.218574834056268,26.705384944262416,12.445380198518588,9.056316486531536
1965-05-01,21.4187793723666,13.573343326295316,9.713288905685419,25.05690089689111,10.150266487832242,20.5288350084893,13.786474857748448,12.973594533067999
1965-06-01,20.93804225899979,10.893627150544356,7.618542964521936,20.07299976730174,6.541289570669717,18.156793010138944,14.826968479277463,16.233416682925274
1965-07-01,21.44609187317966,11.684372633629172,8.759188127958117,10.012904659253351,6.73748113216901,13.853435279897607,16.48444607439444,16.215703279624037
1965-08-01,19.90468360821382,11.759756055992677,7.595534758066481,7.696313892354711,7.337662208908842,11.9114038496045,12.985686277393013,13.147411668458842
1965-09-01,20.900108137927322,11.420403917726155,6.341560606576334,15.439874594436404,5.290022051471617,17.67274569657365,13.012027964921375,12.426576593619373
1965-10-01,18.55087135198909,12.374953251655121,8.965506795439646,24.468544927975355,11.184582788350736,18.920439869478994,11.852042981655941,10.93892658031997
1965-11-01,18.933289950238265,12.786245448671442,14.114931618776813,35.529296968131966,8.610199514130468,22.522439406759553,11.697009969279513,8.94728462683639
1965-12-01,18.565947228048234,13.662962928047463,14.391228133783368,45.71839976658299,12.302881165551302,26.68750714321569,10.4615453814659,8.241898889420108
1966-01-01,15.09082029318744,13.849059610456187,21.569441330783654,59.72883708431397,16.968296806418365,22.873917675782366,9.667793267499647,8.089330129492762
1966-02-01,15.747496906506276,15.241361118317913,19.049193406237876,45.65511245793564,12.817019065177824,22.363256280118943,9.677610142177928,8.477556179024239
1966-03-01,15.243640490347062,14.688978589771754,14.655824446208447,39.40043525175686,13.438251751165446,29.95141997629137,9.620406535126875,8.789694453217631
1966-04-01,20.65183040693283,13.476215066023473,14.840615517083187,33.34307350341961,13.329456662253158,20.243912506850677,12.258155486263632,9.619245755714772
1966-05-01,22.544211826159284,12.457254477376422,8.98923423106565,22.569369563250795,9.11765349968951,22.87536812636328,14.887706801574247,11.679532460846536
1966-06-01,20.489861438550523,12.858729725303808,7.454266556501924,21.816587926238896,7.211690895700544,17.23325680369714,13.061517391527921,14.911587492941026
1966-07-01,20.785146113048942,12.665384626421405,8.366209883607235,8.855128179873045,7.63571983784577,13.931760876590213,12.805023733560553,16.36725629103806
1966-08-01,19.429821128045752,12.405606118899113,8.324551587863093,7.355584660767623,8.324814929562493,11.801095379367606,12.270676900017662,15.527728018825215
1966-09-01,19.446916231857973,11.843850417769232,6.525209690639034,10.539043167496368,7.434391031284665,15.9990504984146,12.33829553186729,13.104530633483641
1966-10-01,18.892190212669963,13.240870154076028,8.019921098973558,31.574287134158375,9.872405707321997,17.654382133646696,11.086604598079921,10.539881306883156
1966-11-01,17.416771363834943,14.818321084836297,12.346759900670781,39.515424161350126,17.144718330030884,23.442946098458,10.649285175715365,9.628130885711236
1966-12-01,16.388624001688672,14.560818782272808,13.49847921428189,52.65411476568507,18.348160998133213,30.49709637287646,9.894379600763882,9.124920723612021
1967-01-01,10.463301974069195,13.314831179911211,13.053988345318247,57.576384370459586,29.41696282465837,34.01591228600358,10.034416830569727,10.399023441761432
1967-02-01,10.737077353935291,14.271893505226394,15.75971806363502,56.204977643639744,22.376470401079192,30.903597169157166,9.80116533831535,9.268932244082306
1967-03-01,11.73601636194643,13.831018470826399,14.164719921913008,40.24759206468496,20.018626365078003,29.5289912937661,10.071995481798638,10.172800088232801
1967-04-01,16.724837475417083,13.033135469789107,11.056443214886775,29.023823794025525,16.781418215241278,26.476475046136105,11.205343951160284,10.517445359684107
1967-05-01,19.87109924636144,12.351366998935296,9.303896280299483,24.449297407032173,14.293501142983027,20.52393894421538,14.28572230011707,12.329492416879823
1967-06-01,18.48224028834395,12.947108912186136,6.8130980411877395,22.51532659803912,10.26526292858496,18.76323767429048,13.051628426240088,15.37188629057686
1967-07-01,18.81246492141047,11.903204855582553,9.3125411585014,9.0539581140076,9.478092231510564,14.11158660655711,14.754751546523206,17.26410433037281
1967-08-01,16.69838539715268,11.436973731681556,8.84769211587627,8.440006798167671,9.460956042354711,12.348169577351886,14.27553096594053,16.514853459370677
1967-09-01,17.616248694526828,11.852758882263652,6.979075124124887,13.729893252268889,7.755334640392269,16.202223340012722,11.906140996173212,12.84388284124503
1967-10-01,19.411994638407602,11.123451144340383,8.058551111538291,25.15379812508638,12.830931216059215,20.112438973969354,11.403335339284498,10.155048785631516
1967-11-01,17.421973747683943,13.457748552928036,12.988324605894139,36.70876228693219,18.357925063456612,23.95858266885175,10.313894620830672,9.468706162695543
1967-12-01,15.223837758922471,13.616647793875362,15.553424770177328,51.73782746510929,22.36249778617817,26.963910248248755,11.55060566239215,9.936726171447066
1968-01-01,12.162122219475913,13.498128320725726,16.321612301277977,59.46746218963719,25.43904842235309,31.652793972734287,10.87097267348125,9.649795474648933
1968-02-01,11.425468064566932,13.837621494706704,20.69948658012734,68.1424633170492,19.46087389659222,26.61745765289418,10.382878807552474,9.231946325240195
