,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8
1965-01-01,24.114624,28.281464,26.885864,25.612518,28.084381,27.880798,26.723694,17.638092
1965-02-01,24.965363,28.18216,27.531036,25.424408,28.060425,28.264496,27.092438,16.363739
1965-03-01,26.407349,28.414185,28.12378,25.058655,27.825897,28.513489,27.000122,16.494965
1965-04-01,27.906738,29.13617,28.628754,25.484772,28.647186,29.490936,28.095337,16.72699
1965-05-01,28.018005,29.151642,28.144745,25.977753,28.628235,29.017914,27.756042,17.928986
1965-06-01,27.072968,29.175598,27.444214,26.22525,28.934113,28.300415,26.748657,21.070953
1965-07-01,26.397888,29.085297,26.878387,27.055023,28.426147,28.254517,26.034637,24.042267
1965-08-01,25.904419,29.527374,26.16687,27.35141,29.089783,28.187653,26.09552,25.401459
1965-09-01,25.630981,29.372192,26.042114,28.085876,28.874725,27.916718,26.20877,25.30365
1965-10-01,26.248688,29.39914,26.612946,27.997559,28.86673,28.293427,26.595459,24.334656
1965-11-01,26.373444,29.511902,26.496674,27.428223,29.162628,28.563873,26.92627,21.908722
1965-12-01,26.435303,28.768463,26.502655,26.209778,28.48703,28.328857,27.320953,19.444855
1966-01-01,26.357574,28.23053,27.112518,25.350006,28.364655,28.396423,27.3107,17.75232
1966-02-01,26.89212,28.20279,27.591583,24.94101,28.162964,28.553284,27.654114,16.527893
1966-03-01,27.42566,28.483185,28.177582,25.309143,28.33844,29.120605,27.902222,16.649933
1966-04-01,27.555786,28.93753,28.433746,26.00003,28.594635,30.086823,27.853302,16.375092
1966-05-01,26.788757,29.233551,28.431732,26.562317,28.95871,29.249695,27.404999,18.434631
1966-06-01,26.838684,29.261292,28.34903,26.557281,29.360138,28.848297,26.901215,21.54663
1966-07-01,26.42514,29.217926,27.162445,27.070648,29.605743,28.694489,26.439789,24.769562
1966-08-01,24.751404,29.406036,26.58957,27.484161,29.715668,28.13269,25.7146,25.769073
1966-09-01,24.593048,29.859894,26.138214,27.72522,29.74945,27.9234,25.60971,26.421112
1966-10-01,24.563293,29.866943,26.35254,27.827087,29.656158,28.135712,25.73227,24.684326
1966-11-01,24.702484,29.64859,26.821533,27.159393,29.228027,28.34198,26.260254,21.401886
1966-12-01,25.048431,29.19574,27.363129,26.148285,29.148834,28.086792,26.64502,19.251587
1967-01-01,24.931,28.9982,27.652496,25.667206,28.917053,28.345123,26.891724,18.157349
1967-02-01,25.815948,28.783844,27.842285,25.42633,28.448792,28.200897,27.13562,17.047516
1967-03-01,26.50409,28.74179,27.940948,25.716309,28.41275,28.564972,27.320953,16.6203
1967-04-01,26.91977,29.10138,28.513397,25.721313,28.467316,29.707855,27.737122,17.410614
