,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1012.15436,1019.86053,1017.3706,1020.59674,1013.14294,1010.6306,1016.6543,1008.9854
1965-02-01,1010.5234,1016.14453,1016.73303,1014.0682,1017.8407,1014.45087,1015.58203,1010.8446
1965-03-01,1011.342,1018.6891,1017.73834,1019.12445,1017.40405,1014.5768,1017.19946,1013.33954
1965-04-01,1011.54175,1022.0832,1015.1182,1021.3254,1020.62335,1014.10175,1016.872,1018.5533
1965-05-01,1010.2517,1021.0457,1016.7771,1020.88947,1020.8758,1015.9281,1018.56323,1019.1083
1965-06-01,1010.18665,1020.72943,1015.98456,1025.297,1024.2079,1015.623,1020.5266,1025.323
1965-07-01,1010.5519,1026.5546,1015.40845,1027.0371,1021.997,1008.75836,1020.57935,1023.8309
1965-08-01,1010.4012,1026.9937,1014.6661,1021.4339,1020.8137,1016.8088,1019.5852,1019.966
1965-09-01,1010.7615,1024.9987,1015.0965,1018.9824,1017.1926,1015.69,1018.8764,1017.69617
1965-10-01,1011.1454,1024.9893,1016.4943,1022.2841,1016.71075,1019.20935,1018.05835,1016.69836
1965-11-01,1011.466,1025.1053,1019.0761,1019.5988,1021.1926,1015.236,1018.03107,1013.1188
1965-12-01,1010.3708,1019.5468,1019.03204,1020.59174,1023.8954,1018.8758,1017.3297,1010.94946
1966-01-01,1010.10565,1020.07666,1018.9194,1012.8258,1018.962,1016.4966,1017.8942,1012.7894
1966-02-01,1010.4649,1019.7062,1019.4439,1017.34534,1017.03107,1018.761,1016.55225,1009.77515
1966-03-01,1010.39294,1020.3195,1017.15063,1019.407,1017.8404,1015.5296,1017.05554,1013.8679
1966-04-01,1010.7742,1020.9917,1014.35547,1018.16833,1018.7079,1013.87787,1017.443,1018.02563
1966-05-01,1011.20654,1019.5954,1016.45844,1026.4983,1020.02655,1012.12164,1019.1478,1022.22656
1966-06-01,1011.32117,1021.80225,1016.1386,1025.6439,1023.1147,1019.2111,1020.25256,1023.29126
1966-07-01,1010.5144,1023.85706,1014.56696,1023.3445,1023.4433,1014.5607,1019.49713,1021.2671
1966-08-01,1011.3399,1023.8764,1014.28094,1023.1072,1022.3924,1015.641,1018.8499,1022.4487
1966-09-01,1011.1484,1023.84827,1015.59906,1020.8622,1018.0932,1016.3683,1018.5394,1017.3547
1966-10-01,1011.2579,1021.4317,1014.7328,1017.8329,1019.1729,1018.1821,1017.66455,1017.14813
1966-11-01,1011.9764,1017.18634,1016.43024,1016.28,1019.03516,1015.5377,1017.06995,1013.3502
1966-12-01,1011.71985,1018.18774,1018.435,1017.0361,1019.0002,1015.2449,1015.89136,1011.3875
1967-01-01,1011.6805,1016.60944,1021.9628,1018.42773,1019.313,1015.94916,1016.70306,1007.6622
1967-02-01,1012.1971,1019.6308,1020.077,1023.0432,1022.0122,1019.29193,1015.9716,1010.87286
1967-03-01,1011.8198,1021.1538,1019.2477,1020.955,1019.8223,1016.415,1015.11975,1015.1089
