,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5,zgu250_cluster6,zgu250_cluster7,zgu250_cluster8
1965-01-01,0.14892884,-0.33207512,0.12383576,-0.8143822,-0.026070785,0.6116829,-0.1407814,0.15968284
1965-02-01,0.009124756,-0.64883345,0.08863983,-0.5540016,0.1352417,0.53510016,-0.16913338,-0.1375225
1965-03-01,-0.1971592,-0.5487873,0.15446892,0.94212836,0.050511934,0.6517664,-0.07951565,-0.0026069642
1965-04-01,-0.1851017,-0.33435592,-0.1482769,-0.06843529,-0.38747483,0.13230857,-0.29101372,-0.15512046
1965-05-01,-0.22485963,0.07723465,0.26233596,0.53607786,0.28319246,0.12611695,0.18053932,0.18673095
1965-06-01,0.08994369,-0.2229042,0.13850021,0.97699773,0.016619872,0.27439347,-0.25907707,-0.253537
1965-07-01,-0.026396561,-0.11275558,0.08896637,0.2900362,-0.27439347,0.1590313,-0.25093,-0.118621066
1965-08-01,0.44222355,-0.6833771,0.23007354,-0.74138415,-0.010754394,0.07397537,-0.054422,-0.24930039
1965-09-01,0.21410522,-0.5869156,0.24115372,1.5342581,0.12057648,0.20107003,-0.0084728245,0.05963669
1965-10-01,-0.099394605,0.34478456,-0.27211267,-0.40637645,0.0026069642,0.28449592,0.11503677,-0.024766922
1965-11-01,-0.013035202,-0.10982247,0.10134964,0.36661872,0.040409468,0.20530662,0.04986038,0.06908722
1965-12-01,-0.089292146,-0.40311736,0.3324009,0.25614434,-0.19944039,0.13621902,-0.32523155,-0.032262422
1966-01-01,0.33545113,-0.20875397,0.2583168,0.23402786,-0.3154289,0.08862209,-0.35678595,-0.21663189
1966-02-01,-0.021006774,-0.14868775,-0.015426636,-0.36794585,-0.43818703,0.48643667,-0.37155628,-0.3059105
1966-03-01,0.22615051,-0.77823335,0.10437737,-0.6282322,-0.2931095,0.33512288,-0.16444321,-0.34726715
1966-04-01,-0.12341461,-0.31674194,0.28556022,-0.40831813,-0.021334838,0.24978295,0.11356773,-0.018709183
1966-05-01,-0.23993607,-0.12046051,0.3216652,-0.38796788,-0.17822877,-0.06794281,-0.13260499,-0.17888527
1966-06-01,-0.056455612,-0.4181652,0.12899399,0.08074455,-0.48085707,0.16772537,-0.3692581,-0.25240937
1966-07-01,-0.11225472,-0.3088646,-0.03643341,-0.090919495,-0.052516937,0.16903839,-0.22057037,-0.13457413
1966-08-01,0.0013126374,-0.3617096,0.30426866,-0.12702504,-0.0026260377,-0.20514373,-0.14179535,-0.098797604
1966-09-01,0.030853271,0.019365693,0.343985,1.0788915,0.2583168,-0.015426636,0.028884888,-0.025930787
1966-10-01,-0.14409295,-0.119147494,0.1391697,-0.28260612,0.08993492,0.20776978,-0.09945373,0.057440184
1966-11-01,0.10437699,-0.475605,0.21695976,0.36072463,0.03512039,0.13687173,0.22352485,0.37352562
1966-12-01,-0.2530655,0.13523063,0.18348083,-0.10995674,0.2195858,-0.2806366,-0.063020326,0.17658767
1967-01-01,0.028736115,0.22923355,0.14759827,-0.7170906,-0.10024872,0.5296547,0.061716843,-0.030695343
1967-02-01,0.24817352,0.30662498,-0.0026123046,0.88950616,-0.08130951,0.6854162,-0.048001863,0.009796143
