,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8
1965-01-01,-6.4215637e-06,1.1116208e-07,-8.979019e-06,3.4582918e-06,0.0001846427,4.4722983e-06,-5.0575836e-06,-2.3668676e-05
1965-02-01,6.9220696e-06,6.1368337e-07,6.2670006e-06,6.944465e-07,0.00020859306,-2.3655302e-06,3.969777e-06,7.693794e-06
1965-03-01,-1.3232464e-05,-1.7373823e-06,-2.042485e-06,5.549118e-06,0.00015944506,-5.820337e-06,-7.7586155e-06,-1.100263e-06
1965-04-01,-1.6857768e-05,1.9776562e-06,4.624846e-06,5.7644866e-06,0.0001248611,2.4353067e-06,-2.5270492e-06,-1.1706965e-05
1965-05-01,-1.579889e-05,6.764967e-07,-2.0693988e-06,-1.691161e-05,0.00011188538,2.5609334e-06,-6.2331164e-06,-7.058683e-06
1965-06-01,-2.0052343e-05,-3.4423501e-06,-1.6211678e-05,-4.7973517e-06,4.741061e-05,7.801471e-06,-5.353715e-06,-1.5036145e-05
1965-07-01,-9.840471e-06,7.841809e-07,-2.1532978e-05,-2.2529035e-05,2.197067e-05,5.7375655e-06,-6.062619e-06,-2.174834e-05
1965-08-01,-7.058683e-06,5.7465368e-06,-1.5888632e-05,-4.1333114e-06,2.7785514e-05,7.4963755e-06,-7.938084e-06,-1.1437762e-05
1965-09-01,-8.602125e-06,-8.490024e-07,-3.5948979e-06,-1.0208387e-05,6.337451e-05,2.9737203e-06,-4.9768278e-06,-2.0833038e-05
1965-10-01,-8.691866e-06,-7.318915e-06,-2.3363573e-05,-2.526596e-05,8.02896e-05,3.4447294e-07,6.751572e-06,-1.5399637e-06
1965-11-01,3.36855e-06,-5.8921214e-06,-1.4183657e-05,-8.144481e-06,0.00013378078,-1.1720476e-06,-3.9000006e-06,-1.2079472e-06
1965-12-01,-9.005933e-06,-4.249967e-06,-1.2577402e-05,4.149253e-06,0.00019114852,1.1610682e-06,-4.3622276e-07,5.549118e-06
1966-01-01,-1.3460904e-05,-3.7091813e-06,1.2522214e-06,8.16071e-06,0.00018441679,-2.8752402e-07,-3.538098e-06,1.1289081e-05
1966-02-01,1.4395991e-06,-6.365037e-06,-2.0716725e-06,-1.6124908e-05,0.00018581803,2.743087e-06,2.175766e-07,-3.9343286e-07
1966-03-01,-1.222259e-05,3.968089e-07,-3.2529606e-06,-2.1612868e-06,0.00015191104,3.1096934e-06,-1.1391614e-05,3.337802e-06
1966-04-01,1.7040724e-05,-6.45985e-07,-5.9495505e-06,3.7614373e-06,0.00014836718,6.4661763e-06,-1.0044423e-06,-1.7852028e-05
1966-05-01,-8.7113185e-06,1.9772888e-06,-2.4850131e-05,-1.1049451e-05,0.00011575553,2.1320775e-06,2.4742403e-06,-8.303978e-06
1966-06-01,-2.4393914e-05,6.3276784e-06,-9.9088975e-06,-1.9546562e-05,4.9831604e-05,3.4925906e-06,-1.7213606e-06,-1.0373264e-05
1966-07-01,-6.7072033e-06,6.982373e-07,-3.6847414e-06,-1.3998593e-05,3.4287506e-05,3.0608135e-06,-9.322328e-06,-3.1530508e-05
1966-08-01,-9.664494e-06,4.649439e-06,-1.9668769e-05,-2.3400004e-05,1.9484765e-05,3.533325e-06,-7.4322706e-06,-2.5640373e-05
1966-09-01,-1.6279697e-05,1.1166776e-07,-1.217371e-05,-2.0410123e-05,5.458119e-05,7.471208e-07,1.9691397e-06,-1.961174e-05
1966-10-01,-1.35423725e-05,-4.6460627e-06,-2.4622022e-05,-6.992341e-06,0.00011398767,2.0128573e-07,5.366357e-06,-8.499501e-06
1966-11-01,-5.8354963e-06,2.0943116e-07,-1.3954887e-06,5.5618802e-06,0.0001996513,-6.568709e-06,-1.9739127e-06,-1.6507809e-05
1966-12-01,-7.7825825e-06,-8.985335e-07,-1.7783896e-06,4.0302803e-06,0.00021880443,1.9609943e-06,-7.978106e-06,-1.05117615e-05
1967-01-01,-7.480059e-06,2.356137e-07,-6.4374035e-06,-7.0629976e-06,0.00023679083,-2.354991e-06,4.9195587e-06,-1.6572121e-06
1967-02-01,-1.9502717e-05,4.842477e-07,-1.9655105e-05,4.9355986e-06,0.00020167729,-2.2155291e-07,-2.1143787e-06,6.459486e-06
