,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8
1965-01-01,-2.4040527,1.7627869,0.3671875,-0.90615845,1.5657043,1.3621216,0.20501709,-8.880585
1965-02-01,-1.8573914,1.3594055,0.7082825,-1.398346,1.2376709,1.441742,0.26968384,-10.459015
1965-03-01,-0.6055298,1.4013062,1.1109009,-1.9542236,0.8130188,1.5006104,-0.012756348,-10.517914
1965-04-01,0.3718567,1.6012878,1.0938721,-2.0501099,1.1123047,1.9560547,0.5604553,-10.807892
1965-05-01,0.5722656,1.7059021,0.6990051,-1.4679871,1.1824951,1.5721741,0.31030273,-9.516754
1965-06-01,0.078826904,2.1814575,0.45007324,-0.7688904,1.9399719,1.3062744,-0.2454834,-5.9231873
1965-07-01,-0.1538086,2.5335999,0.32669067,0.5033264,1.8744507,1.7028198,-0.5170593,-2.50943
1965-08-01,-0.5393982,3.0835571,-0.27694702,0.9075928,2.6459656,1.7438354,-0.34829712,-1.0423584
1965-09-01,-0.965271,2.77594,-0.5541382,1.489624,2.278473,1.3204651,-0.3874817,-1.2926025
1965-10-01,-0.63568115,2.5147705,-0.27142334,1.1131897,1.9823608,1.4090576,-0.2889099,-2.5497131
1965-11-01,-0.710083,2.4283752,-0.586853,0.34469604,2.0791016,1.4803467,-0.15725708,-5.1748047
1965-12-01,-0.57476807,1.7583923,-0.5074158,-0.80029297,1.4769592,1.3187866,0.31088257,-7.565216
1966-01-01,-0.68463135,1.188324,0.0703125,-1.6921997,1.3224487,1.3542175,0.26849365,-9.289886
1966-02-01,-0.32424927,0.9864197,0.37521362,-2.27536,0.94659424,1.3369141,0.43774414,-10.688477
1966-03-01,0.050842285,1.1083679,0.8027649,-2.0656738,0.96362305,1.7457886,0.5274048,-10.724884
1966-04-01,-0.13204956,1.2496948,0.74591064,-1.6878052,0.9067993,2.3989868,0.16546631,-11.312744
1966-05-01,-0.7347717,1.710022,0.9082031,-0.96121216,1.4351807,1.7261658,-0.11853027,-9.088898
1966-06-01,-0.38745117,2.0351562,1.1228943,-0.66885376,2.1340027,1.6221619,-0.32492065,-5.6795044
1966-07-01,-0.42541504,2.3673706,0.31188965,0.22009277,2.755188,1.8439331,-0.4107666,-2.0809937
1966-08-01,-1.7342834,2.9203491,0.103881836,0.9984741,3.2299805,1.6470032,-0.77108765,-0.71661377
1966-09-01,-1.8657837,3.401062,-0.32061768,1.2663879,3.290619,1.4645691,-0.8491211,-0.037719727
1966-10-01,-2.17453,3.1291199,-0.38528442,1.0892639,2.918335,1.3978882,-1.0055542,-2.0534973
1966-11-01,-2.2312927,2.7148132,-0.11224365,0.22561646,2.2942505,1.4082031,-0.67352295,-5.531891
1966-12-01,-1.8714905,2.2758179,0.4432068,-0.77163696,2.2289124,1.1668701,-0.27490234,-7.668335
1967-01-01,-1.8441467,2.223053,0.87734985,-1.1079407,2.1419067,1.5699768,0.11657715,-8.617798
1967-02-01,-1.0602417,1.9076538,0.966095,-1.4498596,1.5726013,1.324707,0.25942993,-9.828674
1967-03-01,-0.63027954,1.6074219,0.8065796,-1.4180603,1.2783813,1.430603,0.18658447,-10.514069
1967-04-01,-0.57369995,1.6079102,1.019928,-1.7721558,0.97384644,2.214386,0.24365234,-10.082855
1967-05-01,-0.2829895,1.8710632,0.8478699,-1.1278687,1.9201355,1.8565369,0.51782227,-9.10553
1967-06-01,-0.3508606,2.1627502,0.5476074,-0.23968506,2.2113342,1.7005005,0.24560547,-6.222046
1967-07-01,-1.1232605,2.8692932,0.2635193,0.780365,2.771637,1.5811768,-0.13012695,-2.4454346
1967-08-01,-2.1972961,3.4239807,-0.07128906,1.5198364,3.0187988,1.6816101,-0.62872314,-0.548584
1967-09-01,-2.2881775,3.6471252,-0.29788208,1.2977295,2.9224243,1.6558228,-0.3624878,0.63165283
1967-10-01,-2.862091,3.2590027,-0.48165894,0.87506104,2.748169,1.430481,-0.6043701,-0.82922363
1967-11-01,-2.3463135,2.791626,-0.37557983,0.24743652,2.4225159,1.5736389,-0.67907715,-3.4396362
1967-12-01,-2.6533508,2.436554,-0.19830322,-0.1602478,2.0519104,1.6096802,-0.377594,-6.330902
1968-01-01,-2.8269958,1.8342285,0.38897705,-0.68533325,1.8362122,1.7911987,-0.1303711,-8.913666
1968-02-01,-1.9845581,1.4297485,0.96481323,-0.8390198,1.4762573,1.507904,0.035949707,-10.058563
1968-03-01,-1.7257996,1.5287476,1.2220764,-0.9838867,1.1335449,1.7102661,-0.26223755,-10.406708
1968-04-01,-0.9550171,1.4601746,1.1005859,-1.1726379,1.2796326,2.263916,-0.09439087,-10.204254
1968-05-01,-0.7453308,1.6149597,0.7380066,-0.8373413,1.573883,2.0175476,-0.023712158,-8.646759
