,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6,abs_vo600_cluster7,abs_vo600_cluster8
1965-01-01,-7.579539355607503e-05,7.187724840247161e-05,0.00014468030836354247,-6.841185624574753e-05,6.174480589728314e-05,-4.93801155955184e-06,-1.3068513016209296e-06,0.012748438166454434
1965-02-01,-7.378806939211226e-05,7.139322650033522e-05,0.00013606159126985882,-6.743819078517054e-05,6.712128559282293e-05,-3.975850823304714e-06,-1.3590744539014756e-06,0.014855869812890887
1965-03-01,-7.5383256359123e-05,6.456747994167658e-05,0.0001530297718630409,-6.940928617090667e-05,6.159108628160591e-05,-4.7804200276141615e-06,-1.1604174234647055e-06,0.013350561494007707
1965-04-01,-8.217964330587617e-05,7.453362736135575e-05,0.00014395693635717982,-6.521420916113327e-05,6.898789013452258e-05,-5.616302655824229e-06,-1.4395914031426702e-06,0.011856917262775823
1965-05-01,-7.957526400564708e-05,7.003888015650921e-05,0.00012222538362809663,-7.045161875623934e-05,7.415183239731739e-05,-5.987509499199835e-06,-8.269049873101887e-07,0.011271170660620555
1965-06-01,-8.063892394818514e-05,6.989808021472278e-05,0.00012827090898299813,-6.34603071551604e-05,7.373248646544401e-05,-4.832840669476532e-06,-1.4067803966216388e-06,0.006979582394706085
1965-07-01,-8.205816752935606e-05,6.0658093688843055e-05,0.00012340095640018078,-6.477643721286782e-05,7.928985582712079e-05,-3.3410854081367667e-06,-1.5936004845403926e-06,0.004009346957900561
1965-08-01,-8.239671940749458e-05,6.374169330310347e-05,0.000126153981447283,-6.466989664046454e-05,7.603903037147795e-05,-3.683258308543249e-06,-1.4807720563301677e-06,0.004889874617219903
1965-09-01,-7.924606749099486e-05,6.853654124128876e-05,0.000118766498201432,-6.792877497502498e-05,7.673615276235952e-05,-3.5351624141650315e-06,-2.195690272388009e-06,0.007039929914753884
1965-10-01,-7.622821750445962e-05,7.301143605675673e-05,0.00012256461590275927,-6.939398522771546e-05,7.168204390536541e-05,-4.083639348544621e-06,-1.8277558483083401e-06,0.006805946031818166
1965-11-01,-7.991533781520742e-05,6.917585606111848e-05,0.00012052280338031194,-6.758640380031106e-05,7.46630629012022e-05,-4.727448423435085e-06,-2.5628797545971164e-06,0.009549151582177728
1965-12-01,-7.629433842359125e-05,6.839272116737533e-05,0.00013765704229087332,-6.678201536207637e-05,6.741747799503518e-05,-4.562464169807788e-06,-1.4317827995426285e-06,0.014047131116967648
1966-01-01,-7.177580124112316e-05,5.9920470113215665e-05,0.00014766110788036327,-7.027796132165061e-05,5.5781348475771595e-05,-3.0150403789659484e-06,-1.4659045911663031e-06,0.012465346662793308
1966-02-01,-7.40202339454018e-05,6.042040156736429e-05,0.0001343305361303264,-6.931693316630744e-05,7.205674247742739e-05,-3.5301667580790676e-06,-2.2572232092697867e-06,0.013827899238094687
1966-03-01,-7.385666230475705e-05,7.452044324486324e-05,0.00014173677654826414,-6.725854167642263e-05,6.787639930849958e-05,-4.5830294862083206e-06,-1.6983458586324194e-06,0.01309244689764455
1966-04-01,-7.952331288310653e-05,6.645334311878028e-05,0.00013695017684258964,-6.899703063230449e-05,7.067254098958462e-05,-5.214572965107942e-06,-1.124559491474186e-06,0.014499602548312396
1966-05-01,-8.173195598940131e-05,7.64524701373995e-05,0.00013024868691237487,-6.415982453452896e-05,8.03329667796435e-05,-6.825168514166892e-06,-8.618672561691399e-07,0.010622538684401661
1966-06-01,-7.9071947020435e-05,6.495604859652029e-05,0.00012797121352208304,-6.580562306602493e-05,6.960400038859942e-05,-4.719403464116481e-06,-1.3616580217691094e-06,0.006876233237562701
1966-07-01,-8.253430043767615e-05,6.152813562826778e-05,0.0001154357898670596,-6.361704579012165e-05,8.192202709253551e-05,-3.626496060374998e-06,-1.4988199698885685e-06,0.006418382690753788
1966-08-01,-8.092995309237419e-05,6.171203647316147e-05,0.00012303940296741361,-6.741121698580992e-05,7.55393566313376e-05,-3.986244022721929e-06,-1.222023306116839e-06,0.00601430147071369
1966-09-01,-7.941272225324735e-05,6.687143021172131e-05,0.00011614963221876741,-6.87661091032089e-05,7.558274482663956e-05,-4.7329875197011235e-06,-1.5517103747500517e-06,0.0064745960116852075
1966-10-01,-7.674285279136326e-05,7.129945200750885e-05,0.00012744551941839253,-7.076477344405311e-05,7.443286626016522e-05,-5.7187663973090274e-06,-1.2282749320235641e-06,0.009009677160065621
1966-11-01,-7.8232838048201e-05,7.21219136553957e-05,0.00013815302212359543,-6.911510502633968e-05,6.95106765191473e-05,-5.206303743543138e-06,-9.04302621923873e-07,0.015466628246940672
1966-12-01,-7.525972080611283e-05,7.3422974787845e-05,0.00014241645581254705,-7.006487138414603e-05,5.7665939378954504e-05,-5.712672646041028e-06,-8.160660014488257e-07,0.01618171518202871
1967-01-01,-7.362440614768459e-05,6.81616363470708e-05,0.0001442292236557262,-6.760387983717575e-05,6.115696591735383e-05,-5.412447624389061e-06,-4.348141174671187e-07,0.015207860269583762
