,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5,zgv250_cluster6,zgv250_cluster7,zgv250_cluster8
1965-01-01,0.27521625,-0.2981755,-0.16174488,-0.2151691,0.22532406,0.33423322,-0.052982904,-0.08830468
1965-02-01,0.2775711,-0.2763937,0.0425333,-0.22620717,-0.044299506,0.35042244,0.0036794662,-0.2238524
1965-03-01,0.07093811,-0.06667004,-0.16704302,-0.0011773587,0.031053782,-0.08065162,-0.23533192,-0.14938211
1965-04-01,0.29994163,-0.4955364,-0.2933187,-0.081828974,0.14084597,0.35483766,0.0027962686,-0.1730772
1965-05-01,0.0703495,0.21487471,0.39957875,0.2560836,0.14526121,0.17234126,-0.38515562,-0.111852646
1965-06-01,0.03414459,-0.2802202,0.8032783,0.03105383,0.15909562,0.5186428,-0.22120324,-0.0263443
1965-07-01,-0.18735313,0.15203123,0.17145829,0.18485108,0.110822394,0.59635097,0.25299296,0.11670933
1965-08-01,-0.14717445,0.1031693,0.06387367,0.042533398,-0.028404713,0.118622586,-0.10655427,0.09787102
1965-09-01,-0.23518486,-0.13201551,-0.08698013,0.07859125,-0.013981581,0.40163907,-0.2783069,-0.07344012
1965-10-01,-0.2503439,-0.8288866,0.5984114,0.4404932,0.17042804,0.21708241,-0.4351949,0.20648575
1965-11-01,-0.16601296,-0.15732956,-0.18558702,0.2290035,0.7314571,0.44196492,-0.31848556,0.012804175
1965-12-01,0.030759478,0.03649926,-0.41930008,-0.06711157,-0.16351084,0.05254128,-0.40016738,-0.2340074
1966-01-01,-0.40101656,0.49042073,0.13830166,0.03804741,0.18372688,0.38134184,-0.54264545,-0.24304032
1966-02-01,-0.031682063,0.16549888,0.5533508,-0.02546134,0.16260552,0.21251564,-0.03168211,-0.7751251
1966-03-01,0.23190102,-0.0017359734,0.0011573791,0.14958553,0.36079913,0.66214025,-0.1142868,-0.30076241
1966-04-01,-0.3032217,0.22539099,0.1484282,0.088825464,0.084485434,0.88724196,-0.023436021,-0.088970184
1966-05-01,0.1069088,-0.08578744,0.3487919,0.047595404,0.075516105,0.027776146,-0.16810289,0.21526432
1966-06-01,-0.093165495,-0.014322042,0.77859706,0.06336407,0.07363544,-0.047595404,-0.17982087,-0.14539012
1966-07-01,-0.113129474,0.1963129,0.08839147,-0.06900616,0.2961331,0.43284327,0.015334701,-0.00882473
1966-08-01,0.1355528,-0.228863,-0.031248068,0.045280743,0.10271349,0.22090629,-0.1698389,0.0883915
1966-09-01,0.017938662,-0.03472004,-0.11211681,0.16318417,0.026329374,0.051501393,0.015479374,-0.17027283
1966-10-01,-0.17403427,0.018083382,0.1449562,0.11197214,0.25736237,-0.025895406,0.0041953563,0.23681965
1966-11-01,0.01186266,-0.22191897,-0.56955343,-0.10980215,0.20687361,-0.13685484,-0.043544747,0.016202737
1966-12-01,-0.1757702,0.18112293,-0.24014702,-0.06321943,0.48275337,0.6455036,-0.19703618,0.066402055
1967-01-01,0.44912633,-0.22015016,-0.16236487,-0.19883451,0.23613687,-0.71790266,-0.255787,-0.22081628
1967-02-01,-0.29725266,0.35170734,-0.13555387,-0.11823492,0.45528778,0.0026644706,0.22015019,-0.21948405
1967-03-01,-0.26960903,0.06394678,-0.11740236,-0.08276443,-0.10591187,0.11207342,0.46794397,0.0044962643
1967-04-01,0.15253973,-0.40166575,-0.12023334,-0.16736075,-0.21781877,0.49558765,-0.015320587,-0.21398859
1967-05-01,-0.16003351,-0.16203184,0.44579577,-0.052622892,0.01815157,0.74138314,-0.4346384,-0.03930063
1967-06-01,0.30691147,-1.0114917,0.0064946176,0.022814369,0.059617054,0.5223985,0.3114075,0.17169046
1967-07-01,0.2214824,0.19483788,-0.028143262,0.19600359,0.25212353,0.24879293,0.3543718,-0.15920076
1967-08-01,0.29492125,0.03447132,0.17468797,0.20882626,0.21898444,-0.013322162,0.097085856,-0.12323074
1967-09-01,0.11473794,-0.13721915,0.1475439,0.04762707,-0.0018318057,0.2786015,-0.15320583,-0.09641977
