,mgv250_cluster1,mgv250_cluster2,mgv250_cluster3,mgv250_cluster4,mgv250_cluster5,mgv250_cluster6,mgv250_cluster7,mgv250_cluster8
1965-01-01,0.9167498,-0.09742956,1.1944679,0.046801377,0.84522307,-0.62696326,-0.40252218,-0.56073475
1965-02-01,-0.2047197,0.19544768,1.175041,0.38427252,0.18779464,-0.6254915,0.029582072,-0.6522773
1965-03-01,-1.0773172,0.382948,2.486071,0.097576715,0.21281433,-0.946479,-0.2369509,0.4332816
1965-04-01,-0.36852494,0.14746884,0.0016188622,-0.42106614,0.6740591,-0.10478826,-0.3775025,0.67714965
1965-05-01,-0.60356253,-0.16807327,0.40561286,0.03134823,-0.34100336,-0.10228624,0.14997078,-0.08006291
1965-06-01,-1.2796822,0.0138344765,1.0483239,-0.3956049,-0.36499268,-0.3758836,0.16542411,0.69319177
1965-07-01,-0.5545534,0.4064959,0.11715088,-0.24018869,-0.40811485,-0.7916514,0.16042021,0.55352324
1965-08-01,0.76692617,0.13348722,-0.3321728,-0.232094,-0.35086396,-0.09934282,0.101991914,-0.029876327
1965-09-01,-1.7421043,0.1395214,1.33708,-0.09860706,0.11391306,0.032378413,-0.2541703,-0.039737128
1965-10-01,0.3733817,0.033850096,-0.40811482,0.55425906,0.2490193,-0.044888306,-0.07976856,-0.49612513
1965-11-01,-0.21943712,-0.044741012,-1.0450859,-0.5215863,0.6460959,0.08889337,-0.18602853,0.3227536
1965-12-01,-0.5951736,0.12627569,-0.47920004,-0.9107157,1.297196,-0.3822121,-0.25152117,-1.0127075
1966-01-01,-0.16882625,0.547564,1.3931419,-0.052514028,0.93801975,-1.1979862,-0.17909761,-0.59790814
1966-02-01,0.36340317,0.1066195,-0.85845315,-0.022423362,0.92644656,-0.73910296,-0.12195416,-1.0851461
1966-03-01,0.5615968,0.088391446,-0.21106891,0.28383636,0.36759835,-0.14857292,-0.058879424,-0.746915
1966-04-01,0.48854008,-0.0024593354,1.218963,-0.38871995,-0.017938709,0.2554817,-0.0076673506,-0.30452377
1966-05-01,-0.225391,-0.086944774,-0.9044573,-0.032839395,-0.58040345,-0.38785186,0.12166481,0.6421762
1966-06-01,-0.38553715,0.13193622,0.64695024,-0.35920793,-0.06394277,-0.6097709,0.023002053,-0.047595404
1966-07-01,-0.47667733,0.21425167,0.083328106,-0.7296997,-0.23305826,0.33982247,-0.14220753,0.07276745
1966-08-01,-0.2116476,0.24564433,-0.60528624,0.12716217,-0.38437986,0.07334614,-0.08000078,-0.29468638
