,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6,mgu850_cluster7,mgu850_cluster8
1965-01-01,0.10554859966515576,-0.5278488598674177,1.005616530458978,-0.2880628664223921,0.8864329389806064,-0.762134599380004,-0.08047639437239748,0.37917339226655794
1965-02-01,-0.004299095111780098,-0.8099618087331933,0.8143719840557018,-0.2390883026583608,-0.8002410519797847,-1.1357340675133925,-0.06493678071071468,1.2500251071494923
1965-03-01,0.0615621334360297,-0.6796181201934814,0.9159682595983465,-0.3526530040073253,1.011214756740714,-1.2154468359091342,-0.06687298327915053,0.020612305716464396
1965-04-01,-0.07498213602845365,-0.10443168456654951,0.6447294291029586,-0.23516129835375718,0.674212007027752,-0.689061559163607,-0.10462826522854354,0.45415223821213374
1965-05-01,-0.10550504197501927,-0.3023507993623435,0.6275019905668624,-0.28422623429270016,1.1915438580063153,-0.6179926009514393,-0.11551843285949497,1.5274819052010253
1965-06-01,-0.25601377177343493,-0.2949716994561345,0.8752659280249413,0.02042091495933987,1.2766616524390455,-0.8311187227567036,-0.12416088838958972,0.8763919012588368
1965-07-01,-0.1848984673816202,0.03323104591613793,0.4414983410784539,-0.013799415457816351,1.216575615810898,-0.6189685410413986,-0.17127441761973652,1.168958293764215
1965-08-01,-0.1765802966242057,0.06411986156220896,0.4196709378602657,-0.058407983964397794,0.9418832243613476,-0.15383180206975874,-0.16190936388964164,1.0575905703661737
1965-09-01,-0.15612199475849253,-0.4898040409547737,0.2555276960768598,0.0337011313864163,0.7582458403875243,-0.8332584912960346,-0.13400152127162598,1.152586570957251
1965-10-01,-0.12645708306770492,-0.6042105246739216,0.37903270505844283,-0.08981019214150451,0.39205340281972345,-0.7112928690054477,-0.08523720060123159,1.5553233393451624
1965-11-01,-0.047963238136621296,-0.2144206584577101,0.5125257246037748,-0.0015137495384329842,1.1007800135972365,-0.6024794318737128,-0.09096772519560145,1.4308668019478783
1965-12-01,-0.02189003526528534,-0.5410245025014303,0.9295964177618636,-0.3506184843856664,1.7640479893054601,-0.7340737260304965,-0.10003097733526971,0.9982034825442131
1966-01-01,0.0067064784762617775,-1.0915160897266434,1.317174257116115,-0.08994158623473986,0.9182884445730245,-1.202177657530858,-0.07039594697505182,0.8920056778087951
1966-02-01,0.02610526880503751,-1.0377199893974396,0.5869104824167617,-0.23110625334084034,1.3723893829111782,-0.6667974094549814,-0.0443883535242321,1.0987446496361182
1966-03-01,0.014612373243607089,-0.9328252579792436,1.0453383973304262,-0.26948915994927075,0.02209524501044795,-0.696344100511991,-0.11056052632173932,-0.03304974943922277
1966-04-01,-0.07498468690867728,-0.2668586660580463,0.8189845592417616,-0.22479465918704158,1.543821759943692,-1.1805295180051754,-0.06378554736376023,0.5644200402393676
1966-05-01,-0.10481519903577372,0.4248755523957402,0.5313314814516839,-0.16316214265922707,1.2269816589805314,-0.578613464648907,-0.17266979552119,0.5361098992197137
1966-06-01,-0.23742344903263227,-0.09904575635151691,1.0094015839252066,-0.004464937817482722,0.5783118869898454,-0.29326392672000784,-0.1431406031733498,0.8648225612807693
1966-07-01,-0.18037214817782857,0.36321624844189154,0.3264782514343871,-0.1362645732504981,0.15918205509770592,-0.2896499270812059,-0.19376259374239832,1.9028644812734505
1966-08-01,-0.04723940643641917,0.2667913202151477,0.1299088721738217,-0.1996063937743505,1.392279987065297,-0.4695647611067845,-0.17523605643340456,1.7109894438793787
1966-09-01,-0.09047048092544867,-0.2414496817502631,0.22774567787951613,-0.18376677873588745,0.7495367302084869,-0.04011349848065621,-0.13065800947271947,1.4510327786730048
1966-10-01,-0.012010486082621083,-0.5315123911363533,0.31893129678482707,-0.33010044800383703,0.4151104334390388,-0.279222791775679,-0.0843615864542339,1.0517603995507225
1966-11-01,-0.011149666678275306,-0.3331030797527497,0.5126210127739197,-0.36473052487486884,-0.24254108726415993,-0.6568039265962747,-0.10084538295452031,0.4326327981656058
1966-12-01,-0.025440442338914074,-0.5858497626810188,1.2825459241867065,-0.303380914209854,0.6862146955616069,-0.8578652754808084,-0.09258439602790289,0.7341427238363969
1967-01-01,0.1159513959997551,-0.6628220519387579,1.0885493552431147,-0.7633956415312632,1.0884196128485337,-1.2527580062548318,-0.10214785745540396,0.7908284272018232
1967-02-01,0.21371382928662624,-1.115342220628118,0.9242215689192428,-0.5428003635080088,1.2702543780488786,-1.1668247290146656,-0.11188325279742972,1.1382439157419038
1967-03-01,0.15512047836040085,-0.9647922343518361,0.5016593857014433,-0.38842715799719807,1.286493719748731,-1.0222890438177645,-0.09910486979829784,0.6476110402952161
1967-04-01,-0.014773494510661138,-0.6361162447067629,0.3886939680322688,-0.15725770610428993,-0.637734498617784,-1.1241460457826271,-0.09030827151476006,0.7024024400794716
1967-05-01,-0.10899845326097789,-0.6212801818388054,0.6098904191179478,-0.12786369327278366,0.488514354768789,-0.6962228279847364,-0.1360054068092848,0.5290634799421879
1967-06-01,-0.17734054098570398,-0.8479431451085102,0.8223647132832954,-0.17388005341802326,0.5837547399525372,-0.7498570741751255,-0.14610951370777545,0.4201310703106094
1967-07-01,-0.048884743463559824,-0.7727882230138204,0.06053549574410662,-0.009192615037872678,1.3098108880924728,-0.3481682963096178,-0.19865738049610815,1.252157071180511
1967-08-01,-0.13214555437705328,-0.9695536041834268,0.30246539081030704,0.23347114523251852,1.5088401875405941,-0.32994890442261327,-0.2196514531111786,1.3029912584706358
1967-09-01,-0.09081441548033432,-0.3910940185368779,0.03924063862638271,-0.11180444132714044,0.7349155983834896,-0.5351397853631239,-0.1662496332537793,2.1301688855154475
1967-10-01,-0.08661030147569294,-0.2700193723416831,0.7234989645633292,-0.12137015416686024,1.164319099120374,-0.9622619320184757,-0.1327688457099674,1.6391113661883172
1967-11-01,-0.07866725924584834,-0.5894885185253189,0.5828597285646073,-0.15201920732146218,-0.1873208385593486,-0.96961171963276,-0.12295100253941645,1.7105337297707275
1967-12-01,0.006228244744470991,-0.673055164067142,0.7293009377540427,-0.20240113316547304,0.04905942335443676,-0.777562535726107,-0.1231764557873971,0.6730711120262481
1968-01-01,0.1532974796541987,-0.49711622028465735,0.7840647025311247,-0.3686935330430667,1.0444950663818502,-1.2040399205990326,-0.11300752718661039,-0.908006675410689
1968-02-01,0.06390363962639796,-0.6283999925636383,1.1933173270935709,-0.3195943382923447,0.04809296356057221,-1.4819052739021106,-0.0699320109393461,-1.4801343543487684
1968-03-01,0.13263615603160753,-1.1909949492259198,1.0211406870091215,-0.2612013048270629,-0.18815592212497062,-0.973430084876525,-0.09834608344711186,1.0662046702284562
1968-04-01,-0.06744037361790955,-0.4098670489816781,0.4236447684308316,-0.08357097228456821,0.6234048531865174,-0.6258141344938523,-0.09744294362224483,1.3624644070340877
1968-05-01,-0.0947796422444563,-0.6086506936923567,0.791432946286303,-0.3935757774992713,0.932885116001345,-0.7593736434594178,-0.10816272603960733,-0.15362814199506192
1968-06-01,-0.24187512662967395,-0.2509991896439748,0.9595089453331969,-0.13479069762286686,0.7651287570314587,-0.18353813256208712,-0.10267560523810619,0.15950656512327363
1968-07-01,-0.1496580648871902,-0.528324314628739,0.42723618606303604,-0.02487052586816606,1.1307073370465692,-0.24690043467741746,-0.16901894127903136,1.9817098190909939
1968-08-01,-0.082933884688411,0.4480696586241205,0.23322706209852342,-0.2421955711075238,1.0035743690886587,-0.5634231063035818,-0.17061584513122183,1.5435047839817249
1968-09-01,-0.14588721455505635,-0.21279079009251423,0.05977461312679535,0.024227891117334366,1.0869078759877187,-0.7711556668464954,-0.12880298500120252,0.8689417389401219
1968-10-01,-0.10146450595971246,-0.36402070019618576,0.3090155766682422,-0.13900670622076308,1.3671949224651985,-0.977632632622352,-0.08349940153958559,1.3063142697016399
1968-11-01,-0.050446327154151274,-0.2812853419637106,0.8743550232116213,-0.28911519662610125,1.2209202883378514,-1.0028907503837194,-0.09281310447960384,1.3582080602645876
1968-12-01,-0.009719825899515646,-0.12069690344204387,0.48129972308240043,-0.5592845291608856,0.7700726671038933,-0.4768473215592213,-0.1023846036768629,0.5602992417519553
1969-01-01,-0.05612735706278931,-0.7467228066490358,0.5680362119319592,0.04508435016586667,0.41193072244806106,-1.1320612751520596,-0.09894841467952281,0.3248381771539387
1969-02-01,-0.03771304403173241,-0.6471565509416971,0.8436955353046985,-0.19859448518781436,-1.8520076319856462,-0.6753520132639469,-0.05655817371036098,1.8193189512219348
1969-03-01,-0.07928871438891877,-0.5257068448756115,1.013460913871197,-0.3273187382590203,-0.25898623368087803,-1.074165831773709,-0.024522981915523715,0.9218754475576837
1969-04-01,-0.10804011104915635,-0.24406833641500358,0.9373915956375447,-0.1160062871695984,1.018718475440763,-1.017264181222671,-0.11186700507386971,1.6096835073671845
1969-05-01,-0.11356276915652784,0.15363467924566154,0.8904159069061279,-0.2980819149386315,1.0921262345224056,-0.25007913892085737,-0.11337437526818399,1.3113509144699365
1969-06-01,-0.24514742891021105,0.08525164371513459,0.8278791574721641,-0.20768463256813233,0.3946297784458916,-0.4532369474569956,-0.117022122401956,1.4479878178814003
1969-07-01,-0.16824415421302097,0.3181807023574071,0.42911958979799397,0.0034418577949206037,0.8918953110586921,-0.9390439360569685,-0.20104691601746236,1.5568616097433527
1969-08-01,-0.21515157533243365,-0.10862670087042343,0.39523202688136,-0.07538936500038419,0.837927944255325,-0.8039262432318467,-0.13259111516730143,0.934771592156929
1969-09-01,-0.0519402021550397,-0.3769107970846705,0.35925415998443644,0.013667225305523192,0.5926097620208308,-0.6248373251694899,-0.15041573674473682,1.3261429573360244
1969-10-01,-0.11543515938362886,-0.0004162136689726129,0.7437664777674574,-0.2425486399304299,0.6458713058030829,-0.8727388504223945,-0.10958741036162606,0.866294168589408
1969-11-01,0.012924225943466641,-0.8007731782384666,0.6565821297625278,-0.45385642331980525,-0.419538805507264,-0.5631245863743317,-0.08271525341070668,1.2551438390162954
1969-12-01,0.03956170557251422,-0.4882367978613061,1.2651166700302288,-0.5869567394256592,0.5739301021368998,-0.7466865273622366,-0.10644489030311483,1.5185236407999407
1970-01-01,-0.00039500344364128446,-0.9151903261621315,1.0007576422488436,-0.29426286263125284,0.33665202417463624,-0.7155840595563252,-0.03416167251642356,-0.4187686532212977
1970-02-01,0.14342216257875712,-0.9540862347706255,1.1928414410733164,-0.18280294080752701,0.9273072458663076,-1.1940533151993384,-0.09756079982883042,0.6857667837226601
1970-03-01,0.006866257325930742,-0.6934202758662672,1.277024695213805,-0.3087748579370479,-0.9933362591941401,-0.5783898899188409,-0.0852276994179615,0.5784728940118824
1970-04-01,0.02996341780747086,-0.7119436939078642,0.8235141634941101,-0.45629293170003665,0.6337956718678744,-1.0243969085888984,-0.12834876338408857,1.4100967269194755
1970-05-01,-0.05333234806286606,-0.25056133787316015,0.5731776673743065,-0.36085653174225063,0.6892733135313358,-0.3594558590497726,-0.11808882877123364,1.2740351651844226
1970-06-01,-0.13716724775075126,-0.658654843468264,0.8592839887801638,-0.3455591875882376,0.40120330621611394,-0.23438184020610955,-0.15480959866916033,0.7989162154365005
1970-07-01,-0.16076447388838302,-0.2833942871495902,0.24242835872350857,0.03459474870136806,0.8457915962867016,-0.994319831713652,-0.2179642538476368,1.8058133229874729
1970-08-01,-0.1049602076017384,-0.22473935352032445,0.1487291437831331,-0.22837358216444653,1.2058909209269397,-0.47793934742609656,-0.1800175265746313,1.6332283877489862
1970-09-01,-0.06834378810640473,-0.9215525474893042,0.4524177851829123,-0.1865297555923462,1.052900474026518,-0.3250552102541312,-0.14098626906769665,0.9085275886351603
1970-10-01,0.005366930139091047,-0.8873566805598248,0.3791594600423854,-0.3489609541637557,-0.13039002441010383,-1.004443489588224,-0.11095133207100084,1.4315220347621986
