,vws_v850-200_cluster1,vws_v850-200_cluster2,vws_v850-200_cluster3,vws_v850-200_cluster4,vws_v850-200_cluster5,vws_v850-200_cluster6,vws_v850-200_cluster7,vws_v850-200_cluster8
1965-01-01,2.895949994001729,0.8919786258395093,-1.027105410579895,-0.7121997909677028,3.7345709445255646,0.580571102206747,2.7284758325143854,-1.7169921543892306
1965-02-01,1.6153778070607094,3.7951531076811125,0.2616301335770821,-3.0921152460325745,-0.055834459132982274,1.8824282607351628,1.9362570768626264,-2.0015779945686494
1965-03-01,0.32886967081042723,4.995778562893933,4.10913409021545,-5.50289543886339,-1.4106011718438682,0.6654417903499082,2.0480171764823054,3.4611729751032754
1965-04-01,-0.43290551768716257,2.0162351803222474,-2.797415767881572,1.7522730736917669,1.1758434432513754,-0.12293791252333765,1.579171276866898,-9.587134379145816
1965-05-01,-1.9355212620517914,1.9743824988925944,0.03964645771824965,1.2941258227839,-0.3606275959336295,-0.9511915590768648,-0.37717835612873096,-0.5905075019474338
1965-06-01,-2.695543250277124,3.233343204842224,-2.6794684554587573,-0.08139512776506497,0.40563767592621586,-0.6890250069578899,-3.2069342604701023,-2.468463628704133
1965-07-01,-2.2534801882480204,4.074445798788546,-4.557583624348387,1.3724131582323569,-2.232048906649413,-1.3979609465531857,-2.8492269455210018,-4.90267042153652
1965-08-01,-2.2567887650009784,3.8855699837485775,-4.712866246698798,-1.0658534148560947,0.09417612994389303,-0.9407092024767136,-2.0330027153724224,0.9447294177947058
1965-09-01,-2.2374154020581076,3.868286409262864,-4.313603718693021,-0.5957203676421524,3.191249760542742,-1.231991700365297,-1.6796322710786855,-1.0013236701890806
1965-10-01,1.237399226778232,1.7229598547719391,-4.042430379250843,-1.224714341521041,-0.3787695484812092,-0.7541558529222878,0.06962160339629053,-0.7389775390461782
1965-11-01,-1.0619638360538481,1.654938177550622,-6.484174440560753,2.8216952285686188,4.712693329409507,0.053843641674152704,0.42929920944777894,5.046855770786664
1965-12-01,-1.280639862433654,0.5520815331453265,-0.9694104109602769,1.513618728547614,1.718933355198687,0.9811737186337894,1.9514737195083798,1.733824911860579
1966-01-01,2.7769289567922284,0.10595339796413883,-1.2062133900055918,-1.166534361105777,-1.6467680491602215,1.1347170401231341,0.6930406601821851,3.204576977630866
1966-02-01,0.8213285050892801,-2.844822749815735,0.5257107251762125,2.5494392100029963,0.8885778838138085,1.7228868203047134,0.42238380733452163,1.8290608836718216
1966-03-01,-0.842963410034318,0.17523442483254745,-0.5020467589956685,1.564298754822288,0.12105485625104029,0.717943862675921,1.550929841980803,-1.59719786312512
1966-04-01,-0.03963307660878221,2.3795697212345797,-3.937164019235259,1.7166263658400687,0.1506702756934763,-0.75402579705276,0.6851702800626704,-1.4892188066766927
1966-05-01,-1.8098296399760239,4.7810823090036845,1.1225795683910085,0.5940301873705159,-0.9658683666995302,-1.5830034746424635,-0.7491311533673539,-2.6726516737313406
1966-06-01,-2.979488843065792,3.3499733134690124,-3.598171594823074,-0.06245219217814634,0.7885014776452599,-0.19298613283063804,-3.6004050508898167,-0.6608846800933067
1966-07-01,-3.18246059200368,4.1510032672203705,-3.7935148316806666,1.8169541464124588,-3.509813577415751,-0.9017693028600209,-2.783457801221879,-2.4604626945151646
1966-08-01,-3.4273466809511692,3.789983812503521,-0.7277965281222925,0.18799409416562143,0.664513397123287,-1.013549467753506,-1.8785660450550024,-4.317795145837513
1966-09-01,-2.1092984553436027,3.6663141339668996,-0.28416877293016285,-1.3488700115282053,3.208586667669328,-1.567477082505591,-1.5764572551194345,-1.9988366112469886
1966-10-01,-0.49322879253449275,4.8452837145707015,-0.39685742619177367,-1.9130472933315514,2.0114883688125595,-0.3759641619293804,-0.29556009386595417,-1.8236405150230033
1966-11-01,-1.74045513318611,0.7743446702840052,-0.9025216313356731,-0.8816899266612377,5.7983229497848825,0.21720218938295296,2.21944923759655,-3.7698106889947125
1966-12-01,0.7387914795870655,1.203788778397157,-4.77995233544127,-1.4019876431068665,1.4311856184156078,0.9866966297583576,2.2861550092144722,0.044312274261227684
1967-01-01,-0.6406230346027751,3.3774446057339422,2.845601026217933,-5.229584997236345,0.5266114691245044,1.6687449826448844,3.156842564987272,0.47202735693227965
