,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8
1965-01-01,-7.2015696e-06,0.0001079643,-1.7893084e-05,1.4706166e-07,-6.798446e-05,-0.0001189536,-2.287339e-05,5.246172e-05
1965-02-01,-5.0479225e-06,0.00013743335,-1.2553834e-05,3.3506076e-06,-5.142865e-06,-0.00014154894,-2.1267128e-05,8.4228e-05
1965-03-01,-6.393953e-06,9.672047e-05,-1.0507871e-05,2.5609334e-06,4.0334955e-05,-4.3154236e-05,-2.1958089e-05,0.00010659002
1965-04-01,-1.179601e-05,0.00013479513,-1.4904899e-05,3.835179e-06,-2.8527873e-05,-6.0760292e-05,-2.3223356e-05,0.00011994262
1965-05-01,-7.8476605e-06,0.000112756155,-1.892504e-05,3.207031e-06,0.00022301795,-8.2296756e-05,-2.374382e-05,0.000112019
1965-06-01,-8.493758e-06,0.00010499406,-2.3564351e-05,-4.7211506e-07,0.000389773,-0.00011865747,-2.3115672e-05,0.00012817135
1965-07-01,-1.0387166e-05,5.7856138e-05,-1.8054603e-05,-2.7424176e-06,0.00037094654,-0.0001380313,-2.2658021e-05,9.1855494e-05
1965-08-01,-7.8207395e-06,6.840003e-05,-2.0495403e-05,-1.2438395e-06,0.00033773552,-0.00015373497,-2.5888496e-05,0.000119467026
1965-09-01,-8.5476e-06,6.612075e-05,-1.7794371e-05,-2.926463e-07,0.0002505667,-0.00010883146,-2.4973195e-05,0.00011675702
1965-10-01,-6.474716e-06,6.582463e-05,-1.9553188e-05,-1.3335739e-06,6.7452944e-05,-0.00012994616,-2.4336076e-05,9.356046e-05
1965-11-01,-7.0938854e-06,8.3412735e-05,-2.4371968e-05,3.987727e-06,4.736983e-06,-9.049855e-05,-2.3169514e-05,2.8233204e-05
1965-12-01,-7.18362e-06,0.00010178154,-1.3038405e-05,1.8161372e-06,8.2313105e-05,-0.00015156338,-2.353743e-05,1.558951e-05
1966-01-01,-5.516658e-06,0.00014162995,-6.0607326e-06,2.1565174e-06,0.00017150605,-0.0001308996,-2.5132396e-05,8.0468235e-06
1966-02-01,-6.225427e-06,8.8634995e-05,-1.1331713e-05,3.1911623e-06,7.0086506e-05,-0.00016376382,-2.3038667e-05,2.0527725e-05
1966-03-01,-1.065729e-05,0.00012081486,-1.9340021e-05,2.2053973e-06,9.0983056e-05,-9.463004e-05,-2.4301424e-05,7.073647e-05
1966-04-01,-7.072698e-06,0.000121148885,-1.7808421e-05,2.686058e-06,6.5736116e-05,-5.7496924e-05,-2.3885937e-05,9.446811e-05
1966-05-01,-8.824258e-06,0.00010410577,-1.6724896e-05,8.204406e-07,0.00014954228,-5.10528e-05,-2.0154699e-05,8.3478066e-05
1966-06-01,-1.167564e-05,9.0793896e-05,-2.0830887e-05,-3.4403383e-06,0.00013724061,-0.00013121733,-2.4529532e-05,8.911565e-05
1966-07-01,-1.2539202e-05,7.158374e-05,-1.8557928e-05,-2.3812536e-06,0.00032331358,-0.00011706634,-2.2264723e-05,0.00010087149
1966-08-01,-1.38752785e-05,6.308663e-05,-1.5462143e-05,3.3977994e-07,0.00029619288,-9.687856e-05,-2.5116102e-05,0.00012162139
1966-09-01,-1.2881368e-05,6.4553045e-05,-1.373502e-05,-2.6175112e-06,0.00019284253,-8.427546e-05,-2.6525498e-05,0.00014053012
1966-10-01,-6.90976e-06,8.012159e-05,-1.6602693e-05,-1.3221688e-06,2.4741406e-05,-0.00013032934,-2.316087e-05,9.3164614e-05
1966-11-01,-7.1948975e-06,7.350638e-05,-1.7246291e-05,2.1483684e-06,-0.0001334369,-6.827514e-05,-2.1295253e-05,-5.56196e-07
1966-12-01,-7.773322e-06,0.000120179415,-1.4289004e-05,2.718647e-06,-0.00013669563,-0.00013630095,-2.2769824e-05,5.8377773e-05
1967-01-01,-6.4788233e-06,9.6623626e-05,-8.767003e-06,1.7595012e-06,4.190843e-05,-0.00016018387,-2.4086066e-05,3.5664336e-05
