,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8
1965-01-01,-1.9085538538196418,-5.4405385650784135,-3.9422306759346757,-2.480718801761496,-4.036078798050564,-1.7657136125616266,-2.246265129376483,-16.663878304617743
1965-02-01,-1.1079105018060418,-5.491511936647346,-3.6739885466717195,-2.9552690736178695,-4.192216786163113,-1.996401252179611,-1.8098157686999194,-18.869517620344805
1965-03-01,-0.27366386184209507,-5.927769767950816,-3.906279812045821,-3.3376086991408775,-4.760432476398504,-2.0735702136667764,-1.6797764006481375,-19.678934713951627
1965-04-01,0.09274655552227286,-6.622961720070207,-4.481106911456216,-3.4999234717467735,-5.468385036899392,-2.256248495604611,-1.9050532023966527,-19.37650594496189
1965-05-01,0.2188042749332476,-6.845223688217531,-4.809131875609885,-3.153256321775502,-5.850711523953937,-2.253807540023876,-2.4097026996715094,-16.530036209221173
1965-06-01,0.08326587797720221,-6.403243846922036,-5.204858065721067,-2.309210464872163,-5.640150943261941,-2.139306258218398,-2.740492273829744,-11.819357621042352
1965-07-01,-0.14328730257251593,-5.747431624366577,-5.616351558567066,-1.1795484403084064,-5.4995464770149844,-1.8818840646969917,-2.977924171741718,-6.33882328979951
1965-08-01,-0.7690424783320366,-5.428984384220767,-5.817888767061965,-0.29605355756036167,-5.479772019348626,-1.8508810580261355,-3.259826625119828,-3.4869780217794544
1965-09-01,-1.1762310055237781,-5.765923498624779,-6.144896728179583,-0.0893492945309343,-5.650196320967275,-1.7588507030714495,-3.749777275174322,-4.485928205619181
1965-10-01,-0.9427332425419288,-6.298029960234122,-6.288610119220678,-0.3951640170196007,-5.9358867800442905,-1.7029520861178555,-3.7612012370512904,-8.125535169042143
1965-11-01,-1.1189924010747596,-6.4457215278981685,-5.897648824564201,-1.007418319069106,-5.8430364346617205,-1.7170312443399818,-3.686169393387319,-12.136499863818175
1965-12-01,-0.8820669183248205,-6.062608759805381,-4.981179513511222,-1.922912433229644,-5.401823554029114,-1.682367533203063,-2.973716495071261,-15.139017607036388
1966-01-01,-0.47546257323856594,-5.738517821553242,-4.3428331832317895,-2.8296013536124396,-4.827755703745295,-1.6999856970174525,-2.4573335163695837,-17.64600868511917
1966-02-01,-0.30111168758778634,-5.85001195410648,-3.985266358292317,-3.3636390340739286,-4.746073550334286,-1.5570050372986937,-2.231663879421022,-19.47819415788005
1966-03-01,-0.24212508261958254,-6.092493128345674,-4.090259738302931,-3.465367884471499,-5.062884751466025,-1.7894041409014363,-2.278454631139728,-19.738623253384926
1966-04-01,-0.7492495836289246,-6.733283149190696,-4.418057033132768,-3.3293427270034264,-5.720778391071217,-1.856348160805741,-2.4414274320807507,-19.687448229108536
1966-05-01,-1.3465768174280093,-6.808480764009866,-4.859480995921871,-2.6269079487899254,-5.912979683981499,-1.9549329227548304,-2.9035352624445405,-16.470514025006974
1966-06-01,-1.1814956800847114,-6.5805600888757825,-5.303074757995458,-1.964531510040678,-5.706594792587497,-2.007412187613769,-3.5592648344227915,-12.510264188723456
1966-07-01,-1.0066933269742169,-6.0047358476433415,-5.7514488891520665,-1.0311605704241786,-5.480127297871485,-1.9553747482416106,-3.8062989284488036,-6.655386516026088
1966-08-01,-1.9997978653711608,-5.5900322206049085,-5.858878190910253,-0.36373126095738906,-5.274263156157158,-1.6777628967109413,-3.8722672556463533,-3.154266597633075
1966-09-01,-2.3257927804053584,-5.774906044264874,-6.042384741551335,-0.21732585183505354,-5.339126357158402,-1.469080097630095,-4.110188288180204,-3.441469113629563
1966-10-01,-2.7703376510475253,-6.105889335095164,-5.912576710613867,-0.48245802007872485,-5.530362342017899,-1.5342809845438494,-4.137180035259561,-7.024208943646653
1966-11-01,-2.8792677423622033,-6.309118651481996,-5.302454933195966,-1.0982339135531722,-5.595285877420627,-1.699309741578451,-3.995836229734523,-11.214537369577508
1966-12-01,-2.4908686363244357,-6.188105226281178,-4.437378894835468,-1.886974490922073,-5.161259505797713,-1.6868381056843735,-3.3505398526413894,-14.789568033433497
1967-01-01,-2.0615453207040133,-5.6295658450528805,-3.847871404779288,-2.608006740438527,-4.3131612064714115,-1.7144878382282205,-2.6860092703159566,-17.040514408197616
1967-02-01,-1.239046114909498,-5.337679036051394,-3.482040796933322,-3.0317299119357406,-4.154597025064495,-1.7925260452235618,-2.0819038045876344,-18.433436056725064
1967-03-01,-0.9174179804476001,-5.565215674150421,-4.031213265988022,-3.0261002326833792,-4.49490408526401,-1.8596091163836843,-2.18174590004815,-19.02673405812199
1967-04-01,-0.9233352126954477,-6.271241425749768,-4.520982007995904,-3.361485579918171,-5.278218253905551,-1.86844298913873,-2.4817057194248324,-18.654717180065642
1967-05-01,-1.028152060093759,-6.4654143100761505,-5.077409224059026,-2.829595393147962,-5.749426466099459,-2.0461945958576875,-2.893833866790204,-15.951264173464667
1967-06-01,-1.2353184762634808,-6.076778525329498,-5.469644925333742,-1.8896524865051796,-5.456030406469794,-1.9957044502583945,-3.5090017669890945,-11.35923163335126
1967-07-01,-1.751023644133459,-5.614565366722015,-5.643247216210669,-0.7176729933968906,-5.164364983120236,-1.7745732009249329,-3.90872627389901,-5.900853558590537
1967-08-01,-2.712986175018021,-5.269083169748985,-5.711353194655252,0.21656521435441642,-4.8943022981074185,-1.616620916499678,-4.161073143283526,-2.0304022875047267
1967-09-01,-3.1581955997249747,-5.459001211516829,-5.951197073471294,0.35975411020476245,-5.017727538119372,-1.5690651689441546,-4.023072430630311,-2.7234257331916263
1967-10-01,-3.3863856068140343,-5.627729555210435,-5.737221688275236,-0.29818489633757495,-4.949657084629246,-1.2981483665547968,-4.153117110225034,-6.106211099409519
1967-11-01,-2.924688481077363,-5.866800446108163,-5.255417246219579,-0.8426110600603038,-4.93494792007157,-1.4856491025870409,-3.8998305156666744,-10.36704070586011
1967-12-01,-2.809282194210004,-5.800068683652993,-4.708132333597731,-1.7827507134141594,-4.498983705401609,-1.5901361135286367,-3.221271029509951,-13.633246887895396
1968-01-01,-2.4495993988423406,-5.293924244771521,-4.057845828802511,-2.4515550712059286,-4.114084276495763,-1.7954488797239496,-2.407107686483732,-16.523289501218866
1968-02-01,-1.5294917776614805,-5.212286823844336,-4.057978210305312,-2.5783699956433526,-4.298852221660704,-1.8953476252594614,-1.9891275834011775,-18.93546312375176
1968-03-01,-1.6541715664199634,-5.575519441122032,-4.049203487729948,-2.881492458540818,-4.384330694238533,-1.745865847360151,-2.0771767183016703,-19.766803253862193
1968-04-01,-1.3698426228535325,-6.304038127502763,-4.482074463542484,-3.115558953120791,-4.997599219070604,-1.8499047099170969,-2.515678209215937,-18.786069683562545
1968-05-01,-1.7097620458542546,-6.5767260739602245,-5.055536670066404,-2.5622656838647253,-5.224526349872963,-1.8913902322128213,-2.920215956092308,-16.319942474365234
1968-06-01,-1.7309131690218478,-6.428810074386827,-5.531981224604377,-1.7332528994001193,-5.115065020972518,-2.021567741545235,-3.2710711748796553,-12.694099971226283
1968-07-01,-1.8362176144802116,-5.8430611010057385,-5.599448189358143,-0.8255736272910545,-5.175841490239328,-1.9351258954704615,-3.405973528875672,-7.407959421774498
1968-08-01,-1.7338264214841625,-5.414917454662094,-5.8336163617269445,-0.18401721428180565,-5.199744746583333,-1.854845937997668,-3.5833520594463555,-2.92666953309138
1968-09-01,-2.0811466429429717,-5.779190666704293,-6.131500579404598,-0.12347011730588717,-5.467487266655028,-1.7518708214850285,-3.684622065354419,-4.046099347279484
1968-10-01,-2.0906192050138603,-6.3058837126177485,-6.065533413486419,-0.4329052259182108,-5.726724062674042,-1.66834417558944,-3.7621550662543184,-7.851046010067588
1968-11-01,-1.9326282547244542,-6.48894029927541,-5.609439318273429,-1.032897316176316,-5.481647578837559,-1.7016304078730211,-3.7956500672952247,-11.808891583206062
1968-12-01,-1.5051337548449069,-6.205735274826188,-4.8720148414810955,-1.9883152123155265,-5.035681980198594,-1.729208940695618,-3.0761961227676773,-15.415431144542262
1969-01-01,-0.8685996638068669,-5.804401474544801,-4.346586209623109,-2.527631192371763,-4.827347138858331,-1.6701513754966137,-2.4107278461524664,-17.68498815091929
1969-02-01,-0.7022974611837652,-5.778594207332795,-3.9013557476378966,-2.966124518164273,-4.803134734031714,-1.7795739337034666,-2.1149098979956786,-19.053941023977178
