,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7
1965-01-01,-1.6407599239229405,-18.223122188023158,2.3753878820008336,-6.404290199279785,-3.892004588418756,0.8577483499835352,-8.038074829999138
1965-02-01,-0.9886513341147944,-17.613175710042317,2.1382597269932866,-5.872534513473511,-3.2323246159829386,0.9272311618941987,-7.734130971571979
1965-03-01,-0.7415895192128307,-18.73615174066453,1.7780639190041558,-6.641505786350796,-3.600113549508339,0.7440785804908433,-8.517518324010513
1965-04-01,-1.1982203654523165,-21.277314140683128,1.6490815752777606,-8.410258293151855,-5.226218798929009,0.46027638687345085,-10.083224352668314
1965-05-01,-2.0771291270945804,-24.44664546421596,1.5411337436233437,-10.231614112854004,-7.035289323034365,-0.04718574935090756,-11.760163026697496
1965-06-01,-2.6385325305866743,-26.211895715622674,1.6825167513684014,-11.41303096498762,-8.191270276534656,-0.5451674768310821,-12.660967882941751
1965-07-01,-3.2498646082368285,-26.69146492367699,1.828501632859035,-12.283504349844797,-8.956758641014414,-0.780602022559343,-13.35328831392176
1965-08-01,-3.9376513763043866,-27.925192515055336,1.9218103003106723,-13.023606027875628,-9.973710430555107,-0.8395521539057087,-13.896696427289177
1965-09-01,-4.314302348490781,-28.29012734549386,1.9305856188357864,-13.394925934927805,-10.573859648271041,-0.9967584542171685,-13.90346975887523
1965-10-01,-4.108492983212261,-28.271043868291944,1.9911187129784684,-13.210976464407786,-10.087820715155484,-0.7196923394403059,-13.821300057803883
1965-11-01,-3.607669116566016,-26.485921768915084,2.3312562078402186,-12.21423694065639,-9.241465497608027,-0.14062384645382087,-13.00510518691119
1965-12-01,-2.67886035847214,-23.31318900698707,2.391640520886163,-9.98419795717512,-7.11232138074134,0.5211847650255272,-11.070801230037913
1966-01-01,-1.7740190404016265,-20.530677068801154,2.5291164935623085,-7.750739370073592,-5.080634109244859,0.9059066900949992,-9.231983072617474
1966-02-01,-1.4311477823077507,-19.300802321661084,2.287684092864147,-6.923740250723703,-4.209524934942072,0.9165424429727886,-8.355016708374023
1966-03-01,-1.4116393695087552,-20.369727725074405,1.999212233401135,-7.4611759185791025,-4.475269829931338,0.8638237586278402,-9.086014242733226
1966-04-01,-2.0904663223890387,-22.403578077043804,1.9773882396971982,-9.33955022266933,-6.1685770996345966,0.41256458861028367,-10.53469040814568
1966-05-01,-3.068950191233893,-24.651197705950054,1.9124640285639471,-10.698527268001012,-7.733207891795261,-0.36166862634841557,-11.87582015991211
1966-06-01,-3.6192579089470627,-27.318099793933687,1.964261189350107,-12.267709459577288,-9.210211383409737,-0.6108018541764356,-13.204722684972428
1966-07-01,-4.008252515732867,-28.749796549479164,2.158491782720576,-13.262985093253,-10.201695733819127,-0.8167554752644665,-13.859987819896025
1966-08-01,-4.467146051754741,-28.531564076741535,1.9515536108069655,-13.170503888811385,-10.27117406041169,-1.1730700731277466,-13.973560333251953
1966-09-01,-4.709215733989979,-28.64142554146903,1.912213359748461,-13.681889942714147,-10.612551239896412,-1.1282848383852109,-14.191951751708984
1966-10-01,-4.802932379380712,-27.946303231375555,1.9766980771860365,-13.380815642220634,-10.604837906262107,-1.1052658457955915,-13.70655845193302
1966-11-01,-4.342408000298266,-26.481727418445406,2.143928425088113,-12.252556937081474,-9.596291849435854,-0.5501518884818711,-12.77459649478688
1966-12-01,-3.3548918909996557,-23.049420856294176,2.385216128101665,-10.047235488891602,-7.359242636310168,0.21553440632934343,-10.954795164220474
1967-01-01,-1.934031383046564,-19.913575308663503,2.3775347029965226,-7.304490974971227,-4.5506439918328905,0.824830614164204,-8.900537490844727
1967-02-01,-1.0662721950303082,-17.871522449311755,2.128584608847265,-6.066319261278426,-3.2646664903183615,0.8310699177359393,-7.864324906293084
1967-03-01,-0.9253817346860778,-19.279598962692987,2.1762172161544884,-6.4717783246721545,-3.6062516456793166,0.8630054439613205,-8.274411594166475
1967-04-01,-1.900127998687936,-21.425541469029017,1.9154928665793403,-8.333727972848076,-5.588267263302133,0.23090076259153333,-9.781843073227826
1967-05-01,-2.7863305319780074,-24.40550122942243,1.9662011394184598,-10.539966310773577,-7.790601352029595,-0.21011060226463274,-11.460450116325827
1967-06-01,-3.4778912862141924,-26.72295252482096,2.0609673215539415,-11.879312310900008,-9.006725658069957,-0.42641786579600355,-12.600575615377988
1967-07-01,-4.244429660293291,-28.015072232200986,2.117987298175116,-12.61659962790353,-9.698358646109085,-0.818990460948316,-13.131686939912685
1967-08-01,-4.748379959250396,-27.9852903456915,2.1607882410123205,-13.094431332179479,-10.461070714903272,-1.0394747921092782,-13.328422097598805
1967-09-01,-4.674401673131019,-27.854439871651785,2.236585788305293,-13.019876480102539,-10.223039910813009,-0.8252805400037481,-13.489414663875804
1967-10-01,-4.533647291315426,-26.85587383451916,2.0148097480858227,-12.580513954162598,-9.7274133981752,-0.6889976427226724,-13.008611342486214
1967-11-01,-4.042172731843384,-24.747567858014786,2.3604048549799628,-11.4674973487854,-8.868962674101523,-0.14269144056799885,-12.060026281020221
