,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6,abs_vo1000_cluster7
1965-01-01,-8.888311756581584e-05,-1.7126929978274234e-05,-7.751442591380747e-05,-3.960029012838227e-05,-0.02842780959326774,-3.754840928251676e-06,-7.623829894770405e-05
1965-02-01,-8.710482321243654e-05,-1.912431752971925e-05,-7.284732353516963e-05,-3.840272649933861e-05,-0.025698065292090178,3.5034301831286284e-06,-7.481799226208422e-05
1965-03-01,-8.828280462036306e-05,-1.8816927120131152e-05,-7.562812243122607e-05,-3.824878886744782e-05,-0.024107957142405212,2.2162432078322588e-06,-7.598962023462388e-05
1965-04-01,-9.228258041982004e-05,-2.0591791295810658e-05,-7.21816045493265e-05,-3.7924914362815184e-05,-0.015945639461278915,4.096636582764517e-06,-7.834971028054387e-05
1965-05-01,-9.269969404100421e-05,-2.0443595485376745e-05,-7.197329912676585e-05,-3.778096052465608e-05,-0.014738700701855123,8.817954571050721e-06,-7.655623443984513e-05
1965-06-01,-9.314490911337804e-05,-2.1336894068091734e-05,-7.094396088169552e-05,-3.7121088196825534e-05,-0.009517007129034027,1.5755217364372118e-05,-7.620324712129604e-05
1965-07-01,-9.48865334144199e-05,-2.1230604115212805e-05,-6.695431078991827e-05,-3.644070553442312e-05,-0.008508381870342419,1.8107584362516832e-05,-7.952511936548303e-05
1965-08-01,-9.498846648444244e-05,-2.109907797079887e-05,-7.019662334969653e-05,-3.719795770578187e-05,-0.011720903421519324,1.810016352964042e-05,-7.83961452034816e-05
1965-09-01,-9.187783205638977e-05,-2.0986481510524184e-05,-6.975940876243938e-05,-3.92326753196382e-05,-0.020461116218939424,2.2199879516589877e-05,-7.538080547524035e-05
1965-10-01,-9.215477512817474e-05,-2.121252193786828e-05,-6.997632242944763e-05,-3.9187112093173166e-05,-0.018442071450408548,1.911377324104573e-05,-7.469087770422463e-05
1965-11-01,-9.351876948866003e-05,-2.013679294471041e-05,-7.073797262221288e-05,-3.97618006556169e-05,-0.021255272440612316,9.272436719721047e-06,-7.532495156673541e-05
1965-12-01,-9.126290914285533e-05,-1.9745553728887634e-05,-7.188893407048354e-05,-3.8935495713549486e-05,-0.02235722349723801,6.613827990683837e-06,-7.502893936983183e-05
1966-01-01,-8.613218248702904e-05,-1.8645683494520078e-05,-7.531619524564342e-05,-4.1140744075607006e-05,-0.02793075400404632,3.781792807721289e-06,-7.428063297277836e-05
1966-02-01,-8.72520336378465e-05,-1.9155981155878517e-05,-7.701773365051275e-05,-3.953459806350135e-05,-0.028285139705985785,-1.6332629392494292e-06,-7.504720083066349e-05
1966-03-01,-8.823560765062637e-05,-1.9742069195555368e-05,-7.406660360347076e-05,-3.937520542987496e-05,-0.022566899133380502,3.3783882436906846e-06,-7.582297694966034e-05
1966-04-01,-9.250215566196935e-05,-2.016159928567687e-05,-7.28540193826497e-05,-3.7879551716803293e-05,-0.011431034363340586,1.3719817016597485e-05,-7.66249544679345e-05
1966-05-01,-9.601909426992087e-05,-1.978201532067195e-05,-7.187005591018729e-05,-3.763505594326636e-05,-0.01984749542316422,1.1239164080434744e-05,-7.81737315046087e-05
1966-06-01,-9.472821941326789e-05,-2.1216950516539038e-05,-6.967718224775313e-05,-3.820360123771368e-05,-0.010332030797144398,1.7716552950743178e-05,-7.754918795379254e-05
1966-07-01,-9.671709468672449e-05,-2.0048896124906442e-05,-6.913026785089944e-05,-3.659079870762857e-05,-0.011983387230429798,1.7506826893180255e-05,-7.909460532697824e-05
1966-08-01,-9.826355303533654e-05,-2.0350211719603814e-05,-6.89354278661126e-05,-3.7450258418716285e-05,-0.012929231161251664,1.7924179725513273e-05,-7.698155193375882e-05
1966-09-01,-9.419081253965603e-05,-2.0291260203805767e-05,-7.19121171723682e-05,-3.7731824213059966e-05,-0.01897171459859237,1.2100438459684138e-05,-7.685876716706963e-05
1966-10-01,-9.257498103134493e-05,-1.9948970602549528e-05,-7.005180065731962e-05,-3.894653353789771e-05,-0.022316791000775993,1.4349394099296492e-05,-7.544794308194697e-05
1966-11-01,-9.28458672554351e-05,-1.932047419679252e-05,-7.121911498420107e-05,-3.962213373302507e-05,-0.022791748051531613,9.434416418205134e-06,-7.661386956638895e-05
1966-12-01,-9.222550285445091e-05,-1.793512322939282e-05,-7.260158134420897e-05,-4.029626497130438e-05,-0.018517121498007327,1.2621024071667252e-05,-7.419471305800103e-05
1967-01-01,-8.833192120444902e-05,-1.930713358623959e-05,-7.321946254746804e-05,-3.7446571278033424e-05,-0.02571709919720888,-4.907760277228993e-06,-7.602723256196277e-05
1967-02-01,-8.630416600003919e-05,-1.9083036632210733e-05,-7.40017902251828e-05,-3.917376956008878e-05,-0.02808072604238987,4.356626005871871e-06,-7.49215732717917e-05
1967-03-01,-8.562264872338385e-05,-1.9543440633664148e-05,-7.637320343312715e-05,-3.888092799791814e-05,-0.02682312042452395,-4.826965657463586e-06,-7.678400372063405e-05
1967-04-01,-8.794552141285324e-05,-2.0363343502043658e-05,-7.458810131055059e-05,-3.7975088973227584e-05,-0.027662861975841224,8.506274559850335e-06,-7.581794739426037e-05
1967-05-01,-9.049457962936822e-05,-1.9679319142109023e-05,-7.097058367615498e-05,-3.7763895454338274e-05,-0.012257978960406035,1.550323079038562e-05,-7.608639842275876e-05
1967-06-01,-9.09708065359774e-05,-2.1093902488657942e-05,-6.965651787263719e-05,-3.807110801603443e-05,-0.01478923368267715,3.966428733542067e-06,-7.426264187539903e-05
1967-07-01,-9.171392176017919e-05,-2.042484109490907e-05,-6.907153251918603e-05,-3.792927797090866e-05,-0.015386757149826735,1.4981608414807177e-05,-7.571342806433597e-05
1967-08-01,-9.008787681987668e-05,-2.048997768277677e-05,-6.864790627439212e-05,-3.906824457698275e-05,-0.014494883362203836,1.4640806262526637e-05,-7.472891545640763e-05
1967-09-01,-9.488981146553651e-05,-2.0475322623735856e-05,-6.818978478009854e-05,-3.846205308454463e-05,-0.01753383403411135,1.5208787112293325e-05,-7.49744690860535e-05
1967-10-01,-9.297606045444635e-05,-1.9782922782983328e-05,-6.992646573249854e-05,-3.9195062551722936e-05,-0.0181794777745381,1.4382123030759231e-05,-7.445306919230137e-05
1967-11-01,-9.182197747113026e-05,-1.8897844711318612e-05,-6.989160176893058e-05,-4.068388669701243e-05,-0.02407531428616494,7.109460926360237e-06,-7.40080907090969e-05
1967-12-01,-8.984932603507719e-05,-1.8363795011511135e-05,-7.358157417583824e-05,-3.9887725850693074e-05,-0.025242287665605545,1.4635179267098522e-06,-7.561650674260868e-05
1968-01-01,-8.835023881476175e-05,-1.741943465251158e-05,-7.547692016610322e-05,-3.934804447674872e-05,-0.03177436883561313,-4.26439147199704e-06,-7.515233245428875e-05
1968-02-01,-8.688257753903522e-05,-1.685898572576555e-05,-7.492300511813965e-05,-3.9781109473944915e-05,-0.026957772206515074,-5.340881675169639e-06,-7.565360219864164e-05
1968-03-01,-8.644288522810577e-05,-1.8185245450527548e-05,-7.739624731936952e-05,-3.810527748617067e-05,-0.02294331934535876,-2.0627267650098452e-06,-7.524185456447507e-05
