,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7
1965-01-01,-5.7144935e-05,-1.0463007e-05,-7.396932e-05,-3.490757e-05,-4.897593e-05,4.6165646e-06,-8.342239e-05
1965-02-01,-5.2308205e-05,-1.3101218e-05,-7.081962e-05,-3.178478e-05,-4.7522222e-05,4.993452e-06,-7.4655254e-05
1965-03-01,-5.0100723e-05,-1.53805e-05,-7.101703e-05,-3.7913698e-05,-5.7061075e-05,-1.4405682e-06,-8.715538e-05
1965-04-01,-5.6965466e-05,-1.5676624e-05,-7.330528e-05,-3.3166703e-05,-5.3687032e-05,-3.6570286e-06,-7.991374e-05
1965-05-01,-4.6295943e-05,-1.8261e-05,-7.187849e-05,-3.684585e-05,-4.6938945e-05,-5.8645105e-06,-0.00010307441
1965-06-01,-5.707315e-05,-1.6215037e-05,-7.527048e-05,-3.534727e-05,-4.3134172e-05,-7.668192e-06,-8.685925e-05
1965-07-01,-6.10215e-05,-1.5299736e-05,-8.7573186e-05,-2.8536371e-05,-3.7624424e-05,-1.0324353e-05,-8.7936074e-05
1965-08-01,-5.3806783e-05,-1.7955897e-05,-8.58054e-05,-3.1246374e-05,-4.5880068e-05,-6.474716e-06,-8.6823355e-05
1965-09-01,-5.5054108e-05,-1.9642923e-05,-8.1390426e-05,-3.2762895e-05,-4.3385426e-05,-7.264383e-06,-9.4136776e-05
1965-10-01,-6.3372565e-05,-1.669063e-05,-7.811509e-05,-2.7037793e-05,-4.106129e-05,-8.574514e-06,-8.889624e-05
1965-11-01,-5.7396195e-05,-1.58202e-05,-7.082859e-05,-2.7360838e-05,-5.144365e-05,-1.332884e-06,-9.1040914e-05
1965-12-01,-5.8508915e-05,-1.7875134e-05,-8.127377e-05,-3.0716932e-05,-5.3381937e-05,-4.087758e-06,-8.475944e-05
1966-01-01,-6.367867e-05,-1.4647461e-05,-6.6428176e-05,-3.0091076e-05,-5.1312243e-05,7.5996945e-06,-7.820371e-05
1966-02-01,-6.212263e-05,-1.3058836e-05,-7.752412e-05,-3.0905758e-05,-5.702315e-05,-3.2599942e-06,-8.7140754e-05
1966-03-01,-6.323059e-05,-1.5225885e-05,-7.981337e-05,-3.3740846e-05,-5.387034e-05,-2.8933878e-06,-9.157261e-05
1966-04-01,-5.8872054e-05,-1.4737076e-05,-6.473364e-05,-3.0441392e-05,-4.2929183e-05,-4.3923988e-06,-8.354802e-05
1966-05-01,-5.5320048e-05,-1.4134215e-05,-8.6363405e-05,-3.1834494e-05,-4.9658443e-05,-2.5349268e-06,-8.3841296e-05
1966-06-01,-6.0770257e-05,-1.8036533e-05,-7.1959854e-05,-3.8205293e-05,-4.3564633e-05,-3.7813893e-06,-9.1254886e-05
1966-07-01,-5.144217e-05,-1.0199308e-05,-8.3169856e-05,-3.6730722e-05,-4.578871e-05,-5.37816e-06,-9.0073605e-05
1966-08-01,-5.4741624e-05,-1.4891864e-05,-8.607826e-05,-2.6897531e-05,-4.3010652e-05,-4.099112e-06,-8.282295e-05
1966-09-01,-5.7421923e-05,-1.834611e-05,-7.796405e-05,-3.3309065e-05,-4.8346807e-05,-5.32928e-06,-0.00010220419
1966-10-01,-5.8863905e-05,-1.7621043e-05,-7.903128e-05,-3.173673e-05,-4.675818e-05,-7.537064e-06,-8.5861706e-05
1966-11-01,-5.842398e-05,-1.5071097e-05,-8.16627e-05,-3.112572e-05,-4.95118e-05,-4.0013524e-06,-8.658677e-05
1966-12-01,-5.3136704e-05,-1.1877548e-05,-6.7658344e-05,-3.1989282e-05,-4.918593e-05,-3.1703762e-06,-8.7930996e-05
1967-01-01,-5.49397e-05,-1.580094e-05,-7.059403e-05,-3.5890942e-05,-4.6755915e-05,-1.618429e-06,-8.172776e-05
1967-02-01,-5.7016998e-05,-1.5191386e-05,-7.1211616e-05,-3.3099823e-05,-5.343695e-05,6.5937866e-07,-8.2401486e-05
1967-03-01,-6.193353e-05,-1.668319e-05,-8.681941e-05,-3.342064e-05,-5.1407776e-05,4.2364977e-06,-8.253784e-05
1967-04-01,-6.043371e-05,-1.4637973e-05,-7.219813e-05,-3.325221e-05,-5.234617e-05,-1.6906138e-06,-7.786993e-05
1967-05-01,-5.6062567e-05,-1.3370742e-05,-7.247082e-05,-3.2706823e-05,-4.119774e-05,-3.2145012e-06,-8.2120765e-05
1967-06-01,-5.3712574e-05,-1.8519871e-05,-8.207932e-05,-3.535357e-05,-4.5488683e-05,-5.8452074e-06,-7.823887e-05
1967-07-01,-5.543697e-05,-1.3611358e-05,-7.347338e-05,-3.3460743e-05,-4.419739e-05,-5.7650045e-06,-9.300452e-05
1967-08-01,-5.5124172e-05,-1.4541727e-05,-7.433959e-05,-2.9699153e-05,-4.2160194e-05,-3.415012e-06,-9.031767e-05
1967-09-01,-5.468305e-05,-1.9530451e-05,-7.656125e-05,-3.3548968e-05,-4.9001643e-05,-7.497421e-06,-8.701324e-05
1967-10-01,-5.0327944e-05,-1.50149335e-05,-7.270342e-05,-3.3284294e-05,-4.2368727e-05,-1.987371e-06,-8.808798e-05
1967-11-01,-5.3375716e-05,-1.3964256e-05,-6.6511624e-05,-2.7790284e-05,-4.7485777e-05,1.1967481e-06,-9.2932336e-05
