,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1965-01-01,25.012756,17.948456,28.868256,22.792877,24.097656,27.271576,19.646423
1965-02-01,26.005707,18.57016,28.981018,23.565277,24.923431,27.737091,19.89441
1965-03-01,26.013672,18.418976,28.87973,22.86322,24.899506,27.761536,19.589539
1965-04-01,25.7193,17.756348,29.258423,22.328857,24.57666,27.856842,18.78772
1965-05-01,24.760284,15.928162,28.854767,20.359924,23.206512,26.659332,16.961517
1965-06-01,24.048279,14.400848,28.793396,19.303131,22.222565,25.987732,16.066864
1965-07-01,23.184052,13.887909,28.385254,18.56366,21.134338,25.581573,14.813965
1965-08-01,22.9216,12.848572,28.505981,17.785278,20.636871,25.550629,14.253632
1965-09-01,22.386719,12.515747,28.474548,17.523346,20.11496,25.538177,14.753601
1965-10-01,23.18805,12.934387,29.109253,18.402008,21.095398,26.272125,15.297455
1965-11-01,23.888092,14.39386,29.577759,19.208344,21.483612,26.867401,16.000519
1965-12-01,24.75531,16.157684,29.7948,20.279114,22.461578,27.77301,17.420563
1966-01-01,25.256195,17.353912,30.125153,22.04889,23.520416,27.938538,19.245026
1966-02-01,25.509369,17.797699,29.587585,22.48108,24.120544,27.862885,20.693848
1966-03-01,25.918854,17.327698,29.18515,22.215302,24.271332,27.971313,20.218323
1966-04-01,25.80841,17.070007,29.787292,21.873901,24.161896,28.047974,19.125
1966-05-01,24.8815,15.846588,29.724731,21.042847,23.302582,26.838684,17.230377
1966-06-01,23.658112,13.637299,29.371735,18.924286,21.803314,26.374725,16.042755
1966-07-01,22.952087,12.238373,28.871979,16.951508,20.65857,25.84018,15.41037
1966-08-01,22.3797,12.26712,28.624878,17.39981,20.01709,24.955658,14.526855
1966-09-01,22.384247,11.628174,28.804901,16.83905,19.758392,25.20929,14.596954
1966-10-01,22.914764,12.944397,29.299622,17.925781,20.450287,25.676788,15.377594
1966-11-01,23.56076,13.982727,29.493774,18.638855,21.09024,26.261261,16.205658
1966-12-01,24.20575,16.408875,29.40503,20.18805,22.819977,27.246643,17.585388
1967-01-01,24.854889,17.177734,29.235596,22.345734,24.148712,27.580353,18.550995
1967-02-01,25.851013,18.332642,29.466461,23.743042,25.30362,27.628448,19.44397
1967-03-01,26.299255,17.579407,29.414398,23.677948,25.417297,27.828766,19.864655
1967-04-01,25.84851,17.351013,29.51355,22.820038,24.609985,27.257324,18.962677
1967-05-01,24.970581,16.007294,29.449951,21.23993,22.999817,26.859192,17.423645
1967-06-01,23.606812,13.605835,28.980682,19.208069,21.751251,26.42096,16.33786
1967-07-01,22.497498,12.091339,28.461304,17.818787,20.730072,25.491425,16.053894
1967-08-01,22.141418,11.680664,28.231445,17.296936,19.81607,24.735168,15.959717
1967-09-01,22.827545,11.840942,28.140778,17.783234,20.477661,25.337158,15.660248
1967-10-01,22.830536,12.32074,28.342133,17.687073,20.663483,25.631165,16.09143
1967-11-01,23.686462,14.112671,28.924072,18.803925,21.374146,26.296265,16.64685
1967-12-01,24.42215,15.988281,28.766815,20.207214,22.746399,27.026459,17.98056
1968-01-01,25.205383,17.63684,28.857605,22.237244,24.119232,27.138824,19.381836
1968-02-01,25.957184,17.678894,29.277527,23.035522,25.277618,27.692291,19.996155
1968-03-01,25.812775,17.432098,28.571716,22.454376,24.919495,27.345062,20.852814
1968-04-01,25.902283,16.79007,29.140015,21.545258,24.699402,27.339142,19.766663
1968-05-01,25.069366,14.9036255,29.504059,20.265717,23.330322,27.041382,18.458893
1968-06-01,23.989136,14.0034485,29.123688,19.45752,22.775848,26.650146,16.640228
1968-07-01,23.558838,13.1987,28.690918,18.368378,21.815826,25.788544,15.324554
