,mgv250_cluster1,mgv250_cluster2,mgv250_cluster3,mgv250_cluster4,mgv250_cluster5,mgv250_cluster6,mgv250_cluster7
1965-01-01,-0.19691944,-0.01986866,0.17808113,1.5699102,-0.2581442,0.039295577,0.3105381
1965-02-01,-0.5149635,-0.1131772,0.16660146,0.70128644,-0.69392765,0.08433096,-0.05769243
1965-03-01,0.5274733,0.16468826,-0.6998146,-0.20516118,-0.5076047,0.16954501,0.5310055
1965-04-01,1.1620896,-0.14393672,0.24313231,1.6822042,-0.051069498,0.6640512,-0.24018875
1965-05-01,-0.0025019646,-0.077119425,-0.17013368,-0.061371755,-0.007800245,0.30244353,0.37588364
1965-06-01,0.93146724,1.0046129,-0.7539748,-0.19588928,0.09080665,0.4425536,0.11832829
1965-07-01,0.8968812,0.5234996,-0.60415125,1.0334593,0.030465126,0.0859499,0.07461748
1965-08-01,0.14172916,0.47684532,0.13701944,0.70422983,-0.16071452,0.26506123,0.35910574
1965-09-01,0.287726,0.66655314,-0.09139538,0.8493439,-0.30744746,-0.06240196,-0.1911796
1965-10-01,-0.3978126,0.26697445,-0.10184479,0.74985397,-0.09330861,0.39692956,0.3698496
1965-11-01,0.3283463,0.39369172,0.16836758,-0.065492675,0.115090415,0.09271991,0.3530716
1965-12-01,-1.0431727,0.5510212,-0.14290643,-0.47419614,-0.25843838,0.04120884,0.24843052
1966-01-01,-0.8454331,-0.37815922,-0.122822,0.255771,-0.41215593,-0.19964027,0.1209415
1966-02-01,-1.0831207,0.28962308,0.23161164,0.34705582,0.36441582,0.19139428,0.10502815
1966-03-01,-0.7163903,-0.11153817,-0.64318883,0.35935247,-0.08853612,0.32955113,0.07971144
1966-04-01,-0.32607913,0.5772208,-0.55798006,1.248909,-0.2894784,0.4015952,0.29367372
1966-05-01,0.5851775,-0.16622218,-1.0459415,0.5080701,0.07189944,0.60615414,0.9462658
1966-06-01,-0.02994604,-0.335627,-0.3134931,0.718705,0.17967625,0.49403733,0.24723563
1966-07-01,-0.08680012,0.73939234,-0.50373,0.6091922,0.08969345,0.67863226,0.16969423
1966-08-01,0.07493744,0.14032689,-0.24781434,1.0240967,-0.086655475,0.41996795,-0.25663903
1966-09-01,-0.6213442,0.13526349,-0.31320378,1.0750195,-0.048752736,0.21931496,-0.04687207
1966-10-01,-0.67660695,-0.1701282,-0.12166481,-0.17461285,-0.71089303,0.4656826,1.0073154
1966-11-01,-0.99357206,-0.85064125,0.32709184,0.48608074,-0.18126754,0.24940567,0.24492101
1966-12-01,-1.0430481,-0.39725512,-0.3529872,0.57403815,-0.039060116,0.11949484,0.14727089
1967-01-01,-0.3177356,-1.0940897,0.105412245,1.048461,-0.70874345,0.15237322,1.0003343
1967-02-01,-0.7941725,-0.2552876,-1.0148222,-0.03197341,-0.14254789,0.21165724,-0.266778
1967-03-01,-0.47610387,0.052622892,-0.059117485,0.16303101,-0.46827698,0.39716953,0.008326435
1967-04-01,-0.40549594,0.10624494,-0.45278987,0.36619535,-0.34238157,0.4261454,0.2692759
1967-05-01,-0.028642822,-0.8739394,-0.5130731,1.2183198,-0.2706082,0.52539617,-0.41215706
1967-06-01,0.2451293,0.031806756,-0.061948396,1.477937,-0.15953395,0.37835184,-0.26827678
1967-07-01,0.17252311,0.30624524,0.06711078,1.4739405,-0.47760263,0.33705288,-0.10457964
1967-08-01,-0.0481266,0.42131615,-0.40899307,0.4196508,-0.4113244,0.013322258,-0.14870963
1967-09-01,0.16869298,0.49175748,-0.46244854,0.86777794,-0.5796843,0.3025816,0.24995871
1967-10-01,-0.07460459,-0.057951737,0.082931,0.64146614,-0.48659515,0.4011662,0.98318195
1967-11-01,0.1174023,0.028809357,0.054454707,-0.1368861,-0.45878497,-0.015986692,0.1846797
1967-12-01,-0.021981716,0.31257325,-0.30757743,0.009158897,-0.020149708,0.28409696,-0.31490463
1968-01-01,-1.0216712,0.5103401,-0.6877205,0.0012741089,-0.5179847,0.06200533,0.8059269
1968-02-01,-1.1473806,-0.3902935,-1.0900469,1.0262012,-0.4095462,0.34839028,-0.24986139
1968-03-01,-1.5407884,0.253259,-0.5502614,1.2379818,-0.41308537,0.1320797,0.6344922
1968-04-01,0.40883836,0.6411457,0.8256043,0.32758036,0.10957108,0.33451697,0.68035907
1968-05-01,1.0093552,0.58381224,-0.13802543,-0.33649892,-0.1274081,0.32248402,0.18785617
1968-06-01,-0.052520465,-0.060448073,-1.4377296,-0.029445434,-0.24065971,0.35093847,0.66138947
1968-07-01,0.12924843,-0.026330948,-0.78143626,0.5806977,-0.62302554,0.38831154,0.47240084
1968-08-01,0.48613253,0.67667854,0.19535904,0.82617056,-0.27675867,0.1840339,0.03015318
1968-09-01,0.80040586,0.19889823,-0.2958699,0.22338887,-0.48882237,0.35391134,0.38420618
1968-10-01,-0.9549944,0.060165025,0.19677465,0.68078387,-0.27732491,0.21730156,-0.032418273
1968-11-01,0.07658634,0.041478395,0.008069133,0.6584166,-0.6090106,0.7419397,0.16067576
1968-12-01,-0.3612727,0.117781684,-0.22069912,0.9942077,-0.46843705,0.11877265,0.31710458
