,vws_u500-200_cluster1,vws_u500-200_cluster2,vws_u500-200_cluster3,vws_u500-200_cluster4,vws_u500-200_cluster5,vws_u500-200_cluster6,vws_u500-200_cluster7
1965-01-01,-5.160360336303711,23.39026641845703,0.2965526580810547,26.877216339111328,1.005350112915039,7.845638275146484,38.34504699707031
1965-02-01,-5.217390060424805,21.29483985900879,0.001628875732421875,21.659826278686523,11.493900299072266,8.774405479431152,12.913122177124023
1965-03-01,-3.804685592651367,22.04762840270996,1.5300216674804688,18.252716064453125,10.992040634155273,12.559538841247559,12.404745101928711
1965-04-01,-2.3186588287353516,13.638212203979492,0.21671295166015625,29.8948974609375,9.603777885437012,17.84047508239746,18.785537719726562
1965-05-01,4.05561637878418,12.380303382873535,7.200389862060547,27.89397430419922,18.505277633666992,16.763431549072266,6.954347610473633
1965-06-01,0.39757728576660156,9.559783935546875,9.061182022094727,28.91561508178711,15.950353622436523,15.222005844116211,-1.5039520263671875
1965-07-01,-4.746490478515625,11.98924446105957,3.126850128173828,31.838790893554688,15.150310516357422,19.792516708374023,6.525810241699219
1965-08-01,-1.7809524536132812,-0.5800724029541016,6.701787948608398,32.66653060913086,18.397735595703125,17.477115631103516,-8.479480743408203
1965-09-01,-2.2127456665039062,8.64731216430664,8.736928939819336,31.653034210205078,19.47315216064453,13.336771011352539,-6.012546539306641
1965-10-01,-2.8971023559570312,19.80392074584961,5.803979873657227,31.138139724731445,20.252012252807617,9.854708671569824,7.174318313598633
1965-11-01,1.7874679565429688,8.010210037231445,6.0891265869140625,31.069705963134766,6.5828399658203125,12.421037673950195,12.593755722045898
1965-12-01,1.5674991607666016,12.83165168762207,6.724599838256836,18.379812240600586,7.138471603393555,11.7676420211792,18.4482479095459
1966-01-01,-2.8736534118652344,15.446500778198242,0.9715614318847656,19.459110260009766,15.46455192565918,7.808589935302734,22.680686950683594
1966-02-01,-2.627481460571289,9.438251495361328,6.97981071472168,13.829967498779297,15.128116607666016,8.012091636657715,11.565179824829102
1966-03-01,-2.602863311767578,10.434429168701172,3.559652328491211,14.33380126953125,15.275819778442383,10.58869743347168,13.60020637512207
1966-04-01,-1.861063003540039,13.08160400390625,4.066768646240234,26.557086944580078,15.886329650878906,11.274698257446289,16.350772857666016
1966-05-01,3.3774871826171875,11.494611740112305,6.902675628662109,34.44445037841797,19.792264938354492,14.36990737915039,1.5361156463623047
1966-06-01,0.7926731109619141,9.101816177368164,7.294910430908203,38.338897705078125,21.640199661254883,16.554275512695312,-6.5662384033203125
1966-07-01,-0.8386268615722656,11.719449996948242,7.897211074829102,32.84761047363281,19.660972595214844,16.900558471679688,8.901596069335938
1966-08-01,2.6307640075683594,13.506660461425781,6.482542037963867,28.780841827392578,25.340991973876953,14.30426025390625,1.6559200286865234
1966-09-01,-2.811290740966797,14.136863708496094,6.078819274902344,29.053272247314453,22.167009353637695,13.943207740783691,-3.7943382263183594
1966-10-01,0.46936798095703125,17.50286102294922,7.808589935302734,27.911029815673828,19.8726806640625,12.638494491577148,7.997322082519531
1966-11-01,1.632944107055664,17.01215934753418,9.851821899414062,21.74195098876953,13.311365127563477,11.194282531738281,24.72227668762207
1966-12-01,1.3358955383300781,9.748428344726562,4.737998962402344,21.613941192626953,11.061348915100098,9.082121849060059,25.96955108642578
1967-01-01,-2.151926040649414,35.07573318481445,6.170049667358398,14.149155616760254,1.6114959716796875,11.81762981414795,41.63926696777344
1967-02-01,-0.8669757843017578,20.400840759277344,1.2980117797851562,7.250912666320801,7.370100021362305,10.9669828414917,22.918498992919922
1967-03-01,-6.137397766113281,21.796817779541016,4.050779342651367,14.08221435546875,8.700767517089844,10.077152252197266,18.39749526977539
1967-04-01,0.6204338073730469,20.94943618774414,1.5706768035888672,16.542724609375,7.041922569274902,12.4005126953125,20.51839828491211
1967-05-01,4.635293960571289,12.516435623168945,8.803628921508789,26.21822738647461,19.796735763549805,10.344917297363281,11.301690101623535
1967-06-01,3.3715667724609375,15.37532901763916,9.443655014038086,24.859804153442383,27.607669830322266,14.243852615356445,-1.5755748748779297
1967-07-01,0.07510566711425781,13.628316879272461,13.08462142944336,31.335172653198242,19.57141876220703,11.371898651123047,11.672317504882812
1967-08-01,-1.2931137084960938,12.648685455322266,8.823221206665039,26.454971313476562,17.88971710205078,18.051355361938477,9.667338371276855
1967-09-01,-4.561820983886719,13.835673332214355,8.426469802856445,23.803430557250977,23.300554275512695,13.182584762573242,-5.291648864746094
1967-10-01,0.5551242828369141,20.420434951782227,9.660807609558105,30.798006057739258,19.177934646606445,16.05453872680664,6.462308883666992
1967-11-01,-2.7641944885253906,17.888084411621094,7.871344566345215,17.323163986206055,14.898574829101562,12.976862907409668,22.400924682617188
1967-12-01,0.40491485595703125,11.269036293029785,6.436183929443359,17.60562515258789,11.806201934814453,9.37344741821289,27.594608306884766
1968-01-01,-4.177375793457031,21.911624908447266,2.882772445678711,22.763147354125977,6.434728622436523,6.777523994445801,33.628700256347656
1968-02-01,-9.13880729675293,29.47138214111328,-0.09663963317871094,12.003348350524902,6.972627639770508,8.095832824707031,19.789201736450195
