,r50_cluster1,r50_cluster2,r50_cluster3,r50_cluster4,r50_cluster5,r50_cluster6,r50_cluster7
1965-01-01,10.982274227455015,1.9000596233776639,6.974820351936448,8.19138068901865,4.593004238833288,6.683244606373841,3.5974265885179055
1965-02-01,11.077035059694385,2.033757453873044,7.10675749980228,8.172139682267842,4.694954453000597,6.706539213348547,3.6827884451316217
1965-03-01,10.805760836992107,2.409147648584275,6.564460673802336,7.737704954649272,4.476021657324141,6.657756795537287,3.773999214172363
1965-04-01,9.723027026067015,2.3739080343927657,6.017080495055293,6.970194452687314,4.114725939027823,6.289322512137458,3.3882435220871527
1965-05-01,7.855796423114715,2.2711680758567083,4.760193153166435,5.422592790503251,3.607678109673178,5.497635213822281,3.3925371448489
1965-06-01,6.906758370946665,2.04785494577317,4.0839060931138595,4.421314910838478,3.450769072125672,5.35368548773731,3.499191520857985
1965-07-01,6.594122433271565,1.5287734922908602,3.876422492551132,4.142928123474121,3.105759165089601,5.212467075011891,2.724041903976106
1965-08-01,6.431969462848101,1.6609789360137213,3.5737739482396087,3.9930444014699833,2.802220879087023,4.987528657666142,2.618187100347811
1965-09-01,7.310488966644788,1.5869090954462688,3.6432276309376035,4.410461218733537,2.848723132139558,5.682714244862295,2.711302955655286
1965-10-01,8.767618507635397,1.3972882004011244,4.226395613710645,5.254769952673661,3.140220824320605,6.936671696796319,2.6186777727447286
1965-11-01,11.22810371586534,1.7901033163070679,5.499969569730087,6.84915028120342,3.9124570834408896,8.513191697511031,3.3823629365350207
1965-12-01,15.677568560740987,2.2385256631033763,7.482251986651354,9.640316586745413,5.045637659206512,11.671270854732533,4.20125279113324
1966-01-01,15.797997302696354,2.208174481278374,7.750895997168313,9.916912568242926,5.169160958308323,11.7579277315288,4.177940152857425
1966-02-01,17.774165262941455,2.5085251246179854,8.26053048523379,10.845815194280524,5.234800478455367,13.241187772602615,4.336239473663107
1966-03-01,14.585201857519932,2.4154325326283774,6.839055074772365,8.928719319795308,4.62383176111112,10.50334001452194,3.8918853676232104
1966-04-01,10.520894801030394,2.5566392001651583,6.236746949209294,7.412388450221012,4.509749382164827,6.454143375930391,4.003855607805461
1966-05-01,7.774658672145156,2.511388347262428,5.861942700936761,6.323899720844469,4.366720254254189,4.084879746708846,3.9218056811033373
1966-06-01,5.984411083283971,2.781974985485985,5.960239155191771,5.565355953417326,4.806104435282908,3.206492335067512,4.4990504745149265
1966-07-01,4.33794084142466,3.007385986191886,5.24414341214677,4.350311662021436,4.545091519689864,2.5319581204745436,4.671591041732008
1966-08-01,4.222842318112733,2.464301671300616,4.325002683720119,4.0075887190668205,3.5215819717212846,2.3323472917388757,3.4834384918212886
1966-09-01,4.260430179658483,1.9553715274447487,3.9988163491369977,3.8912691568073474,3.0522303976071106,2.3923377298938178,2.9914640162112938
1966-10-01,5.564259701087827,2.157190584001087,4.454446510529854,4.705284771166349,3.459382816484779,3.13338381021134,3.387072312570836
1966-11-01,7.737701838133765,2.2960367656889415,6.039554972044179,6.387563441929064,4.672068091714458,4.5130895209435975,4.264135256300877
1966-12-01,9.337304850093654,2.482938056900388,7.23681046929158,7.595789432525635,5.4534231781200235,5.416393527095182,4.401415804006757
1967-01-01,9.606779598798909,2.492578753403255,7.357819987014985,7.754996262098613,5.4176549243319565,5.689857413731708,4.701395452457622
1967-02-01,8.70249584072926,2.49706187418529,6.946101994581626,7.124418020248413,5.156104579852645,4.974330151019319,4.404609046713278
1967-03-01,7.4587200508743035,2.5029732357887995,5.736647693204208,6.069398240039223,4.263655850841741,4.396546566424592,3.9353085260321623
1967-04-01,7.08810423241287,2.6033920901162286,5.4861169465830635,5.64404757399308,4.375054729971916,4.166429401061696,4.179961837991311
1967-05-01,7.622170839153353,2.5218594641912553,5.10133253016942,5.6476100494987085,3.8686621720623817,4.4771728120319585,3.7576341280972
1967-06-01,5.858922981825032,2.6831304743176414,4.18333671462368,4.268765606378254,3.360365150840419,3.792788080600877,3.454797459344794
1967-07-01,5.218576994098601,1.9757868278594244,3.355432060402884,3.498618383156626,2.784212683416476,3.5517546797045774,2.8807900247782685
1967-08-01,5.496862481852047,1.8921097119649253,3.4422033269640426,3.706824465801841,2.823221759431681,3.677718503487543,2.8211239480624233
1967-09-01,6.903560826035797,1.6145242821602594,4.266146538962781,4.66809680587367,3.2669115977682126,4.719243519046763,2.9827543418772895
1967-10-01,9.227481826407011,1.6477239983422416,5.802049939061555,6.33946280730398,4.232372447943232,6.494207085723087,3.143196036345767
1967-11-01,10.8721987145846,2.058642251150949,6.547524559665734,7.544859773234317,4.603418271253063,7.357463194298621,3.738801670770575
1967-12-01,12.788525956575988,2.1244555711746216,7.374966312462176,8.758708677793804,4.9941336273387735,8.450174578730925,3.994650562314221
1968-01-01,15.397991117883901,2.6533216947600957,8.853661174505529,10.613895717420077,5.811411559961404,10.202480474284275,4.8102478041265995
1968-02-01,11.577794981784509,2.218808659485408,7.124802092431297,8.296048013787521,4.718429571504046,7.72991526312161,3.7683507821855753
1968-03-01,9.510837226617532,2.3732341471172513,5.582604945545466,6.562299477426629,3.934061147604778,6.389441761945814,3.5736301519574907
1968-04-01,8.715187526140056,2.43573146206992,4.915519499442947,5.834900705437911,3.592595628872039,5.908144570385236,3.417283079049883
1968-05-01,8.38936586849025,2.8049033312570484,4.968750141036343,5.517646199778507,4.071730261395691,5.939956279616282,4.203445545948335
1968-06-01,7.050620923276807,2.4627224320457097,4.043059953501527,4.567591924416392,3.2112701683287406,5.0460012465560995,3.4821964528438816
1968-07-01,6.032920860853352,2.192234638191405,3.520724974887472,3.9275376420272026,3.038415635467335,4.318274364570262,3.220138584610319
1968-08-01,6.1078317829819975,1.6282891233762107,3.4603409364189903,3.955955881821482,2.747240491733429,4.599530709222191,2.60610336804912
1968-09-01,6.8274783306434506,1.4661362483387903,3.5476839038687693,4.225521181759081,2.746119165116814,5.304912952561453,2.706235342652258
1968-10-01,8.687856549122294,1.8559053540229797,4.516776850525762,5.432695620938351,3.373297764237519,6.778419820755874,3.1403475434240633
1968-11-01,12.82372513755423,2.359417293752943,6.760833296977299,8.076865735806917,5.06173516534696,10.111023107340916,4.571883869867255
1968-12-01,15.884040613643458,2.2888463167917164,7.664099545545981,9.571074812035812,5.630514424317961,12.162698735844904,4.5414226768660715
1969-01-01,14.859938230670867,2.4577150742212934,7.705349317738708,9.386443150670905,5.61144761978441,11.266927768529388,4.9160642345456305
1969-02-01,14.276774984891297,2.58770797933851,7.827414257425658,9.363079071044922,5.520970958053685,10.378859821378876,4.629173766087441
1969-03-01,12.28266544029361,2.5482019498234703,7.244710855081048,8.510775942551462,5.063858153713737,8.273963483504064,4.228011012947472
1969-04-01,8.306285201526078,2.610068377994356,5.58228761377469,6.239961950402511,4.184820849424715,4.701564966705797,4.074253827115915
1969-05-01,6.588839702918881,2.656295895576477,5.766552770641488,5.693296696010389,4.440002684380598,3.5010143882870057,4.3241575686600955
1969-06-01,5.481434650108462,2.000487915107182,5.0189950096775116,4.84490316165121,3.6480894513950224,3.1110978497124706,3.471376077972189
1969-07-01,4.6304321679912634,2.0687978182520186,4.749791051300479,4.254035416402314,3.894873941020601,2.7631804115414003,3.553742561897222
1969-08-01,4.873684781496642,1.7868363431521825,4.711321709861219,4.367680612363313,3.6804020025168254,2.985901041969734,3.141309223035826
1969-09-01,5.499916193915196,1.7810223358018058,4.5422013376800106,4.570405734212775,3.4362753485418427,3.347680111623181,3.089749987107994
1969-10-01,6.393009326497062,1.4016337337948028,4.500943002566485,4.873511038328472,3.145908550092369,4.0821778341896175,2.612973129662284
1969-11-01,9.028752905423524,2.133797818706149,6.331185891594686,6.666865160590723,4.6623270982389995,5.759003990054748,3.9370482855469637
1969-12-01,11.406631157046458,2.184059435412997,7.390114958857147,8.296690489116468,5.23080263927484,7.463746490873821,4.413959579746218
1970-01-01,15.719137817132669,2.6161613918486095,9.80645602857563,11.291817614906712,6.592249718441325,10.427007526931368,5.008059000446848
1970-02-01,14.01794777541864,2.5216920035226007,8.506107330322266,10.102883138154683,5.619340034047509,9.431844918839055,4.4369168525194596
1970-03-01,11.954955976517475,2.2964195836158026,7.08964509023747,8.525258930105911,4.711963416664464,8.03457442960591,3.743792102284675
1970-04-01,10.614913018023381,2.5465999330793108,6.335874678383411,7.384859574468512,4.4379152310122345,7.205522122160759,3.938571902087135
1970-05-01,7.827764651814445,2.4771715913500105,4.502532012026075,5.106406619674281,3.5438227805362383,5.948361955158451,3.5594981952305256
1970-06-01,6.955572034491867,2.4068694739114673,3.8729085049159093,4.426373149219312,3.3129077048818014,5.266090501775396,3.3797018719415592
1970-07-01,5.936421722662254,1.946990191936493,3.346720379842839,3.8228864732541536,2.8135765889647657,4.437818922527096,2.985429328723545
1970-08-01,6.070676397104733,1.8590356622423445,3.172374275368704,3.8529654866770695,2.6255685053053934,4.622614816062809,2.6687180038786282
1970-09-01,7.6614125830228215,1.3093697882833935,4.018245784329697,4.768752424340499,2.9600416778758833,6.080599275895351,2.514388961513547
1970-10-01,10.405344650393626,1.5668877533503942,5.458341517918547,6.4869802249105355,4.054868752789345,8.169796553300452,3.330273001733487
1970-11-01,11.422884268838851,2.0848740424428667,5.92889601076153,7.1439557953884725,4.298326012435233,8.917779378940404,3.7750842797495148
1970-12-01,10.63572344232778,2.0612735123861405,5.903798089900487,6.896535973799856,4.300124781906225,8.17816566309163,3.7693048045583013
1971-01-01,14.880505546194609,2.428058996087029,7.9098986907744075,9.589374692816483,5.341387402479816,11.108465145288973,4.243390229496642
1971-02-01,12.991916547056105,2.400963930856614,6.889248901689557,8.46834057255795,4.644781009406801,9.169025618795287,3.800200893931145
1971-03-01,9.837210373800309,2.369091127599989,6.185159884708029,7.105235677016409,4.342273845794095,6.0442679904285495,3.769375634019392
1971-04-01,7.732030993602315,2.5039288259687877,5.969231565233687,6.3253609757674365,4.418807120839501,4.234696299300911,4.053443365723547
1971-05-01,6.697797775268555,3.1859316996165687,5.614579059708286,5.742933561927394,4.743559345318253,3.601464706381368,4.605074520528751
1971-06-01,5.9437933515329835,2.931121133622669,5.814989519790864,5.300861910769814,5.004171808813787,3.306493240316915,4.904025836582601
1971-07-01,4.632328963670575,2.367855040800004,4.564052232554261,4.18239502530349,3.8746683460891624,2.6595074895750055,3.936946305045246
1971-08-01,4.629624671623355,2.4205701691763744,4.13285880021646,3.981690187203257,3.4756031765299995,2.763603141270771,3.4152932410692642
1971-09-01,5.555328189349566,1.8041336820239113,4.691283635690179,4.734321330723009,3.655488779590388,3.217811535059479,3.2243281385324294
1971-10-01,6.783341579749936,1.758692590963273,5.168062700352199,5.4921253731376245,3.81562117558376,3.9783445664638064,3.4114397355239756
1971-11-01,7.557972923654025,2.183298198949723,5.722908906533685,5.958498779096101,4.469720573182318,4.525549053528149,4.15336911695717
1971-12-01,8.207185541997191,2.15759270247959,6.387987271161147,6.58458063476964,4.629325259263348,4.912687953889679,3.9731526896901372
1972-01-01,9.545256661587075,2.039995789527893,6.928656470607704,7.409828587582237,4.85149902902591,5.77851799485597,4.024694957872376
1972-02-01,10.564809158200124,2.192920446395874,7.21213246735049,8.043156485808524,4.845196578153379,6.425130923177294,3.904979594432524
1972-03-01,9.82249095791676,2.3671377982412065,6.437827164018658,7.254527117076673,4.394781361719605,6.036539769543268,3.727006390146965
1972-04-01,9.01699652437304,2.1799249308449884,5.5688916797369306,6.330814173347071,3.9601157425315514,5.72212125353245,3.4751829439706174
1972-05-01,7.371433054814573,2.266319450877962,4.699956027554794,5.063745850010922,3.63651339415532,5.296019816028022,3.5095895293855315
1972-06-01,6.701100068014176,1.7692630489667258,3.7938677089315065,4.073999273149591,3.0591976870397093,5.6122251125197335,3.0714470974720305
1972-07-01,7.394029664211586,1.9039037681761244,3.627669979149187,4.357982309241044,2.8184669032977645,5.687160442530183,2.955857680661835
1972-08-01,9.061408433757844,1.1738687398887817,4.294768353583108,5.512584040039464,2.8938355719207958,6.673768394351623,2.215984964022671
1972-09-01,8.892718299490507,1.297079949151902,4.385576785450251,5.407019508512397,3.0842120480385553,6.605004028952801,2.5229086841109893
1972-10-01,11.282423676037398,1.572511735416594,5.792050462373545,7.045356223457738,4.089656301364777,8.505201586787566,3.2310496281533343
1972-11-01,14.187158522058706,1.9243728546869188,6.690456833637937,8.528948143908853,4.52377462083367,10.40213342775335,3.639780169855939
1972-12-01,13.363534505250025,1.9561172950835455,6.460840937117456,8.286722710258083,4.326743229179625,10.174359435244545,3.5641193389892574
1973-01-01,13.867270360227492,2.2252335434868225,7.657048735820072,9.378885909130698,5.153457829906682,9.072543425881184,4.255062124154863
1973-02-01,16.19086031053887,2.6212758961178007,8.91604289202623,11.245235016471462,5.676912046541833,10.297587498482027,4.41959913629685
1973-03-01,11.219095792926726,2.097800374031067,6.810399176369251,8.357002860621401,4.394401410582718,6.268168483991079,3.592582166629986
