,vws_u500-250_cluster1,vws_u500-250_cluster2,vws_u500-250_cluster3,vws_u500-250_cluster4,vws_u500-250_cluster5,vws_u500-250_cluster6,vws_u500-250_cluster7,vws_u500-250_cluster8,vws_u500-250_cluster9,vws_u500-250_cluster10,vws_u500-250_cluster11,vws_u500-250_cluster12
1965-01-01,16.797003129446132,27.858881175427094,21.37469889610106,19.409153182508934,40.004143559857944,51.830989699062165,9.751206813264485,15.17693502418591,18.13898493093947,13.203054325533802,25.580848608362075,23.310439138532594
1965-02-01,28.850522251766684,30.933942767356967,15.433022910429232,29.849579235085688,36.66973213818487,19.8064105093384,17.270861898124377,22.49455193285424,22.702355036881794,20.498561874305885,16.789105727824907,21.794158555168167
1965-03-01,24.25089099418757,28.978558890720034,12.569081602962616,25.529553592135727,46.6118118683441,12.100272105906557,15.262429953707851,21.970928115278006,27.463069787120475,16.758943585314494,11.66538614100283,30.356185528831464
1965-04-01,31.994511770518752,19.005776066887307,12.572116420002171,22.720137628671313,22.74748681403073,4.213272393992351,9.37044690049112,17.279210891011807,18.521257312861557,17.20054156043715,11.544564378778963,23.165284628325363
1965-05-01,28.602203140952412,17.138212239886368,9.04240433037642,15.811118529270964,12.13223660632239,-2.086175327017211,9.198714066912112,16.194335535690648,15.581274045295642,15.310411845950481,1.7000464367066332,16.278084209102392
1965-06-01,19.624344191939382,0.8428185976839296,7.645821648980441,10.172232162531488,7.582510208819389,5.766672466717344,5.457601236613709,9.705047706583995,11.812510383461067,8.988205597070065,-6.746468835628897,18.272307044807008
1965-07-01,25.173800117551487,1.8514360624087594,4.377924912419505,20.615027289524726,-0.8995246590420626,8.672458064692767,0.6673539798007373,1.731323297711889,5.909098224089008,8.460091419852224,0.09018029443711674,13.001886759017484
1965-08-01,10.833951056623444,-9.48720657755218,9.352354874984234,20.618617654642343,1.4625841269055444,-0.8951062578870295,3.1221038176293963,2.2072177950482685,6.913216531725438,2.2203354071056984,-10.50241507620029,18.054344541318045
1965-09-01,17.051362168692958,-2.5268732068417443,4.335017783355926,12.919655445214369,6.609661935226442,-10.741144955578665,3.9067516603113552,6.804654159414362,12.518396640741594,3.0074550198168803,-8.24687545119733,22.372823773649486
1965-10-01,19.447004658805085,12.031678333546795,7.990939783194706,11.944710720216317,7.810007598132466,-13.144817079534029,9.059851671680736,16.273416491816274,14.26135508133103,8.733734088777494,-1.1852132980264822,9.835404632912883
1965-11-01,21.12392101526202,11.317061636622928,14.561492510894562,26.675261884122897,27.540470285562243,-4.773811928887374,6.766040364598508,15.983614763511557,19.76657513428292,12.583732142782914,4.65433436978547,35.05634724219018
1965-12-01,34.63696474059112,11.596112857721726,13.25235196090839,29.438658128787463,21.41397587705502,18.69121315290956,10.259483987853564,20.337265701766118,27.172819555320352,13.444601189796138,7.330260825861172,26.46722631672006
1966-01-01,23.581879366851247,22.44916618900823,17.939951299348536,30.809567488685488,44.74310367067573,29.372353989498535,12.653145084407939,28.681393315753603,32.28276686332469,15.489648809285997,12.613241094825156,26.601194736365237
1966-02-01,30.352044729562966,17.56360332280174,16.807744345903934,43.75948501041898,34.3073715730594,16.828795739975188,12.5448809565748,26.24042390920469,27.458993578643522,19.28711171296174,11.479720658598488,23.95930561210964
1966-03-01,33.36442805114842,20.108789703804053,18.61031466964586,25.930765279566828,29.21385105488761,19.21914503426023,11.748844010666811,26.828753607910595,19.103098030762922,21.41359276734239,13.687986591652724,19.88919608094838
1966-04-01,37.11624810461362,18.394265083117034,11.908171133624753,20.246226799147106,23.519045176437857,17.01313203849795,8.973049537385362,22.748401492646583,20.13309082767573,19.52288890309263,10.586290718743388,20.091838538788686
1966-05-01,25.768442933564657,13.800052212217938,9.011286833131246,17.62991706772953,10.704792008153326,-4.656152611215412,12.33838193500352,13.735558143940992,18.83388922243622,13.640790869298591,-0.18366083109890818,16.032938413406033
1966-06-01,23.56248780120422,1.884564878159441,5.874586097071043,9.351277421374482,3.2875798324060304,-18.954039516935712,8.708436352489382,13.499528212380092,12.142313221817162,8.247763817103024,-8.450586112311862,18.394174378245857
1966-07-01,20.53471111916222,2.8680764240929686,3.069376430292306,18.485878187310956,1.7505857337217106,0.3232707074113578,6.494233358728916,0.5809740336553267,4.800821393568003,4.976952339718286,-1.4181645161813832,14.46369483453588
1966-08-01,11.91783942946697,2.9209486569558654,5.878203974711169,16.03331704278087,3.50606704394501,-11.413288368006212,7.586785851975119,-0.6238150053626506,6.8261113564261215,2.511352138581846,-6.820274810399333,21.134365657228102
