,zgu50_cluster1,zgu50_cluster2,zgu50_cluster3,zgu50_cluster4,zgu50_cluster5,zgu50_cluster6,zgu50_cluster7,zgu50_cluster8,zgu50_cluster9,zgu50_cluster10,zgu50_cluster11,zgu50_cluster12
1965-01-01,0.17923546,0.010754013,-0.24213143,0.014338684,0.4093094,-0.068761446,0.29036197,0.13165703,0.04920845,-0.08896599,-0.11568852,-0.19324875
1965-02-01,0.20041808,0.10786705,-0.2349617,0.00032577515,0.26266176,-0.18705674,0.14566974,0.23854637,-0.012383652,0.026396561,0.1417593,-0.061265945
1965-03-01,0.4774189,0.1385006,-0.16098633,-0.13230857,0.1818428,-0.20791359,-0.11080017,0.12155457,-0.13882618,0.039432146,0.09906845,-0.06387329
1965-04-01,0.035521317,0.038454056,-0.12057686,-0.026722336,0.07267189,-0.03910599,0.10167541,-0.0941803,0.018249512,0.07267189,0.098090746,-0.076582715
1965-05-01,0.0019550323,0.070064925,-0.07136841,-0.023463821,-0.014990616,0.03584709,0.03812828,0.007821274,-0.044319917,0.02216034,0.07397537,-0.041387178
1965-06-01,-0.023789216,0.02639618,-0.07299767,0.01173172,-0.028026199,0.01108017,0.03910599,-0.014012909,-0.008473205,-0.049534224,-0.01042862,-0.013361359
1965-07-01,-0.032262422,-0.028351594,0.004888153,0.012058258,0.038128663,0.025418853,0.051164247,-0.0671318,-0.01173172,-0.0029335022,0.0153160095,0.034217834
1965-08-01,-0.021834183,-0.03454361,-0.0029327392,-0.013361359,0.0065177917,0.01596756,0.02118225,-0.04920883,0.0042366027,0.009776687,0.034869384,0.012709809
1965-09-01,0.044319917,-0.0029327392,-0.06941299,0.00423584,-0.09906845,0.022485351,-0.015642548,-0.012057495,-0.026722718,0.11275558,0.017923737,-0.038453676
1965-10-01,-0.028351974,0.052793123,0.3053524,0.0019554137,0.22388192,-0.013687134,0.07071686,0.037802506,0.009450531,-0.24832305,-0.011405945,0.11796951
1965-11-01,0.28971022,0.032262422,0.0013034821,-0.023137664,0.08212261,-0.006843567,-0.031936456,-0.15414277,-0.041387178,0.2610325,-0.025418853,0.17923585
1965-12-01,-0.010754394,0.057029344,-0.08994369,-0.023138428,0.063547514,-0.0065177917,0.20856532,0.2740677,-0.045949556,0.18249436,0.017923737,0.09972038
