,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6,zgv600_cluster7,zgv600_cluster8,zgv600_cluster9,zgv600_cluster10,zgv600_cluster11,zgv600_cluster12
1965-01-01,0.21148977,0.025019694,0.14275923,0.0946331,0.16424675,-0.23945284,-0.2772767,-0.7879721,0.14526114,0.010743713,0.6415335,0.17337151
1965-02-01,-0.67759126,0.011479592,-0.92307824,0.5561724,-0.10817318,-0.7291024,0.608125,0.20898771,0.33246714,0.47346026,-0.3623435,-0.1296607
1965-03-01,0.176315,0.054748893,-0.0069171907,-0.29552633,0.2734502,0.61092126,-0.09507465,-0.81313896,0.13937423,0.030906677,0.020162916,-0.077119425
1965-04-01,0.55587804,-0.018543983,0.2896394,-0.40752617,0.6316728,0.50112903,-0.65860575,-0.26403087,-0.6251971,0.28007308,-0.027815973,-0.4466746
1965-05-01,0.5916414,-0.16468823,-0.44873506,-0.35042244,1.2169857,0.16071454,-0.5629423,-0.5907583,-0.44711614,0.6465375,0.2512268,-0.7274834
1965-06-01,-0.28537127,0.044741057,-0.053718757,-0.12612852,1.1222054,0.61548364,-0.5333603,-0.5404246,-0.7666318,0.24445681,-0.008388901,0.39707673
1965-07-01,0.19294572,-0.021487474,0.6561038,0.03870692,0.21929002,0.51893723,-0.30244356,-0.095221855,-0.3944276,-0.03561622,-0.30244356,0.46433544
1965-08-01,-0.047242977,-0.04915626,0.20987079,0.20516118,0.32319516,0.191474,-0.09433885,0.22709021,-0.060930204,-0.022517705,-0.17837544,-0.29331872
1965-09-01,-0.1301022,-0.015894841,-0.20457248,-0.4340175,0.841838,0.444614,-0.30641723,-0.42945513,-0.3620492,0.23680374,0.4921515,-0.34777325
1965-10-01,0.30523986,0.031789683,-0.6384429,0.79371196,0.024430942,-0.27492192,-0.17808108,-0.12347927,-0.0076530455,0.02825749,-0.49112114,0.3183384
1965-11-01,-0.4728716,0.17881696,0.35984161,-0.457271,0.18367366,0.26932925,-0.37647226,0.86980116,-0.1801416,-0.23680373,0.38338953,0.11288281
1965-12-01,-0.1608617,0.09271991,-0.07064376,-0.12863044,0.7348422,0.3367352,-0.4142961,0.32466692,-0.464777,0.27403885,0.3577811,-0.050627995
1966-01-01,-0.020253371,0.048897408,-0.5633328,-0.25736234,0.3307084,-0.021265984,0.045570087,-0.109946825,-0.04296608,0.33056372,-0.049620748,0.2602557
1966-02-01,0.33331257,0.050778054,-0.28557238,0.12238817,0.007956696,-0.6019589,0.116456844,-0.15739755,0.3942172,0.4648146,-0.57490605,-0.065100096
1966-03-01,0.30495772,-0.014322018,-0.14394352,0.16969423,0.09186349,-0.15797624,-0.5511807,-0.20788622,-0.18705425,0.22539096,-0.18502888,0.30900842
1966-04-01,-0.26083428,0.008101344,-0.7567524,0.34155846,0.27877307,-0.6677823,-0.14090553,0.74474514,-0.22423366,0.5529167,-0.16781357,0.013743353
1966-05-01,0.43891925,-0.062496066,0.78163517,-0.075226784,0.40202922,1.0076048,-0.93064195,-0.59168744,-0.23537302,-0.4804387,0.00868001,0.7441663
1966-06-01,-0.061917424,-0.058590077,0.15609555,-0.32506648,0.9811306,0.19775963,-0.6165702,-0.15146618,-0.052224733,0.064376734,-0.006654692,0.5059
1966-07-01,-0.062206723,-0.038770724,0.70525104,-0.37714657,0.052080058,0.89404124,-0.21468568,0.08578739,0.3973999,-0.17186423,0.50156003,0.111682795
1966-08-01,0.12195418,-0.034864713,0.4778346,-0.031248044,0.17099623,0.18951356,-0.10850017,-0.14162883,0.0746481,0.17577021,-0.23884502,0.19153893
1966-09-01,0.40535656,-0.002893305,0.14640284,-0.02387004,0.40622458,0.85917646,-0.72709566,-0.4554113,-0.10546203,-0.03356271,0.0666914,0.2767477
1966-10-01,-0.07566075,0.026474047,-0.6381255,0.24853769,0.7359203,-0.11558881,-0.7133523,-0.4218486,-0.027486706,0.17851886,-0.088825464,0.16709022
1966-11-01,0.022278786,0.011573315,0.32550046,-0.58792615,0.07638411,0.45627928,-0.4842,0.3288277,-0.22900763,-0.26329368,0.19602358,0.17316628
