,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10
1965-01-01,0.0051473975,0.04895866,0.05904472,-0.2055037,0.03356695,0.038715005,0.062301636,0.014182806,0.0025208592,0.0043069124
1965-02-01,0.015548646,-0.030468881,0.016809404,0.031623244,0.0358783,0.031623244,0.014813185,-0.008668363,-0.09203577,0.047487795
1965-03-01,0.020171404,0.0026258826,0.05510485,-0.14645839,0.020434082,0.034039736,0.047540307,0.0028360486,-0.21175498,0.0027834773
1965-04-01,-0.009666443,0.0057777762,0.08940786,0.049483955,0.027841032,0.027315676,0.06350988,-0.021853745,-0.18743289,-0.026529074
1965-05-01,0.008509457,0.055892825,0.038399816,0.06650418,0.005935371,-0.00073611736,-0.07653898,-0.11110467,-0.41069156,0.023533404
1965-06-01,-0.00089371204,-0.05899352,0.038977683,0.054159284,0.034407437,0.0004196167,0.00020945072,-0.042656183,-0.214329,-0.004150629
1965-07-01,-0.048014402,0.023270786,0.06172383,-0.04055494,0.034985304,-0.0025746822,0.025582135,-0.016495526,-0.32947797,0.0063031316
1965-08-01,-0.025846124,0.02742076,0.045123875,-0.022536635,0.031045437,0.00556767,0.013604999,0.006880939,-0.37628347,0.01129359
1965-09-01,0.009139836,0.024268866,0.03277898,-0.048749864,0.04528147,0.014025211,0.015180945,0.012029052,-0.40932578,-0.01360631
1965-10-01,0.021957457,-0.010401905,-0.037245452,0.035668194,0.03283149,0.0017853975,0.029574573,0.021852434,-0.49090713,-0.026686668
1965-11-01,0.021589756,0.04191941,0.004096806,-0.43984658,0.032936573,-0.0033626556,-0.047173917,-0.0063569546,-0.3193919,0.022640407
1965-12-01,0.02847141,0.020223975,0.050061822,-0.43806046,0.04827577,0.020118892,0.007826507,-0.007617712,-0.30846536,-0.04754162
1966-01-01,0.034909606,0.011429906,-0.040635824,-0.2741109,0.029256225,0.0104724765,0.014484525,0.0006246567,-0.37723935,-0.022855043
