,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10
1965-01-01,1.0011292,-18.68991,-4.7309265,1.022583,-1.7047424,-5.2713013,-6.6763916,-0.67337036,2.2485352,0.7451782
1965-02-01,0.41497803,-20.38675,-5.4248657,1.1579285,0.05621338,-6.7396545,-7.6183167,-1.5214844,2.5270996,0.33963013
1965-03-01,0.35168457,-21.675995,-5.68573,2.200348,1.3895264,-7.281433,-8.426056,-2.0213623,3.288086,0.17108154
1965-04-01,0.7337036,-21.697632,-6.144989,2.8981934,0.9048462,-7.152893,-8.391327,-1.9107971,2.9760437,0.56903076
1965-05-01,1.0295715,-17.114685,-4.996399,2.6487122,0.5949707,-5.270813,-7.2232666,-1.2776184,2.7574768,1.0375366
1965-06-01,1.4571533,-10.427643,-3.307434,2.529419,0.39285278,-3.3678284,-4.4420776,-0.3131714,1.68219,2.618225
1965-07-01,1.9934692,-4.6986084,-1.7836914,2.1676025,-0.44995117,-1.3206482,-1.3695374,0.90670776,0.9426575,3.2778015
1965-08-01,2.8377075,-2.9542542,-1.2797241,1.9186096,-2.3205566,0.45266724,0.7505493,1.5858154,0.49856567,3.861084
1965-09-01,3.1582947,-5.717743,-1.1627197,1.6464233,-2.5438538,-0.55648804,-0.2975464,2.4083252,0.25582886,3.4142456
1965-10-01,2.7180176,-10.451599,-1.3450317,1.6751709,-1.4438477,-1.8450012,-1.7846375,1.4865723,0.82543945,3.0523071
1965-11-01,2.4794922,-13.995239,-2.7042236,1.3917542,-2.2531738,-3.9206848,-3.7166138,0.61886597,1.2979431,1.9336243
1965-12-01,2.0933228,-17.235962,-4.01297,1.6547546,-1.9807129,-5.061798,-5.075775,-0.23382568,1.7944641,1.1936951
1966-01-01,1.2621765,-19.701294,-5.018799,1.8875122,-1.0237732,-6.2805176,-7.0919495,-1.1372375,2.4588623,0.59552
1966-02-01,0.7363281,-21.534271,-5.1054077,1.6853943,-0.31866455,-7.4660034,-8.448364,-1.6358643,2.4655457,-0.3680725
1966-03-01,0.8526306,-22.099762,-5.523651,2.2843323,-0.76464844,-7.6260376,-9.104645,-1.7520447,3.0886536,-0.5422363
1966-04-01,1.0978699,-21.242828,-5.1790466,2.3843384,-1.7816162,-7.0222473,-9.191223,-1.4412231,3.4241943,0.25421143
1966-05-01,1.3388367,-18.61908,-4.4746704,1.9308777,-2.6350098,-6.023346,-7.140869,-0.8124695,3.2490845,1.4452515
1966-06-01,1.8858032,-11.276764,-3.7587585,1.6296082,-2.3684387,-4.4425964,-3.8772888,0.17974854,2.1727295,2.4863892
1966-07-01,2.47052,-4.2128906,-2.8018494,1.5169067,-2.6036682,-2.3278198,-1.1452637,0.9364624,1.3918457,3.3303528
1966-08-01,3.1081848,-3.396698,-1.456665,1.5121155,-3.6322021,-0.8136902,0.493927,2.1419678,0.68707275,4.0855103
1966-09-01,3.3380127,-5.1860657,-0.6217041,1.4786682,-4.1805115,-0.17440796,-0.65701294,2.467102,0.30215454,4.046051
1966-10-01,3.0534668,-9.623474,-1.2148743,1.2158203,-3.7882996,-1.4962769,-1.7120972,1.8466797,0.8728943,3.4382324
1966-11-01,2.9327698,-13.151154,-2.4031677,0.9992981,-4.267517,-3.8025818,-3.9745178,1.3018799,2.1380005,1.9004822
1966-12-01,2.4353027,-15.387939,-4.1850586,0.7000122,-3.6994324,-5.5522156,-5.3752136,0.14025879,2.801422,0.53411865
1967-01-01,1.6018677,-17.641327,-5.0651245,0.76297,-2.3200989,-6.3276978,-7.1655884,-0.75250244,2.9350586,0.19354248
1967-02-01,0.77401733,-19.540436,-5.4742737,1.1546326,-0.48205566,-6.5961304,-7.7730713,-1.9720154,2.988678,-0.21261597
1967-03-01,0.8157654,-20.444733,-6.048523,1.7818604,0.21026611,-6.7972717,-7.914612,-2.4831543,3.037445,-0.046661377
1967-04-01,1.144928,-21.506378,-5.6482544,2.2232056,-0.77020264,-6.3774414,-8.546509,-1.5279541,3.2083435,0.2925415
1967-05-01,1.469574,-19.325165,-5.3075867,2.2548523,-1.8714294,-6.015747,-6.5566406,-1.5393982,2.8648682,1.1570435
1967-06-01,1.9969177,-11.996124,-3.9578857,1.6974182,-2.7528992,-3.8066406,-4.3204956,-0.32992554,1.7605286,2.6564941
1967-07-01,2.6096497,-4.730438,-2.4882507,1.1006775,-4.113434,-1.6308289,-0.7393799,1.0390625,0.9123535,3.8361816
1967-08-01,3.0317993,-3.5365295,-1.3409119,0.74954224,-5.006958,-0.22756958,1.7401733,1.423645,0.16107178,4.1421204
1967-09-01,3.4090576,-6.9950867,-0.58602905,1.2579956,-5.45105,0.20025635,0.6164551,1.9251099,0.1116333,3.6965332
1967-10-01,3.2304077,-9.556671,-0.7596741,0.8674927,-4.327057,-0.5984192,-1.5224304,1.9472961,0.497406,2.8642883
1967-11-01,2.559845,-13.307312,-2.2460938,0.8595276,-3.9629211,-2.838562,-2.839569,1.1740417,1.388916,1.9863892
1967-12-01,2.0863342,-15.802155,-3.7087097,0.85580444,-4.2155457,-4.877655,-4.8676453,0.23477173,1.8374023,1.5559387
1968-01-01,1.3320007,-18.776398,-4.679016,0.8057251,-3.2297974,-5.814636,-6.9319763,-0.8517151,2.484436,0.90515137
1968-02-01,0.90042114,-20.546906,-5.438507,1.3084717,-0.8865967,-6.4737244,-7.3215027,-1.3896179,2.6924133,0.101623535
1968-03-01,1.0594482,-21.644684,-5.645996,1.6326904,-0.86361694,-6.5541077,-7.654602,-1.5610046,2.9048462,-0.38827515
1968-04-01,1.3515625,-19.856354,-5.695648,2.1315918,-1.0126648,-6.398468,-7.9579773,-1.4316101,3.179657,0.072021484
1968-05-01,1.6987,-15.995026,-4.9197083,1.976654,-2.7538147,-5.3544617,-7.5713196,-1.3590088,3.0717163,1.2911377
1968-06-01,1.9389343,-9.851074,-3.87323,1.4245605,-3.6358032,-3.6417542,-5.6459045,-0.7932739,2.4360352,2.410797
1968-07-01,2.0140991,-4.902069,-2.3641968,1.6515503,-3.853485,-1.8824463,-2.5620422,0.50701904,1.7756958,3.4252014
1968-08-01,2.5693054,-2.9317627,-0.8623047,1.7012634,-3.6083984,0.0017700195,-1.1477051,1.5701904,1.0181885,4.1278076
