,r850_cluster1,r850_cluster2,r850_cluster3,r850_cluster4,r850_cluster5,r850_cluster6,r850_cluster7,r850_cluster8,r850_cluster9,r850_cluster10
1965-01-01,69.7963,66.61526,74.481064,87.53942,67.44737,56.45129,22.657139,50.41516,65.13284,90.41252
1965-02-01,58.700302,66.5612,77.79479,87.44114,68.80857,55.13268,19.228748,51.239086,72.00109,90.19139
1965-03-01,50.121952,64.37771,72.93313,89.390396,39.546844,45.46176,13.896965,69.054276,62.32526,87.05948
1965-04-01,53.18834,69.149284,71.72918,88.07834,40.91296,43.33233,15.9051895,56.54466,62.590622,76.25177
1965-05-01,34.929245,75.81442,58.931267,88.753204,36.66883,26.847214,15.372829,66.5399,60.45791,83.04959
1965-06-01,51.206326,65.50958,67.86671,88.77777,22.131332,31.595858,27.012655,69.897865,57.986122,88.28145
1965-07-01,77.71126,65.49812,66.656204,89.22168,24.447504,25.312382,28.791553,74.87091,63.344112,88.3011
1965-08-01,75.95201,60.744564,72.610435,89.44772,29.659708,23.6203,44.170998,68.78728,69.85364,89.86542
1965-09-01,74.48926,68.517006,72.546555,87.909615,53.455338,44.26764,47.971222,70.8987,63.350666,84.291214
1965-10-01,79.69655,69.30162,72.26645,90.50426,66.06651,71.8078,45.623928,46.98349,57.550407,80.63677
1965-11-01,63.66189,66.41214,70.34177,89.09064,67.609535,59.923912,30.116718,53.052383,63.186863,80.84316
1965-12-01,69.83398,73.5867,79.04788,88.179886,41.035812,48.67885,11.276123,43.527252,62.497253,92.14228
1966-01-01,43.333252,63.889324,77.018814,89.24542,44.83531,53.885433,6.814289,59.4012,74.4136,93.60879
1966-02-01,44.674435,77.99721,74.1099,87.38057,32.265606,49.292244,10.997078,58.966175,75.60704,92.42191
1966-03-01,49.454765,66.1892,71.29949,90.07115,44.180313,33.21773,16.457027,48.784992,62.35607,88.15212
1966-04-01,32.541393,69.87294,66.47156,90.82957,32.153976,42.84077,15.197926,62.247726,60.79984,83.30449
1966-05-01,57.876156,62.17714,55.03455,89.85281,42.264572,36.15455,21.232433,69.84668,50.36421,70.94162
1966-06-01,64.220924,61.686302,57.751392,89.74776,27.301416,40.92831,18.321884,61.917767,48.131638,58.78724
1966-07-01,81.469185,52.467094,61.51229,90.57676,14.411598,23.671846,20.121075,73.20538,64.77579,79.65029
1966-08-01,78.7113,61.0904,67.24803,90.95761,22.402893,24.184025,36.34333,72.63083,65.31587,83.836365
1966-09-01,72.17938,64.0108,70.91371,88.47223,38.626793,45.413155,40.71162,73.74547,69.23929,77.34549
1966-10-01,77.68858,71.878975,75.510185,89.97758,56.969994,57.908985,42.450073,49.650116,67.602615,66.62586
1966-11-01,72.05955,70.20947,74.95861,90.3338,67.55173,56.09995,30.082281,57.022526,75.26395,89.50808
1966-12-01,64.79549,69.72356,76.94658,89.155136,65.1435,42.372917,19.576061,55.614033,72.089096,85.91791
1967-01-01,63.98775,70.733925,75.24545,88.86618,32.621574,41.264587,8.249874,46.573357,73.034454,93.17163
1967-02-01,71.418,66.34908,69.858986,86.29709,51.598366,55.111645,24.949785,45.978806,61.687225,89.746185
1967-03-01,50.883884,65.90823,70.98222,84.29553,32.130054,40.119392,15.438591,47.629032,51.782475,79.696175
1967-04-01,52.589855,73.194916,76.09,90.641396,69.49414,53.735046,19.568386,59.614727,69.34044,84.63841
1967-05-01,49.791054,69.66981,65.71736,90.48262,58.76681,47.55809,17.337112,49.389053,66.0214,85.34952
1967-06-01,54.55594,69.006,70.16978,89.53505,22.661087,40.082233,22.125648,72.031136,59.1401,62.3257
1967-07-01,69.35733,57.792213,60.5471,88.19223,14.876125,15.999363,23.137405,70.63765,59.00328,86.18054
1967-08-01,72.75744,64.36779,63.798573,90.295135,26.035864,18.828568,37.146614,72.04465,62.582436,87.64497
1967-09-01,81.21803,66.61258,71.75075,90.5164,38.91339,41.006157,44.635986,70.352196,70.988976,84.525246
1967-10-01,78.996895,71.20518,71.00587,90.72078,60.224483,57.65371,39.50457,49.70153,70.5988,79.336395
1967-11-01,77.21829,74.75055,74.157684,91.6616,73.50739,69.61745,39.423492,45.933197,77.47841,88.298645
1967-12-01,64.30192,68.91141,77.115265,89.51816,54.07962,52.28413,22.934715,58.341164,69.90628,92.17508
1968-01-01,62.059895,70.43454,80.030846,83.37717,55.170895,37.987022,11.610847,60.03826,76.21454,93.309875
1968-02-01,59.721176,70.535934,75.15704,84.19483,60.32316,68.261604,30.402685,49.767536,70.7146,92.0367
1968-03-01,56.854515,70.743576,67.45682,86.923065,67.94452,66.01302,17.841526,54.41278,70.516624,85.41972
1968-04-01,59.36385,62.650608,67.42301,87.59104,53.319878,57.08951,21.50493,58.681385,78.19754,81.80299
1968-05-01,44.69092,70.745186,59.370285,89.783295,46.860634,41.40899,18.90868,60.772232,56.395782,65.19374
1968-06-01,57.384064,65.69432,62.29972,88.15118,31.598602,30.732649,23.80341,67.36024,56.347496,62.970917
1968-07-01,71.33107,63.838478,69.019714,89.87825,15.221134,21.89123,29.300123,70.41039,59.294636,85.57745
1968-08-01,74.33777,65.9261,62.243385,89.421135,36.799156,34.83547,31.123777,68.68492,66.06614,81.1318
1968-09-01,76.58796,64.733406,72.86661,89.38089,30.904875,37.829285,32.45651,60.031822,70.888435,85.51469
1968-10-01,65.67823,70.11423,71.533875,90.679825,38.57935,43.036274,23.972416,50.48541,74.25407,69.08893
1968-11-01,66.85483,74.8303,74.09955,90.37401,73.911224,64.493576,32.232777,56.25575,71.28117,89.569214
1968-12-01,64.70926,73.42996,78.48404,88.39261,69.54443,65.57843,22.34513,45.869133,67.33932,93.61892
1969-01-01,61.138424,73.69377,77.109604,86.55996,62.111034,54.510643,28.15995,52.52866,73.635284,91.96947
1969-02-01,40.13374,73.86757,79.40075,87.519196,70.88791,74.629616,25.944006,50.39627,71.70343,91.95443
1969-03-01,34.6156,67.70938,70.722466,88.70572,45.693657,60.279453,18.29181,55.680447,65.63382,89.74851
1969-04-01,52.612217,76.7854,55.50498,86.9109,55.650368,58.145393,24.88951,56.577854,63.79054,90.5022
1969-05-01,53.900673,73.35286,60.4215,87.001144,56.993973,46.45403,16.309826,64.27183,61.300526,91.90262
1969-06-01,58.419464,72.55405,74.68643,88.15591,34.87463,43.049896,21.92823,59.91013,65.05225,85.80961
1969-07-01,65.79592,62.563915,64.425575,89.5463,22.578308,27.987822,25.664923,72.3251,59.95358,84.67992
1969-08-01,80.65244,58.564854,63.79388,89.16695,22.717014,36.78308,39.558865,66.820335,65.329666,87.07133
1969-09-01,79.00302,72.326775,72.36186,90.3401,47.8344,52.242893,37.99968,67.44033,74.70649,77.81818
1969-10-01,72.29669,69.18167,78.304474,85.08266,62.996742,57.71758,47.4751,53.875607,69.56102,58.451214
1969-11-01,69.64291,69.64959,78.29946,91.05869,64.833336,60.545166,29.080753,48.62485,75.284706,83.57027
1969-12-01,63.076958,76.24896,75.804436,90.75955,73.39965,55.825836,33.198467,54.428757,73.40466,91.740524
1970-01-01,62.461117,69.269554,75.75196,88.91702,47.881077,59.611305,18.14838,50.747437,73.66508,92.049835
1970-02-01,59.831413,71.33658,76.212036,87.167755,59.74867,39.045338,17.00647,51.78012,61.054417,90.671265
1970-03-01,43.38791,61.029594,65.900085,90.86986,72.57944,61.44829,21.655205,60.751564,75.77182,79.022125
1970-04-01,37.723038,66.69777,67.12475,92.23685,27.05859,41.549267,17.4351,60.066418,59.89927,87.834694
1970-05-01,51.46899,72.384155,61.195087,91.129684,31.598097,42.75241,17.354008,64.092896,65.20832,72.61088
1970-06-01,59.104897,65.22322,66.911255,91.06514,34.21125,47.434242,18.43303,71.558334,56.526493,85.87028
1970-07-01,79.02709,53.224884,69.36885,90.38992,13.94648,20.308079,22.184784,70.96918,60.69695,81.9249
1970-08-01,76.306366,63.103233,66.83182,91.52356,22.755741,29.665125,33.891846,76.298096,64.59103,79.460686
1970-09-01,72.57116,70.98904,69.68329,88.06639,42.17649,33.790894,34.618366,71.26541,72.246796,79.98862
1970-10-01,66.25755,70.27576,76.941864,92.35434,56.071384,47.194275,31.202566,57.597244,74.06226,72.06972
1970-11-01,73.58233,73.93483,74.72259,89.20333,67.23563,57.041183,27.907576,50.841766,70.123505,83.97702
1970-12-01,54.31549,61.80907,78.0755,91.88434,66.96256,55.18599,22.004395,57.06435,71.57323,88.14914
1971-01-01,61.783134,69.08113,79.91571,88.77913,42.49424,57.19505,16.761066,48.235264,71.15879,92.67749
1971-02-01,53.99827,72.4233,74.55843,88.55092,70.05488,50.284184,19.73301,56.04211,67.43456,89.014114
1971-03-01,53.401512,69.73537,71.615234,89.91179,64.75339,64.462616,18.782932,49.687428,62.05362,86.44114
