,vws_u600-250_cluster1,vws_u600-250_cluster2,vws_u600-250_cluster3,vws_u600-250_cluster4,vws_u600-250_cluster5,vws_u600-250_cluster6,vws_u600-250_cluster7,vws_u600-250_cluster8,vws_u600-250_cluster9,vws_u600-250_cluster10
1965-01-01,30.47948181111012,19.208291740030067,12.293782629928563,12.989700360672051,23.093389303090675,31.56089589044767,21.905563757116692,38.80546955807608,20.7431598150884,40.416729314715866
1965-02-01,29.076052020954908,32.50453965256071,12.58859278008546,16.075777488858765,27.81633869584633,19.063675089551122,27.843458673426515,38.39903204635174,12.312155058856291,54.29067156972121
1965-03-01,25.20774842745475,27.108621806079274,12.974571017769195,21.53464447022074,23.04226337002643,10.29176567304369,29.945807068516302,49.73480435775134,21.011335902119605,37.88922964165989
1965-04-01,32.78794847179349,16.311654282553047,7.029086225261974,7.970084984140828,24.790013562162205,8.699850025154246,21.897336498765796,33.830192767004185,13.425591737849539,49.408834918591275
1965-05-01,22.956255117291494,18.330892315353548,9.583330799213996,8.20686824322357,21.561887417715237,2.0942909967236853,16.783602879768107,19.38666649417087,12.829963509751426,38.75321282595666
1965-06-01,12.670468663399147,18.834896295970957,9.326761196074079,4.810270309417489,12.85937335787708,3.4483951824770984,6.575554423330527,14.200976956316103,2.6274702748456678,27.574500857087838
1965-07-01,11.646216939342278,16.90514542133582,7.5456360082781,2.448614790928025,12.44394890547529,8.933848528972446,-2.027169578455547,9.539554627487535,-2.532061164535694,11.739797612137904
1965-08-01,7.9326178909186496,13.446794362466182,2.8131084917435683,2.876244148096606,11.347262544243744,1.4570860957405152,-0.8050802394190695,12.460735191775324,-5.376565416533473,16.989798160745913
1965-09-01,11.644677011441603,12.329565549298936,5.05582819333473,4.349170583712998,6.00502552315523,-2.4657800541835235,4.508090487254997,19.695904292877394,-0.5294141896013876,28.483598295831605
1965-10-01,15.20141990114105,13.04783000739866,6.897198417864134,8.296585308615501,8.40602948324196,-2.2933671226447805,16.79415789754367,25.66289667171755,7.081797395932945,23.928232399956585
1965-11-01,21.628122651955838,20.254044546486092,9.150164068075505,14.266709586979642,22.797562324927853,4.954802942951932,22.337706897901274,37.00767322757235,14.22011596032938,36.79114463974528
1965-12-01,22.106183861792545,11.975583516600627,14.83631259773941,11.985102420539556,20.618406875956566,11.079021949411345,25.285574736659807,41.765615413419845,18.834864371706022,36.82096993528033
1966-01-01,21.49900931393332,21.240085504356678,12.58966948490353,24.0211392155219,23.00991531351101,17.612723866221184,35.121241896715574,48.25856892749557,25.850817919868042,24.986760307085
1966-02-01,18.848091228425815,31.823564477557305,10.59179378042853,27.74995128660599,26.882250293733993,12.969463347345245,34.09811087147659,45.872248446579334,20.660625653495998,27.183937524283785
1966-03-01,29.48454607798852,31.84379320555658,9.333082543792473,12.046455876176536,37.60699480983352,14.288814378414088,33.977881631872926,26.006511353656553,15.506471441890504,59.631924048651356
1966-04-01,22.19726676485609,25.20572878017858,8.403539337010795,21.65825185721291,26.283716563333478,11.12646969344926,27.025416249175812,33.65779838143691,14.090737680054131,28.941632925009884
1966-05-01,23.947196538056094,26.1594851325103,7.779092322481329,4.579275816717724,19.996075975665324,2.3846964802981043,13.613030022395023,27.585412934912664,8.93888351694668,48.114671920725456
1966-06-01,16.347646599224348,21.32825278679164,3.1304743870086997,5.416830351298598,12.342065309113584,-7.671776170099944,11.871653804589378,14.740674544054983,4.525234844936783,23.42995842191528
1966-07-01,13.070969118328579,19.05444276325848,2.9060812155196536,7.03518858990978,8.73968907615092,1.7346920369141534,-0.8793893077091322,9.210359316387967,0.625452227267676,11.412677055922064
1966-08-01,8.97401341117264,10.36484584621602,-0.1048952657808726,2.8786006338253425,7.5052304871627555,-0.37390951436268,-0.46136778939546425,13.520208574347288,-6.118443971756135,13.461719056103211
1966-09-01,10.154865206314014,11.79752233096367,2.503730600207187,6.971860016901888,2.634417967605249,-2.081162325203613,7.782030449426722,25.041435454754886,-3.8231971575793575,26.45604908531282
1966-10-01,12.88175754375064,14.745369286290885,6.522509622991999,10.151906334450432,4.812403127976215,-3.121921980594375,12.925637274146288,31.96777385473501,2.909933353884006,27.928592144437758
1966-11-01,16.386657408444382,26.733403525005492,8.10160762501849,13.478428178391257,21.364092124160628,11.903260544730259,20.276041544427542,31.264235074825535,14.89496104680558,29.378225637160998
1966-12-01,26.005709043121175,17.87896226113534,9.105635361387316,8.495204500236273,28.68778326432049,14.693496943291198,26.495193092165938,33.41579534400333,15.03809071059611,50.91229185620961
