,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10
1965-01-01,43.78093215059643,111.62231151874248,35.24040494646344,65.61925888061523,342.1648297991071,54.432212605195886,44.16426725165788,43.374248787208835,70.86067701640881,24.16840779412653
1965-02-01,43.392088393534515,104.09349294809195,34.461062295096255,67.36794948577881,364.151736668178,51.51730144725126,42.4863105596498,42.7872481169524,72.26930417512592,23.75406874823816
1965-03-01,43.39355437223576,98.19862659160907,34.55832004547119,68.94793033599854,381.2762941632952,50.90527814977309,41.30665978720022,42.79850500601309,74.47935907464279,23.716354370117188
1965-04-01,44.085108544215686,107.06655062161958,35.01884256090436,71.0360050201416,381.93727220807756,53.15587099860696,42.24927591723065,42.969445829038264,74.86366472746197,24.701232516888492
1965-05-01,44.64335638629504,131.61022479717548,36.80748258318219,71.44147396087646,377.5961739676339,57.36052569221047,45.29852756234103,44.40820128829391,74.20304950914885,25.768633970280284
1965-06-01,45.13723988178348,159.25901853121243,39.11553110395159,70.79470634460449,369.00896344866067,62.14063307818244,51.21010625085165,45.71325514051649,70.26874140689247,27.63491365098462
1965-07-01,44.918733391880004,184.30777329664963,40.99102020263671,69.58297729492188,363.9939989362444,67.58522706873276,57.59528404058412,47.292115953233505,67.05727326242547,28.748292038121175
1965-08-01,45.25964752701689,196.09851837158203,42.20967633383614,69.05607223510742,343.8155310494559,71.9576779533835,61.526396108228106,48.27788317645037,66.24340258146587,29.31275515212226
1965-09-01,46.06432954141916,183.89971806452823,42.31995855058942,68.65355014801025,335.8728408813476,70.3208698945887,59.327387255291605,49.39377749407733,67.33142953169973,29.1335764619493
1965-10-01,46.20297329484924,159.8364023061899,41.95893832615443,68.72808933258057,349.35594286237443,65.80725277171415,55.17575020013854,49.5835092332628,69.34905303151984,28.184715742917405
1965-11-01,45.5812438460421,140.2837459857647,39.77068151746477,68.37692737579346,346.6055188860212,60.04548353307387,51.02228120315907,48.728610851146556,70.68485962717156,26.866960033927995
1965-12-01,44.948322516827545,122.93089353121243,37.50346047537667,68.21154117584229,344.2614419119698,56.493809643913714,47.97672892725745,46.29754666928891,70.94298914859169,25.501432123872423
