,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10
1965-01-01,26.425812,6.7347717,20.693756,26.447266,23.71994,20.153381,18.748291,24.751312,27.673218,26.16986
1965-02-01,26.097504,5.2957764,20.25766,26.840454,25.738739,18.942871,18.064209,24.161041,28.209625,26.022156
1965-03-01,26.13092,4.103241,20.093506,27.979584,27.168762,18.497803,17.35318,23.757874,29.067322,25.950317
1965-04-01,26.878387,4.447052,19.999695,29.042877,27.04953,18.99179,17.753357,24.233887,29.120728,26.713715
1965-05-01,27.07248,8.928223,21.046509,28.69162,26.637878,20.772095,18.819641,24.76529,28.800385,27.080444
1965-06-01,27.197723,15.312927,22.433136,28.269989,26.133423,22.372742,21.298492,25.427399,27.42276,28.358795
1965-07-01,27.464172,20.772095,23.687012,27.638306,25.020752,24.150055,24.101166,26.37741,26.41336,28.748505
1965-08-01,28.22757,22.435608,24.110138,27.308472,23.069305,25.84253,26.140411,26.975677,25.888428,29.250946
1965-09-01,28.628754,19.752716,24.30774,27.116882,22.926605,24.91397,25.172913,27.878784,25.726288,28.884705
1965-10-01,28.382263,15.2126465,24.319214,27.339417,24.220398,23.819244,23.879608,27.150818,26.489685,28.716553
1965-11-01,28.268982,11.7942505,23.085266,27.181244,23.536316,21.868805,22.072876,26.408356,27.087433,27.723114
1965-12-01,27.869812,8.540527,21.76352,27.431244,23.795776,20.714691,20.700714,25.542664,27.570953,26.970184
1966-01-01,27.105438,6.141968,20.824463,27.730774,24.819489,19.562744,18.751312,24.706024,28.302124,26.438782
1966-02-01,26.729248,4.4586487,20.887512,27.678314,25.674255,18.526917,17.544556,24.357056,28.458466,25.624847
1966-03-01,26.91684,3.964447,20.540558,28.348541,25.29956,18.438171,16.959564,24.312164,29.152863,25.521973
1966-04-01,27.374725,5.034027,21.097809,28.661194,24.49524,19.254608,17.085632,24.835632,29.70105,26.531067
