,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,2003.824728786355,3921.970073993389,1819.8392595563614,2836.0660129123266,1041.115204275471,2752.7229927681587,3383.8214111328125,4414.688508406929,1671.1051565701844,2914.3540736607147
1965-02-01,2000.869056021813,3895.586688701923,1819.5267813546316,2819.2552354600693,1040.6680590485873,2749.69482421875,3389.9560546875,4396.404233186141,1668.0487961065573,2906.261160714286
1965-03-01,2002.9549475943688,3912.6788799579326,1817.7245003836495,2837.3638576931426,1041.663057510167,2754.29967931799,3380.0079345703125,4398.776643172554,1667.3408883516906,2915.595703125
1965-04-01,2003.7585570080446,3949.3426983173076,1816.1907741001673,2840.8766004774307,1040.678928322988,2747.1882588154563,3382.225545247396,4425.888724949049,1663.6069375960553,2912.7256556919647
1965-05-01,2001.712972810953,3927.3294302133413,1818.5253688267298,2834.243604871962,1040.8787975572561,2744.1859889674834,3392.50732421875,4422.182564113451,1663.08343605917,2916.3652692522323
1965-06-01,2003.288707166615,3935.05366398738,1819.618661063058,2838.483344184028,1043.0758332552975,2746.0838524070946,3399.1855875651045,4445.80370032269,1663.4176285540473,2924.9918038504466
1965-07-01,2002.7990360071162,3943.350454477163,1819.3253653390066,2839.1250610351562,1042.5260151902291,2743.109790698902,3400.7879638671875,4457.52536939538,1665.1731397284836,2928.538295200893
1965-08-01,2003.4660717048266,3933.020958533654,1817.6394871303012,2831.420389811198,1041.4165967131314,2742.684029244088,3395.332234700521,4438.221276324728,1664.3098424692623,2916.4488002232147
1965-09-01,2002.8425462175123,3927.325439453125,1815.813773018973,2833.0508761935766,1041.2398664918665,2744.3207611908783,3398.050537109375,4430.148182744565,1663.4641553534836,2910.822928292411
1965-10-01,2003.5153832766089,3910.8180119441104,1814.3962315150668,2825.8897569444443,1040.7272338867188,2741.4682749155404,3391.4670817057295,4434.212593410326,1667.9628465996414,2914.043666294643
1965-11-01,2003.262721902073,3926.358266977163,1816.9073922293526,2832.8655666775176,1040.610054747699,2753.8993216849663,3391.7331949869795,4432.673976732337,1669.133520908043,2907.3662458147323
1965-12-01,2001.707111018719,3935.3541447566104,1818.5795375279017,2843.570285373264,1041.515214475867,2763.0346349767738,3389.5458984375,4421.135678498641,1670.5675469070184,2912.371303013393
1966-01-01,2000.35509166151,3880.6781475360576,1817.5951276506694,2826.5709771050347,1041.4586524440817,2753.775271853885,3377.746785481771,4376.914115574049,1673.6878441982583,2903.5276576450897
1966-02-01,2001.7169612469058,3884.5670259915864,1822.6891653878347,2831.0916476779516,1041.709962609696,2749.5968380489867,3396.83349609375,4399.186640200407,1671.614549980789,2913.9249093191966
1966-03-01,2001.5875183709777,3929.9781212439902,1819.5033482142856,2830.060492621528,1040.3026633066675,2754.8042915962837,3394.687906901042,4425.176205842391,1669.455406314037,2912.4053083147323
1966-04-01,2002.8716134552908,3906.0645470252402,1818.9576285226003,2832.0943196614585,1040.3545640919306,2742.7681587837837,3392.0391845703125,4407.290782099185,1663.8639856557377,2911.265345982143
1966-05-01,2004.1858635326423,3941.563532902644,1817.7350725446427,2834.618123372396,1041.0202444416202,2744.2887589738175,3401.5289306640625,4458.8623046875,1664.3581703060963,2926.6326032366073
1966-06-01,2005.0645280592512,3936.3893949068506,1818.5069492885043,2836.93355984158,1041.5004782480737,2743.101707664696,3402.869059244792,4454.075556216032,1665.5239417904713,2924.522879464286
1966-07-01,2003.5845161664604,3946.3585486778843,1816.3986206054685,2838.354153103299,1041.8557990087222,2739.7315772804054,3392.4432373046875,4447.624140200407,1663.2155121349897,2923.1797572544647
1966-08-01,2004.6079125734839,3926.6603910006006,1817.5659179687498,2831.6553751627607,1041.452256294146,2739.891258445946,3397.2320556640625,4438.084079908288,1664.8922779521004,2919.837820870536
1966-09-01,2004.0932230430074,3921.908804086538,1813.6980329241069,2830.28564453125,1041.4444596800085,2743.2531408361488,3384.880574544271,4430.796482252038,1663.2712442366803,2913.065883091518
