,zgu50_cluster1,zgu50_cluster2,zgu50_cluster3,zgu50_cluster4,zgu50_cluster5,zgu50_cluster6,zgu50_cluster7,zgu50_cluster8,zgu50_cluster9,zgu50_cluster10
1965-01-01,0.0821228,-0.06876125,0.0019554137,-0.068761446,-0.16522293,0.03812828,-0.06908722,-0.16554871,0.28775483,0.14632149
1965-02-01,-0.014990616,0.11764374,0.10786705,-0.18705674,0.05377083,-0.0026069642,-0.08570747,-0.27960795,0.11601429,0.14436626
1965-03-01,0.0052139284,0.18053932,-0.018249512,-0.20791359,-0.034217834,0.08994369,-0.10526009,-0.026070785,-0.056052018,-0.0410614
1965-04-01,0.111126326,-0.03910599,0.123183824,-0.03910599,-0.0866848,-0.022159958,0.01759758,-0.14697342,0.125465,0.18314667
1965-05-01,-0.016619872,0.03324013,0.119924925,0.03584709,-0.0013038635,-0.029981231,-0.03910599,0.016946029,0.013687134,-0.0368248
1965-06-01,-0.023789216,0.0573555,-0.0009780884,0.01108017,0.014339065,0.034869384,-0.07332382,0.026070785,0.04562378,-0.031936266
1965-07-01,-0.006843567,0.033239745,0.034217834,0.025418853,0.015642548,0.16261597,-0.038780212,-0.053118896,0.06908722,-0.015642548
1965-08-01,-0.036499023,-0.022486115,0.0061920164,0.01596756,0.016945649,-0.12774582,-0.00032577515,-0.033891678,0.030632783,-0.030307006
1965-09-01,-0.038780212,-0.040734865,0.029003143,0.022485351,0.035521317,-0.04399414,-0.040409088,0.04920845,-0.012709427,-0.008798599
1965-10-01,-0.0736496,-0.03291397,0.0013038635,-0.013687134,0.059962463,-0.033892058,-0.018901061,-0.10167579,0.16228981,-0.079841234
1965-11-01,-0.028351974,-0.03519516,-0.042038728,-0.006843567,-0.1730442,-0.018249512,-0.016619872,-0.13002738,0.03975773,0.33696347
1965-12-01,0.14045563,0.053444672,-0.0205307,-0.0065177917,-0.20595817,-0.019878387,-0.021508027,0.115688704,0.20107003,0.1883606
1966-01-01,0.05973816,0.048905946,-0.076805875,-0.14179535,-0.11159821,0.050875854,0.006892395,-0.09256077,0.2917963,-0.08107281
1966-02-01,-0.033807755,0.071553804,0.01706772,-0.1391693,-0.080088235,0.13129196,-0.0341362,0.007221031,0.10339241,-0.13588715
1966-03-01,0.14868812,0.059410095,0.017724609,-0.10372086,-0.18348083,0.017724609,-0.020349884,-0.10175133,-0.055142593,0.13588715
1966-04-01,0.09518661,0.021663666,-0.0013130188,-0.10175133,-0.1614891,0.029212952,-0.010831451,-0.039059065,0.073195264,0.042341996
1966-05-01,-0.010831451,-0.04201355,0.020677948,-0.028227996,0.011816025,-0.020349884,-0.032823183,-0.044639587,0.026914597,0.0042671203
1966-06-01,-0.085012056,-0.1936554,0.02067871,0.028884124,0.029541016,-0.048906706,-0.0032821656,0.017396163,0.0370903,-0.01706772
1966-07-01,-0.06334839,-0.066959,-0.037089538,0.047264863,0.005579376,-0.02494507,0.052845,-0.043326568,0.03643341,-0.021990966
1966-08-01,-0.02855606,0.046608735,-0.0026260377,0.009846496,-0.0049240114,0.07385178,-0.18774796,0.0059082033,0.018380737,-0.034464262
1966-09-01,-0.023960877,-0.11356735,0.052845,-0.010503387,0.009518432,-0.04201355,-0.010503387,-0.06433296,0.0026260377,0.0009845734
1966-10-01,0.0045951842,-0.12144508,0.100766756,0.0091903685,0.15590934,-0.023960877,-0.03774643,-0.018052673,-0.10207939,-0.023632431
1966-11-01,-0.1779007,0.03905945,-0.121773146,-0.12341461,0.00032844543,-0.03708992,-0.0997818,-0.08402672,0.16214561,0.36663285
1966-12-01,0.20842628,-0.060066223,0.0068927766,-0.23337135,-0.026586533,-0.05547104,0.13785668,-0.25339356,0.2054718,0.2448597
1967-01-01,0.051267244,0.013061905,0.029062271,-0.24066314,-0.03983841,0.03167496,0.10416756,-0.19200782,0.26939887,-0.010123062
1967-02-01,0.22237663,-0.047349166,-0.07771721,-0.069554135,-0.16980286,0.033634186,0.06073723,-0.1485775,0.2697254,0.043756865
1967-03-01,0.10514717,-0.076737784,-0.020898819,0.03820572,-0.23445892,0.10057564,-0.07314606,-0.17012939,0.122780606,-0.010775757
1967-04-01,-0.11037178,-0.03624649,0.11069832,-0.0016330719,-0.065308765,-0.0483284,-0.06726837,-0.038532257,-0.03918495,0.28931808
1967-05-01,-0.1139637,-0.020898819,0.05420647,-0.033633806,0.040491484,-0.03330765,-0.059431076,0.01893959,0.017633438,-0.078697205
1967-06-01,-0.023838043,-0.16817017,0.10155563,0.038531493,0.0052246093,-0.033634186,-0.06367569,0.029389191,0.015021133,-0.012734985
1967-07-01,-0.20278397,0.0865345,0.049634553,0.048002623,-0.0016326904,-0.116902925,-0.048981477,-0.013388062,0.03134842,-0.0065307617
1967-08-01,-0.03134842,-0.012735367,0.02285843,0.017959595,0.027429199,-0.26515427,-0.009470368,-0.04114456,0.011428833,0.009469604
1967-09-01,-0.032654572,0.038858794,0.032001495,0.0026123046,0.05355339,0.008817291,-0.0065307617,0.029715348,-0.0042449953,-0.0062042237
