,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6,mgu850_cluster7,mgu850_cluster8,mgu850_cluster9,mgu850_cluster10
1965-01-01,-0.8450149,0.65013695,0.36303386,0.8248104,1.2448738,0.3236021,0.12904969,-0.2434349,0.76354444,0.6025578
1965-02-01,-0.89715654,-0.9818859,0.5686661,0.8629387,1.419873,-0.5442251,0.21899338,0.73258555,-0.4057247,0.51913184
1965-03-01,-1.0219692,0.6797922,0.105586246,0.96591794,1.5019954,0.103630826,0.07397537,0.2069355,1.4840721,0.4148491
1965-04-01,-0.6615429,0.92778933,0.054096986,0.77364695,0.859354,0.6377535,-0.19455223,0.2479969,0.43668365,0.43375054
1965-05-01,-1.2337936,0.87532234,0.81405604,0.7058628,0.6533955,0.51685065,-0.18966408,0.8046055,0.65991324,0.22877006
1965-06-01,-1.5101426,0.99198836,0.33142358,0.40409547,1.0014389,0.91540587,-0.09450607,0.4598213,0.35521278,0.26005477
1965-07-01,-1.4446404,1.0030686,0.053118896,0.32392806,1.274855,1.1588405,0.6928276,-0.532819,0.21215019,0.29720536
1965-08-01,-1.2386822,0.5950626,0.4112648,0.51163673,1.3999943,0.309589,0.27015725,-0.9515789,0.17565116,0.22355576
1965-09-01,-1.292453,0.5989731,0.889661,0.6067947,0.20172158,0.07169418,-0.2532112,-1.0780216,0.68924296,0.17988738
1965-10-01,-1.0861686,0.004888153,0.9727615,0.26592064,0.5595417,0.9939438,0.05442238,0.1310051,0.28514785,0.19748536
1965-11-01,-0.9160576,0.7997173,0.9506014,0.39627418,0.84371185,0.5292343,-0.05148964,0.3594494,0.3366375,0.3747654
1965-12-01,-0.6061428,1.4641931,0.79189605,0.8749962,0.87499654,0.39920694,0.2825405,0.060614396,0.9932922,0.47122726
1966-01-01,-0.8353451,0.4742922,0.25470656,1.4527458,0.95219535,-0.110285185,0.18315239,0.8254982,1.2981495,0.36400717
1966-02-01,-1.1067909,0.42341632,0.20875435,1.1163101,1.1012115,-0.28556004,0.2737438,-0.016411591,1.6982616,0.5635708
1966-03-01,-0.91576195,0.22352448,0.40437928,0.5002224,0.6256062,0.11717834,0.13884124,0.4526291,-0.32330626,0.45394173
1966-04-01,-0.99486506,1.1809711,-0.050219346,1.0897232,0.8409252,0.022976112,0.052188493,0.26028594,1.5292232,0.31083375
1966-05-01,-1.3020878,1.2157638,0.7933319,0.20908241,0.8366581,1.7140167,0.22976112,0.35087737,-0.22450943,0.27965203
