,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5,mgv500_cluster6,mgv500_cluster7,mgv500_cluster8,mgv500_cluster9,mgv500_cluster10
1965-01-01,1.2997158062763703,0.18951808721825267,-1.832710473965376,-0.6448565636362349,-0.6214792943663068,0.03041422296617482,-2.2091282265526906,1.2694599536749032,-0.43423742055892944,0.5569922782125928
1965-02-01,1.0915691271806374,-0.07083771046268883,-0.31781551929620594,-0.9749964305332729,0.15018795513444477,0.09024494843607818,-3.218368760177067,1.2974882737184181,-0.20544462733798557,-0.1565672102428618
1965-03-01,1.4678560770474947,0.0368015270270229,-0.5102418554134858,0.277257433959416,-0.09052493712968297,0.04116974166921667,-1.642316366944994,0.6707481848887908,-0.021451486067639455,-0.48158693881261916
1965-04-01,1.2245243176435812,0.12879742033173594,-1.4251230618892572,-1.1960651193346297,-0.010451246311681138,-0.030687860137707478,-0.7339023053646087,1.1538354250100942,-0.34016725089814925,0.04503720750411352
1965-05-01,1.1380764154287484,0.05944806315967341,-0.514521965613732,-0.4974163855825152,1.1318189402421317,0.012333908596554317,0.7243496498891285,-0.2645691617941245,-0.22042690051926506,-0.6160834005900792
1965-06-01,0.05108299545752696,0.04090160291873667,0.16560457073725185,-0.2869529809270586,0.05682288255128596,0.05931042537495897,0.26801068867955885,0.6618813826487614,-0.4585152202182346,-0.6068262315931775
1965-07-01,-0.4831075668334961,-0.03424654704319206,1.30119766944494,-1.2140635933194843,-0.9190665351019965,0.058051752669082295,-0.8482402456658227,0.6207345387874506,-0.2845629056294759,0.1963311362834204
1965-08-01,-0.4341183182520744,0.006362108700868616,0.31783720239614827,-0.6742300306047713,-0.17863346470726862,0.008083895301899393,-0.953908051763262,0.5583181977272034,0.07694703837235768,0.3037141192527045
1965-09-01,-0.0035643643245865135,0.0006248898198159688,-0.43179656450565046,-1.1754428488867623,0.5597788426611159,0.052487989132468764,1.4322647026606967,-0.04356622409362059,-0.40215376350614757,-0.10390353522130422
1965-10-01,0.2891484170387953,-0.015225101921832164,-0.30354446707627714,-0.4161652496882848,-0.8969753980636597,0.17659606160344304,-2.1928165640149797,0.8317394898487971,-1.1265088452233207,0.1640281861736661
1965-11-01,-0.013774348040803885,0.022194421132714557,-0.2599294942158919,-1.0212997027805875,-0.23636981430980894,0.048035533242934456,-0.9644970297813414,1.056722417855874,-0.7463766468895806,0.6128517644745963
1965-12-01,1.0563965027148907,0.09910008518034191,-0.9556751984816331,-0.23674432720456806,-0.34373284627993905,-0.0016114840636382232,-1.4523275196552274,1.1685998776020148,-0.45040981637107,-0.20302862283729373
1966-01-01,0.7279042250070816,0.23454740001824487,-0.31523916583794814,0.840035080909729,-0.6972038911448585,0.0244837485857912,-2.4394703762871877,0.14449524191709665,0.6549092133839926,-0.8293846533412026
1966-02-01,0.4183427263528873,0.09453987176908832,0.14003097819976318,1.6271155221121654,-0.0991887930366728,0.057339877695650666,-2.6722880346434454,-0.3317717176217299,0.532602932718065,-0.579804288489478
1966-03-01,1.1350706601754212,0.10449252933548969,-0.6853697391656729,-0.8269713606153216,-0.6344299763441086,0.02207903820719268,-1.065803106342043,0.98190032518827,-0.31987084282769096,0.09943150161277681
1966-04-01,0.49837266023342425,0.09896922054473294,-1.101460670813536,0.7281366416386196,-0.14076385026176771,0.00045497926908570364,-1.0330198066575185,-0.2841592599184085,0.5377354224522909,-0.4534946665877388
1966-05-01,0.146948632139426,0.007667151863495129,0.08216011218535595,-0.8442038297653198,0.01973382119710247,0.14445200965211197,-0.9700351527759006,1.2560977385594294,-0.9544930193159316,0.2520872546093805
1966-06-01,-0.10850185958238748,0.044629674039460256,0.5368880354441129,-1.2290939262935094,-0.13443599972460005,0.102007904568234,0.8204458547489983,0.26118892889756423,-0.6416228744718764,-0.2785593448650269
1966-07-01,-0.4362410077681908,-0.02912025203545128,0.613773212983058,-1.2067273684910367,-0.7602351407210033,0.1227254923936483,-0.7740498121295656,0.9998627962210239,-0.07504882083998786,-0.6107623378435771
1966-08-01,-0.2170417553339249,0.009133863712897141,0.45953251612492096,-0.5012312531471252,-0.27378923777076936,0.06151572071217202,-0.7341454071657998,0.30347443161866605,0.09283959037727779,-0.024616516505678497
1966-09-01,0.08651804274473435,-0.004987299674007881,0.00642261300713588,0.10545032364981516,-0.7705987327628666,0.08078174413861455,-1.3665797454970223,0.8175735290233905,-0.31710826688342625,0.009306729771196842
1966-10-01,-0.5499953642869607,0.016696202127557052,-0.4691284818527026,-0.2903678800378527,-0.03510677876571815,0.06678582445995228,-0.9108853127275194,0.504382909872593,-0.22907079921828374,0.303069395678384
1966-11-01,-0.29144008190203935,0.137975709273315,-0.9485697134947165,-1.779301507132394,-0.2590766176581383,-0.007484021621781426,0.26009952915566303,0.6843408712973961,-0.41854901446236503,1.2790095238458543
1966-12-01,0.9995802090718195,0.04649294510207465,-1.3440436277634058,-1.2050102438245502,0.17694245196051067,0.03580324049737002,-1.7701836568968634,1.8930795865181165,-0.12142354415522681,0.5725191107818058
1967-01-01,0.5925982426374387,0.061082952259259936,-0.35063307254742354,0.40355831384658813,-0.29984524266587365,0.0017267689376289175,-2.1813198924064636,1.1935273806254068,-0.05132543957895703,0.24141995679764522
1967-02-01,1.1527361778112557,0.1538708271307238,-1.7216372184264355,0.5419597455433437,-0.28277426544162965,0.018216198360597763,-3.058106345789773,1.7210347530169363,-0.7076811790466309,0.2572596605334963
1967-03-01,1.154413742896838,0.060352740550868256,-0.8199648979382637,-0.621067328112466,0.16118681265248194,-0.0663650398318832,-0.4938089421817234,1.3988933502099452,0.004472096140185992,-0.04798856430820057
1967-04-01,1.2633008070481129,0.03900158900821038,-1.0660707186429927,-1.3747734682900565,0.7015090021822188,-0.004063345290519095,0.4238625190087727,1.2386749188105264,-0.7857700851228502,-0.4187156047139849
1967-05-01,-0.038664606519234486,-0.04795377976015995,0.6895248706524189,-1.3319261584963118,0.31466459234555566,0.13704078423010335,-0.8234627012695585,1.5989700953165689,-1.421265999476115,0.108426081992331
1967-06-01,0.22014318368373773,-0.019047384341938076,0.2632778615523607,-1.4683214255741666,-0.05703401855296559,0.10944447404629475,1.4265418052673338,0.05739160741751011,-0.39733568827311194,-0.24897993675300054
1967-07-01,-0.7966305200870221,-0.0809671624639388,0.672116417151231,0.1853814082486289,-0.8334337837166257,0.07020206769575943,-1.4346924211297716,0.1530466744532952,-0.06475266483094957,0.9603928242410933
1967-08-01,-0.6932855416566898,-0.07455682462197172,0.6941213821753477,-0.46130201646259855,-0.29515986227326924,0.05225384406544067,-1.4472578253064836,-0.0019008317627967931,-0.10798235734303792,0.931906487260546
