,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6,zgv600_cluster7,zgv600_cluster8
1965-01-01,0.1051233391518946,0.21700011566281316,0.21605100005100933,-0.05226123861028153,-0.8308311571946015,-1.4189907660086951,0.5173576667028315,0.042357255837747035
1965-02-01,-0.6227023623607776,-0.2772262319922447,0.400033937050746,-0.04100148177262649,0.48601965646486023,0.31720222905278206,0.020130877109134897,0.7648010764803206
1965-03-01,-0.8715060574037057,0.040801404975354665,0.35192821270380265,-0.052436389342480884,0.05466903282983883,-0.5684773748119673,0.438105797066408,0.6020180242402213
1965-04-01,0.02542068767878744,-0.18720721293772968,0.15001891133112785,0.02057992779381549,-0.11140245038109857,-0.22892039269208908,-0.1843527178553974,0.3524789427007948
1965-05-01,-0.42110198625811823,0.43446272611618036,-0.020883681300358895,-0.036731688757833926,-1.357607905929153,-1.0100516801079116,0.9318791768130134,-0.4972267150878907
1965-06-01,0.3554803353768808,0.26817957737616127,-0.26801559023368055,0.00011675053390653196,-0.2757569623960031,0.33054978897174203,0.23285468273303087,-0.5733461890901839
1965-07-01,-0.5064267803121496,0.1444010729236262,-0.5154455701510111,0.05250003834595621,0.42976612174833145,0.4755507533748945,-0.6638694335432613,0.22270353777068003
1965-08-01,0.4512385637671859,0.38737548249108444,-0.24346688236945713,0.00811610973672188,-0.04880743957049138,0.7484129319588344,-0.6360891549026264,-0.30625047428267343
1965-09-01,0.3928552899095747,-0.11115019608821186,0.46131152373093826,-0.00042261640182590795,-1.7690109240042198,-0.2239772118628025,1.783960882355185,-0.8359013284955706
1965-10-01,-1.0979153491832592,-0.05111434563462223,0.2320584387351305,-0.03218325744096708,-0.9148423736159866,-1.869232952594757,0.7383904912892509,1.3448517663138255
1965-11-01,0.33650991541367986,0.06338477001658507,-0.3307758233486078,0.021498758467532166,-0.3251754150197313,-0.841933364669482,-0.029792469542692688,-0.34341941986765184
1965-12-01,0.10906698665133228,0.03439161061708416,0.25325016333506656,-0.03246444060458142,-0.6335869431495667,-0.5731966967384021,0.39000563761767215,0.16846396028995514
1966-01-01,-0.39044797972396567,0.017898661150996174,0.027659795700739592,-0.03665614613967806,0.11456310749053955,-0.11637348992129168,-0.1222896554014262,0.38198918104171753
1966-02-01,-1.0743191948643436,0.07452318843986307,0.017428593948865548,0.011834415417273068,-0.28148464657164907,-0.744044470290343,0.10721909210962408,0.2171691187790462
1966-03-01,-0.026521069446095714,0.08188476786017417,-0.06515618700247544,0.006986938957391969,-0.1249720820704022,0.23386399261653423,0.00033430788950200243,-0.24819669978959222
1966-04-01,0.06971285436992292,0.006730911055845873,-0.37242774015817887,0.03499213853266247,-0.15371536483635773,0.6167874981959661,0.1257481820443097,-0.3029190003871918
1966-05-01,0.1390215699319486,0.2466032015425818,0.1380617706439434,0.007246599026313685,-0.33763145675530304,-0.6594654793540637,0.3486575887483709,-0.34672700933047707
1966-06-01,-0.10468436887970677,0.15672498515674044,-0.20261273170128846,0.004066198873619962,0.02707203447416022,0.45200629780689877,0.12668322990922365,-0.4404547810554505
1966-07-01,-0.2448485681304225,-0.1651217894894736,-0.06332238419697835,0.060943988887261616,-0.5216581998644648,-0.316146823267142,-0.3797956687562606,-0.0361495784350804
1966-08-01,-0.25224222077263725,-0.035619539474802356,-0.2120286226272583,-0.00010596250687216478,-0.04423277301562799,-0.2570308279246092,0.315437202944475,0.29843323997088844
1966-09-01,-0.4130539794762929,0.5017599889210291,0.2155331655954703,-0.04233600538597717,-0.5550450972608618,-1.1553805321455002,0.9959236663930555,-0.5641931295394897
1966-10-01,1.119870830465246,-0.01391881627828947,0.17581093005644968,-0.02879224548833656,-0.5995982402079815,-0.38009717439611757,0.8122758830294889,-0.4769406148365566
1966-11-01,0.5704408442532575,0.35421387957675116,-0.2270380655924479,-0.007398754002640935,-0.5993484645276457,0.1990942129244407,-0.02944748574758277,-0.672657106603895
1966-12-01,-0.07559983404698195,-0.04456809921456235,0.17507240558281922,-0.02896785268915703,-0.2511459629277925,-0.28477152809500694,-0.040364333921495604,0.41671305894851685
1967-01-01,-0.19582813536679303,-0.22109528737408773,0.4472406628804329,-0.015913725538257643,0.20157100783812035,-0.2553788324197134,0.23664711591075446,0.6672767230442592
1967-02-01,0.4660688616611339,0.030869112483092712,-0.12995986602245232,0.029973037884507364,-0.029348448623676558,0.8082274968425434,0.18011765444979946,-0.1472875795194081
