,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7,zgu850_cluster8
1965-01-01,0.21410522,0.116666034,0.031284712,0.26983127,0.026070785,0.13817444,-0.39203757,-0.19846305
1965-02-01,-0.038454056,0.21899338,-0.14632186,0.32295018,-0.028351784,0.1925972,-0.0824482,-0.14990655
1965-03-01,0.10493431,0.18282051,-0.021182632,0.32229844,0.071694374,0.1697853,-0.1189476,-0.16522293
1965-04-01,-0.123183824,-0.05637779,0.057029724,0.105586246,-0.209869,0.16554871,-0.13263436,0.01173172
1965-05-01,-0.5442249,-0.2825409,0.10363121,0.16815567,-0.39073372,0.09320259,-0.2867775,-0.06941299
1965-06-01,-0.57616156,-0.21638641,-0.061592102,0.11959915,-0.1818428,0.057029724,-0.1459957,-0.05214119
1965-07-01,-0.10265312,-0.030633163,-0.061592102,0.009124756,-0.28091162,0.107867435,-0.26559487,0.16685219
1965-08-01,-0.17988777,-0.09874268,-0.049534224,0.018901443,-0.043668367,0.12513885,-0.106889725,-0.03519516
1965-09-01,0.12970161,-0.20302506,-0.04790497,-0.24538994,-0.21247597,0.08049317,-0.11829529,0.18738289
1965-10-01,0.21899338,-0.0778862,-0.22551116,0.22355576,-0.24767113,0.061591722,0.0456234,0.21540871
1965-11-01,-0.105912015,0.26266176,0.32457963,-0.10982265,-0.37085494,0.12839814,0.02574501,0.14469223
1965-12-01,0.11242981,0.22877006,0.08244858,0.059310913,-0.23072529,0.18379822,0.093854524,-0.11536255
1966-01-01,-0.14606246,0.49333,-0.015426636,0.42111892,-0.02855606,0.1920147,0.16083297,-0.15098572
1966-02-01,0.015755082,0.264225,0.05415802,0.014442253,-0.31149024,0.19037361,-0.017724609,-0.060066223
1966-03-01,-0.14934464,0.10175133,-0.089278415,0.11849098,0.0833704,0.19299927,0.010503387,-0.08074455
1966-04-01,-0.2002205,-0.11159821,0.15032959,0.26389655,0.03413582,0.1956253,-0.10962868,0.114880756
1966-05-01,-0.27801055,-0.41422653,-0.054486085,-0.003610611,-0.30787963,0.031510163,-0.02067833,-0.05612755
