,vws_v250-50_cluster1,vws_v250-50_cluster2,vws_v250-50_cluster3,vws_v250-50_cluster4,vws_v250-50_cluster5,vws_v250-50_cluster6,vws_v250-50_cluster7,vws_v250-50_cluster8
1965-01-01,2.73744535446167,-0.8845186233520508,-7.294702053070068,-4.745640754699707,3.688192129135132,10.859269142150879,-4.137810230255127,-5.095180034637451
1965-02-01,-6.281406402587891,-2.362150192260742,1.510010004043579,0.8352150917053223,2.031743288040161,-0.8249127864837646,-3.984013080596924,-4.387271404266357
1965-03-01,-2.4644365310668945,-5.833995819091797,-0.524677038192749,-1.389327049255371,2.208353042602539,-1.4982361793518066,-4.858229637145996,-0.9198403358459473
1965-04-01,-1.3098528385162354,1.429800033569336,0.5599988698959351,0.023547887802124023,1.6880912780761719,2.5880632400512695,-4.821435928344727,-5.5028533935546875
1965-05-01,5.299753189086914,-3.6528704166412354,-15.273030281066895,6.026059150695801,-2.0913493633270264,9.074042320251465,-0.4429950714111328,0.7513256072998047
1965-06-01,4.804511070251465,-0.1655714511871338,-9.556774139404297,-2.1134254932403564,-2.223806381225586,1.3716659545898438,1.3804965019226074,-3.457864284515381
1965-07-01,1.451876163482666,2.7558419704437256,2.6822545528411865,-0.3031795024871826,-2.505645275115967,-0.7277777194976807,3.3364453315734863,-1.7293002605438232
1965-08-01,4.450555801391602,1.3915345668792725,-2.2907705307006836,0.3002359867095947,-0.6085665225982666,6.722930431365967,0.9375011920928955,-2.1303505897521973
1965-09-01,6.978278160095215,-2.297393321990967,-13.348724365234375,-1.7491687536239624,-1.3304572105407715,12.567963600158691,2.795579433441162,2.9405460357666016
1965-10-01,0.7461745738983154,-10.441292762756348,-14.303152084350586,-2.2215986251831055,-1.4871981143951416,-0.2641782760620117,0.5511683225631714,5.643405914306641
1965-11-01,-4.061279773712158,7.0989603996276855,-2.2370519638061523,6.014284610748291,-4.388007164001465,7.041563034057617,-1.2612851858139038,-12.801971435546875
1965-12-01,0.3517470359802246,0.24504542350769043,0.8021001815795898,3.192214012145996,4.323985576629639,7.105583190917969,-1.2995505332946777,-0.2759518623352051
1966-01-01,0.6965709924697876,-2.8680200576782227,0.3182668685913086,-1.3967585563659668,1.4133951663970947,2.409426689147949,-3.5168514251708984,-0.11284017562866211
1966-02-01,-0.9895212650299072,1.343955159187317,0.34647703170776367,0.6133875846862793,3.9703822135925293,3.4785146713256836,-4.110709190368652,-4.105646133422852
1966-03-01,-0.21772360801696777,0.9085078239440918,-0.4868040084838867,3.109614133834839,1.4777722358703613,-1.3519117832183838,-3.8835818767547607,-3.537827968597412
1966-04-01,-2.3826632499694824,3.6738147735595703,-0.9613112211227417,1.5869956016540527,0.35154032707214355,3.3526549339294434,-3.3193812370300293,-6.836232662200928
1966-05-01,0.46582698822021484,-2.836193799972534,-5.9935479164123535,0.01880669593811035,0.11067008972167969,0.3074171543121338,1.3750584125518799,3.8481383323669434
1966-06-01,5.574013710021973,-0.7421410083770752,-7.456130027770996,0.7066974639892578,-3.317211389541626,0.9316544532775879,-1.117551565170288,-3.592801570892334
1966-07-01,0.8940415382385254,-0.028210163116455078,-0.08101344108581543,0.20615029335021973,-3.305637836456299,3.4662177562713623,-0.7110376358032227,1.1942248344421387
1966-08-01,7.695553779602051,-1.1884381771087646,1.1609516143798828,1.004711627960205,-1.2224349975585938,2.9946038722991943,-0.5873472690582275,-2.5917069911956787
1966-09-01,6.721221923828125,-2.279226303100586,-7.519783020019531,-1.0864481925964355,-0.04557013511657715,2.1070730686187744,2.368919610977173,-4.931693077087402
1966-10-01,-1.622438907623291,-5.52265739440918,-10.953452110290527,-0.8918712139129639,2.9569907188415527,2.543243169784546,-0.06220674514770508,3.441624641418457
1966-11-01,1.6933256387710571,4.693716049194336,-3.2289648056030273,3.5457851886749268,2.2199130058288574,6.695905685424805,0.007233381271362305,-0.7435879707336426
1966-12-01,-4.611256122589111,-3.4220945835113525,-1.8032724857330322,0.8484711647033691,2.6741669178009033,3.6239049434661865,-3.1790544986724854,-1.6723490953445435
1967-01-01,-10.214000701904297,-2.8517937660217285,1.4937570095062256,0.13655304908752441,3.7585391998291016,1.6927580833435059,-4.834311008453369,-1.2472953796386719
