,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8
1965-01-01,-0.44299525,0.021634674,0.5202616,0.24872479,-0.9891596,0.60944957,-1.1119032,-0.28728467
1965-02-01,0.18617572,0.038854122,-0.34218064,0.29096395,-0.19912705,-0.16527691,-0.5220278,-0.38235933
1965-03-01,0.2245883,-0.1373138,-0.2312111,-0.002796316,-0.42989665,0.27418604,-0.872303,-0.22620717
1965-04-01,0.008536053,0.0039736987,-0.39957866,0.3724986,-0.16174468,-0.46521848,-0.37500057,-0.034438707
1965-05-01,-1.0625998,-0.11052799,0.2856657,-1.0056431,-0.22797322,1.5039759,-0.6285822,0.07756095
1965-06-01,-0.7274834,0.1904438,0.7341064,-1.1663578,0.10522971,0.3123041,0.15055962,-0.5901696
1965-07-01,-0.19235706,-0.19353446,-0.014275837,0.11096959,0.039001275,-0.48493987,0.06446228,0.53439057
1965-08-01,0.07594204,-0.1464386,-0.08153458,0.19662514,-0.3323199,-0.65213007,-0.20501404,0.41974154
1965-09-01,-0.80533886,-0.06873055,0.30347365,-0.9067419,-0.54748905,1.4520231,-0.57662964,-0.03782382
1965-10-01,0.12303791,-0.016336251,-0.2760992,-0.7981272,-0.74691045,1.5181047,-0.2759521,-0.26844624
1965-11-01,-1.0437614,0.1819077,0.07064362,0.90747774,-0.27021217,-0.6820065,0.7773754,0.42474556
1965-12-01,-0.07976856,0.051363897,-0.22208628,0.072115496,-0.616514,0.32201773,-0.5635311,-0.041944694
1966-01-01,0.2671997,0.22698228,-0.32000303,0.22712693,-0.39363852,0.2910697,-0.62857753,-0.33794183
1966-02-01,-0.36644116,-0.083617404,0.1736002,0.30712777,-0.8334257,0.26908034,-0.6740028,0.0066545485
1966-03-01,-0.08940415,0.03443072,0.13844618,0.36673054,-0.22539082,0.051212072,0.054973412,0.2164216
1966-04-01,-0.35182977,-0.10575147,-0.29237184,0.1400375,-0.1286089,-0.35226384,0.18589687,0.08419609
1966-05-01,-0.43486857,-0.17417908,0.06958485,-0.8217077,-0.42951584,1.0803722,0.0947567,0.8706052
