,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8
1965-01-01,-9.57486,0.5001831,0.48770142,3.0413818,-5.8755493,2.482544,-11.278809,-7.3075867
1965-02-01,-11.5112,0.7567749,0.025299072,2.7106934,-6.829468,1.995697,-12.544067,-8.676117
1965-03-01,-12.549957,1.0926514,0.08276367,2.0841064,-7.586792,1.9523621,-12.796967,-9.537231
1965-04-01,-11.802216,2.105835,0.3100891,2.7924194,-6.802124,2.2330627,-12.958313,-9.654694
1965-05-01,-9.128296,3.1461792,1.2241516,2.537445,-4.953491,2.5748596,-11.272858,-7.610962
1965-06-01,-5.7164307,2.6576538,2.170166,2.7404785,-2.455719,3.003418,-9.559448,-4.493988
1965-07-01,-2.7087708,2.5647583,3.1021423,3.1974487,2.253418,3.2418518,-6.1930237,-0.63708496
1965-08-01,0.8134155,3.3451538,4.047699,2.9958801,3.5162964,3.7602844,-3.2062073,0.5290222
1965-09-01,-1.4696045,2.8409424,3.2989807,3.452179,1.5421448,3.5644226,-3.5283203,0.71984863
1965-10-01,-3.6108398,3.190033,2.8901367,3.6021729,-1.0621338,3.5023804,-4.3992004,-0.73880005
1965-11-01,-5.220001,3.2264404,2.1032715,3.716919,-2.2766113,3.1455994,-7.2168274,-3.4776
1965-12-01,-8.149872,2.555359,1.0075989,3.0169067,-4.0414124,2.1781616,-9.820892,-5.4624634
1966-01-01,-10.449524,1.9147339,0.4265747,3.320221,-6.0460205,2.0574646,-11.767731,-7.598755
1966-02-01,-11.396454,1.703064,0.032318115,2.6793518,-6.775635,1.8331604,-12.628967,-8.759003
1966-03-01,-11.286224,2.2364197,-0.00970459,2.563202,-6.3693542,1.9111328,-12.092072,-9.521698
1966-04-01,-10.975922,3.1967468,0.45944214,2.9672852,-5.9526367,2.0081482,-12.954742,-9.241638
1966-05-01,-8.78537,3.423584,1.2858887,3.5007324,-4.6027527,2.6121826,-10.284119,-6.4151917
1966-06-01,-6.1203613,3.2145996,3.182312,3.8247986,-2.6084595,3.3522644,-8.913147,-4.2676086
1966-07-01,-2.6621704,3.0595398,3.5930786,4.447357,0.8088684,3.7307434,-5.8513184,0.02166748
1966-08-01,2.159607,3.1969604,4.1959534,4.150055,3.237793,4.098114,-2.518219,1.1949158
1966-09-01,-0.2984619,3.2437134,4.047058,3.5306396,2.4943237,4.269928,-2.808319,1.2376404
1966-10-01,-3.0157166,3.454895,3.6480103,3.4921875,0.23699951,4.273346,-4.705078,0.07611084
1966-11-01,-5.176758,3.2383728,2.826355,3.6075134,-1.9129944,3.5217896,-7.1268616,-3.250885
1966-12-01,-8.158386,2.8558655,1.6072388,3.4897766,-4.1719666,2.8982239,-9.553284,-5.451355
1967-01-01,-10.404907,2.0706482,1.1976929,2.6155396,-5.9390564,2.653595,-11.375519,-7.0749207
1967-02-01,-12.254425,1.1321106,0.80908203,2.0851746,-6.4213257,2.3030396,-12.923553,-8.271881
1967-03-01,-12.394989,1.2875366,-0.13027954,2.475006,-6.341522,2.3087463,-13.328522,-9.050476
1967-04-01,-11.169342,2.2758179,-0.026977539,2.9934998,-5.1960144,2.3344116,-12.913727,-8.312134
1967-05-01,-8.133759,3.2164612,0.7604065,3.9286194,-3.5491943,2.8328247,-10.710999,-7.1416016
1967-06-01,-4.271393,3.1082458,2.65802,3.7628174,-1.8699646,3.2159119,-9.263641,-4.117157
1967-07-01,-1.0283508,3.231659,3.3749084,4.2753906,1.5283813,4.162201,-5.2382812,0.005859375
1967-08-01,2.7007446,2.9646912,3.6287842,4.274353,3.3032532,4.2282715,-1.1320801,1.4286499
1967-09-01,0.77371216,2.8416138,3.174652,4.173828,2.426941,4.3661194,-1.4910278,2.2346191
1967-10-01,-2.9978638,2.6965027,2.9689636,3.1838074,-0.08856201,4.0372314,-4.561432,0.33312988
