,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7
1965-01-01,2.09016349117519e-05,1.356064331048401e-05,2.1151411796641436e-06,4.194303201586307e-06,1.086776277051368e-06,2.8786899201831085e-06,-8.593068548979124e-06
1965-02-01,1.3825804501266248e-05,7.833843937987695e-06,1.2633455526156466e-05,7.101026992120706e-06,1.0364789721444884e-05,2.537234133081222e-06,4.803391537720789e-06
1965-03-01,7.626952225336936e-06,8.27755760231715e-06,2.082436927659208e-06,7.5890922568968476e-06,7.3161888022613395e-06,3.31575195941822e-06,-6.957698546598707e-06
1965-04-01,-8.481212887545553e-06,2.3352805934943415e-05,-1.2639938924101962e-05,1.1943669427323237e-05,-2.913763420441352e-06,2.744806035134725e-06,-8.361584233088333e-06
1965-05-01,-6.620999926099103e-06,6.217386120018395e-06,-7.638969431614635e-06,1.2499895019280952e-05,-1.0126887611311924e-07,4.515082102435136e-06,-1.2399579480353912e-05
1965-06-01,-1.3394048536952141e-06,1.6390058590332046e-05,-1.9607365889636898e-05,1.2922695364305622e-05,1.7464030706419593e-06,5.628300327855497e-06,-1.4928977951499153e-05
1965-07-01,7.148247771482374e-07,3.40689560592485e-05,-2.52338233102429e-05,1.6912752719774623e-05,-7.723776269069111e-06,4.760932086427332e-06,-2.4909301525137075e-05
1965-08-01,-4.669064068707485e-06,2.2606557953016214e-05,-2.393111425850033e-05,1.2078862573068899e-05,-6.396673122501604e-06,4.487161299317045e-06,-1.9609090238439173e-05
1965-09-01,7.733640217111315e-06,1.6375303554620284e-05,-2.0580507355459433e-05,1.2095492058184924e-05,5.139326152526667e-06,4.051400137183447e-06,-8.57608786949034e-06
1965-10-01,5.210657505472227e-06,1.5017953955975827e-05,2.119282121222048e-06,6.451991506523827e-06,4.759464838405785e-06,4.232360044324705e-06,-1.0508697965688594e-05
1965-11-01,-2.888961425639991e-06,1.585953972001638e-05,-1.1294223765746989e-05,7.853154364195333e-06,1.5955424456396114e-06,2.670851342559091e-06,-4.678928565805439e-06
1965-12-01,2.7756373199849804e-06,1.128346411860548e-05,-8.907022776481555e-06,6.4971526440040835e-06,5.68965261167746e-06,2.8160303652721603e-06,7.774967040556172e-06
1966-01-01,1.1448113212964017e-05,-9.372863966442917e-08,7.861768835937255e-06,2.6688670928764856e-06,6.00745486487788e-06,4.4064271967861845e-06,1.7250617516269397e-05
1966-02-01,1.694426572385055e-05,2.370311828296205e-06,-1.2660227152342225e-07,3.31064317165383e-06,4.0771656757824945e-08,3.289704600909452e-06,1.0447988505334113e-05
1966-03-01,1.2563127427256404e-05,1.0884344684806517e-07,1.0022844573346186e-05,6.721355506794267e-06,1.3022223945633662e-06,3.08313224827038e-06,-2.2422570413199896e-06
1966-04-01,4.118826524290853e-06,1.3931256338158468e-05,-1.4630035138907259e-05,7.535542925573365e-06,4.661995944843511e-06,4.177546223352826e-06,-7.3594258014274985e-06
1966-05-01,-4.962499161598188e-09,1.3622146373866903e-05,-9.53508335145768e-06,1.540260470563912e-05,4.998914898185997e-07,5.843310388639919e-06,-2.5321258528327398e-05
1966-06-01,-9.009758272782165e-07,1.2766213330905885e-05,-9.849397234315152e-06,1.0665284678973229e-05,-6.918745301928456e-06,5.236435867633165e-06,-1.190210103672915e-05
1966-07-01,-6.370574823222341e-06,1.905747012642678e-05,-2.0619017959688787e-05,1.5284523072635686e-05,-1.1645573233016131e-05,6.182963227827384e-06,-2.302608939344557e-05
1966-08-01,-1.3945832932904523e-06,1.7639722500462085e-05,-1.5627849896710746e-05,1.3434317363690243e-05,-1.0095794261195062e-05,6.034950843585378e-06,-2.4815469232359618e-05
1966-09-01,7.14018639769165e-06,5.481637117554783e-06,-2.0153445185704705e-05,1.258697603227492e-05,-1.2498785715499913e-05,4.942331581029672e-06,-1.6744232914678637e-05
1966-10-01,8.443100085742117e-06,1.6068567750456473e-06,1.6540371104513592e-06,1.0469913620061809e-05,-3.361059374252694e-06,4.225854017331837e-06,-9.875717213700144e-06
1966-11-01,2.4314628532806637e-06,-2.464970899988354e-06,7.634769718021873e-06,7.2588956853390965e-06,2.2683712524502138e-06,2.292956961751029e-06,-1.0563608019296996e-05
1966-12-01,1.1205711558659459e-05,1.004816870893895e-05,3.7673309805086315e-06,5.1471194371358526e-06,4.864016938716469e-06,2.01980803440607e-06,1.0428145673579297e-06
1967-01-01,1.4083019550525933e-05,8.315150807902683e-06,7.019625668038185e-06,7.165290554552937e-06,8.58618394969116e-06,1.9405200080558204e-06,6.772627657345296e-07
1967-02-01,1.6363891575110756e-05,9.779222030677678e-06,7.56985412765841e-06,3.5767294982094997e-06,8.520862593286438e-06,3.3313513001673897e-06,1.5015585273486618e-05
1967-03-01,1.077549285355417e-05,1.1924117491920091e-05,1.1559233468817962e-05,5.272477581349017e-06,2.868531045020394e-06,1.2465074174496362e-06,2.2558119574320945e-06
1967-04-01,5.676325187664588e-06,8.329160057958992e-06,3.754529538062862e-06,5.484028782716103e-06,7.736440466032946e-06,3.4115579694571348e-06,-1.2386866535852084e-06
1967-05-01,4.944154952113422e-06,1.0174295160444066e-05,3.872804248723176e-06,6.104683125450979e-06,-2.2372620120139883e-07,4.080655852729048e-06,-2.2119401260118302e-08
1967-06-01,1.325740015545307e-05,2.396519600248818e-05,-6.025135438189214e-07,8.365072405931677e-06,-3.5177777135686483e-06,4.104745817320084e-06,-1.2457230420268113e-05
1967-07-01,1.9714889276656322e-05,2.9253781879864014e-05,-1.5444175005541183e-05,7.765052009867681e-06,-1.0097556407179747e-05,5.034815981414592e-06,-7.199538010878093e-06
1967-08-01,9.498301523080954e-06,2.340534289639133e-05,-1.2878547942360032e-06,7.92456366943806e-06,-1.6586234737174394e-05,5.807723289939935e-06,-2.3944406538331267e-06
1967-09-01,5.764451671552706e-06,1.932765826495597e-05,-7.236487269730267e-06,8.302767042207497e-06,-6.328591242973661e-06,6.281584753588099e-06,-2.1937495892581698e-05
1967-10-01,-1.087696190893439e-05,2.4883764429735798e-05,-1.4732591223167088e-05,1.2938713794083233e-05,5.5686076517634895e-06,6.142548264270536e-07,8.657383604617225e-07
1967-11-01,-4.057578717464594e-07,6.822073525351395e-06,3.4232967444885224e-06,6.394029185458752e-06,3.6802914978166386e-06,2.393382466699997e-06,9.447808913660772e-06
1967-12-01,1.001567326852637e-05,9.760251487023197e-06,2.0305405103369722e-06,4.365305669461556e-06,-1.388435774432847e-06,3.031114546190481e-06,1.1886527317983564e-06
1968-01-01,1.9107206128410326e-05,1.3243420653452631e-05,-6.69950728544271e-06,3.2279931145744023e-06,1.3237960998098556e-05,1.5704676209688167e-06,1.0338473457798527e-06
1968-02-01,1.0468654210171735e-05,8.698089762522917e-06,2.0004741989915989e-07,5.532825273704989e-06,1.3072702710236296e-05,1.7295680476292074e-06,1.0293581109374028e-05
1968-03-01,2.2221992423965276e-05,5.890212454081242e-06,1.2077094676702211e-05,-4.54970021853359e-07,5.737973651775974e-06,3.5150850987132864e-06,1.5463986831794802e-05
1968-04-01,3.903287648654441e-06,3.516424840199761e-06,3.4376267673711217e-06,5.653895637791661e-06,5.122817790172783e-06,2.8932860584729022e-06,-1.4041983597439177e-05
1968-05-01,7.38668362032513e-06,8.8610840975889e-06,-5.87390047712688e-07,5.632049410688563e-06,-7.412794709373636e-06,7.122333440718804e-06,-9.537312149460018e-06
1968-06-01,3.6148904314359243e-06,9.548288441389257e-06,-2.887321493005856e-06,6.0015813084964424e-06,-1.0165205243207641e-05,6.0072602694718726e-06,-1.4287235733883625e-05
1968-07-01,1.0674742867422538e-05,5.255515134194866e-06,5.785230022021486e-06,7.182515525846063e-06,-1.1762737854455322e-05,8.750853171309076e-06,-2.474958874341665e-05
1968-08-01,-8.176900223588746e-06,1.9035655896004755e-05,-2.6643501931695414e-05,1.128209476292799e-05,-1.283876827073982e-05,7.863692669868922e-06,-2.3723303897757873e-05
1968-09-01,-1.8228782039386715e-05,2.134429905709112e-05,-1.8495978792998354e-05,1.790017541135609e-05,-8.057009443456825e-07,4.716200198686106e-06,-1.1268169449370664e-05
1968-10-01,1.0658038895883237e-06,2.719928412867982e-06,3.339163104750956e-06,7.326744948896012e-06,6.011156404962424e-06,3.0867306866900466e-06,-3.3291629816548345e-06
1968-11-01,5.263973434921354e-06,9.905612235646307e-06,-3.7693593770070166e-06,6.2722735043302316e-06,4.986559981096599e-06,5.954714186760544e-06,-1.3571681131107845e-05
1968-12-01,9.638869613581846e-06,1.845842992527954e-05,-6.891833034420155e-06,1.0440544429002328e-05,-3.871473485229547e-06,2.2102105166642035e-06,-1.883054899349879e-05
1969-01-01,8.389111627593593e-06,2.696050766341311e-06,2.759587200021737e-06,5.975338368502213e-06,1.2608072872601703e-05,3.447224859474705e-06,-3.4294967835276937e-06
1969-02-01,9.580212179116643e-06,1.8499144971428905e-06,8.849582806241025e-06,4.630249146525255e-06,3.245189749246823e-06,3.0139827884496564e-06,-4.7094982674576436e-06
1969-03-01,2.9259920708568643e-06,9.439364324255925e-06,-1.2601547043950793e-06,6.972948039946637e-06,5.5039730672102784e-06,2.361620061648224e-06,3.2548831024376503e-06
1969-04-01,9.01427554822476e-06,6.89446930361252e-06,2.407673857110889e-06,5.585146878495808e-06,6.182681421374912e-06,5.337533450613221e-06,-1.3248355764627569e-05
1969-05-01,-1.132979789986166e-05,1.672861344559351e-05,-7.974600180205016e-06,1.3451319983618026e-05,-7.610197950601684e-06,4.277283760100869e-06,-1.216842037772012e-05
1969-06-01,-1.2976298080502602e-05,1.2899419440752052e-05,-1.490521412961243e-05,1.4444614303594942e-05,-6.15315074851837e-06,4.684156568796677e-06,-1.948368194324289e-05
1969-07-01,-1.707716705823259e-05,2.3041886076195322e-05,-2.1287341464163285e-05,1.99913568551611e-05,1.1245642316349735e-06,5.2141607443235e-06,-2.2147797250054833e-05
1969-08-01,-1.7229888271685923e-05,2.334547237599812e-05,-1.2767092779800544e-05,1.7385596093155038e-05,-3.4397957775085657e-06,4.122426232476704e-06,-1.3360642531717366e-05
1969-09-01,-3.1525779320418224e-06,1.7578568076714873e-05,-1.9453674277818728e-05,1.625449259741602e-05,-1.2305860185403038e-05,4.469567129574527e-06,-1.0269986611974398e-05
1969-10-01,-1.3413433919140516e-05,1.4409135170960024e-05,-2.1316623133316167e-05,1.7630774314476953e-05,3.9692963582638185e-06,1.4971119389462761e-06,-1.0582821783883087e-05
1969-11-01,1.4855281449399627e-05,1.5207994389735784e-05,6.113298565781276e-07,6.493287599708759e-06,-4.884358097776633e-06,3.0278445758877177e-06,-6.900598126583534e-06
1969-12-01,6.5389635039991845e-06,1.313145427654187e-05,2.1194190529578396e-07,7.5105179414357875e-06,-7.496642498691389e-07,3.97023075485684e-06,-4.6291807558935194e-07
1970-01-01,1.3499753492851596e-05,4.7703785336731625e-06,9.481016555972538e-06,2.3438272010427466e-06,-9.853706537590121e-07,4.1686509125274485e-06,3.836967979705977e-06
1970-02-01,2.2530113596985757e-05,5.3358136635021465e-06,1.2022714455741021e-05,5.385829836196064e-06,9.176060509410242e-06,2.4240419910020807e-06,-3.055499815452618e-06
1970-03-01,3.944868876004648e-07,2.007635127180644e-05,8.25342730032779e-06,6.914330649843727e-06,-4.341038881896318e-06,2.769494138548183e-06,2.622012936736803e-07
1970-04-01,8.201659795759042e-06,1.5856988587377906e-05,-9.264684004100282e-07,8.446512177591698e-06,3.7141489883651957e-06,5.860931848486769e-06,2.3604422605069084e-06
1970-05-01,5.252537960132031e-06,8.484920120584624e-06,-5.4954099937276615e-06,8.101014590425459e-06,-8.724888092811769e-06,7.294854498240965e-06,-1.5915322199527342e-05
1970-06-01,1.1637130370445448e-05,2.455343595405187e-05,-1.3059087525643266e-06,7.146176190200134e-06,-1.2220992961043851e-05,6.4141142109553615e-06,-1.0562719194929354e-05
1970-07-01,3.160732475748773e-06,3.2310927053913474e-05,-1.2851913717375802e-05,1.253598040866527e-05,-3.6325652465827507e-06,5.005267456470863e-06,-1.6699057210423757e-05
1970-08-01,-4.682732068772566e-06,1.252400807061349e-05,-9.734957525811945e-06,1.1644715779408601e-05,-1.4555112929056948e-05,5.704685061784457e-06,-1.3924529246816581e-05
1970-09-01,2.864694614856944e-06,6.9458087637030985e-06,1.8027296684002586e-05,8.759812282594238e-06,-1.0029227517158937e-05,6.254672970498034e-06,-1.8619278886366042e-06
1970-10-01,1.6623187093500746e-05,-5.833714548468076e-07,1.3552114199098598e-05,3.2851223485372737e-06,4.481073161018272e-06,5.035648961190283e-06,-1.0944525931997553e-06
1970-11-01,1.4757792143882398e-05,8.66298250912223e-07,6.0007218495781796e-06,4.786558754887781e-06,-1.150400857403094e-06,4.380380430396363e-06,-3.684361658859857e-06
1970-12-01,1.3689064815025631e-05,1.2959071682416834e-05,6.756903303539729e-06,4.98534886554329e-06,6.112374380377745e-06,1.4372408810406459e-06,5.87545497237994e-06
1971-01-01,2.3582305175295915e-05,-1.550805563965696e-06,1.674026707730393e-05,4.192305783202112e-06,-1.3494387344921548e-06,1.7610510909620374e-06,-1.3049684699842945e-07
1971-02-01,1.450615485509843e-05,1.6546615218733982e-06,1.3530547298452281e-05,4.911542685633949e-06,2.149122932141009e-06,3.319198173925399e-06,8.911978732088976e-06
1971-03-01,1.8989122452239826e-05,1.7207626494079402e-06,5.786537230331337e-06,2.6494192471330325e-06,5.8428182373146145e-06,3.2555861677278865e-06,-8.89737514102528e-06
1971-04-01,7.459198769765862e-06,5.492280858258407e-06,1.9327278063688676e-06,4.958902704619464e-06,-4.162983848552606e-06,4.341199656544682e-06,-9.538929947611353e-06
1971-05-01,-1.7566607724006644e-06,2.5175839558263156e-05,-1.6099186593367317e-05,1.2327383963595028e-05,-7.718597833610891e-06,5.132307201449748e-06,-7.738050512808982e-06
1971-06-01,2.646312395881978e-05,2.3010790452341705e-05,-3.4133975392234916e-06,4.279264742646306e-06,-7.801244547326034e-06,6.199697505988094e-06,-5.701648812343288e-06
1971-07-01,-4.7188116525376245e-06,3.4466581079565614e-05,-2.3111240515001032e-05,1.810508237611203e-05,-7.863415744809158e-06,5.458582293990141e-06,-2.4484462769716188e-05
1971-08-01,1.0148318807523538e-05,2.4476398721162695e-05,-9.23423085298834e-06,9.044218215758043e-06,-1.4420969695162388e-05,7.69988325280927e-06,-1.0938510692512589e-05
1971-09-01,4.479025506043399e-06,4.493078904488357e-06,8.986374057583036e-06,5.919841202692433e-06,-5.224960246282122e-06,6.623015742419553e-06,-5.799870450573508e-06
1971-10-01,7.760323228467314e-06,1.6937926072084036e-05,1.0764243337949405e-06,4.0597017296278065e-06,-3.3984489081459204e-06,6.26725319871521e-06,-6.637854064386126e-07
1971-11-01,2.302525246022924e-05,8.048921245062957e-06,-2.6713183030681516e-06,4.911278877381598e-06,-8.790874000458809e-06,5.18204048889688e-06,-5.500220884807112e-06
1971-12-01,1.3124433451139339e-05,1.3919244186884803e-06,7.398471321299179e-06,6.008929130802422e-06,1.3590452722796313e-06,1.934469874821911e-06,1.3636520007463386e-06
1972-01-01,1.678824048667593e-05,1.078747952002838e-05,-8.60330666390447e-06,6.289713247866186e-06,1.8578163007987314e-06,3.410934994534458e-06,-3.6986348690830213e-06
1972-02-01,8.967435860540718e-06,3.945372858045934e-06,1.0418506235509993e-05,6.124696985542718e-06,-1.2520228086610918e-07,4.0635672440116735e-06,-4.159127194835684e-06
1972-03-01,1.9077479862517066e-05,7.791404641466215e-06,1.4868322344747346e-05,2.393648357435476e-06,3.1067979865507698e-06,2.3585057857328843e-06,1.6042636299530525e-05
